Unnamed: 0,A1,A2,A3
169,0.0,1.0,0.0
170,0,0,1
171,0.0,1.0,0.0
172,0,0,1
173,0.0,1.0,1.0
174,1,0,1
175,0.0,1.0,1.0
176,0,0,1
177,0.0,0.0,0.0
178,0,0,1
179,0.0,0.0,0.0
180,0,0,1
181,0.0,1.0,1.0
182,0,0,1
183,1.0,0.0,1.0
184,0,1,1
185,0.0,0.0,1.0
186,0,0,0
187,0.0,0.0,1.0
188,0,1,1
189,1.0,0.0,1.0
190,0,1,0
191,0.0,1.0,0.0
192,0,1,1
193,0.0,0.0,1.0
194,0,0,1
195,0.0,1.0,1.0
196,0,0,1
197,1.0,0.0,1.0
198,0,0,1
199,0.0,0.0,1.0
200,0,0,1
201,0.0,1.0,1.0
202,0,1,1
203,1.0,1.0,1.0
204,0,0,0
205,0.0,1.0,1.0
206,0,1,1
207,1.0,0.0,0.0
208,1,1,1
209,0.0,0.0,0.0
210,0,0,1
211,0.0,0.0,1.0
212,0,0,1
213,0.0,0.0,0.0
214,1,1,1
215,0.0,1.0,1.0
216,0,1,1
217,0.0,1.0,0.0
218,0,0,0
219,1.0,1.0,1.0
220,0,1,1
221,0.0,0.0,1.0
222,0,0,1
223,0.0,1.0,1.0
224,0,1,1
225,1.0,0.0,0.0
226,0,1,1
227,0.0,0.0,0.0
228,0,0,0
229,0.0,1.0,1.0
230,0,1,1
231,1.0,0.0,1.0
232,0,0,0
233,1.0,1.0,1.0
234,1,1,1
235,0.0,1.0,1.0
236,0,1,0
237,1.0,0.0,1.0
238,0,0,1
239,0.0,0.0,0.0
240,0,0,1
241,0.0,0.0,1.0
242,0,1,1
243,0.0,1.0,1.0
244,0,0,1
245,0.0,0.0,1.0
246,0,1,1
247,1.0,1.0,1.0
248,0,1,1
249,0.0,0.0,1.0
250,1,0,1
251,1.0,1.0,1.0
252,0,1,1
253,0.0,1.0,1.0
254,1,1,0
255,0.0,0.0,0.0
256,1,1,1
257,0.0,1.0,1.0
258,0,0,0
259,1.0,1.0,0.0
260,1,1,1
261,0.0,0.0,0.0
262,0,1,1
263,0.0,0.0,1.0
264,0,0,1
265,0.0,1.0,1.0
266,0,1,1
267,0.0,1.0,0.0
268,0,1,1
269,0.0,0.0,1.0
270,0,1,1
271,0.0,1.0,1.0
272,0,0,1
273,0.0,0.0,1.0
274,0,1,1
275,0.0,1.0,1.0
276,0,0,1
277,0.0,0.0,1.0
278,0,0,1
279,0.0,0.0,0.0
280,0,0,1
281,1.0,1.0,1.0
282,0,0,1
283,0.0,1.0,1.0
284,0,1,1
285,0.0,0.0,1.0
286,0,1,1
287,0.0,1.0,1.0
288,0,0,1
289,0.0,1.0,1.0
290,0,1,1
291,1.0,0.0,0.0
292,0,1,1
293,1.0,1.0,1.0
294,0,0,1
295,0.0,0.0,1.0
296,0,1,1
297,0.0,1.0,0.0
298,0,0,0
299,0.0,1.0,1.0
300,0,0,1
301,0.0,1.0,0.0
302,0,0,0
303,0.0,0.0,1.0
304,0,1,1
305,0.0,1.0,1.0
306,0,0,1
307,0.0,0.0,1.0
308,0,0,1
309,0.0,0.0,1.0
310,0,1,1
311,1.0,0.0,1.0
312,0,0,1
313,0.0,1.0,1.0
314,1,0,1
315,0.0,0.0,1.0
316,1,1,1
317,1.0,1.0,1.0
318,0,0,0
319,0.0,0.0,1.0
320,0,0,1
321,0.0,0.0,1.0
322,0,0,1
323,0.0,1.0,0.0
324,0,0,0
325,0.0,1.0,1.0
326,0,1,1
327,0.0,1.0,1.0
328,0,0,1
329,0.0,0.0,1.0
330,0,1,1
331,0.0,0.0,1.0
332,1,1,1
333,0.0,1.0,1.0
334,0,0,1
335,0.0,0.0,1.0
336,1,1,1
337,1.0,1.0,1.0
338,0,0,1
339,0.0,0.0,0.0
340,1,1,0
341,0.0,1.0,1.0
342,0,0,1
343,1.0,1.0,1.0
344,0,0,1
345,0.0,0.0,1.0
346,0,1,1
347,0.0,0.0,1.0
348,1,1,1
349,0.0,1.0,1.0
350,0,0,0
351,0.0,1.0,0.0
352,0,1,1
353,1.0,1.0,1.0
354,0,0,1
355,0.0,1.0,0.0
356,0,0,0
357,0.0,0.0,1.0
358,0,0,0
359,0.0,1.0,1.0
360,0,1,1
361,0.0,1.0,1.0
362,1,0,1
363,1.0,0.0,1.0
364,0,0,1
365,0.0,1.0,0.0
366,0,0,1
367,0.0,0.0,1.0
368,0,1,1
369,0.0,1.0,1.0
370,0,0,0
371,1.0,0.0,0.0
372,0,1,0
373,0.0,1.0,1.0
374,0,0,1
375,0.0,1.0,0.0
376,1,0,1
377,1.0,0.0,1.0
378,0,0,0
379,0.0,0.0,1.0
380,0,0,1
381,0.0,1.0,1.0
382,0,0,1
383,1.0,1.0,1.0
384,0,0,1
385,0.0,0.0,1.0
386,0,0,1
387,0.0,1.0,1.0
388,0,1,1
389,0.0,0.0,0.0
390,0,1,1
391,0.0,1.0,1.0
392,0,1,1
393,0.0,0.0,1.0
394,0,0,0
395,0.0,0.0,1.0
396,0,0,1
397,1.0,0.0,1.0
398,0,0,1
399,1.0,0.0,1.0
400,0,1,1
401,0.0,0.0,0.0
402,0,0,1
403,0.0,0.0,1.0
404,0,1,1
405,0.0,0.0,0.0
406,1,1,1
407,0.0,1.0,1.0
408,0,0,1
409,0.0,0.0,0.0
410,0,0,1
411,0.0,0.0,1.0
412,0,0,1
413,0.0,0.0,1.0
414,1,1,1
415,1.0,1.0,1.0
416,0,0,0
417,0.0,0.0,0.0
418,0,1,1
419,0.0,1.0,1.0
420,0,0,1
421,1.0,1.0,1.0
422,0,1,1
423,1.0,0.0,0.0
424,0,1,1
425,0.0,1.0,1.0
426,0,0,1
427,0.0,0.0,1.0
428,1,1,1
429,0.0,1.0,1.0
430,1,1,1
431,0.0,0.0,1.0
432,0,0,1
433,0.0,1.0,1.0
434,0,1,1
435,0.0,1.0,1.0
436,0,1,1
437,0.0,0.0,1.0
438,0,1,1
439,0.0,1.0,1.0
440,0,1,1
441,0.0,0.0,1.0
442,1,1,0
443,1.0,1.0,1.0
444,0,0,1
445,0.0,1.0,1.0
446,0,1,1
447,0.0,0.0,1.0
448,0,0,1
449,1.0,0.0,1.0
450,0,1,1
451,0.0,0.0,1.0
452,0,0,1
453,0.0,0.0,1.0
454,0,1,1
455,0.0,0.0,1.0
456,0,0,1
457,0.0,1.0,0.0
458,0,1,1
459,0.0,1.0,1.0
460,0,0,1
461,0.0,1.0,1.0
462,0,1,1
463,0.0,1.0,0.0
464,0,0,0
465,0.0,0.0,0.0
466,0,0,1
467,1.0,1.0,1.0
468,0,0,1
469,1.0,0.0,1.0
470,0,1,1
471,0.0,0.0,1.0
472,0,1,1
473,0.0,1.0,1.0
474,0,0,1
475,0.0,1.0,0.0
476,1,0,1
477,0.0,1.0,1.0
478,0,0,0
479,0.0,1.0,1.0
480,0,0,1
481,0.0,0.0,0.0
482,1,1,1
483,0.0,1.0,1.0
484,0,0,0
485,0.0,1.0,0.0
486,0,1,1
487,1.0,0.0,1.0
488,0,0,1
489,0.0,1.0,1.0
490,0,1,1
491,0.0,1.0,1.0
492,0,0,1
493,1.0,1.0,1.0
494,0,1,1
495,0.0,0.0,1.0
496,0,1,1
497,0.0,1.0,1.0
498,0,0,1
499,1.0,0.0,1.0
500,0,1,1
501,0.0,1.0,1.0
502,0,1,1
503,1.0,0.0,1.0
504,0,1,1
505,0.0,1.0,0.0
506,0,0,1
507,0.0,0.0,1.0
508,0,0,1
509,1.0,1.0,1.0
510,0,1,0
511,0.0,1.0,0.0
512,0,0,1
513,0.0,0.0,1.0
514,0,1,1
515,0.0,0.0,0.0
516,1,1,1
517,0.0,0.0,1.0
518,0,1,1
519,0.0,0.0,1.0
520,0,0,1
521,0.0,1.0,1.0
522,0,1,1
523,0.0,1.0,0.0
524,1,0,1
525,0.0,1.0,1.0
526,0,0,1
527,0.0,0.0,0.0
528,0,1,1
529,1.0,1.0,1.0
530,1,1,1
531,1.0,1.0,1.0
532,0,0,1
533,0.0,0.0,1.0
534,0,0,1
535,0.0,1.0,1.0
536,0,0,1
537,0.0,0.0,1.0
538,0,0,1
539,1.0,1.0,1.0
540,0,1,1
541,1.0,1.0,1.0
542,0,1,1
543,1.0,1.0,1.0
544,0,1,1
545,0.0,1.0,1.0
546,0,1,1
547,0.0,1.0,1.0
548,0,1,1
549,1.0,1.0,1.0
550,1,1,1
551,0.0,0.0,1.0
552,1,0,1
553,1.0,1.0,1.0
554,0,0,0
555,0.0,1.0,0.0
556,0,1,1
557,0.0,0.0,1.0
558,0,1,1
559,0.0,1.0,0.0
560,0,1,1
561,1.0,1.0,1.0
562,0,0,0
563,1.0,1.0,1.0
564,0,1,1
565,0.0,0.0,1.0
566,0,1,1
567,1.0,0.0,1.0
568,1,1,1
569,0.0,0.0,1.0
570,0,0,1
571,0.0,0.0,1.0
572,0,0,1
573,0.0,0.0,1.0
574,0,0,1
575,0.0,1.0,0.0
576,0,0,1
577,0.0,0.0,1.0
578,0,0,1
579,0.0,1.0,0.0
580,0,0,1
581,0.0,1.0,1.0
582,0,0,1
583,0.0,1.0,1.0
584,0,0,1
585,0.0,0.0,0.0
586,0,0,1
587,1.0,1.0,1.0
588,0,1,1
589,0.0,0.0,1.0
590,0,0,1
591,0.0,1.0,1.0
592,0,0,1
593,0.0,0.0,1.0
594,0,1,1
595,0.0,0.0,1.0
596,1,1,1
597,0.0,1.0,1.0
598,0,1,0
599,0.0,0.0,1.0
600,1,1,1
601,0.0,0.0,1.0
602,0,0,1
603,0.0,1.0,1.0
604,0,0,1
605,0.0,1.0,1.0
606,0,1,1
607,0.0,0.0,1.0
608,0,1,1
609,0.0,1.0,0.0
610,0,1,1
611,0.0,0.0,1.0
612,0,0,1
613,0.0,0.0,0.0
614,0,0,0
615,0.0,0.0,1.0
616,0,1,1
617,1.0,1.0,1.0
618,0,0,0
619,0.0,1.0,0.0
620,0,1,1
621,0.0,0.0,1.0
622,0,0,1
623,0.0,1.0,1.0
624,0,1,1
625,1.0,1.0,1.0
626,0,1,1
627,0.0,1.0,0.0
628,0,0,0
629,0.0,0.0,1.0
630,0,1,1
631,0.0,1.0,1.0
632,0,0,1
633,0.0,1.0,1.0
634,0,0,1
635,0.0,0.0,0.0
636,1,1,0
637,0.0,1.0,1.0
638,0,0,1
639,0.0,0.0,0.0
640,0,0,0
641,0.0,1.0,0.0
642,0,0,0
643,1.0,1.0,0.0
644,1,0,1
645,0.0,0.0,1.0
646,1,1,1
647,0.0,1.0,1.0
648,0,0,1
649,0.0,1.0,1.0
650,1,1,1
651,0.0,0.0,0.0
652,0,1,1
653,0.0,0.0,1.0
654,1,0,1
655,0.0,1.0,1.0
656,0,1,1
657,0.0,0.0,1.0
658,0,1,1
659,0.0,0.0,0.0
660,1,1,1
661,1.0,0.0,1.0
662,0,0,1
663,0.0,1.0,0.0
664,0,0,1
665,0.0,0.0,0.0
666,1,1,1
667,1.0,0.0,0.0
668,0,1,1
669,0.0,1.0,1.0
670,0,1,1
671,0.0,0.0,0.0
672,0,1,1
673,1.0,0.0,1.0
674,0,0,1
675,0.0,1.0,1.0
676,0,1,1
677,0.0,1.0,1.0
678,0,0,1
679,1.0,1.0,1.0
680,0,0,0
681,0.0,1.0,1.0
682,0,0,1
683,1.0,1.0,0.0
684,0,1,1
685,1.0,0.0,1.0
686,0,1,0
687,0.0,0.0,1.0
688,0,0,1
689,0.0,1.0,0.0
690,0,0,1
691,1.0,1.0,1.0
692,0,1,1
693,0.0,0.0,0.0
694,0,1,1
695,0.0,1.0,1.0
696,0,1,1
697,1.0,1.0,1.0
698,0,1,1
699,0.0,1.0,1.0
700,0,0,1
701,0.0,0.0,0.0
702,1,1,1
703,0.0,1.0,1.0
704,0,0,1
705,1.0,1.0,1.0
706,0,1,1
707,1.0,1.0,1.0
708,0,1,1
709,0.0,1.0,0.0
710,0,0,1
711,0.0,1.0,1.0
712,0,1,1
713,1.0,1.0,1.0
714,0,0,1
715,0.0,0.0,0.0
716,1,0,1
717,0.0,1.0,1.0
718,0,0,1
719,0.0,1.0,1.0
720,0,0,1
721,1.0,1.0,1.0
722,0,1,1
723,0.0,0.0,1.0
724,0,0,0
725,0.0,1.0,0.0
726,0,1,1
727,0.0,1.0,0.0
728,0,0,1
729,0.0,0.0,0.0
730,0,1,1
731,0.0,1.0,1.0
732,0,1,1
733,0.0,1.0,1.0
734,0,0,1
735,0.0,0.0,1.0
736,0,0,1
737,0.0,0.0,1.0
738,0,0,1
739,0.0,0.0,1.0
740,0,1,0
741,0.0,1.0,1.0
742,0,1,1
743,0.0,1.0,1.0
744,1,1,1
745,0.0,0.0,0.0
746,0,0,1
747,1.0,0.0,1.0
748,0,1,0
749,0.0,0.0,0.0
750,0,0,1
751,1.0,0.0,1.0
752,1,0,1
753,1.0,1.0,1.0
754,0,1,1
755,0.0,0.0,0.0
756,0,0,1
757,0.0,1.0,1.0
758,1,0,1
759,0.0,0.0,1.0
760,0,1,1
761,0.0,1.0,1.0
762,1,1,1
763,0.0,0.0,1.0
764,0,1,1
765,0.0,1.0,1.0
766,0,0,1
767,0.0,0.0,1.0
768,0,0,1
769,0.0,1.0,1.0
770,0,1,1
771,0.0,1.0,1.0
772,0,0,1
773,0.0,1.0,1.0
774,0,0,0
775,1.0,1.0,1.0
776,0,0,1
777,0.0,1.0,1.0
778,1,0,1
779,0.0,1.0,0.0
780,1,1,1
781,0.0,0.0,1.0
782,0,0,1
783,0.0,0.0,1.0
784,0,1,1
785,0.0,1.0,1.0
786,0,0,1
787,0.0,1.0,0.0
788,1,0,1
789,0.0,0.0,1.0
790,0,0,1
791,0.0,0.0,0.0
792,0,1,1
793,1.0,0.0,1.0
794,0,1,1
795,0.0,1.0,1.0
796,0,0,1
797,0.0,1.0,1.0
798,0,1,1
799,0.0,1.0,1.0
800,1,1,1
801,0.0,1.0,1.0
802,1,1,0
803,0.0,0.0,1.0
804,0,1,1
805,0.0,1.0,1.0
806,0,1,1
807,0.0,0.0,0.0
808,0,1,0
809,0.0,1.0,1.0
810,0,0,0
811,0.0,0.0,0.0
812,0,1,1
813,0.0,1.0,1.0
814,0,1,0
815,0.0,1.0,1.0
816,0,0,1
817,0.0,0.0,1.0
818,0,1,0
819,0.0,1.0,0.0
820,0,1,1
821,0.0,0.0,1.0
822,0,1,1
823,0.0,0.0,1.0
824,0,0,0
825,0.0,1.0,1.0
826,0,1,1
827,0.0,0.0,1.0
828,1,1,1
829,0.0,1.0,1.0
830,0,0,1
831,0.0,1.0,1.0
832,0,0,0
833,0.0,0.0,1.0
834,0,1,1
835,0.0,1.0,0.0
836,0,1,1
837,0.0,1.0,1.0
838,0,1,1
839,1.0,1.0,1.0
840,0,0,1
841,0.0,1.0,1.0
842,0,0,0
843,0.0,0.0,1.0
844,0,0,1
845,0.0,1.0,1.0
846,0,0,1
847,0.0,0.0,0.0
848,0,1,1
849,0.0,1.0,1.0
850,0,1,1
851,0.0,0.0,1.0
852,0,0,1
853,0.0,1.0,1.0
854,0,1,1
855,1.0,0.0,1.0
856,0,1,1
857,0.0,1.0,1.0
858,1,1,1
859,0.0,0.0,1.0
860,0,0,1
861,0.0,1.0,1.0
862,0,0,1
863,0.0,0.0,1.0
864,0,0,1
865,0.0,1.0,1.0
866,0,1,1
867,0.0,0.0,0.0
868,0,1,1
869,0.0,1.0,1.0
870,0,1,1
871,0.0,0.0,1.0
872,0,1,1
873,0.0,0.0,1.0
874,0,0,1
875,0.0,1.0,1.0
876,0,0,0
877,1.0,1.0,0.0
878,0,1,1
879,0.0,0.0,0.0
880,0,0,1
881,0.0,1.0,1.0
882,1,1,0
883,0.0,0.0,1.0
884,0,1,1
885,0.0,1.0,1.0
886,0,0,1
887,0.0,1.0,1.0
888,0,1,0
889,0.0,0.0,0.0
890,0,1,1
891,0.0,0.0,1.0
892,0,0,1
893,0.0,0.0,1.0
894,0,1,0
895,0.0,1.0,1.0
896,0,0,1
897,0.0,0.0,1.0
898,0,1,1
899,0.0,0.0,0.0
900,0,1,1
901,0.0,1.0,1.0
902,1,0,1
903,0.0,0.0,1.0
904,0,0,1
905,1.0,1.0,1.0
906,0,0,1
907,0.0,1.0,1.0
908,0,0,1
909,0.0,1.0,0.0
910,1,1,1
911,0.0,1.0,1.0
912,0,1,0
913,1.0,1.0,1.0
914,0,1,1
915,0.0,1.0,0.0
916,0,1,1
917,0.0,0.0,1.0
918,0,1,1
919,1.0,1.0,1.0
920,0,1,1
921,0.0,1.0,0.0
922,0,1,1
923,0.0,1.0,1.0
924,0,0,1
925,0.0,1.0,0.0
926,1,0,1
927,0.0,1.0,1.0
928,0,1,1
929,0.0,0.0,1.0
930,0,0,1
931,0.0,1.0,1.0
932,0,1,1
933,0.0,1.0,1.0
934,0,1,1
935,0.0,0.0,0.0
936,0,1,1
937,0.0,1.0,1.0
938,0,0,1
939,0.0,1.0,1.0
940,0,1,1
941,0.0,0.0,1.0
942,0,1,1
943,0.0,0.0,1.0
944,1,1,0
945,0.0,0.0,1.0
946,0,1,1
947,1.0,1.0,1.0
948,0,0,1
949,0.0,0.0,1.0
950,0,1,1
951,0.0,0.0,1.0
952,0,0,1
953,0.0,0.0,1.0
954,0,0,1
955,0.0,1.0,1.0
956,0,0,1
957,0.0,0.0,1.0
958,0,0,1
959,1.0,1.0,1.0
960,0,1,1
961,0.0,1.0,1.0
962,0,1,1
963,0.0,1.0,1.0
964,1,0,1
965,0.0,1.0,1.0
966,0,1,1
967,0.0,1.0,1.0
968,0,0,1
969,1.0,0.0,0.0
970,0,0,1
971,0.0,1.0,0.0
972,0,0,1
973,1.0,1.0,1.0
974,0,1,1
975,0.0,1.0,1.0
976,0,1,1
977,1.0,0.0,1.0
978,0,0,1
979,0.0,1.0,1.0
980,0,0,0
981,0.0,1.0,1.0
982,0,0,1
983,0.0,1.0,1.0
984,0,0,1
985,0.0,1.0,0.0
986,0,1,1
987,0.0,0.0,1.0
988,0,0,1
989,0.0,0.0,1.0
990,0,1,1
991,0.0,0.0,0.0
992,0,0,1
993,1.0,0.0,1.0
994,0,1,1
995,0.0,1.0,1.0
996,0,0,1
997,0.0,0.0,0.0
998,0,1,1
999,0.0,1.0,1.0
