"","A1","A2","A3","A4","A5"
"ID90",1,0,1,0,1
"ID91",0,0,0,1,1
"ID92",0,0,0,0,1
"ID93",0,1,0,1,1
"ID94",0,0,0,0,0
"ID95",0,0,0,1,1
"ID96",0,1,0,1,1
"ID97",0,0,1,1,1
"ID98",1,1,0,1,1
"ID99",0,1,0,1,1
"ID100",0,0,1,1,1
"ID101",0,0,0,0,0
"ID102",0,0,0,0,1
"ID103",0,0,0,1,1
"ID104",0,1,0,1,1
"ID105",0,1,1,1,1
"ID106",0,0,1,1,1
"ID107",0,0,0,0,1
"ID108",0,1,1,1,1
"ID109",0,1,0,1,0
"ID110",0,0,0,1,1
"ID111",0,0,1,0,1
"ID112",0,0,0,1,1
"ID113",0,1,1,1,0
"ID114",0,0,1,1,1
"ID115",1,1,1,1,1
"ID116",1,1,1,1,1
"ID117",0,0,1,1,1
"ID118",0,0,0,0,1
"ID119",0,0,1,1,1
"ID120",0,0,0,0,0
"ID121",0,1,1,1,1
"ID122",1,0,1,1,1
"ID123",0,1,1,0,1
"ID124",1,0,1,1,1
"ID125",0,0,1,1,1
"ID126",0,0,0,1,0
"ID127",0,0,0,1,0
"ID128",0,0,1,1,1
"ID129",0,0,0,1,1
"ID130",0,0,0,1,0
"ID131",0,1,1,1,1
"ID132",1,0,0,1,1
"ID133",0,0,0,0,0
"ID134",0,1,1,1,1
"ID135",0,0,1,1,0
"ID136",0,0,1,0,1
"ID137",1,0,0,1,1
"ID138",1,0,0,1,1
"ID139",0,0,1,1,1
"ID140",0,1,0,1,1
"ID141",0,0,1,0,0
"ID142",0,0,0,0,1
"ID143",0,0,1,1,1
"ID144",0,1,1,0,1
"ID145",0,1,1,1,0
"ID146",0,0,1,1,1
"ID147",0,1,0,0,1
"ID148",0,1,0,1,1
"ID149",0,0,0,0,0
"ID150",0,0,1,1,1
"ID151",0,0,1,0,1
"ID152",0,0,1,0,1
"ID153",0,0,0,0,0
"ID154",0,0,1,1,1
"ID155",0,1,1,1,1
"ID156",0,1,1,0,1
"ID157",0,0,1,1,1
"ID158",0,0,0,1,1
"ID159",0,0,0,1,1
"ID160",0,0,0,0,0
"ID161",0,0,0,0,1
"ID162",0,0,1,1,1
"ID163",0,1,1,0,1
"ID164",0,1,0,0,1
"ID165",0,0,0,1,1
"ID166",0,1,1,1,1
"ID167",1,0,1,1,1
"ID168",0,1,0,1,1
"ID169",0,0,1,1,0
"ID170",0,1,0,1,1
"ID171",0,0,0,0,1
"ID172",0,0,0,0,1
"ID173",0,0,1,1,1
"ID174",0,1,0,1,0
"ID175",1,0,1,1,1
"ID176",0,1,0,1,1
"ID177",0,0,0,1,1
"ID178",1,0,0,1,1
"ID179",0,1,1,1,1
"ID180",0,0,1,0,1
"ID181",0,0,0,0,1
"ID182",0,0,1,1,1
"ID183",0,0,0,1,0
"ID184",1,1,1,1,1
"ID185",0,0,0,0,1
"ID186",1,0,1,1,1
"ID187",0,0,1,1,1
"ID188",0,0,1,0,1
"ID189",0,0,1,1,1
"ID190",0,0,1,0,0
"ID191",0,1,0,0,1
"ID192",0,0,1,1,1
"ID193",1,0,0,0,1
"ID194",0,0,1,0,1
"ID195",0,0,1,1,1
"ID196",0,0,0,1,1
"ID197",0,0,0,0,0
"ID198",0,0,1,1,0
"ID199",0,0,0,1,1
"ID200",0,0,0,0,1
"ID201",0,0,1,0,1
"ID202",1,0,1,1,1
"ID203",0,0,1,0,0
"ID204",0,0,0,0,1
"ID205",0,0,1,0,1
"ID206",0,0,0,1,0
"ID207",1,0,1,1,1
"ID208",0,0,0,1,1
"ID209",0,0,1,0,1
"ID210",1,1,1,1,1
"ID211",0,1,1,1,1
"ID212",0,0,0,1,1
"ID213",0,0,1,0,1
"ID214",0,1,1,1,1
"ID215",0,0,1,1,1
"ID216",0,0,0,1,1
"ID217",1,0,0,1,1
"ID218",1,0,1,0,1
"ID219",0,0,1,1,1
"ID220",1,1,1,1,1
"ID221",0,0,1,1,1
"ID222",0,0,0,1,1
"ID223",0,0,1,0,1
"ID224",0,0,1,1,1
"ID225",0,0,0,1,1
"ID226",1,0,1,0,1
"ID227",0,0,1,1,1
"ID228",0,0,1,1,0
"ID229",0,0,1,1,1
"ID230",0,1,1,1,1
"ID231",0,0,1,0,1
"ID232",0,1,1,0,1
"ID233",0,0,0,1,1
"ID234",0,0,1,0,1
"ID235",0,0,0,1,0
"ID236",0,0,0,0,0
"ID237",0,1,0,0,1
"ID238",0,1,1,1,1
"ID239",0,0,0,1,1
"ID240",0,1,1,1,1
"ID241",1,0,1,1,1
"ID242",0,0,0,1,0
"ID243",0,0,1,1,1
"ID244",0,0,0,0,1
"ID245",0,0,0,1,1
"ID246",0,0,0,0,1
"ID247",1,0,1,1,0
"ID248",0,1,1,1,1
"ID249",1,0,1,1,1
"ID250",1,1,1,0,1
"ID251",0,0,0,1,1
"ID252",0,0,1,0,1
"ID253",1,0,1,1,0
"ID254",1,1,1,1,1
"ID255",0,0,0,1,1
"ID256",0,0,0,0,0
"ID257",1,0,1,1,1
"ID258",0,1,0,0,0
"ID259",0,0,0,0,1
"ID260",0,0,0,1,1
"ID261",0,0,1,1,0
"ID262",0,0,0,1,1
"ID263",0,0,0,0,0
"ID264",0,0,0,0,0
"ID265",0,0,0,1,0
"ID266",0,0,0,0,1
"ID267",0,0,0,1,1
"ID268",0,0,1,0,1
"ID269",0,0,0,0,1
"ID270",0,1,1,1,1
"ID271",0,0,1,1,1
"ID272",0,0,0,1,1
"ID273",0,0,0,0,1
"ID274",0,0,1,1,1
"ID275",1,1,1,1,1
"ID276",0,0,0,0,1
"ID277",0,1,0,0,1
"ID278",0,0,0,0,1
"ID279",0,0,0,0,1
"ID280",1,1,1,1,1
"ID281",0,1,0,1,1
"ID282",0,0,1,1,1
"ID283",1,1,0,1,1
"ID284",0,1,1,1,1
"ID285",0,1,1,1,1
"ID286",0,1,1,1,1
"ID287",0,0,0,1,1
"ID288",0,0,0,0,0
"ID289",0,1,0,0,0
"ID290",0,0,1,1,1
"ID291",0,1,0,1,1
"ID292",1,1,1,1,1
"ID293",1,0,0,0,1
"ID294",0,0,1,1,1
"ID295",1,0,0,1,1
"ID296",0,0,0,1,1
"ID297",0,1,0,1,1
"ID298",0,0,0,1,1
"ID299",1,1,1,1,1
"ID300",1,1,1,1,1
