Unnamed: 0,A1,A2,A3,A4,A5
63,0.0,1.0,0.0,1.0,1.0
64,0,0,0,0,1
65,1.0,1.0,1.0,1.0,1.0
66,0,1,0,1,0
67,0.0,0.0,1.0,1.0,1.0
68,0,0,1,1,1
69,0.0,1.0,1.0,1.0,1.0
70,0,0,1,0,1
71,0.0,0.0,1.0,1.0,1.0
72,0,0,0,1,1
73,0.0,0.0,1.0,0.0,0.0
74,0,0,0,1,1
75,1.0,1.0,1.0,1.0,1.0
76,1,0,0,0,1
77,1.0,1.0,1.0,0.0,1.0
78,0,0,1,0,0
79,1.0,1.0,1.0,1.0,1.0
80,0,1,1,1,1
81,0.0,1.0,1.0,1.0,1.0
82,0,0,1,1,0
83,0.0,1.0,1.0,1.0,1.0
84,0,0,1,1,1
85,1.0,1.0,1.0,1.0,0.0
86,0,1,0,1,1
87,0.0,0.0,1.0,1.0,1.0
88,0,1,1,1,1
89,1.0,1.0,1.0,1.0,1.0
90,1,0,1,1,1
91,0.0,1.0,1.0,1.0,1.0
92,1,0,0,1,1
93,1.0,0.0,1.0,1.0,1.0
94,0,0,1,0,1
95,1.0,0.0,1.0,1.0,1.0
96,0,0,0,1,1
97,0.0,1.0,1.0,0.0,1.0
98,0,1,0,1,0
99,0.0,1.0,0.0,1.0,1.0
100,0,1,1,1,1
101,1.0,0.0,1.0,0.0,1.0
102,1,1,1,0,1
103,0.0,1.0,0.0,1.0,1.0
104,0,0,0,1,1
105,0.0,0.0,0.0,0.0,1.0
106,0,0,1,1,1
107,0.0,0.0,1.0,1.0,1.0
108,0,0,1,1,1
109,0.0,0.0,1.0,0.0,1.0
110,0,0,0,0,1
111,1.0,1.0,1.0,1.0,1.0
112,0,0,0,0,1
113,0.0,1.0,1.0,1.0,1.0
114,0,0,1,1,1
115,1.0,1.0,1.0,1.0,1.0
116,1,1,1,0,1
117,0.0,0.0,0.0,0.0,0.0
118,1,1,1,1,1
119,0.0,0.0,1.0,1.0,1.0
120,1,1,0,0,0
121,0.0,1.0,1.0,1.0,1.0
122,0,0,0,1,1
123,1.0,1.0,1.0,1.0,1.0
124,0,0,0,0,1
125,0.0,0.0,1.0,1.0,1.0
126,0,1,0,1,1
127,0.0,1.0,0.0,1.0,1.0
128,0,0,0,1,1
129,0.0,0.0,0.0,1.0,1.0
130,0,0,0,0,0
131,1.0,0.0,1.0,1.0,0.0
132,0,0,1,1,1
133,0.0,0.0,1.0,1.0,1.0
134,0,0,0,1,1
135,1.0,1.0,1.0,1.0,1.0
136,0,1,1,1,1
137,1.0,1.0,1.0,1.0,1.0
138,0,0,0,0,1
139,0.0,1.0,0.0,1.0,1.0
140,0,1,0,1,1
141,1.0,1.0,0.0,1.0,0.0
142,0,0,1,1,1
143,1.0,0.0,0.0,1.0,1.0
144,0,0,0,1,1
145,0.0,1.0,0.0,1.0,1.0
146,0,0,0,1,1
147,0.0,0.0,0.0,0.0,0.0
148,0,1,1,1,1
149,1.0,0.0,1.0,1.0,1.0
150,0,1,0,0,1
151,0.0,1.0,1.0,1.0,1.0
152,0,0,1,1,1
153,1.0,1.0,1.0,1.0,1.0
154,0,1,0,1,1
155,0.0,1.0,1.0,1.0,1.0
156,0,1,1,1,1
157,0.0,0.0,0.0,1.0,1.0
158,0,0,0,1,1
159,0.0,1.0,1.0,1.0,1.0
160,0,0,0,1,1
161,0.0,1.0,1.0,1.0,1.0
162,0,0,0,0,0
163,0.0,0.0,0.0,0.0,1.0
164,0,1,0,1,1
165,1.0,1.0,1.0,1.0,1.0
166,0,0,0,0,0
167,0.0,0.0,0.0,1.0,0.0
168,0,1,0,1,1
169,0.0,1.0,1.0,1.0,1.0
170,0,1,1,0,1
171,0.0,0.0,1.0,0.0,1.0
172,0,0,1,0,1
173,1.0,1.0,1.0,1.0,1.0
174,0,0,0,1,0
175,0.0,0.0,0.0,0.0,1.0
176,0,0,0,0,0
177,1.0,1.0,1.0,1.0,1.0
178,0,1,0,1,1
179,0.0,1.0,1.0,1.0,0.0
180,0,0,0,0,1
181,0.0,1.0,1.0,1.0,0.0
182,0,0,0,1,1
183,0.0,0.0,0.0,0.0,1.0
184,0,1,1,1,0
185,1.0,0.0,1.0,1.0,1.0
186,0,0,1,0,1
187,0.0,0.0,0.0,0.0,1.0
188,0,0,1,1,0
189,0.0,1.0,1.0,1.0,1.0
190,0,0,0,0,1
191,1.0,1.0,1.0,1.0,1.0
192,0,1,0,1,1
193,0.0,0.0,1.0,0.0,1.0
194,0,0,0,1,1
195,0.0,0.0,1.0,0.0,1.0
196,0,1,1,1,1
197,0.0,1.0,0.0,0.0,0.0
198,0,0,0,1,1
199,1.0,1.0,1.0,1.0,1.0
200,0,0,0,0,1
201,0.0,1.0,1.0,1.0,1.0
202,0,1,1,1,1
203,0.0,1.0,1.0,0.0,0.0
204,0,0,0,0,1
205,0.0,0.0,1.0,1.0,1.0
206,0,1,1,0,0
207,1.0,1.0,1.0,1.0,1.0
208,0,1,1,1,1
209,1.0,1.0,1.0,1.0,1.0
210,0,1,1,1,1
211,0.0,0.0,0.0,0.0,1.0
212,0,1,1,1,1
213,0.0,0.0,0.0,0.0,1.0
214,1,0,0,1,1
215,0.0,1.0,1.0,1.0,1.0
216,0,1,0,0,1
217,0.0,0.0,1.0,1.0,0.0
218,0,1,0,0,1
219,0.0,1.0,1.0,1.0,1.0
220,1,1,0,1,1
221,0.0,1.0,1.0,1.0,1.0
222,0,1,1,1,1
223,1.0,1.0,1.0,1.0,1.0
224,0,1,1,1,1
225,0.0,0.0,0.0,0.0,0.0
226,0,0,0,0,1
227,0.0,1.0,1.0,1.0,1.0
228,0,1,1,1,1
229,0.0,1.0,0.0,1.0,1.0
230,0,0,1,1,0
231,0.0,1.0,1.0,1.0,1.0
232,0,0,0,1,1
233,1.0,1.0,1.0,1.0,1.0
234,0,1,0,1,0
235,0.0,1.0,1.0,1.0,1.0
236,0,1,1,1,1
237,0.0,0.0,0.0,0.0,0.0
238,0,0,0,0,1
239,0.0,1.0,0.0,1.0,1.0
240,0,0,0,0,1
241,0.0,1.0,1.0,1.0,1.0
242,0,0,0,0,1
243,1.0,1.0,1.0,1.0,1.0
244,0,1,1,1,1
245,0.0,0.0,0.0,1.0,0.0
246,0,0,0,0,1
247,0.0,1.0,0.0,1.0,1.0
248,0,0,0,1,1
249,0.0,0.0,1.0,0.0,1.0
250,0,0,0,1,1
251,0.0,0.0,1.0,1.0,1.0
252,0,0,0,1,1
253,1.0,1.0,1.0,1.0,1.0
254,1,1,1,1,1
255,0.0,0.0,1.0,0.0,0.0
256,1,0,1,1,0
257,1.0,1.0,1.0,1.0,1.0
258,0,0,0,1,1
259,0.0,1.0,0.0,1.0,0.0
260,1,1,1,1,1
261,0.0,1.0,1.0,1.0,1.0
262,0,0,1,1,1
263,1.0,1.0,1.0,1.0,1.0
264,0,0,0,0,1
265,0.0,0.0,0.0,1.0,1.0
266,1,1,1,1,1
267,0.0,0.0,0.0,0.0,0.0
268,1,0,1,1,1
269,0.0,0.0,0.0,1.0,1.0
270,0,0,1,0,1
271,0.0,0.0,1.0,1.0,1.0
272,0,0,1,1,1
273,0.0,1.0,1.0,1.0,1.0
274,0,0,0,0,1
275,0.0,0.0,0.0,1.0,1.0
276,0,1,1,0,1
277,0.0,1.0,0.0,1.0,1.0
278,0,0,0,0,0
279,0.0,0.0,1.0,1.0,1.0
280,0,1,1,1,1
281,1.0,1.0,0.0,1.0,1.0
282,0,0,0,0,1
283,1.0,1.0,0.0,1.0,1.0
284,0,0,0,1,1
285,1.0,1.0,0.0,1.0,1.0
286,1,1,1,1,1
287,0.0,1.0,0.0,1.0,1.0
288,0,0,0,0,1
289,0.0,0.0,0.0,0.0,0.0
290,0,0,1,1,0
291,0.0,0.0,0.0,0.0,0.0
292,0,0,1,1,1
293,0.0,1.0,0.0,1.0,0.0
294,1,0,0,1,1
295,1.0,1.0,1.0,1.0,1.0
296,0,0,1,1,1
297,0.0,0.0,0.0,1.0,0.0
298,0,1,1,1,0
299,1.0,1.0,1.0,1.0,1.0
