"","A1","A2","A3","A4","A5"
"ID120",0,0,1,0,1
"ID121",1,1,0,0,0
"ID122",0,1,0,1,1
"ID123",0,0,0,1,1
"ID124",0,0,1,1,1
"ID125",0,0,0,0,1
"ID126",0,0,1,1,1
"ID127",0,1,0,1,1
"ID128",0,0,0,1,1
"ID129",0,0,0,1,1
"ID130",0,0,0,1,1
"ID131",0,0,0,0,0
"ID132",0,0,1,0,0
"ID133",0,0,1,1,1
"ID134",0,0,1,1,0
"ID135",0,0,0,1,1
"ID136",1,1,1,0,1
"ID137",0,1,1,1,1
"ID138",1,0,1,1,1
"ID139",0,0,0,0,1
"ID140",0,1,0,0,1
"ID141",0,1,0,1,1
"ID142",0,1,0,1,1
"ID143",0,0,1,1,1
"ID144",0,0,0,0,1
"ID145",0,0,0,1,1
"ID146",0,1,0,1,1
"ID147",0,0,0,1,1
"ID148",0,0,0,0,0
"ID149",0,1,1,1,1
"ID150",0,0,1,0,1
"ID151",0,1,0,0,1
"ID152",0,1,1,1,1
"ID153",0,0,1,1,1
"ID154",0,0,1,1,1
"ID155",0,1,0,1,1
"ID156",0,1,1,1,1
"ID157",0,1,1,1,1
"ID158",0,0,0,1,1
"ID159",0,0,0,1,1
"ID160",0,0,1,1,1
"ID161",0,0,0,1,1
"ID162",0,1,1,0,1
"ID163",0,0,0,0,0
"ID164",0,0,1,0,1
"ID165",0,1,0,1,1
"ID166",0,0,1,0,1
"ID167",0,0,0,0,0
"ID168",0,0,0,1,1
"ID169",0,1,0,1,1
"ID170",0,0,1,1,1
"ID171",0,1,1,0,1
"ID172",0,0,1,0,1
"ID173",0,0,1,0,1
"ID174",0,0,1,0,1
"ID175",0,0,0,1,0
"ID176",0,0,0,0,1
"ID177",0,0,0,0,0
"ID178",1,1,0,0,1
"ID179",0,1,0,1,1
"ID180",0,1,1,1,0
"ID181",0,0,0,0,1
"ID182",0,1,0,1,0
"ID183",0,0,0,1,1
"ID184",0,0,0,1,1
"ID185",0,1,1,1,0
"ID186",1,0,1,1,1
"ID187",0,0,1,0,1
"ID188",0,0,0,0,1
"ID189",0,0,1,1,0
"ID190",0,0,1,1,1
"ID191",0,0,0,0,1
"ID192",0,0,1,1,1
"ID193",0,1,0,1,1
"ID194",0,0,1,0,1
"ID195",0,0,0,1,1
"ID196",0,0,1,0,1
"ID197",0,1,1,1,1
"ID198",0,1,0,0,0
"ID199",0,0,0,1,1
"ID200",1,1,1,1,1
"ID201",0,0,0,0,1
"ID202",0,0,0,1,1
"ID203",0,1,1,1,1
"ID204",0,1,1,0,0
"ID205",0,0,0,0,1
"ID206",0,0,1,1,0
"ID207",0,1,1,0,0
"ID208",1,0,1,1,1
"ID209",0,1,1,1,1
"ID210",1,1,1,1,1
"ID211",0,1,1,1,1
"ID212",0,0,0,0,1
"ID213",0,1,1,1,1
"ID214",0,0,1,0,1
"ID215",1,0,0,1,1
"ID216",1,0,1,1,1
"ID217",0,1,0,0,1
"ID218",0,0,1,1,0
"ID219",0,1,0,0,1
"ID220",0,0,1,0,1
"ID221",1,1,0,1,1
"ID222",0,0,1,1,1
"ID223",0,1,1,1,1
"ID224",0,1,1,1,1
"ID225",0,1,1,1,1
"ID226",0,0,0,0,0
"ID227",0,0,0,0,1
"ID228",0,0,1,1,1
"ID229",0,1,1,1,1
"ID230",0,0,0,1,1
"ID231",0,0,1,1,0
"ID232",0,0,1,1,1
"ID233",0,0,0,1,1
"ID234",1,1,1,1,0
"ID235",0,1,0,1,0
"ID236",0,0,1,1,1
"ID237",0,1,1,1,1
"ID238",0,0,0,0,0
"ID239",0,0,0,0,1
"ID240",0,1,0,1,1
"ID241",0,0,0,0,1
"ID242",0,0,1,1,1
"ID243",0,0,0,0,1
"ID244",1,1,1,1,1
"ID245",0,1,1,1,1
"ID246",0,0,0,1,0
"ID247",0,0,0,0,1
"ID248",0,1,0,1,1
"ID249",0,0,0,1,1
"ID250",0,0,1,0,1
"ID251",0,0,0,1,1
"ID252",0,0,1,1,1
"ID253",0,0,0,1,1
"ID254",1,1,1,1,1
"ID255",1,1,1,1,1
"ID256",0,0,0,1,0
"ID257",1,0,1,1,0
"ID258",0,1,1,1,1
"ID259",0,0,0,1,1
"ID260",0,0,0,1,1
"ID261",1,1,1,1,1
"ID262",0,0,0,1,1
"ID263",0,0,1,1,1
"ID264",0,1,1,1,1
"ID265",0,0,0,0,1
"ID266",0,0,0,0,1
"ID267",1,1,1,1,1
"ID268",0,0,0,0,1
"ID269",1,0,1,1,1
"ID270",0,0,0,1,1
"ID271",0,0,1,0,1
"ID272",0,0,1,1,1
"ID273",0,0,1,1,1
"ID274",0,1,1,1,1
"ID275",0,0,0,0,1
"ID276",0,0,0,1,0
"ID277",0,1,1,0,1
"ID278",0,0,0,1,1
"ID279",0,0,0,0,0
"ID280",0,0,1,1,1
"ID281",0,1,1,1,1
"ID282",0,0,0,1,1
"ID283",0,0,0,0,1
"ID284",0,0,0,1,1
"ID285",0,0,0,1,1
"ID286",1,0,0,1,1
"ID287",1,1,1,1,1
"ID288",0,0,0,1,1
"ID289",0,0,0,0,1
"ID290",0,0,0,0,0
"ID291",0,0,1,1,0
"ID292",0,0,0,0,0
"ID293",0,0,1,1,1
"ID294",0,0,0,1,1
"ID295",1,0,0,1,1
"ID296",1,1,1,1,1
"ID297",0,0,1,1,1
"ID298",0,0,0,1,0
"ID299",0,1,1,1,0
"ID300",1,0,1,1,1
