"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID285",0,0,1,1,0,0,1,0,1,0
"ID286",0,1,0,0,1,0,1,1,0,0
"ID287",0,1,1,1,1,1,1,1,0,1
"ID288",0,0,1,0,0,0,1,0,1,1
"ID289",0,1,1,1,1,0,1,1,1,0
"ID290",1,0,1,1,1,0,0,1,0,1
"ID291",0,0,0,1,1,0,1,0,1,0
"ID292",0,0,0,1,1,1,1,0,1,0
"ID293",1,0,1,1,1,1,0,0,1,1
"ID294",0,1,1,0,1,0,1,0,1,0
"ID295",0,0,0,0,0,0,0,1,1,1
"ID296",1,0,1,0,0,0,1,0,0,0
"ID297",0,0,0,0,0,0,0,1,1,1
"ID298",1,0,1,1,0,1,1,0,1,0
"ID299",0,1,1,0,1,1,0,1,0,1
"ID300",0,0,1,0,0,0,1,0,1,1
