Unnamed: 0,A1,A2,A3
186,0,1,1
187,1.0,0.0,1.0
188,0.0,0.0,1.0
189,0,1,1
190,0.0,1.0,1.0
191,1.0,0.0,0.0
192,1,0,1
193,0.0,1.0,0.0
194,1.0,0.0,0.0
195,0,0,1
196,0.0,0.0,1.0
197,0.0,1.0,1.0
198,0,0,0
199,0.0,0.0,1.0
200,0.0,1.0,1.0
201,0,0,1
202,0.0,0.0,1.0
203,0.0,0.0,0.0
204,0,1,1
205,0.0,0.0,1.0
206,0.0,0.0,0.0
207,1,1,1
208,0.0,1.0,0.0
209,1.0,1.0,1.0
210,0,1,1
211,0.0,0.0,0.0
212,0.0,0.0,1.0
213,0,1,1
214,0.0,0.0,0.0
215,0.0,0.0,1.0
216,0,1,1
217,0.0,1.0,1.0
218,0.0,1.0,0.0
219,0,0,1
220,0.0,0.0,1.0
221,0.0,1.0,1.0
222,0,0,0
223,0.0,0.0,1.0
224,1.0,1.0,1.0
225,0,1,1
226,0.0,1.0,0.0
227,1.0,0.0,1.0
228,0,1,1
229,0.0,1.0,1.0
230,1.0,0.0,1.0
231,0,0,1
232,0.0,1.0,1.0
233,0.0,1.0,1.0
234,0,0,0
235,0.0,0.0,0.0
236,1.0,1.0,1.0
237,0,1,1
238,0.0,1.0,1.0
239,0.0,0.0,0.0
240,0,0,1
241,0.0,1.0,1.0
242,0.0,0.0,1.0
243,0,0,1
244,1.0,1.0,1.0
245,0.0,1.0,1.0
246,0,0,1
247,0.0,0.0,1.0
248,0.0,0.0,1.0
249,0,0,1
250,0.0,1.0,1.0
251,0.0,1.0,1.0
252,0,1,1
253,0.0,0.0,1.0
254,1.0,1.0,1.0
255,0,1,1
256,0.0,1.0,0.0
257,0.0,1.0,1.0
258,0,0,1
259,0.0,1.0,1.0
260,0.0,0.0,1.0
261,0,0,1
262,0.0,0.0,1.0
263,0.0,0.0,1.0
264,0,0,0
265,1.0,0.0,1.0
266,0.0,0.0,0.0
267,0,1,1
268,0.0,0.0,1.0
269,1.0,1.0,1.0
270,0,0,1
271,1.0,0.0,0.0
272,0.0,0.0,0.0
273,0,1,1
274,0.0,0.0,1.0
275,0.0,0.0,0.0
276,0,0,1
277,0.0,0.0,0.0
278,0.0,0.0,1.0
279,0,1,1
280,0.0,1.0,1.0
281,0.0,0.0,1.0
282,0,1,1
283,0.0,0.0,0.0
284,0.0,1.0,1.0
285,0,1,1
286,0.0,1.0,0.0
287,0.0,1.0,1.0
288,0,1,1
289,0.0,1.0,1.0
290,0.0,0.0,1.0
291,0,0,1
292,1.0,0.0,0.0
293,0.0,1.0,1.0
294,1,0,1
295,0.0,1.0,1.0
296,0.0,1.0,1.0
297,0,1,1
298,0.0,1.0,0.0
299,0.0,1.0,1.0
