"","A1","A2","A3","A4","A5"
"ID71",0,0,0,1,1
"ID72",0,0,0,0,1
"ID73",0,1,0,1,1
"ID74",0,0,0,1,1
"ID75",0,0,0,0,0
"ID76",0,0,1,1,1
"ID77",1,1,0,1,1
"ID78",0,0,1,1,1
"ID79",0,0,0,1,1
"ID80",0,0,0,1,1
"ID81",1,1,1,1,1
"ID82",0,0,0,0,0
"ID83",0,1,1,1,1
"ID84",1,0,1,1,1
"ID85",0,0,0,1,1
"ID86",0,1,1,1,1
"ID87",0,0,1,1,1
"ID88",0,0,0,1,1
"ID89",0,0,0,0,0
"ID90",0,1,0,1,1
"ID91",0,1,1,1,1
"ID92",0,0,1,1,1
"ID93",0,0,1,0,1
"ID94",0,0,1,1,1
"ID95",0,0,0,0,0
"ID96",1,0,1,1,1
"ID97",0,0,0,1,1
"ID98",0,1,1,1,0
"ID99",0,0,1,0,1
"ID100",1,1,1,1,1
"ID101",0,0,1,1,1
"ID102",0,0,0,0,1
"ID103",0,1,0,0,0
"ID104",0,0,1,1,1
"ID105",0,1,0,0,1
"ID106",1,0,0,1,1
"ID107",0,0,1,1,1
"ID108",0,0,1,1,1
"ID109",0,0,1,0,1
"ID110",0,1,1,1,1
"ID111",0,0,0,1,0
"ID112",0,0,0,0,1
"ID113",0,0,0,1,1
"ID114",0,1,1,1,1
"ID115",0,0,0,0,1
"ID116",0,1,1,1,1
"ID117",0,1,0,0,1
"ID118",0,0,0,0,0
"ID119",0,0,1,1,0
"ID120",0,0,1,1,1
"ID121",0,0,1,0,1
"ID122",0,0,0,0,1
"ID123",1,1,1,1,1
"ID124",1,0,0,1,1
"ID125",0,1,1,1,1
"ID126",1,0,0,1,1
"ID127",0,1,1,1,1
"ID128",0,1,1,1,1
"ID129",0,0,0,0,1
"ID130",0,0,0,0,1
"ID131",0,0,1,1,1
"ID132",0,1,1,0,1
"ID133",0,0,1,1,1
"ID134",0,0,0,0,0
"ID135",0,0,0,1,1
"ID136",0,1,0,1,0
"ID137",0,0,0,0,1
"ID138",1,1,1,0,1
"ID139",0,0,0,1,0
"ID140",0,0,0,1,1
"ID141",0,1,1,0,1
"ID142",0,0,0,1,1
"ID143",0,0,0,0,1
"ID144",0,0,1,0,1
"ID145",1,0,1,1,1
"ID146",0,0,0,1,1
"ID147",0,0,0,0,1
"ID148",0,0,1,1,1
"ID149",0,0,0,0,1
"ID150",0,1,0,1,1
"ID151",0,0,1,1,1
"ID152",0,0,0,1,1
"ID153",1,0,1,1,1
"ID154",0,0,1,0,1
"ID155",0,0,0,1,1
"ID156",0,1,0,1,1
"ID157",0,1,0,1,1
"ID158",1,0,1,1,1
"ID159",0,0,0,1,1
"ID160",0,1,1,1,1
"ID161",1,1,0,1,1
"ID162",1,0,0,1,1
"ID163",0,0,0,1,1
"ID164",0,1,0,1,1
"ID165",1,1,1,1,1
"ID166",0,0,1,0,1
"ID167",0,0,0,0,1
"ID168",0,1,1,1,1
"ID169",0,0,1,0,1
"ID170",0,1,1,0,0
"ID171",0,1,0,1,1
"ID172",0,0,0,1,1
"ID173",0,0,1,1,1
"ID174",0,0,0,1,1
"ID175",1,0,0,1,1
"ID176",1,0,1,0,1
"ID177",0,1,1,1,1
"ID178",0,0,1,0,1
"ID179",0,0,1,0,1
"ID180",0,0,1,1,1
"ID181",0,0,0,1,1
"ID182",0,0,0,0,1
"ID183",0,0,0,0,1
"ID184",0,0,0,1,1
"ID185",0,0,0,1,1
"ID186",0,0,0,1,1
"ID187",0,0,1,1,0
"ID188",0,0,0,1,0
"ID189",0,1,1,0,1
"ID190",0,0,0,1,1
"ID191",0,0,1,0,1
"ID192",0,1,0,1,1
"ID193",0,0,1,0,0
"ID194",0,0,0,0,1
"ID195",1,1,0,1,1
"ID196",0,0,1,1,1
"ID197",0,0,0,1,1
"ID198",1,0,1,1,1
"ID199",0,0,0,1,1
"ID200",0,1,1,1,1
"ID201",0,0,1,1,1
"ID202",0,0,0,0,0
"ID203",0,0,0,1,1
"ID204",0,1,1,1,0
"ID205",0,0,1,1,1
"ID206",0,0,0,1,1
"ID207",0,0,0,1,0
"ID208",1,0,1,1,1
"ID209",0,1,1,0,1
"ID210",0,0,1,0,0
"ID211",0,0,0,0,0
"ID212",0,0,0,0,1
"ID213",0,1,0,1,1
"ID214",0,1,0,1,1
"ID215",0,1,1,1,1
"ID216",0,0,1,0,0
"ID217",0,0,0,1,1
"ID218",0,0,1,0,1
"ID219",0,0,1,1,0
"ID220",0,0,1,0,1
"ID221",0,0,1,1,1
"ID222",0,1,1,1,1
"ID223",0,1,1,1,1
"ID224",0,0,1,1,1
"ID225",0,0,1,1,1
"ID226",1,0,1,1,1
"ID227",0,0,0,0,0
"ID228",0,1,1,1,1
"ID229",1,1,1,1,1
"ID230",0,0,1,1,1
"ID231",0,0,0,0,1
"ID232",0,0,0,0,1
"ID233",0,0,1,1,1
"ID234",0,0,0,0,1
"ID235",0,1,0,0,1
"ID236",0,1,1,1,1
"ID237",0,0,0,0,1
"ID238",0,0,0,1,1
"ID239",0,1,1,1,1
"ID240",0,0,0,0,1
"ID241",0,0,1,1,1
"ID242",0,1,1,1,1
"ID243",0,1,1,1,1
"ID244",0,0,0,0,1
"ID245",0,0,0,1,1
"ID246",0,0,0,1,0
"ID247",0,0,0,1,1
"ID248",1,1,1,1,1
"ID249",0,0,1,1,1
"ID250",0,1,0,1,1
"ID251",0,0,1,1,0
"ID252",0,0,0,1,0
"ID253",0,0,1,0,1
"ID254",0,1,0,0,1
"ID255",0,0,0,1,1
"ID256",0,0,1,0,1
"ID257",0,0,1,1,1
"ID258",0,0,1,1,1
"ID259",1,1,1,1,1
"ID260",1,0,1,1,1
"ID261",1,0,1,1,1
"ID262",0,1,1,0,1
"ID263",0,0,1,0,1
"ID264",0,0,0,0,0
"ID265",0,0,1,1,1
"ID266",0,0,1,1,1
"ID267",0,0,0,0,0
"ID268",0,1,1,1,1
"ID269",0,0,1,1,0
"ID270",0,0,1,0,1
"ID271",0,0,1,1,1
"ID272",0,0,0,1,1
"ID273",1,1,1,1,1
"ID274",0,0,0,0,1
"ID275",0,0,1,0,1
"ID276",0,0,1,1,1
"ID277",1,1,1,1,1
"ID278",0,1,0,1,1
"ID279",0,0,0,0,1
"ID280",0,1,1,1,1
"ID281",0,0,0,1,1
"ID282",0,0,0,0,1
"ID283",0,0,1,1,1
"ID284",1,0,0,0,1
"ID285",0,0,0,1,1
"ID286",0,0,0,1,0
"ID287",1,0,1,1,1
"ID288",0,0,0,1,1
"ID289",0,1,1,0,1
"ID290",0,0,1,0,1
"ID291",1,0,0,1,1
"ID292",0,0,1,1,0
"ID293",0,1,1,1,0
"ID294",0,0,0,1,1
"ID295",0,1,1,1,1
"ID296",0,0,1,1,1
"ID297",0,1,1,1,1
"ID298",0,0,1,1,0
"ID299",0,0,1,1,1
"ID300",1,1,0,1,1
