"","A1","A2","A3","A4","A5"
"ID391",0,0,0,1,0
"ID392",0,0,1,1,1
"ID393",0,1,1,0,1
"ID394",0,0,0,1,1
"ID395",0,0,1,1,1
"ID396",0,0,0,1,1
"ID397",0,1,0,1,1
"ID398",0,0,1,0,1
"ID399",1,1,0,1,0
"ID400",0,0,1,0,1
"ID401",0,0,0,0,1
"ID402",0,0,0,0,1
"ID403",0,0,0,0,0
"ID404",0,1,1,1,1
"ID405",0,0,1,1,1
"ID406",0,0,0,1,1
"ID407",0,0,1,0,1
"ID408",1,1,0,0,0
"ID409",1,1,1,0,0
"ID410",0,0,0,0,0
"ID411",1,1,1,1,1
"ID412",0,0,1,0,1
"ID413",0,1,1,1,1
"ID414",0,0,0,0,1
"ID415",0,0,1,1,1
"ID416",0,0,0,0,0
"ID417",0,0,0,0,0
"ID418",0,0,0,1,0
"ID419",1,1,1,1,1
"ID420",0,1,1,1,1
"ID421",1,0,1,1,1
"ID422",0,1,1,1,1
"ID423",0,1,1,1,1
"ID424",0,0,0,0,0
"ID425",0,0,1,1,1
"ID426",1,0,1,1,1
"ID427",0,0,1,1,1
"ID428",0,0,1,0,1
"ID429",1,0,0,1,0
"ID430",0,0,1,0,1
"ID431",0,1,0,0,1
"ID432",0,0,1,1,1
"ID433",0,0,0,0,1
"ID434",0,0,0,1,1
"ID435",0,0,0,1,1
"ID436",1,1,0,1,0
"ID437",0,1,1,1,1
"ID438",0,0,1,1,1
"ID439",1,1,1,0,1
"ID440",1,1,1,1,1
"ID441",0,1,1,1,1
"ID442",0,0,0,1,1
"ID443",0,0,0,1,0
"ID444",0,0,1,1,1
"ID445",0,1,0,1,1
"ID446",0,0,1,1,1
"ID447",0,0,0,0,1
"ID448",0,0,1,1,1
"ID449",0,0,1,1,1
"ID450",0,0,0,1,1
"ID451",0,0,0,1,1
"ID452",0,1,1,1,1
"ID453",1,0,0,1,1
"ID454",1,1,0,1,1
"ID455",0,0,0,1,0
"ID456",0,0,1,1,1
"ID457",1,0,1,0,1
"ID458",0,0,0,0,1
"ID459",0,0,0,1,1
"ID460",1,0,0,1,1
"ID461",0,1,0,1,1
"ID462",0,1,0,1,1
"ID463",0,1,1,0,1
"ID464",0,0,0,0,1
"ID465",0,0,1,0,1
"ID466",0,1,0,0,0
"ID467",1,0,0,1,1
"ID468",0,1,0,1,1
"ID469",0,0,0,1,0
"ID470",0,1,0,0,1
"ID471",1,0,0,1,1
"ID472",1,1,0,1,1
"ID473",0,1,0,0,1
"ID474",0,0,0,0,1
"ID475",0,0,0,0,0
"ID476",0,0,1,0,1
"ID477",0,0,0,0,1
"ID478",0,0,1,0,1
"ID479",0,0,0,1,1
"ID480",0,0,0,1,1
"ID481",1,0,1,0,1
"ID482",0,0,0,0,0
"ID483",0,1,1,1,1
"ID484",0,0,0,0,1
"ID485",1,0,1,1,1
"ID486",0,1,0,1,1
"ID487",0,0,0,0,1
"ID488",0,0,0,0,1
"ID489",0,0,1,1,1
"ID490",0,0,0,1,1
"ID491",0,0,0,1,1
"ID492",0,1,1,1,1
"ID493",0,0,0,1,0
"ID494",0,1,1,1,1
"ID495",1,0,0,1,1
"ID496",1,0,0,0,0
"ID497",0,0,0,0,1
"ID498",0,0,1,1,1
"ID499",0,0,1,1,1
"ID500",0,0,1,1,1
"ID501",0,1,0,1,1
"ID502",0,0,0,1,1
"ID503",0,0,0,1,0
"ID504",0,0,0,1,1
"ID505",0,0,0,1,1
"ID506",0,0,1,1,1
"ID507",1,1,1,1,1
"ID508",0,0,1,1,1
"ID509",0,0,0,0,1
"ID510",0,0,1,0,1
"ID511",1,0,1,1,1
"ID512",1,1,1,1,1
"ID513",0,0,0,1,0
"ID514",0,0,0,1,1
"ID515",0,0,1,1,1
"ID516",0,0,0,0,1
"ID517",0,0,0,0,1
"ID518",0,0,1,0,1
"ID519",0,1,0,1,1
"ID520",0,0,1,1,1
"ID521",0,1,0,0,1
"ID522",0,0,1,1,1
"ID523",0,1,1,1,0
"ID524",0,0,0,0,0
"ID525",0,0,0,0,1
"ID526",0,0,0,0,1
"ID527",1,1,1,1,1
"ID528",1,1,0,1,1
"ID529",0,1,0,1,1
"ID530",0,0,0,1,1
"ID531",0,0,0,1,0
"ID532",0,0,0,1,1
"ID533",0,0,1,1,1
"ID534",0,0,0,1,1
"ID535",0,0,1,1,1
"ID536",0,1,0,1,1
"ID537",0,0,0,0,1
"ID538",0,0,1,1,1
"ID539",1,1,1,1,1
"ID540",0,1,1,1,1
"ID541",0,0,0,1,1
"ID542",0,0,0,0,1
"ID543",0,0,1,0,1
"ID544",0,0,0,0,0
"ID545",0,1,1,1,1
"ID546",0,0,0,0,1
"ID547",0,0,1,1,1
"ID548",0,1,1,1,1
"ID549",0,0,1,1,1
"ID550",0,0,0,0,1
"ID551",1,0,1,1,0
"ID552",1,0,1,1,1
"ID553",0,1,1,1,1
"ID554",0,1,0,1,1
"ID555",0,0,0,0,1
"ID556",0,1,0,1,1
"ID557",0,0,1,1,1
"ID558",1,0,0,0,1
"ID559",0,1,1,1,1
"ID560",0,0,1,1,1
"ID561",0,0,1,1,1
"ID562",0,0,0,0,1
"ID563",0,0,1,1,1
"ID564",0,0,0,1,1
"ID565",0,0,0,1,1
"ID566",0,0,1,1,1
"ID567",0,0,1,1,1
"ID568",0,1,0,0,1
"ID569",0,0,0,1,1
"ID570",0,1,1,1,1
"ID571",1,1,1,1,0
"ID572",0,0,0,1,1
"ID573",0,0,1,1,1
"ID574",0,1,1,1,1
"ID575",1,1,1,1,1
"ID576",0,1,1,1,1
"ID577",1,0,1,0,1
"ID578",0,0,1,0,0
"ID579",0,0,0,1,0
"ID580",0,0,1,1,1
"ID581",0,0,1,1,1
"ID582",0,0,0,1,0
"ID583",0,0,0,0,1
"ID584",0,0,0,0,1
"ID585",0,0,1,1,1
"ID586",0,0,1,0,1
"ID587",0,0,1,1,1
"ID588",0,0,1,1,1
"ID589",0,0,0,0,1
"ID590",0,1,1,1,1
"ID591",0,0,0,0,1
"ID592",0,0,0,1,1
"ID593",0,0,0,0,1
"ID594",0,1,1,1,1
"ID595",0,0,0,1,0
"ID596",0,1,1,1,1
"ID597",0,0,0,0,1
"ID598",0,1,0,0,1
"ID599",0,0,0,0,1
"ID600",0,1,0,1,1
"ID601",0,0,0,0,1
"ID602",0,0,1,1,1
"ID603",0,0,0,1,1
"ID604",0,0,0,0,1
"ID605",0,0,1,0,1
"ID606",0,0,1,0,1
"ID607",0,0,1,1,0
"ID608",0,1,0,1,1
"ID609",1,1,1,1,1
"ID610",0,0,0,1,1
"ID611",0,0,0,1,1
"ID612",0,0,1,0,1
"ID613",1,0,1,0,0
"ID614",0,0,0,0,0
"ID615",0,1,0,1,1
"ID616",0,0,0,1,1
"ID617",0,0,1,1,1
"ID618",0,0,1,0,0
"ID619",0,1,1,0,1
"ID620",0,0,1,1,1
"ID621",0,1,1,0,1
"ID622",0,0,1,1,1
"ID623",0,1,1,0,1
"ID624",0,0,1,1,0
"ID625",0,0,0,0,1
"ID626",0,0,1,1,1
"ID627",0,0,1,1,1
"ID628",0,0,1,1,1
"ID629",0,0,1,0,1
"ID630",0,0,0,0,1
"ID631",0,0,0,0,1
"ID632",0,0,1,0,1
"ID633",0,1,1,1,1
"ID634",0,0,1,0,1
"ID635",0,1,1,1,1
"ID636",1,0,1,1,1
"ID637",0,0,1,1,1
"ID638",0,0,1,1,1
"ID639",0,0,1,1,1
"ID640",0,1,1,1,1
"ID641",0,0,0,1,1
"ID642",1,0,0,1,1
"ID643",1,0,1,1,1
"ID644",0,0,0,1,1
"ID645",0,0,0,0,1
"ID646",0,0,1,1,1
"ID647",0,0,1,1,1
"ID648",0,0,0,1,1
"ID649",0,0,0,1,1
"ID650",0,1,1,1,1
"ID651",0,0,0,0,1
"ID652",0,0,0,1,0
"ID653",0,1,1,1,1
"ID654",0,0,0,1,0
"ID655",1,0,1,1,1
"ID656",0,1,1,0,0
"ID657",0,0,0,1,1
"ID658",0,0,0,1,0
"ID659",1,0,0,1,1
"ID660",1,0,1,1,1
"ID661",1,1,1,1,1
"ID662",0,0,1,1,1
"ID663",0,1,1,0,1
"ID664",0,1,1,0,0
"ID665",0,0,0,1,1
"ID666",0,1,0,1,1
"ID667",0,0,1,1,1
"ID668",0,0,1,0,1
"ID669",0,0,0,0,0
"ID670",0,1,1,1,1
"ID671",0,0,1,1,1
"ID672",1,0,1,1,1
"ID673",0,0,1,1,1
"ID674",0,1,0,1,1
"ID675",0,0,1,1,0
"ID676",0,0,1,1,1
"ID677",0,0,0,1,1
"ID678",1,0,0,1,0
"ID679",0,0,0,0,1
"ID680",1,1,0,1,1
"ID681",0,0,0,1,0
"ID682",0,1,0,1,1
"ID683",0,0,0,0,0
"ID684",0,0,1,1,1
"ID685",0,1,1,0,1
"ID686",0,0,0,1,1
"ID687",0,0,0,1,1
"ID688",0,1,1,1,1
"ID689",1,0,1,1,1
"ID690",0,0,0,0,0
"ID691",0,1,0,0,0
"ID692",0,1,0,1,0
"ID693",0,1,0,1,0
"ID694",0,1,0,1,1
"ID695",0,1,0,1,1
"ID696",0,1,1,0,1
"ID697",0,0,0,0,1
"ID698",1,1,1,1,1
"ID699",0,1,1,1,1
"ID700",0,1,1,1,1
"ID701",0,0,1,1,1
"ID702",0,0,0,1,1
"ID703",0,0,1,0,1
"ID704",1,1,1,1,1
"ID705",0,0,0,0,0
"ID706",0,0,1,1,1
"ID707",1,0,0,0,1
"ID708",0,1,0,1,0
"ID709",1,0,1,0,0
"ID710",0,0,0,1,1
"ID711",0,0,0,0,1
"ID712",0,0,1,1,1
"ID713",0,0,1,1,1
"ID714",1,0,0,1,1
"ID715",0,0,1,0,1
"ID716",1,1,0,1,1
"ID717",0,0,0,1,1
"ID718",0,1,1,0,1
"ID719",0,0,1,1,1
"ID720",0,0,1,0,0
"ID721",0,1,1,1,1
"ID722",0,1,0,0,1
"ID723",0,0,0,0,1
"ID724",0,0,0,0,1
"ID725",0,0,1,0,1
"ID726",0,0,0,0,0
"ID727",0,0,0,1,0
"ID728",0,0,1,0,1
"ID729",0,0,1,1,1
"ID730",0,0,1,0,0
"ID731",1,1,1,1,1
"ID732",0,0,0,0,0
"ID733",1,0,1,1,0
"ID734",0,0,0,1,1
"ID735",0,0,0,1,1
"ID736",0,0,1,1,0
"ID737",0,0,1,0,1
"ID738",0,0,1,0,1
"ID739",0,0,1,1,1
"ID740",1,1,1,1,1
"ID741",0,1,1,1,1
"ID742",0,1,1,1,1
"ID743",0,1,1,0,1
"ID744",0,0,0,1,0
"ID745",1,0,1,1,1
"ID746",0,0,1,1,1
"ID747",1,0,1,1,1
"ID748",0,1,1,1,1
"ID749",0,0,1,1,0
"ID750",0,0,0,0,0
"ID751",0,0,0,0,1
"ID752",0,0,1,1,0
"ID753",0,0,0,0,0
"ID754",1,0,1,1,1
"ID755",0,0,1,1,1
"ID756",0,0,1,1,1
"ID757",0,0,1,0,1
"ID758",0,0,1,1,1
"ID759",0,0,1,1,1
"ID760",0,0,0,0,1
"ID761",0,1,0,1,0
"ID762",0,1,1,1,1
"ID763",0,1,1,1,1
"ID764",0,0,0,0,1
"ID765",0,1,1,1,1
"ID766",0,0,0,0,0
"ID767",0,0,1,1,1
"ID768",1,1,1,1,1
"ID769",0,0,1,0,0
"ID770",0,0,1,0,0
"ID771",0,0,0,0,1
"ID772",0,1,0,1,1
"ID773",0,0,0,1,1
"ID774",0,0,0,1,1
"ID775",0,1,0,1,1
"ID776",0,0,1,1,1
"ID777",0,0,0,0,1
"ID778",0,0,1,0,1
"ID779",1,0,1,1,1
"ID780",0,0,0,0,0
"ID781",0,1,1,1,1
"ID782",0,0,0,1,1
"ID783",0,0,0,1,0
"ID784",0,0,0,0,1
"ID785",0,1,0,1,1
"ID786",0,1,0,0,0
"ID787",0,0,1,1,1
"ID788",0,0,0,0,0
"ID789",0,0,1,1,1
"ID790",0,1,0,1,1
"ID791",0,0,0,0,0
"ID792",0,0,0,1,1
"ID793",0,0,1,1,1
"ID794",0,0,0,1,1
"ID795",0,0,1,1,0
"ID796",0,1,1,1,1
"ID797",0,0,0,0,0
"ID798",0,1,1,1,1
"ID799",0,0,1,1,1
"ID800",0,0,1,1,1
"ID801",0,0,0,1,1
"ID802",0,0,0,0,0
"ID803",0,0,0,1,0
"ID804",0,0,0,1,0
"ID805",0,1,0,1,1
"ID806",0,0,0,0,1
"ID807",0,0,0,1,0
"ID808",0,1,0,0,1
"ID809",0,0,0,0,0
"ID810",1,1,1,1,1
"ID811",0,1,1,1,1
"ID812",1,1,1,1,1
"ID813",1,0,1,1,0
"ID814",0,0,0,1,1
"ID815",0,1,1,1,0
"ID816",0,1,1,1,1
"ID817",1,1,1,1,1
"ID818",0,1,1,0,1
"ID819",1,0,0,0,0
"ID820",0,1,1,0,1
"ID821",0,0,0,0,0
"ID822",0,0,0,0,1
"ID823",0,0,1,1,1
"ID824",0,0,1,1,1
"ID825",0,0,1,1,1
"ID826",0,0,1,1,1
"ID827",0,0,0,1,0
"ID828",0,1,1,1,1
"ID829",0,0,1,1,1
"ID830",0,0,0,1,1
"ID831",0,0,1,1,1
"ID832",1,1,1,0,1
"ID833",1,1,1,1,1
"ID834",0,0,1,0,1
"ID835",0,1,0,1,0
"ID836",0,0,0,0,1
"ID837",0,0,0,0,1
"ID838",0,0,0,0,0
"ID839",0,0,1,1,1
"ID840",0,1,0,0,0
"ID841",0,0,0,0,1
"ID842",0,0,1,0,1
"ID843",0,1,0,0,1
"ID844",1,1,1,1,1
"ID845",0,0,1,0,1
"ID846",0,1,0,0,1
"ID847",0,1,0,1,1
"ID848",0,0,0,1,1
"ID849",0,0,0,1,1
"ID850",0,0,1,1,1
"ID851",0,0,0,0,1
"ID852",0,1,0,0,0
"ID853",0,0,1,1,1
"ID854",0,0,0,0,0
"ID855",0,0,1,1,1
"ID856",1,1,1,1,1
"ID857",0,0,0,0,0
"ID858",1,1,1,1,1
"ID859",0,0,1,1,1
"ID860",0,0,1,1,0
"ID861",0,0,0,1,1
"ID862",1,0,1,1,1
"ID863",0,0,1,1,0
"ID864",0,0,1,1,1
"ID865",1,1,1,1,1
"ID866",0,0,0,0,0
"ID867",0,0,1,1,1
"ID868",0,0,1,0,1
"ID869",1,1,1,1,1
"ID870",0,1,1,0,1
"ID871",0,0,0,1,1
"ID872",0,0,1,1,1
"ID873",0,0,1,1,1
"ID874",0,0,1,1,1
"ID875",0,0,1,0,0
"ID876",0,0,1,0,1
"ID877",0,0,0,1,1
"ID878",0,0,1,1,0
"ID879",0,1,1,0,1
"ID880",0,0,1,1,1
"ID881",0,0,0,1,1
"ID882",1,1,0,1,1
"ID883",0,1,0,1,1
"ID884",0,0,0,1,1
"ID885",0,0,1,1,1
"ID886",1,0,0,1,1
"ID887",1,1,0,1,1
"ID888",0,0,1,1,1
"ID889",0,0,1,0,1
"ID890",0,1,1,0,1
"ID891",0,0,0,1,1
"ID892",0,1,0,1,1
"ID893",1,1,1,1,1
"ID894",0,0,1,1,1
"ID895",1,1,1,1,1
"ID896",0,0,1,0,1
"ID897",0,0,0,1,1
"ID898",0,0,0,0,1
"ID899",0,1,0,1,0
"ID900",0,0,1,0,1
"ID901",0,0,0,1,1
"ID902",0,0,0,1,1
"ID903",0,0,0,0,0
"ID904",0,0,1,1,1
"ID905",0,0,0,1,0
"ID906",0,0,0,1,1
"ID907",0,1,0,1,1
"ID908",0,0,0,1,1
"ID909",1,0,1,0,1
"ID910",0,0,1,1,1
"ID911",0,0,0,0,0
"ID912",0,0,0,1,1
"ID913",0,0,0,1,1
"ID914",0,1,1,1,1
"ID915",0,1,0,1,1
"ID916",0,0,0,0,1
"ID917",0,0,1,1,1
"ID918",0,0,1,0,1
"ID919",0,1,1,1,1
"ID920",0,0,0,0,1
"ID921",0,0,1,1,1
"ID922",1,0,1,1,1
"ID923",0,0,0,1,1
"ID924",0,1,1,1,1
"ID925",0,0,0,0,0
"ID926",1,1,1,1,1
"ID927",0,0,0,0,1
"ID928",0,0,0,1,1
"ID929",1,1,1,1,1
"ID930",1,0,0,0,1
