Unnamed: 0,A1,A2,A3,A4,A5
155,0.0,0.0,1.0,1.0,1.0
156,0,0,0,1,1
157,0.0,0.0,1.0,1.0,1.0
158,0,0,0,1,1
159,0.0,1.0,0.0,1.0,1.0
160,0,0,0,1,1
161,0.0,1.0,1.0,1.0,1.0
162,0,1,1,0,0
163,0.0,0.0,0.0,0.0,0.0
164,0,0,0,0,1
165,1.0,1.0,1.0,1.0,1.0
166,0,0,0,0,1
167,1.0,0.0,1.0,1.0,1.0
168,0,1,1,1,1
169,0.0,0.0,1.0,1.0,1.0
170,0,1,1,1,0
171,1.0,0.0,0.0,1.0,1.0
172,0,0,0,0,1
173,0.0,0.0,0.0,0.0,1.0
174,0,0,0,1,1
175,0.0,0.0,0.0,1.0,0.0
176,0,0,1,0,0
177,0.0,0.0,0.0,1.0,1.0
178,1,1,1,1,1
179,0.0,0.0,0.0,1.0,1.0
180,1,1,1,1,1
181,0.0,1.0,1.0,1.0,1.0
182,0,0,1,1,1
183,0.0,0.0,1.0,1.0,1.0
184,0,0,1,1,1
185,1.0,1.0,1.0,1.0,1.0
186,0,0,0,1,1
187,0.0,0.0,0.0,1.0,1.0
188,0,0,0,1,1
189,0.0,0.0,0.0,0.0,1.0
190,0,0,1,0,1
191,1.0,1.0,1.0,1.0,1.0
192,0,0,1,0,0
193,0.0,0.0,0.0,0.0,1.0
194,0,0,0,1,0
195,1.0,1.0,1.0,1.0,1.0
196,0,1,1,1,1
197,0.0,1.0,1.0,1.0,1.0
198,1,1,1,1,0
199,1.0,0.0,0.0,0.0,0.0
200,0,0,1,1,0
201,0.0,1.0,1.0,0.0,1.0
202,0,0,1,1,1
203,0.0,0.0,1.0,1.0,1.0
204,1,1,1,1,1
205,1.0,1.0,1.0,1.0,1.0
206,0,0,1,0,1
207,0.0,0.0,1.0,1.0,0.0
208,1,0,1,1,1
209,1.0,1.0,0.0,1.0,1.0
210,0,0,0,1,0
211,0.0,0.0,1.0,1.0,1.0
212,0,0,0,0,0
213,0.0,0.0,1.0,1.0,1.0
214,0,1,0,1,1
215,0.0,0.0,0.0,1.0,1.0
216,0,0,1,1,1
217,1.0,1.0,1.0,1.0,1.0
218,1,1,1,0,1
219,0.0,1.0,1.0,1.0,1.0
220,0,1,1,1,1
221,0.0,1.0,1.0,0.0,1.0
222,0,0,1,1,0
223,0.0,1.0,1.0,0.0,1.0
224,0,0,0,1,0
225,0.0,0.0,1.0,0.0,1.0
226,1,1,1,1,1
227,1.0,0.0,1.0,1.0,1.0
228,0,0,0,1,0
229,0.0,0.0,1.0,1.0,1.0
230,0,1,0,1,1
231,1.0,0.0,1.0,1.0,1.0
232,0,0,0,1,1
233,0.0,1.0,1.0,1.0,1.0
234,0,1,0,0,1
235,0.0,0.0,1.0,0.0,1.0
236,0,0,1,1,1
237,0.0,0.0,0.0,1.0,1.0
238,0,0,0,0,0
239,0.0,1.0,0.0,1.0,1.0
240,0,0,0,1,1
241,1.0,1.0,1.0,1.0,1.0
242,0,0,0,1,1
243,0.0,0.0,0.0,0.0,0.0
244,0,1,1,0,1
245,0.0,0.0,1.0,1.0,1.0
246,0,0,1,1,1
247,0.0,1.0,0.0,1.0,1.0
248,0,1,0,1,0
249,1.0,0.0,0.0,1.0,1.0
250,0,0,0,1,1
251,1.0,1.0,1.0,1.0,1.0
252,0,0,1,1,1
253,0.0,0.0,1.0,1.0,1.0
254,1,0,1,1,1
255,0.0,0.0,0.0,1.0,0.0
256,0,1,1,1,1
257,0.0,0.0,1.0,1.0,1.0
258,0,0,1,1,1
259,1.0,1.0,1.0,1.0,1.0
260,1,0,0,1,1
261,0.0,0.0,0.0,0.0,0.0
262,0,0,1,0,1
263,0.0,0.0,0.0,0.0,1.0
264,0,0,1,1,1
265,1.0,1.0,1.0,1.0,1.0
266,0,0,1,1,1
267,0.0,0.0,1.0,0.0,0.0
268,0,1,0,0,0
269,0.0,0.0,0.0,0.0,0.0
270,1,1,0,1,1
271,1.0,0.0,1.0,1.0,1.0
272,0,0,0,1,1
273,1.0,0.0,0.0,1.0,1.0
274,1,1,0,1,1
275,1.0,0.0,1.0,1.0,1.0
276,0,1,1,1,1
277,0.0,1.0,0.0,1.0,1.0
278,0,0,0,0,1
279,0.0,1.0,1.0,1.0,1.0
280,0,0,1,1,1
281,1.0,1.0,0.0,0.0,1.0
282,0,0,1,1,1
283,0.0,0.0,1.0,0.0,1.0
284,0,0,1,0,0
285,0.0,1.0,1.0,1.0,1.0
286,0,1,1,1,1
287,1.0,1.0,0.0,1.0,1.0
288,0,0,1,1,1
289,1.0,1.0,1.0,1.0,1.0
290,0,0,1,0,1
291,0.0,1.0,1.0,1.0,0.0
292,0,1,0,1,1
293,1.0,1.0,1.0,1.0,1.0
294,0,0,1,0,1
295,0.0,0.0,0.0,1.0,1.0
296,0,0,1,0,0
297,1.0,1.0,1.0,1.0,1.0
298,0,1,0,1,1
299,1.0,1.0,1.0,1.0,1.0
300,0,0,0,1,1
301,0.0,0.0,1.0,1.0,1.0
302,0,1,1,1,1
303,0.0,0.0,1.0,1.0,1.0
304,1,0,1,0,1
305,0.0,0.0,0.0,1.0,1.0
306,0,0,0,1,1
307,1.0,1.0,1.0,1.0,1.0
308,0,1,1,1,1
309,1.0,0.0,1.0,1.0,1.0
310,0,0,0,0,0
311,0.0,0.0,0.0,0.0,0.0
312,0,0,1,1,1
313,1.0,1.0,1.0,1.0,1.0
314,0,1,1,1,1
315,1.0,1.0,1.0,1.0,1.0
316,0,0,0,0,0
317,0.0,1.0,1.0,1.0,0.0
318,0,1,0,1,1
319,0.0,0.0,1.0,1.0,0.0
320,0,0,1,1,1
321,0.0,0.0,0.0,1.0,1.0
322,0,0,0,1,1
323,0.0,1.0,1.0,1.0,1.0
324,1,0,0,0,1
325,0.0,0.0,0.0,0.0,0.0
326,0,0,1,1,0
327,0.0,0.0,0.0,0.0,0.0
328,0,1,1,0,1
329,0.0,0.0,0.0,1.0,0.0
330,0,1,1,1,1
331,0.0,0.0,1.0,1.0,1.0
332,0,0,0,0,1
333,0.0,1.0,1.0,0.0,1.0
334,0,0,1,1,1
335,1.0,1.0,1.0,1.0,1.0
336,0,0,1,1,1
337,0.0,1.0,1.0,1.0,1.0
338,0,0,0,1,0
339,1.0,1.0,1.0,1.0,1.0
340,0,1,1,1,1
341,0.0,0.0,1.0,0.0,1.0
342,0,0,0,0,1
343,1.0,1.0,1.0,1.0,1.0
344,1,1,0,1,1
345,1.0,1.0,1.0,1.0,1.0
346,0,1,1,0,1
347,0.0,1.0,0.0,0.0,1.0
348,0,1,1,1,1
349,0.0,0.0,0.0,1.0,1.0
350,0,0,0,1,1
351,0.0,0.0,1.0,0.0,1.0
352,0,0,1,1,1
353,0.0,0.0,0.0,1.0,1.0
354,0,1,1,0,1
355,1.0,1.0,1.0,1.0,1.0
356,1,0,1,1,1
357,1.0,1.0,1.0,1.0,1.0
358,1,0,0,1,1
359,1.0,1.0,1.0,1.0,1.0
360,0,0,0,0,1
361,0.0,1.0,1.0,1.0,1.0
362,1,0,0,1,1
363,0.0,0.0,0.0,0.0,1.0
364,0,0,0,1,1
365,0.0,1.0,0.0,1.0,1.0
366,0,0,1,1,1
367,0.0,1.0,1.0,0.0,1.0
368,0,0,1,0,1
369,0.0,0.0,1.0,1.0,1.0
370,0,0,1,1,1
371,0.0,1.0,0.0,1.0,1.0
372,0,1,1,0,1
373,1.0,0.0,0.0,0.0,1.0
374,0,0,1,1,1
375,0.0,0.0,0.0,1.0,0.0
376,0,1,1,1,1
377,1.0,1.0,1.0,1.0,1.0
378,0,0,1,1,1
379,1.0,0.0,0.0,0.0,1.0
380,0,0,0,1,0
381,0.0,0.0,0.0,1.0,0.0
382,0,0,0,0,1
383,1.0,1.0,1.0,1.0,1.0
384,0,0,0,1,1
385,1.0,0.0,0.0,0.0,1.0
386,0,0,0,0,1
387,0.0,0.0,1.0,1.0,1.0
388,0,0,0,1,1
389,1.0,1.0,1.0,1.0,1.0
390,0,0,0,0,1
391,0.0,0.0,0.0,0.0,1.0
392,0,0,0,0,0
393,0.0,0.0,0.0,0.0,1.0
394,0,0,0,1,1
395,1.0,1.0,0.0,1.0,1.0
396,0,1,1,1,1
397,0.0,0.0,0.0,0.0,1.0
398,0,1,1,1,1
399,0.0,0.0,1.0,1.0,1.0
400,1,1,1,1,1
401,1.0,1.0,1.0,1.0,1.0
402,0,0,1,1,1
403,0.0,0.0,0.0,0.0,0.0
404,0,0,0,1,1
405,1.0,1.0,1.0,1.0,1.0
406,0,1,1,1,1
407,1.0,1.0,1.0,1.0,1.0
408,1,1,1,1,1
409,0.0,1.0,1.0,0.0,1.0
410,0,1,1,1,0
411,0.0,0.0,1.0,0.0,1.0
412,0,0,1,0,1
413,0.0,0.0,1.0,1.0,1.0
414,1,0,0,1,0
415,0.0,0.0,1.0,1.0,1.0
416,0,0,1,0,1
417,0.0,0.0,0.0,1.0,1.0
418,0,0,1,1,0
419,0.0,1.0,1.0,1.0,1.0
420,1,0,1,0,1
421,0.0,0.0,0.0,1.0,1.0
422,0,0,0,1,1
423,0.0,0.0,1.0,0.0,1.0
424,0,0,0,0,1
425,0.0,1.0,0.0,1.0,1.0
426,0,0,0,1,0
427,0.0,0.0,1.0,1.0,0.0
428,0,0,1,1,0
429,1.0,0.0,1.0,1.0,1.0
430,0,0,1,0,1
431,0.0,0.0,0.0,1.0,1.0
432,0,1,0,1,1
433,1.0,0.0,1.0,1.0,1.0
434,0,0,1,1,1
435,0.0,1.0,1.0,1.0,1.0
436,0,0,1,1,1
437,0.0,0.0,0.0,0.0,0.0
438,0,0,1,1,1
439,0.0,0.0,0.0,1.0,0.0
440,0,0,0,1,0
441,1.0,0.0,0.0,0.0,1.0
442,0,0,1,1,1
443,1.0,1.0,1.0,1.0,1.0
444,0,0,0,0,0
445,0.0,0.0,1.0,1.0,1.0
446,0,0,0,0,1
447,1.0,1.0,1.0,1.0,1.0
448,0,0,1,1,1
449,0.0,0.0,1.0,1.0,1.0
450,1,0,1,1,1
451,1.0,0.0,1.0,1.0,1.0
452,0,0,0,0,0
453,0.0,1.0,1.0,1.0,1.0
454,0,0,1,0,1
455,1.0,0.0,1.0,0.0,1.0
456,0,0,0,0,0
457,1.0,1.0,1.0,1.0,1.0
458,0,1,1,1,1
459,0.0,0.0,0.0,0.0,1.0
460,0,0,0,0,0
461,0.0,0.0,0.0,1.0,0.0
462,0,0,1,1,1
463,0.0,0.0,1.0,1.0,1.0
464,1,1,1,0,0
465,0.0,0.0,1.0,1.0,1.0
466,0,0,0,1,1
467,0.0,1.0,1.0,1.0,1.0
468,0,1,1,1,0
469,1.0,0.0,0.0,1.0,1.0
470,0,1,0,1,1
471,1.0,1.0,1.0,0.0,1.0
472,0,1,1,1,1
473,0.0,0.0,0.0,0.0,0.0
474,0,0,0,1,1
475,0.0,0.0,0.0,0.0,0.0
476,0,0,0,1,1
477,1.0,1.0,1.0,1.0,0.0
478,1,1,1,1,1
479,0.0,0.0,1.0,0.0,0.0
480,1,0,1,1,1
481,1.0,1.0,1.0,1.0,1.0
482,0,1,0,1,1
483,1.0,1.0,1.0,1.0,1.0
484,0,0,0,1,1
485,0.0,0.0,0.0,1.0,0.0
486,0,0,0,0,1
487,1.0,1.0,0.0,0.0,1.0
488,0,0,1,1,1
489,0.0,1.0,0.0,1.0,1.0
490,0,0,0,0,0
491,0.0,0.0,0.0,0.0,1.0
492,0,0,1,1,1
493,0.0,0.0,0.0,1.0,1.0
494,0,0,1,0,1
495,0.0,1.0,1.0,1.0,1.0
496,0,1,1,0,1
497,0.0,1.0,1.0,0.0,1.0
498,0,0,1,1,1
499,0.0,0.0,1.0,1.0,1.0
500,0,0,1,1,1
501,0.0,0.0,1.0,1.0,1.0
502,0,0,1,0,1
503,0.0,0.0,0.0,1.0,1.0
504,0,0,0,1,1
505,0.0,1.0,0.0,0.0,0.0
506,0,1,0,1,0
507,0.0,1.0,1.0,1.0,1.0
508,0,0,0,1,1
509,0.0,0.0,1.0,1.0,1.0
510,0,0,0,1,1
511,0.0,0.0,1.0,1.0,1.0
512,1,1,1,1,1
513,1.0,1.0,1.0,1.0,1.0
514,0,0,1,0,1
515,0.0,0.0,1.0,0.0,1.0
516,0,1,0,1,1
517,0.0,1.0,1.0,1.0,1.0
518,0,0,1,1,1
519,0.0,1.0,1.0,1.0,1.0
520,0,0,1,1,1
521,0.0,0.0,1.0,1.0,1.0
522,1,1,1,1,1
523,0.0,0.0,1.0,1.0,1.0
524,0,0,0,0,1
525,0.0,0.0,0.0,0.0,0.0
526,0,0,0,1,1
527,0.0,0.0,0.0,0.0,1.0
528,0,0,0,1,1
529,0.0,0.0,1.0,1.0,1.0
530,0,0,0,1,0
531,0.0,0.0,0.0,1.0,1.0
532,0,0,0,1,1
533,0.0,0.0,1.0,1.0,1.0
534,0,0,0,0,1
535,0.0,0.0,1.0,1.0,1.0
536,0,0,1,1,1
537,0.0,1.0,1.0,1.0,1.0
538,0,1,0,1,1
539,1.0,0.0,0.0,1.0,1.0
540,0,1,0,0,1
541,1.0,1.0,1.0,1.0,1.0
542,0,0,0,0,0
543,0.0,1.0,1.0,1.0,1.0
544,0,0,1,1,1
545,1.0,0.0,1.0,1.0,1.0
546,0,0,0,0,1
547,1.0,0.0,1.0,1.0,1.0
548,0,1,1,1,1
549,0.0,1.0,1.0,1.0,1.0
550,0,0,0,1,0
551,0.0,0.0,0.0,0.0,0.0
552,0,1,1,1,1
553,0.0,0.0,1.0,0.0,1.0
554,0,0,0,0,1
555,0.0,1.0,0.0,0.0,1.0
556,0,1,1,1,1
557,1.0,0.0,1.0,1.0,1.0
558,0,1,1,1,1
559,0.0,1.0,1.0,1.0,1.0
560,0,0,0,1,1
561,0.0,0.0,1.0,0.0,0.0
562,0,0,1,0,1
563,0.0,0.0,0.0,0.0,0.0
564,0,0,0,1,1
565,0.0,1.0,0.0,0.0,0.0
566,0,0,0,0,1
567,0.0,1.0,1.0,1.0,1.0
568,0,1,0,1,1
569,0.0,1.0,0.0,0.0,1.0
570,0,1,0,1,1
571,0.0,0.0,0.0,1.0,1.0
572,0,0,0,1,0
573,0.0,0.0,0.0,0.0,1.0
574,0,0,1,1,1
575,0.0,0.0,1.0,1.0,1.0
576,0,1,0,1,1
577,1.0,0.0,1.0,1.0,0.0
578,0,1,1,1,1
579,0.0,1.0,1.0,1.0,1.0
580,0,1,1,1,1
581,0.0,0.0,1.0,0.0,1.0
582,0,1,1,1,1
583,1.0,0.0,1.0,1.0,1.0
584,0,0,0,0,1
585,1.0,0.0,0.0,1.0,1.0
586,0,0,0,1,0
587,0.0,1.0,1.0,0.0,1.0
588,0,0,0,1,1
589,0.0,0.0,1.0,1.0,0.0
590,0,0,0,1,1
591,0.0,0.0,0.0,0.0,0.0
592,0,0,0,1,1
593,0.0,0.0,1.0,0.0,1.0
594,0,0,0,1,1
595,1.0,0.0,0.0,1.0,0.0
596,0,0,1,0,1
597,1.0,0.0,1.0,1.0,1.0
598,0,0,0,0,1
599,0.0,0.0,0.0,0.0,1.0
600,0,1,1,1,1
601,0.0,0.0,1.0,0.0,1.0
602,0,0,0,1,1
603,1.0,1.0,1.0,1.0,1.0
604,0,0,1,1,1
605,0.0,1.0,1.0,1.0,0.0
606,0,0,0,0,1
607,0.0,1.0,1.0,1.0,0.0
608,0,1,0,1,1
609,0.0,0.0,1.0,0.0,1.0
610,0,0,0,1,1
611,1.0,1.0,1.0,1.0,1.0
612,1,1,0,1,1
613,0.0,0.0,0.0,0.0,1.0
614,1,0,1,1,1
615,0.0,1.0,0.0,0.0,0.0
616,1,0,0,0,1
617,0.0,0.0,0.0,0.0,1.0
618,0,0,0,1,1
619,0.0,0.0,0.0,0.0,1.0
620,0,0,1,1,0
621,1.0,1.0,1.0,1.0,1.0
622,0,0,0,0,1
623,1.0,0.0,0.0,1.0,1.0
624,0,0,1,1,1
625,1.0,1.0,1.0,1.0,1.0
626,0,0,1,1,1
627,1.0,1.0,1.0,1.0,1.0
628,0,0,0,1,1
629,0.0,0.0,1.0,1.0,1.0
630,0,0,0,1,1
631,1.0,0.0,1.0,1.0,1.0
632,1,0,0,1,1
633,1.0,0.0,1.0,1.0,1.0
634,0,1,1,1,1
635,0.0,0.0,0.0,0.0,1.0
636,0,0,1,1,1
637,1.0,1.0,1.0,1.0,1.0
638,0,0,0,1,1
639,1.0,1.0,1.0,1.0,1.0
640,0,0,0,1,0
641,0.0,0.0,0.0,0.0,1.0
642,0,0,1,1,1
643,0.0,0.0,1.0,1.0,1.0
644,0,0,1,1,0
645,0.0,0.0,1.0,1.0,1.0
646,1,1,1,1,1
647,0.0,0.0,1.0,1.0,1.0
648,0,1,0,1,1
649,0.0,1.0,1.0,1.0,1.0
650,1,0,1,1,1
651,0.0,0.0,0.0,1.0,1.0
652,0,0,1,1,1
653,0.0,1.0,0.0,1.0,1.0
654,0,1,1,1,1
655,0.0,1.0,1.0,0.0,1.0
656,0,1,0,1,1
657,0.0,1.0,0.0,1.0,1.0
658,0,0,1,0,1
659,0.0,0.0,1.0,1.0,1.0
660,0,1,1,1,1
661,0.0,0.0,1.0,1.0,1.0
662,1,0,0,1,1
663,1.0,0.0,0.0,1.0,1.0
664,0,0,0,0,1
665,1.0,0.0,1.0,1.0,1.0
666,0,0,1,0,1
667,1.0,1.0,1.0,1.0,1.0
668,1,1,1,1,0
669,0.0,1.0,0.0,0.0,0.0
670,0,1,1,1,1
671,0.0,1.0,1.0,1.0,0.0
672,0,1,0,1,1
673,0.0,1.0,1.0,1.0,1.0
674,1,1,1,1,1
675,1.0,0.0,0.0,0.0,1.0
676,0,0,0,1,0
677,1.0,1.0,0.0,1.0,1.0
678,0,0,1,1,1
679,1.0,1.0,1.0,1.0,1.0
680,0,1,0,1,1
681,0.0,0.0,1.0,0.0,0.0
682,0,1,0,0,1
683,0.0,0.0,0.0,0.0,1.0
684,1,1,1,1,1
685,0.0,1.0,1.0,1.0,1.0
686,0,0,1,1,1
687,1.0,0.0,0.0,1.0,1.0
688,0,1,1,0,0
689,0.0,0.0,1.0,0.0,0.0
690,0,0,0,1,0
691,0.0,0.0,0.0,0.0,0.0
692,0,0,0,1,1
693,0.0,0.0,0.0,1.0,0.0
694,0,0,0,1,1
695,1.0,0.0,1.0,1.0,1.0
696,0,0,0,0,1
697,0.0,0.0,0.0,1.0,0.0
698,0,0,0,0,1
699,1.0,0.0,1.0,1.0,1.0
700,0,0,1,1,1
701,1.0,1.0,1.0,1.0,1.0
702,0,0,1,1,1
703,0.0,1.0,1.0,1.0,1.0
704,0,0,0,0,1
705,1.0,0.0,1.0,0.0,1.0
706,0,1,0,1,1
707,0.0,0.0,1.0,1.0,1.0
708,1,1,1,1,1
709,0.0,0.0,1.0,0.0,0.0
710,0,0,0,1,0
711,0.0,0.0,0.0,1.0,1.0
712,0,1,0,0,0
713,1.0,1.0,1.0,1.0,1.0
714,1,1,1,1,1
715,0.0,1.0,0.0,1.0,1.0
716,0,0,0,0,0
717,0.0,0.0,1.0,0.0,0.0
718,0,0,1,1,1
719,0.0,1.0,0.0,0.0,0.0
720,0,0,1,0,1
721,0.0,0.0,0.0,0.0,1.0
722,0,1,0,0,1
723,0.0,0.0,1.0,1.0,1.0
724,0,0,0,1,1
725,1.0,0.0,1.0,1.0,1.0
726,0,0,0,1,1
727,0.0,0.0,0.0,0.0,1.0
728,1,1,0,1,1
729,0.0,0.0,1.0,1.0,1.0
730,0,0,0,1,0
731,0.0,0.0,1.0,1.0,1.0
732,1,0,0,1,1
733,0.0,0.0,1.0,0.0,1.0
734,0,0,0,0,1
735,1.0,1.0,1.0,1.0,1.0
736,0,0,0,0,0
737,0.0,0.0,1.0,0.0,1.0
738,0,0,1,0,1
739,0.0,0.0,1.0,0.0,1.0
740,0,1,1,1,1
741,0.0,1.0,0.0,1.0,1.0
742,0,0,0,0,1
743,0.0,1.0,1.0,1.0,1.0
744,0,0,1,1,1
745,0.0,1.0,1.0,1.0,1.0
746,0,0,0,1,1
747,0.0,0.0,1.0,1.0,1.0
748,0,0,0,0,1
749,0.0,0.0,0.0,1.0,0.0
750,0,0,0,1,1
751,0.0,1.0,1.0,1.0,1.0
752,1,1,1,1,1
753,0.0,0.0,0.0,1.0,1.0
754,0,0,0,0,1
755,1.0,1.0,1.0,1.0,1.0
756,0,1,1,1,1
757,0.0,1.0,0.0,1.0,1.0
758,0,0,0,1,1
759,0.0,1.0,1.0,1.0,0.0
760,1,1,1,1,1
761,0.0,0.0,0.0,1.0,1.0
762,0,0,1,0,1
763,1.0,0.0,0.0,1.0,1.0
764,0,0,0,1,1
765,0.0,0.0,1.0,1.0,1.0
766,0,0,1,1,1
767,1.0,1.0,1.0,1.0,1.0
768,0,0,1,1,1
769,1.0,1.0,1.0,1.0,1.0
770,1,0,1,1,1
771,0.0,1.0,1.0,1.0,1.0
772,0,0,0,1,0
773,0.0,1.0,0.0,0.0,1.0
774,0,0,1,0,1
775,0.0,1.0,1.0,0.0,1.0
776,1,1,1,1,1
777,0.0,1.0,1.0,1.0,1.0
778,1,1,1,1,1
779,1.0,1.0,1.0,1.0,1.0
780,1,1,0,0,1
781,1.0,1.0,1.0,1.0,1.0
782,0,0,0,0,1
783,0.0,0.0,0.0,1.0,0.0
784,0,0,1,1,1
785,1.0,0.0,0.0,1.0,1.0
786,0,0,1,0,0
787,0.0,0.0,1.0,0.0,1.0
788,1,0,0,0,1
789,0.0,0.0,0.0,0.0,1.0
790,0,0,1,1,1
791,1.0,1.0,1.0,1.0,1.0
792,0,0,0,1,1
793,1.0,0.0,1.0,0.0,0.0
794,0,0,0,0,0
795,1.0,1.0,1.0,1.0,0.0
796,0,0,1,1,1
797,1.0,0.0,1.0,1.0,1.0
798,0,0,1,1,0
799,0.0,0.0,1.0,1.0,1.0
800,0,0,0,1,1
801,1.0,1.0,1.0,1.0,1.0
802,0,0,0,0,1
803,1.0,0.0,0.0,1.0,1.0
804,0,1,1,1,1
805,0.0,1.0,0.0,0.0,1.0
806,0,0,1,1,1
807,0.0,0.0,0.0,0.0,0.0
808,0,0,1,0,1
809,1.0,1.0,1.0,1.0,1.0
810,0,0,1,0,1
811,0.0,0.0,1.0,1.0,1.0
812,0,0,1,0,1
813,0.0,0.0,0.0,1.0,0.0
814,0,1,0,1,1
815,1.0,0.0,0.0,1.0,1.0
816,1,1,1,0,1
817,1.0,0.0,0.0,1.0,1.0
818,0,0,1,1,1
819,1.0,1.0,1.0,1.0,1.0
820,1,0,0,1,1
