"","A1","A2","A3","A4","A5"
"ID161",0,1,1,1,1
"ID162",0,0,1,1,1
"ID163",0,0,0,1,0
"ID164",0,0,1,1,1
"ID165",1,0,0,0,1
"ID166",1,1,1,1,1
"ID167",0,1,1,0,1
"ID168",0,0,1,1,1
"ID169",0,0,0,1,1
"ID170",0,0,1,1,0
"ID171",1,1,0,0,1
"ID172",0,0,1,1,1
"ID173",0,0,1,1,1
"ID174",0,0,1,1,1
"ID175",0,0,1,1,1
"ID176",0,0,1,0,1
"ID177",0,0,1,0,0
"ID178",0,0,0,0,1
"ID179",0,1,1,1,1
"ID180",1,0,0,1,1
"ID181",0,0,1,1,1
"ID182",0,1,0,1,1
"ID183",0,0,0,0,1
"ID184",0,1,0,0,0
"ID185",0,0,0,0,1
"ID186",0,0,0,0,0
"ID187",0,0,0,1,1
"ID188",1,0,1,1,1
"ID189",0,0,1,1,1
"ID190",1,0,1,1,0
"ID191",0,0,0,1,1
"ID192",0,0,0,0,1
"ID193",0,0,0,1,1
"ID194",0,0,1,1,1
"ID195",0,0,1,1,1
"ID196",0,0,0,1,1
"ID197",0,0,0,1,1
"ID198",1,1,1,1,1
"ID199",0,0,0,1,1
"ID200",0,0,1,0,0
"ID201",0,0,1,1,1
"ID202",0,0,0,1,1
"ID203",0,0,0,1,1
"ID204",0,1,1,1,1
"ID205",0,0,0,1,0
"ID206",0,0,0,1,1
"ID207",1,1,1,1,1
"ID208",0,0,1,1,1
"ID209",0,0,1,1,1
"ID210",0,0,0,0,1
"ID211",0,0,0,1,1
"ID212",0,1,0,1,1
"ID213",0,1,1,1,1
"ID214",0,0,0,1,1
"ID215",0,1,0,1,1
"ID216",0,1,1,1,1
"ID217",0,0,0,0,1
"ID218",0,0,1,1,0
"ID219",0,0,1,1,0
"ID220",0,0,0,1,1
"ID221",0,0,1,1,1
"ID222",0,0,0,1,0
"ID223",0,0,0,0,1
"ID224",0,0,0,1,0
"ID225",0,0,0,1,0
"ID226",0,1,1,1,1
"ID227",0,0,0,0,1
"ID228",0,0,0,1,1
"ID229",0,0,0,1,0
"ID230",0,1,0,1,1
"ID231",0,0,1,0,1
"ID232",0,0,0,1,0
"ID233",0,1,1,0,1
"ID234",0,0,0,0,1
"ID235",0,1,1,1,1
"ID236",0,0,1,1,1
"ID237",0,0,1,1,1
"ID238",0,1,0,1,1
"ID239",0,0,0,1,0
"ID240",0,0,1,1,1
"ID241",0,0,0,1,0
"ID242",0,1,1,1,1
"ID243",0,0,1,1,1
"ID244",0,0,1,0,1
"ID245",0,0,1,1,0
"ID246",0,0,0,1,0
"ID247",1,1,0,1,1
"ID248",0,1,1,1,1
"ID249",0,1,1,1,1
"ID250",0,0,0,1,1
"ID251",0,0,0,0,1
"ID252",0,0,0,0,1
"ID253",0,0,1,0,1
"ID254",0,0,1,1,1
"ID255",0,1,1,1,0
"ID256",0,0,0,1,1
"ID257",0,0,0,1,1
"ID258",0,1,1,1,1
"ID259",0,0,1,1,1
"ID260",0,0,0,0,1
"ID261",0,0,0,0,0
"ID262",0,0,0,0,0
"ID263",0,1,1,1,1
"ID264",0,0,1,0,1
"ID265",1,1,1,1,1
"ID266",1,0,0,0,1
"ID267",0,0,0,1,1
"ID268",0,0,0,1,1
"ID269",0,0,0,0,1
"ID270",0,0,0,0,1
"ID271",0,0,0,0,1
"ID272",0,0,1,1,1
"ID273",0,0,0,1,0
"ID274",0,0,1,1,1
"ID275",0,0,0,1,1
"ID276",0,0,0,0,0
"ID277",0,0,0,0,1
"ID278",0,0,1,0,1
"ID279",0,1,0,0,1
"ID280",0,0,1,1,1
"ID281",0,0,1,1,1
"ID282",0,1,0,1,1
"ID283",0,1,0,1,1
"ID284",0,0,1,1,1
"ID285",0,0,1,1,1
"ID286",0,0,0,0,0
"ID287",1,0,1,1,1
"ID288",0,0,0,0,1
"ID289",0,0,1,1,1
"ID290",0,0,0,0,1
"ID291",0,0,0,0,0
"ID292",0,0,1,1,1
"ID293",0,0,0,1,1
"ID294",0,0,0,0,1
"ID295",1,1,1,1,1
"ID296",0,0,0,1,0
"ID297",0,0,0,1,1
"ID298",0,1,0,1,1
"ID299",0,1,0,1,0
"ID300",0,0,1,1,1
