"","A1","A2","A3","A4","A5"
"ID147",1,1,1,1,1
"ID148",0,0,0,1,1
"ID149",0,1,1,1,0
"ID150",0,1,0,1,1
"ID151",0,0,0,1,1
"ID152",0,0,1,1,1
"ID153",0,0,0,1,1
"ID154",0,0,0,1,0
"ID155",0,1,0,1,1
"ID156",0,0,1,1,1
"ID157",0,0,0,1,1
"ID158",0,0,1,1,1
"ID159",0,0,0,1,1
"ID160",1,1,0,1,1
"ID161",0,0,0,1,1
"ID162",0,0,1,1,1
"ID163",0,1,1,0,0
"ID164",0,0,0,0,1
"ID165",0,0,0,0,1
"ID166",0,1,1,1,1
"ID167",0,0,0,0,1
"ID168",0,0,1,1,1
"ID169",0,1,1,1,1
"ID170",0,0,1,1,1
"ID171",0,1,1,1,0
"ID172",0,0,0,1,0
"ID173",0,0,0,0,1
"ID174",0,0,0,0,1
"ID175",0,0,0,1,1
"ID176",0,0,0,1,0
"ID177",0,0,1,0,0
"ID178",0,0,0,1,1
"ID179",1,1,1,1,1
"ID180",0,0,0,1,1
"ID181",1,1,1,1,1
"ID182",0,1,1,1,1
"ID183",0,0,1,1,1
"ID184",0,0,1,1,1
"ID185",0,0,1,1,1
"ID186",0,1,0,1,1
"ID187",0,0,0,1,1
"ID188",0,0,0,1,1
"ID189",0,0,0,1,1
"ID190",0,0,0,0,1
"ID191",0,0,1,0,1
"ID192",1,1,1,1,1
"ID193",0,0,1,0,0
"ID194",0,0,0,0,1
"ID195",0,0,0,1,0
"ID196",0,1,1,1,1
"ID197",0,1,1,1,1
"ID198",0,0,1,1,1
"ID199",1,1,1,1,0
"ID200",0,0,0,1,0
"ID201",0,0,1,1,0
"ID202",0,0,1,0,1
"ID203",0,0,1,1,1
"ID204",0,1,1,1,1
"ID205",1,1,1,1,1
"ID206",0,1,1,1,1
"ID207",0,0,1,0,1
"ID208",0,0,1,1,0
"ID209",1,0,1,1,1
"ID210",1,1,0,1,1
"ID211",0,0,0,1,0
"ID212",0,0,1,1,1
"ID213",0,0,0,0,0
"ID214",0,0,1,0,1
"ID215",0,1,0,1,1
"ID216",0,0,0,1,1
"ID217",0,0,1,1,1
"ID218",0,0,0,1,1
"ID219",1,1,1,0,1
"ID220",0,1,0,1,1
"ID221",0,1,1,1,1
"ID222",0,1,1,0,1
"ID223",0,0,1,1,0
"ID224",0,1,1,0,1
"ID225",0,0,0,1,0
"ID226",0,0,0,1,1
"ID227",1,1,1,1,1
"ID228",0,0,0,1,1
"ID229",0,0,0,1,0
"ID230",0,0,1,1,1
"ID231",0,1,0,1,1
"ID232",1,0,1,1,1
"ID233",0,0,0,1,1
"ID234",0,1,1,0,0
"ID235",0,1,0,0,1
"ID236",0,0,1,0,1
"ID237",0,0,1,1,1
"ID238",0,0,0,1,1
"ID239",0,0,0,0,0
"ID240",0,0,0,1,1
"ID241",0,0,0,1,1
"ID242",0,1,1,1,1
"ID243",0,0,0,1,1
"ID244",0,0,0,0,1
"ID245",0,1,1,0,1
"ID246",0,0,0,1,1
"ID247",0,0,1,1,1
"ID248",0,1,0,1,1
"ID249",0,1,0,1,0
"ID250",0,0,0,1,1
"ID251",0,0,0,1,1
"ID252",1,0,1,1,1
"ID253",0,0,1,1,1
"ID254",0,0,1,1,1
"ID255",1,0,1,1,1
"ID256",0,0,0,1,0
"ID257",0,1,1,1,1
"ID258",0,0,1,0,1
"ID259",0,0,1,1,1
"ID260",0,1,1,0,1
"ID261",1,0,0,1,1
"ID262",0,0,0,0,0
"ID263",0,0,1,0,1
"ID264",0,0,0,0,1
"ID265",0,0,1,1,1
"ID266",0,1,0,0,1
"ID267",0,0,1,1,1
"ID268",0,0,1,0,0
"ID269",0,1,0,0,0
"ID270",0,0,0,0,0
"ID271",1,1,0,1,1
"ID272",0,0,1,1,1
"ID273",0,0,0,1,1
"ID274",0,0,0,1,1
"ID275",1,1,0,1,1
"ID276",0,0,1,1,1
"ID277",0,1,1,1,1
"ID278",0,0,0,1,1
"ID279",0,0,0,0,1
"ID280",0,1,1,1,1
"ID281",0,0,1,1,1
"ID282",0,1,0,1,1
"ID283",0,0,1,1,1
"ID284",0,0,1,0,1
"ID285",0,0,1,0,0
"ID286",0,1,1,1,1
"ID287",0,1,1,1,1
"ID288",0,1,0,1,1
"ID289",0,0,1,1,1
"ID290",0,0,1,1,1
"ID291",0,0,1,0,1
"ID292",0,1,1,1,1
"ID293",0,1,0,1,1
"ID294",0,1,0,1,1
"ID295",0,0,1,0,1
"ID296",0,0,0,1,1
"ID297",0,0,1,0,0
"ID298",0,0,0,1,1
"ID299",0,1,0,1,1
"ID300",0,1,1,0,1
"ID301",0,0,0,1,1
"ID302",0,0,1,1,1
"ID303",0,1,1,1,1
"ID304",0,0,1,1,1
"ID305",1,0,1,0,1
"ID306",0,0,0,1,1
"ID307",0,0,0,1,1
"ID308",0,0,0,1,1
"ID309",0,1,1,1,1
"ID310",0,0,1,1,1
"ID311",0,0,0,0,0
"ID312",0,0,0,1,0
"ID313",0,0,1,1,1
"ID314",0,1,1,1,1
"ID315",0,1,1,1,1
"ID316",0,1,1,1,1
"ID317",0,0,0,0,0
"ID318",0,1,1,1,1
"ID319",0,1,0,1,1
"ID320",0,0,1,1,1
"ID321",0,0,1,1,1
"ID322",0,0,0,1,1
"ID323",0,0,0,1,1
"ID324",0,1,1,1,1
"ID325",1,0,0,0,1
"ID326",0,0,0,1,0
"ID327",0,0,1,1,0
"ID328",0,0,0,0,1
"ID329",0,1,1,0,1
"ID330",0,1,0,1,0
"ID331",0,1,1,1,1
"ID332",0,0,1,1,1
"ID333",0,0,0,0,1
"ID334",0,1,0,0,1
"ID335",0,0,1,1,1
"ID336",0,1,1,1,1
"ID337",0,0,1,1,1
"ID338",0,0,1,1,1
"ID339",0,0,0,1,0
"ID340",1,1,1,1,1
"ID341",0,1,1,1,1
"ID342",0,0,1,0,1
"ID343",0,0,0,0,1
"ID344",1,1,1,1,1
"ID345",1,1,0,1,1
"ID346",0,1,1,1,1
"ID347",0,1,1,0,1
"ID348",0,1,0,0,1
"ID349",0,1,1,1,1
"ID350",0,0,0,1,1
"ID351",0,0,0,1,1
"ID352",0,1,1,1,1
"ID353",0,0,1,1,1
"ID354",0,0,0,1,1
"ID355",0,1,1,0,1
"ID356",1,0,1,1,1
"ID357",1,0,1,1,1
"ID358",1,1,1,1,1
"ID359",1,0,0,1,1
"ID360",0,1,1,1,1
"ID361",0,0,0,0,1
"ID362",0,0,1,1,1
"ID363",1,0,0,1,1
"ID364",0,0,0,0,1
"ID365",0,0,0,1,1
"ID366",0,0,0,1,1
"ID367",0,0,1,1,1
"ID368",0,0,1,0,1
"ID369",0,0,1,0,1
"ID370",0,0,0,1,1
"ID371",0,0,1,1,1
"ID372",1,0,0,1,1
"ID373",0,1,1,0,1
"ID374",0,0,0,0,1
"ID375",0,0,1,1,1
"ID376",0,0,0,1,0
"ID377",0,1,1,1,1
"ID378",1,1,1,1,1
"ID379",0,0,1,1,1
"ID380",0,0,0,0,1
"ID381",0,0,0,1,0
"ID382",0,0,0,1,1
"ID383",0,0,0,0,1
"ID384",1,1,1,1,1
"ID385",0,0,0,1,1
"ID386",1,0,0,1,1
"ID387",0,0,0,0,1
"ID388",0,0,1,0,1
"ID389",0,0,0,1,1
"ID390",0,1,0,1,1
"ID391",0,0,0,0,1
"ID392",0,0,0,0,1
"ID393",0,0,0,0,0
"ID394",0,0,0,1,1
"ID395",0,0,0,1,1
"ID396",0,1,0,1,1
"ID397",0,1,1,1,1
"ID398",0,0,0,0,1
"ID399",0,1,1,1,1
"ID400",0,0,0,1,1
"ID401",1,1,1,1,1
"ID402",0,1,1,1,1
"ID403",0,0,1,1,1
"ID404",0,0,0,0,0
"ID405",0,0,0,1,1
"ID406",1,1,0,1,1
"ID407",0,1,1,1,1
"ID408",0,1,1,1,1
"ID409",1,1,1,1,1
"ID410",0,1,1,0,1
"ID411",0,1,1,1,0
"ID412",0,1,1,1,1
"ID413",0,0,1,0,1
"ID414",0,0,0,1,1
"ID415",1,0,0,1,0
"ID416",0,0,0,1,1
"ID417",0,0,1,0,1
"ID418",0,0,0,1,1
"ID419",0,0,1,1,0
"ID420",0,1,1,1,1
"ID421",1,0,1,0,1
"ID422",0,0,0,1,1
"ID423",0,0,0,1,1
"ID424",0,0,1,1,1
"ID425",0,0,0,0,1
"ID426",0,0,0,1,1
"ID427",0,0,0,1,0
"ID428",0,0,1,1,0
"ID429",0,0,1,1,0
"ID430",1,0,1,1,1
"ID431",0,0,1,0,1
"ID432",0,0,0,1,1
"ID433",0,1,0,1,1
"ID434",0,0,1,0,1
"ID435",0,0,1,1,1
"ID436",0,1,1,1,1
"ID437",0,0,1,1,1
"ID438",0,0,0,0,1
"ID439",0,0,1,1,1
"ID440",0,0,0,1,0
"ID441",0,0,0,1,0
"ID442",0,1,0,0,1
"ID443",0,0,1,1,1
"ID444",0,0,1,1,1
"ID445",0,0,0,0,0
"ID446",0,0,0,1,1
"ID447",0,0,0,0,1
"ID448",1,1,1,1,1
"ID449",0,0,1,1,1
"ID450",0,0,1,1,1
"ID451",1,0,1,1,1
"ID452",0,0,1,1,1
"ID453",0,0,0,0,0
"ID454",0,1,1,1,1
"ID455",0,0,1,0,1
"ID456",1,0,1,0,1
"ID457",0,0,0,0,0
"ID458",0,0,1,1,1
"ID459",0,1,1,1,1
"ID460",0,0,0,0,1
"ID461",0,0,0,0,0
"ID462",0,0,1,1,0
"ID463",0,0,1,1,1
"ID464",0,0,1,1,1
"ID465",1,1,1,0,0
"ID466",0,0,1,1,1
"ID467",0,0,0,1,1
"ID468",0,1,0,1,1
"ID469",0,1,1,1,0
"ID470",1,0,0,1,1
"ID471",0,1,0,1,1
"ID472",1,0,1,0,1
"ID473",0,1,1,1,1
"ID474",0,0,0,0,0
"ID475",0,0,0,1,1
"ID476",0,0,1,0,0
"ID477",0,0,0,1,1
"ID478",0,0,1,1,0
"ID479",1,1,1,1,1
"ID480",0,0,1,0,1
"ID481",1,0,1,1,1
"ID482",0,1,0,1,1
"ID483",0,1,0,1,1
"ID484",0,0,1,1,1
"ID485",0,0,0,1,1
"ID486",0,0,0,1,0
"ID487",0,0,0,0,1
"ID488",1,0,1,0,1
"ID489",0,0,1,1,1
"ID490",0,1,0,1,1
"ID491",0,0,0,0,0
"ID492",0,0,0,1,0
"ID493",0,0,1,1,1
"ID494",0,0,0,1,1
"ID495",0,0,1,0,1
"ID496",0,1,1,1,1
"ID497",0,1,1,0,1
"ID498",0,1,0,0,1
"ID499",0,0,1,1,1
"ID500",0,0,0,1,1
"ID501",0,0,1,1,1
"ID502",0,0,1,1,1
"ID503",0,0,1,0,1
"ID504",0,0,0,1,1
"ID505",0,0,0,1,1
"ID506",0,1,0,0,0
"ID507",0,1,0,1,0
"ID508",0,1,0,1,1
"ID509",0,0,0,1,1
"ID510",0,0,0,1,1
"ID511",0,0,0,1,1
"ID512",0,0,0,1,0
"ID513",1,1,1,1,1
"ID514",0,1,1,1,1
"ID515",0,0,1,0,1
"ID516",0,0,1,0,1
"ID517",0,1,0,1,1
"ID518",0,1,1,1,1
"ID519",0,0,1,1,1
"ID520",0,1,0,1,1
"ID521",0,0,1,1,1
"ID522",0,0,1,1,0
"ID523",1,1,1,1,1
"ID524",0,0,1,1,0
"ID525",0,0,0,0,1
"ID526",0,0,0,0,0
"ID527",0,0,0,1,1
"ID528",0,0,0,0,1
"ID529",0,0,0,1,1
"ID530",0,0,1,1,1
"ID531",0,0,0,1,0
"ID532",0,0,0,1,1
"ID533",0,0,0,1,1
"ID534",0,0,1,1,1
"ID535",0,0,0,0,1
"ID536",0,0,1,0,1
"ID537",0,0,1,1,1
"ID538",0,1,0,1,1
"ID539",0,1,0,1,1
"ID540",0,0,0,1,1
"ID541",0,1,0,0,1
"ID542",0,1,1,1,1
"ID543",0,0,0,0,0
"ID544",0,1,1,1,1
"ID545",0,0,1,1,1
"ID546",0,0,0,1,1
"ID547",0,0,0,0,1
"ID548",1,0,0,1,1
"ID549",0,1,1,1,1
"ID550",0,0,0,1,1
"ID551",0,0,0,1,0
"ID552",0,0,0,0,1
"ID553",0,1,1,1,1
"ID554",0,0,1,0,1
"ID555",0,0,0,0,1
"ID556",0,0,0,0,1
"ID557",0,1,1,1,1
"ID558",0,0,1,1,1
"ID559",0,1,1,1,1
"ID560",0,0,1,1,1
"ID561",0,0,0,1,1
"ID562",0,0,1,0,1
"ID563",0,0,1,0,1
"ID564",0,0,0,1,0
"ID565",0,0,0,1,1
"ID566",0,1,0,0,0
"ID567",0,0,0,0,1
"ID568",0,1,1,1,1
"ID569",0,1,0,1,1
"ID570",0,1,0,0,1
"ID571",0,1,0,1,1
"ID572",0,0,0,1,1
"ID573",0,0,0,1,0
"ID574",0,0,0,0,1
"ID575",0,0,1,1,1
"ID576",0,0,1,1,1
"ID577",0,1,0,1,1
"ID578",0,0,1,1,0
"ID579",0,1,1,1,1
"ID580",0,1,1,1,1
"ID581",0,1,1,1,1
"ID582",0,0,0,0,1
"ID583",0,1,1,1,1
"ID584",1,0,1,1,0
"ID585",0,0,0,0,1
"ID586",1,0,0,0,1
"ID587",0,0,0,1,0
"ID588",0,1,1,0,1
"ID589",0,0,0,1,1
"ID590",0,0,1,1,0
"ID591",0,0,0,1,1
"ID592",0,1,0,0,0
"ID593",0,0,0,1,1
"ID594",0,0,1,0,1
"ID595",0,0,0,1,1
"ID596",0,0,0,1,1
"ID597",0,0,1,0,1
"ID598",1,1,1,1,1
"ID599",0,0,0,0,1
"ID600",0,0,0,0,1
"ID601",0,1,1,1,1
"ID602",0,0,1,0,0
"ID603",0,0,0,1,1
"ID604",1,1,1,1,1
"ID605",0,0,1,1,1
"ID606",0,1,0,1,0
"ID607",0,0,0,0,1
"ID608",0,0,0,1,0
"ID609",0,1,0,1,1
"ID610",0,0,1,0,1
"ID611",0,0,0,1,1
"ID612",0,1,1,1,1
"ID613",1,1,0,1,1
"ID614",0,0,0,0,1
"ID615",1,0,1,1,1
"ID616",0,1,0,1,0
"ID617",1,0,0,0,1
"ID618",0,0,0,1,1
"ID619",0,0,0,1,1
"ID620",0,0,0,0,1
"ID621",0,0,1,1,0
"ID622",0,1,1,1,1
"ID623",0,0,0,0,1
"ID624",1,0,0,1,1
"ID625",0,0,1,1,1
"ID626",1,0,1,0,1
"ID627",0,0,1,1,1
"ID628",0,0,0,1,1
"ID629",0,0,0,1,1
"ID630",0,0,1,1,1
"ID631",0,0,0,1,1
"ID632",1,1,0,1,1
"ID633",1,0,0,1,1
"ID634",0,0,1,0,1
"ID635",0,1,1,1,1
"ID636",0,0,0,0,1
"ID637",0,0,1,1,1
"ID638",1,1,0,0,1
"ID639",0,0,0,1,1
"ID640",0,1,1,1,1
"ID641",0,0,0,1,0
"ID642",0,0,0,0,1
"ID643",0,0,1,1,1
"ID644",0,0,1,1,1
"ID645",0,0,1,1,0
"ID646",0,0,1,1,1
"ID647",1,1,1,1,1
"ID648",0,0,1,1,1
"ID649",0,1,0,1,1
"ID650",0,0,0,1,1
"ID651",1,0,1,1,1
"ID652",0,0,0,1,1
"ID653",0,0,1,1,1
"ID654",0,1,0,1,1
"ID655",0,1,1,1,1
"ID656",0,1,1,0,1
"ID657",0,1,0,1,1
"ID658",0,1,0,1,1
"ID659",0,0,1,0,1
"ID660",0,0,0,1,1
"ID661",0,1,1,1,1
"ID662",0,0,1,1,1
"ID663",1,0,0,1,1
"ID664",0,1,0,1,1
"ID665",0,0,0,0,1
"ID666",1,0,1,1,1
"ID667",0,0,1,0,1
"ID668",0,1,1,1,1
"ID669",1,1,1,1,0
"ID670",0,0,0,0,0
"ID671",0,1,1,1,1
"ID672",0,0,1,1,0
"ID673",0,1,0,1,1
"ID674",0,0,0,1,1
"ID675",1,1,1,1,1
"ID676",0,0,0,0,1
"ID677",0,0,0,1,0
"ID678",0,0,0,1,1
"ID679",0,0,1,1,1
"ID680",1,1,1,0,1
"ID681",0,1,0,1,1
"ID682",0,0,1,0,0
"ID683",0,1,0,0,1
"ID684",0,0,0,1,1
"ID685",1,1,1,1,1
"ID686",0,0,0,1,1
"ID687",0,0,1,1,1
"ID688",0,0,0,1,1
"ID689",0,1,1,0,0
"ID690",0,0,1,0,0
"ID691",0,0,0,1,0
"ID692",0,0,0,0,1
"ID693",0,0,0,1,1
"ID694",0,0,0,1,0
"ID695",0,0,0,1,1
"ID696",1,0,1,0,1
"ID697",0,0,0,0,1
"ID698",0,0,0,0,1
"ID699",0,0,0,0,1
"ID700",0,0,1,1,1
"ID701",0,0,1,1,1
"ID702",1,1,0,1,1
"ID703",0,0,1,1,1
"ID704",0,1,1,1,1
"ID705",0,0,0,0,1
"ID706",1,0,1,0,1
"ID707",0,1,0,1,1
"ID708",0,0,1,1,1
"ID709",1,1,1,1,1
"ID710",0,0,1,0,0
"ID711",0,0,0,1,0
"ID712",0,0,0,1,1
"ID713",0,1,0,0,0
"ID714",0,1,1,1,1
"ID715",1,1,1,1,1
"ID716",0,1,0,1,1
"ID717",0,0,0,0,0
"ID718",0,0,1,0,1
"ID719",0,0,1,1,1
"ID720",0,0,0,0,1
"ID721",0,0,1,0,1
"ID722",0,0,0,0,1
"ID723",0,1,0,0,1
"ID724",0,0,0,1,1
"ID725",0,0,0,1,1
"ID726",0,0,1,1,1
"ID727",0,0,0,1,1
"ID728",0,0,0,0,1
"ID729",1,1,0,1,1
"ID730",0,0,0,1,1
"ID731",0,0,0,1,0
"ID732",0,0,1,1,1
"ID733",1,0,0,1,1
"ID734",0,0,1,0,1
"ID735",0,0,0,0,1
"ID736",1,0,1,0,1
"ID737",0,0,0,0,0
"ID738",0,0,1,0,1
"ID739",0,0,1,0,1
"ID740",0,0,1,0,1
"ID741",0,1,1,1,1
"ID742",0,1,0,1,1
"ID743",0,0,0,0,1
"ID744",0,1,1,1,1
"ID745",0,0,1,1,1
"ID746",0,0,1,1,1
"ID747",0,0,0,1,1
"ID748",0,0,1,1,1
"ID749",0,0,0,0,1
"ID750",0,0,0,0,0
"ID751",0,0,0,1,1
"ID752",0,1,0,1,1
"ID753",1,1,1,1,1
"ID754",0,0,0,1,1
"ID755",0,0,0,0,1
"ID756",1,1,1,1,1
"ID757",0,1,1,1,1
"ID758",0,1,0,1,1
"ID759",0,0,0,1,1
"ID760",0,0,1,1,0
"ID761",1,1,1,1,1
"ID762",0,1,0,0,1
"ID763",0,0,1,0,1
"ID764",1,0,0,1,1
"ID765",0,0,0,1,1
"ID766",0,0,1,1,1
"ID767",0,0,1,1,1
"ID768",1,1,0,1,1
"ID769",0,0,1,1,1
"ID770",1,1,1,1,1
"ID771",1,0,1,1,1
"ID772",0,0,1,1,1
"ID773",0,0,0,1,0
"ID774",0,0,0,0,1
"ID775",0,0,1,0,1
"ID776",0,0,1,1,1
"ID777",1,1,1,1,1
"ID778",0,1,1,1,1
"ID779",1,1,1,1,1
"ID780",1,1,1,1,1
"ID781",1,1,0,0,1
"ID782",0,0,0,1,1
"ID783",0,0,0,0,1
"ID784",0,0,0,1,0
"ID785",0,0,1,1,1
"ID786",1,0,0,0,1
"ID787",0,0,1,0,0
"ID788",0,0,1,0,1
"ID789",1,0,0,0,1
"ID790",0,0,0,0,0
"ID791",0,0,1,1,1
"ID792",0,0,0,1,1
"ID793",0,0,0,1,1
"ID794",0,0,1,1,0
"ID795",0,0,0,0,0
"ID796",0,1,0,1,0
"ID797",0,0,1,1,1
"ID798",0,0,1,1,1
"ID799",0,0,1,1,0
"ID800",0,0,1,1,1
"ID801",0,0,0,1,1
"ID802",0,1,1,1,1
"ID803",0,0,0,0,1
"ID804",0,0,0,1,1
"ID805",0,1,1,1,1
"ID806",0,1,0,0,1
"ID807",0,0,1,1,1
"ID808",1,0,0,0,1
"ID809",0,0,1,0,1
"ID810",1,1,1,1,1
"ID811",0,0,1,0,1
"ID812",0,0,1,1,1
"ID813",0,0,1,0,1
"ID814",0,0,0,1,0
"ID815",0,1,0,1,1
"ID816",0,0,0,1,1
"ID817",1,1,1,0,1
"ID818",0,0,0,1,1
"ID819",0,0,1,1,1
"ID820",1,1,1,1,1
"ID821",1,0,0,1,1
"ID822",0,0,0,1,1
"ID823",0,0,0,0,0
"ID824",0,0,0,1,1
"ID825",0,1,1,1,1
"ID826",0,1,1,0,1
"ID827",0,1,1,1,1
"ID828",0,0,0,0,0
"ID829",0,0,0,1,1
"ID830",0,1,1,1,1
"ID831",0,0,0,0,0
"ID832",0,0,0,1,1
"ID833",1,0,1,1,1
"ID834",0,0,0,0,0
"ID835",0,0,0,0,1
"ID836",0,1,0,1,1
"ID837",0,0,1,1,0
"ID838",0,0,0,1,1
"ID839",0,0,0,0,0
"ID840",1,0,1,1,1
"ID841",0,0,1,1,1
"ID842",0,0,0,0,0
"ID843",0,0,1,1,1
"ID844",0,1,0,1,1
"ID845",0,0,1,0,0
"ID846",1,1,1,1,1
"ID847",0,1,1,0,1
"ID848",0,0,0,0,1
"ID849",0,0,1,1,1
"ID850",0,1,1,1,1
"ID851",0,1,1,1,1
"ID852",0,0,1,1,1
"ID853",0,0,0,1,1
"ID854",0,0,0,0,1
"ID855",0,0,1,1,1
"ID856",0,0,1,1,1
"ID857",1,0,1,0,1
"ID858",0,0,1,1,0
"ID859",0,0,0,1,1
"ID860",0,0,1,1,1
"ID861",0,0,0,0,0
"ID862",0,0,1,0,1
"ID863",0,1,1,1,1
"ID864",0,1,0,1,1
"ID865",0,0,0,0,1
"ID866",0,1,1,0,1
"ID867",0,0,0,1,0
"ID868",0,0,1,1,1
"ID869",0,1,1,1,1
"ID870",0,0,0,0,1
"ID871",0,0,1,0,0
"ID872",1,1,1,1,1
"ID873",0,0,0,0,1
"ID874",0,0,0,1,1
"ID875",0,0,0,1,0
"ID876",0,1,0,1,1
"ID877",0,1,1,1,1
"ID878",0,0,1,1,1
"ID879",0,0,1,1,1
"ID880",0,0,0,0,0
"ID881",0,0,0,1,1
"ID882",0,0,1,1,1
"ID883",0,0,0,1,0
"ID884",0,1,0,1,1
"ID885",0,1,1,0,1
"ID886",0,0,0,0,1
"ID887",1,0,1,1,1
"ID888",1,1,0,0,1
"ID889",0,0,1,1,0
"ID890",0,0,0,0,1
"ID891",0,0,0,1,1
"ID892",0,0,1,1,1
"ID893",0,0,0,0,1
"ID894",0,0,0,1,1
"ID895",0,0,0,1,1
"ID896",0,0,0,1,0
"ID897",0,0,1,1,1
"ID898",0,1,0,0,0
"ID899",0,0,0,1,1
"ID900",0,0,0,1,1
"ID901",1,0,0,1,1
"ID902",0,0,1,1,1
"ID903",0,0,1,1,1
"ID904",0,0,0,1,1
"ID905",0,0,0,0,0
"ID906",0,0,1,1,1
"ID907",0,1,0,0,1
"ID908",0,0,0,0,1
"ID909",0,0,1,1,0
"ID910",0,1,1,0,1
"ID911",0,0,1,1,1
"ID912",0,0,0,1,1
"ID913",0,0,0,1,1
"ID914",0,1,0,1,1
"ID915",0,0,1,1,1
"ID916",0,0,0,1,1
"ID917",0,0,1,0,1
"ID918",1,0,1,1,1
"ID919",0,1,1,1,1
"ID920",0,0,0,0,1
"ID921",0,0,1,1,1
"ID922",0,0,1,0,1
"ID923",0,1,1,1,1
"ID924",0,0,0,0,1
"ID925",0,0,0,1,0
"ID926",0,0,0,0,0
"ID927",0,0,1,0,1
"ID928",0,1,0,0,1
"ID929",1,0,0,1,1
"ID930",0,0,1,1,1
