Unnamed: 0,A1,A2,A3
152,0,0,1
153,0.0,0.0,1.0
154,0,0,1
155,1.0,0.0,0.0
156,0,1,1
157,1.0,1.0,1.0
158,0,0,0
159,0.0,0.0,0.0
160,0,1,1
161,0.0,0.0,0.0
162,0,0,1
163,0.0,0.0,1.0
164,0,1,1
165,0.0,1.0,0.0
166,0,1,1
167,1.0,0.0,1.0
168,1,0,1
169,1.0,1.0,1.0
170,0,1,1
171,0.0,1.0,1.0
172,0,0,1
173,0.0,1.0,1.0
174,0,1,0
175,1.0,0.0,1.0
176,0,0,0
177,0.0,0.0,1.0
178,0,1,1
179,1.0,1.0,1.0
180,0,1,1
181,0.0,1.0,1.0
182,0,0,1
183,0.0,1.0,0.0
184,1,1,1
185,0.0,0.0,1.0
186,0,1,1
187,0.0,0.0,0.0
188,0,0,1
189,0.0,0.0,1.0
190,1,1,1
191,1.0,0.0,1.0
192,0,0,1
193,0.0,0.0,1.0
194,0,1,1
195,1.0,1.0,1.0
196,0,0,1
197,1.0,0.0,1.0
198,0,1,1
199,0.0,1.0,0.0
200,0,1,1
201,1.0,1.0,1.0
202,1,1,1
203,0.0,1.0,1.0
204,0,0,1
205,1.0,0.0,0.0
206,1,0,0
207,0.0,1.0,1.0
208,0,0,1
209,0.0,0.0,1.0
210,0,0,0
211,0.0,0.0,1.0
212,0,1,1
213,0.0,0.0,0.0
214,0,1,1
215,0.0,0.0,1.0
216,0,0,1
217,0.0,1.0,1.0
218,0,0,0
219,1.0,0.0,1.0
220,0,0,1
221,1.0,1.0,1.0
222,0,1,1
223,1.0,0.0,1.0
224,0,1,1
225,1.0,1.0,1.0
226,1,1,1
227,1.0,1.0,1.0
228,0,0,1
229,0.0,1.0,1.0
230,1,1,1
231,1.0,0.0,1.0
232,0,1,1
233,0.0,0.0,1.0
234,0,1,1
235,1.0,1.0,1.0
236,0,0,1
237,0.0,1.0,1.0
238,1,1,1
239,0.0,0.0,1.0
240,0,1,1
241,0.0,0.0,1.0
242,0,0,1
243,0.0,0.0,1.0
244,0,0,1
245,0.0,0.0,1.0
246,0,1,1
247,0.0,1.0,1.0
248,1,1,1
249,0.0,1.0,1.0
250,0,0,1
251,0.0,1.0,1.0
252,0,0,1
253,0.0,0.0,1.0
254,0,1,1
255,0.0,0.0,1.0
256,0,1,1
257,0.0,1.0,1.0
258,0,0,1
259,0.0,0.0,1.0
260,0,0,0
261,0.0,0.0,0.0
262,0,0,1
263,0.0,0.0,1.0
264,1,1,1
265,0.0,1.0,0.0
266,0,0,1
267,0.0,1.0,1.0
268,0,1,1
269,1.0,1.0,1.0
270,0,0,1
271,0.0,1.0,0.0
272,0,1,0
273,1.0,1.0,1.0
274,0,1,1
275,0.0,1.0,1.0
276,0,0,0
277,0.0,1.0,0.0
278,0,1,0
279,0.0,1.0,1.0
280,0,1,0
281,0.0,1.0,0.0
282,0,1,1
283,1.0,1.0,1.0
284,0,1,1
285,1.0,1.0,1.0
286,0,0,1
287,1.0,0.0,0.0
288,0,1,1
289,1.0,0.0,1.0
290,1,1,1
291,1.0,1.0,0.0
292,0,0,1
293,0.0,1.0,1.0
294,0,0,1
295,1.0,1.0,1.0
296,0,0,1
297,1.0,1.0,1.0
298,1,0,0
299,0.0,1.0,1.0
300,0,0,1
301,0.0,1.0,1.0
302,0,0,1
303,0.0,0.0,1.0
304,0,0,1
305,1.0,1.0,1.0
306,0,0,1
307,0.0,1.0,1.0
308,0,1,1
309,1.0,1.0,1.0
310,0,0,0
311,1.0,1.0,1.0
312,0,0,1
313,0.0,0.0,1.0
314,0,1,1
315,0.0,1.0,1.0
316,1,0,1
317,0.0,1.0,1.0
318,0,0,0
319,0.0,0.0,0.0
320,0,0,1
321,0.0,0.0,1.0
322,0,1,1
323,1.0,1.0,1.0
324,0,1,1
325,0.0,1.0,1.0
326,0,1,1
327,0.0,1.0,1.0
328,0,0,1
329,0.0,0.0,1.0
330,0,1,1
331,0.0,0.0,1.0
332,0,0,1
333,0.0,1.0,1.0
334,0,1,1
335,1.0,0.0,1.0
336,0,1,1
337,0.0,1.0,1.0
338,0,1,1
339,1.0,1.0,1.0
340,0,1,0
341,0.0,0.0,1.0
342,1,0,1
343,0.0,0.0,1.0
344,0,1,1
345,0.0,1.0,0.0
346,0,1,0
347,0.0,1.0,1.0
348,0,1,1
349,0.0,0.0,0.0
350,0,0,0
351,1.0,1.0,1.0
352,0,0,1
353,1.0,1.0,0.0
354,0,0,1
355,1.0,1.0,1.0
356,0,0,1
357,0.0,1.0,1.0
358,0,0,0
359,0.0,1.0,1.0
360,0,0,1
361,0.0,1.0,1.0
362,0,1,1
363,0.0,0.0,1.0
364,0,0,1
365,0.0,1.0,1.0
366,0,1,1
367,0.0,0.0,1.0
368,0,0,1
369,0.0,0.0,1.0
370,0,0,1
371,1.0,1.0,1.0
372,0,1,1
373,1.0,0.0,1.0
374,0,0,1
375,0.0,1.0,0.0
376,0,1,1
377,0.0,0.0,1.0
378,0,1,1
379,0.0,0.0,1.0
380,1,1,1
381,0.0,1.0,1.0
382,0,0,0
383,0.0,0.0,1.0
384,0,0,1
385,0.0,0.0,1.0
386,0,0,1
387,1.0,0.0,1.0
388,0,0,1
389,0.0,1.0,1.0
390,0,0,1
391,0.0,1.0,1.0
392,0,1,1
393,0.0,1.0,0.0
394,0,1,1
395,0.0,0.0,1.0
396,0,1,1
397,0.0,0.0,0.0
398,1,0,1
399,0.0,0.0,1.0
400,0,1,1
401,1.0,1.0,1.0
402,0,1,1
403,0.0,1.0,1.0
404,0,1,1
405,0.0,0.0,1.0
406,0,1,1
407,0.0,0.0,1.0
408,0,1,1
409,0.0,0.0,1.0
410,0,0,1
411,0.0,0.0,1.0
412,0,0,1
413,0.0,1.0,1.0
414,0,0,1
415,1.0,1.0,0.0
416,0,0,0
417,1.0,0.0,1.0
418,0,0,1
419,1.0,1.0,1.0
420,0,1,0
421,0.0,0.0,0.0
422,0,0,1
423,1.0,0.0,0.0
424,1,1,1
425,0.0,1.0,1.0
426,0,1,1
427,0.0,1.0,0.0
428,1,0,1
429,0.0,0.0,0.0
430,0,0,1
431,0.0,1.0,1.0
432,0,1,1
433,0.0,1.0,1.0
434,0,0,1
435,0.0,1.0,1.0
436,0,0,1
437,1.0,1.0,1.0
438,0,1,1
439,0.0,0.0,1.0
440,0,0,1
441,0.0,1.0,1.0
442,0,0,0
443,0.0,0.0,1.0
444,0,0,1
445,1.0,1.0,0.0
446,0,0,1
447,1.0,1.0,0.0
448,0,0,0
449,1.0,1.0,1.0
450,0,0,1
451,0.0,1.0,1.0
452,0,1,1
453,0.0,0.0,1.0
454,0,0,0
455,1.0,1.0,1.0
456,0,0,1
457,0.0,1.0,1.0
458,0,0,0
459,0.0,1.0,1.0
460,0,1,1
461,0.0,1.0,1.0
462,0,0,1
463,0.0,1.0,1.0
464,0,0,1
465,0.0,1.0,1.0
466,0,0,1
467,0.0,1.0,1.0
468,0,1,1
469,1.0,0.0,1.0
470,1,0,1
471,0.0,0.0,1.0
472,0,0,1
473,0.0,1.0,1.0
474,0,1,1
475,0.0,0.0,0.0
476,0,1,1
477,0.0,1.0,1.0
478,1,1,1
479,1.0,0.0,1.0
480,1,1,1
481,0.0,0.0,0.0
482,0,0,1
483,1.0,0.0,1.0
484,0,0,1
485,0.0,1.0,1.0
486,1,0,1
487,0.0,0.0,1.0
488,0,0,1
489,0.0,1.0,1.0
490,0,0,1
491,0.0,1.0,1.0
492,1,1,1
493,1.0,1.0,1.0
494,0,1,1
495,0.0,1.0,1.0
496,0,1,1
497,0.0,1.0,0.0
498,0,1,1
499,0.0,0.0,1.0
500,0,0,1
501,0.0,1.0,1.0
502,1,1,1
503,0.0,1.0,1.0
504,0,0,1
505,0.0,1.0,1.0
506,0,0,1
507,1.0,1.0,1.0
508,1,1,1
509,0.0,0.0,0.0
510,0,1,1
511,0.0,1.0,0.0
512,0,0,1
513,0.0,1.0,1.0
514,0,1,1
515,1.0,0.0,1.0
516,0,0,1
517,0.0,0.0,1.0
518,0,0,1
519,0.0,1.0,0.0
520,1,1,1
521,0.0,0.0,0.0
522,0,1,1
523,1.0,1.0,1.0
524,0,1,1
525,0.0,1.0,1.0
526,0,0,1
527,1.0,1.0,1.0
528,0,1,1
529,1.0,1.0,1.0
530,0,1,1
531,0.0,0.0,1.0
532,0,0,0
533,1.0,1.0,1.0
534,0,0,1
535,0.0,0.0,1.0
536,0,1,1
537,0.0,1.0,1.0
538,0,1,1
539,1.0,1.0,1.0
540,1,1,1
541,1.0,0.0,1.0
542,0,1,1
543,0.0,1.0,1.0
544,0,1,1
545,0.0,1.0,1.0
546,1,0,1
547,1.0,1.0,0.0
548,0,0,0
549,1.0,1.0,1.0
550,0,1,1
551,1.0,0.0,0.0
552,0,0,1
553,0.0,0.0,1.0
554,0,0,0
555,1.0,1.0,1.0
556,0,0,1
557,0.0,1.0,1.0
558,0,0,1
559,1.0,1.0,1.0
560,0,1,0
561,1.0,0.0,0.0
562,0,0,0
563,1.0,1.0,1.0
564,0,1,1
565,1.0,1.0,1.0
566,0,0,1
567,1.0,1.0,1.0
568,0,0,1
569,0.0,0.0,0.0
570,0,1,1
571,0.0,0.0,1.0
572,0,1,1
573,1.0,0.0,1.0
574,0,0,0
575,0.0,1.0,1.0
576,0,0,1
577,0.0,1.0,1.0
578,0,0,1
579,0.0,1.0,0.0
580,0,0,0
581,0.0,0.0,1.0
582,0,0,1
583,0.0,0.0,1.0
584,0,0,1
585,0.0,0.0,1.0
586,0,1,1
587,1.0,1.0,1.0
588,0,1,1
589,0.0,1.0,1.0
590,0,1,1
591,0.0,0.0,1.0
592,0,1,1
593,1.0,0.0,1.0
594,1,0,1
595,0.0,0.0,1.0
596,0,0,1
597,1.0,0.0,0.0
598,0,0,1
599,1.0,1.0,1.0
600,0,1,0
601,0.0,1.0,1.0
602,0,1,1
603,0.0,1.0,1.0
604,0,1,1
605,0.0,0.0,1.0
606,0,1,1
607,0.0,1.0,1.0
608,1,1,1
609,0.0,1.0,1.0
610,0,1,1
611,0.0,1.0,0.0
612,0,1,1
613,1.0,1.0,1.0
614,0,1,1
615,0.0,0.0,1.0
616,0,1,1
617,1.0,1.0,1.0
618,0,0,1
619,1.0,1.0,1.0
620,0,1,0
621,0.0,1.0,0.0
622,0,0,1
623,0.0,1.0,1.0
624,0,0,1
625,1.0,0.0,0.0
626,0,0,1
627,0.0,0.0,1.0
628,0,0,1
629,0.0,0.0,1.0
630,0,1,1
631,0.0,0.0,0.0
632,0,0,0
633,1.0,1.0,1.0
634,0,0,1
635,0.0,0.0,1.0
636,0,0,0
637,0.0,1.0,1.0
638,0,0,0
639,0.0,0.0,1.0
640,0,1,1
641,0.0,0.0,1.0
642,0,1,1
643,0.0,1.0,0.0
644,0,1,0
645,0.0,1.0,1.0
646,0,0,1
647,0.0,0.0,1.0
648,0,1,1
649,0.0,0.0,1.0
650,0,1,1
651,0.0,0.0,0.0
652,0,0,1
653,0.0,0.0,1.0
654,0,0,0
655,0.0,1.0,1.0
656,0,0,1
657,0.0,1.0,0.0
658,0,1,1
659,0.0,1.0,0.0
660,0,0,1
661,1.0,1.0,0.0
662,0,1,1
663,0.0,1.0,1.0
664,0,1,1
665,1.0,0.0,1.0
666,0,1,0
667,1.0,1.0,1.0
668,0,1,1
669,0.0,1.0,1.0
670,0,0,1
671,0.0,0.0,1.0
672,1,1,1
673,0.0,0.0,0.0
674,0,0,1
675,0.0,0.0,0.0
676,0,0,1
677,1.0,1.0,1.0
678,0,1,1
679,0.0,1.0,1.0
680,1,0,0
681,1.0,0.0,1.0
682,0,1,1
683,0.0,1.0,1.0
684,0,0,1
685,1.0,1.0,1.0
686,0,1,0
687,1.0,1.0,1.0
688,0,1,1
689,0.0,1.0,0.0
690,0,1,1
691,0.0,1.0,1.0
692,0,0,1
693,0.0,1.0,1.0
694,0,1,1
695,1.0,1.0,1.0
696,0,1,1
697,0.0,0.0,1.0
698,0,1,0
699,0.0,0.0,0.0
700,1,0,0
701,0.0,0.0,1.0
702,1,1,0
703,0.0,1.0,1.0
704,1,0,1
705,0.0,0.0,1.0
706,0,1,0
707,0.0,1.0,1.0
708,1,0,1
709,0.0,1.0,1.0
710,0,0,1
711,1.0,1.0,1.0
712,0,1,0
713,0.0,0.0,1.0
714,0,1,1
715,0.0,1.0,1.0
716,1,0,1
717,0.0,1.0,0.0
718,0,0,1
719,0.0,1.0,0.0
720,0,1,1
721,0.0,1.0,1.0
722,0,1,1
723,1.0,1.0,1.0
724,0,0,1
725,0.0,1.0,1.0
726,0,1,1
727,1.0,1.0,1.0
728,0,0,1
729,0.0,1.0,1.0
730,0,0,1
731,1.0,1.0,1.0
732,0,0,0
733,0.0,1.0,1.0
734,0,0,0
735,0.0,1.0,1.0
736,0,0,1
737,0.0,0.0,1.0
738,0,0,1
739,0.0,0.0,1.0
740,0,0,1
741,0.0,1.0,1.0
742,0,0,1
743,0.0,1.0,0.0
744,1,1,1
745,0.0,1.0,1.0
746,0,1,1
747,1.0,1.0,1.0
748,0,0,1
749,0.0,0.0,1.0
750,0,1,1
751,1.0,0.0,1.0
752,0,1,1
753,0.0,0.0,1.0
754,0,0,1
755,1.0,0.0,0.0
756,0,1,1
757,0.0,1.0,1.0
758,0,1,1
759,0.0,1.0,1.0
760,0,0,0
761,1.0,1.0,1.0
762,0,0,1
763,1.0,0.0,1.0
764,0,0,1
765,1.0,1.0,1.0
766,1,0,1
767,0.0,0.0,1.0
768,0,1,0
769,0.0,0.0,1.0
770,0,0,1
771,1.0,0.0,1.0
772,0,0,1
773,1.0,1.0,1.0
774,1,0,1
775,1.0,0.0,1.0
776,0,0,1
777,0.0,1.0,1.0
778,0,0,1
779,0.0,0.0,1.0
780,0,0,1
781,0.0,0.0,1.0
782,1,1,1
783,0.0,1.0,1.0
784,0,0,1
785,0.0,0.0,1.0
786,0,1,1
787,0.0,0.0,0.0
788,1,0,1
789,1.0,0.0,1.0
790,0,0,1
791,0.0,1.0,1.0
792,1,1,1
793,0.0,0.0,1.0
794,0,1,1
795,1.0,0.0,1.0
796,0,0,1
797,0.0,1.0,1.0
798,0,1,1
799,0.0,1.0,1.0
800,0,0,0
801,0.0,1.0,1.0
802,1,1,1
803,1.0,0.0,0.0
804,0,1,1
805,0.0,1.0,1.0
806,0,0,1
807,1.0,1.0,0.0
808,0,0,1
809,1.0,1.0,1.0
810,0,0,1
811,1.0,1.0,1.0
812,0,0,0
813,1.0,1.0,1.0
814,0,0,1
815,0.0,1.0,1.0
816,0,1,1
817,0.0,1.0,1.0
818,1,0,1
819,0.0,0.0,1.0
820,0,0,1
821,0.0,1.0,1.0
822,0,0,1
823,0.0,1.0,1.0
824,0,0,1
825,0.0,1.0,1.0
826,0,1,1
827,1.0,1.0,1.0
828,0,0,1
829,1.0,1.0,1.0
830,1,1,1
831,0.0,0.0,1.0
832,0,0,1
833,1.0,0.0,1.0
834,0,0,1
835,1.0,1.0,1.0
836,0,1,1
837,1.0,1.0,0.0
838,0,1,1
839,0.0,1.0,1.0
840,1,1,1
841,1.0,1.0,1.0
842,0,1,1
843,0.0,1.0,1.0
844,1,0,1
845,1.0,1.0,1.0
846,0,0,1
847,0.0,1.0,1.0
848,0,0,1
849,0.0,1.0,1.0
850,1,0,1
851,0.0,0.0,1.0
852,0,1,1
853,0.0,1.0,0.0
854,0,0,1
855,0.0,1.0,1.0
856,1,1,1
857,1.0,0.0,0.0
858,1,0,1
859,1.0,0.0,1.0
860,1,1,1
861,0.0,0.0,0.0
862,0,0,1
863,0.0,0.0,1.0
864,0,0,1
865,1.0,1.0,1.0
866,0,0,1
867,0.0,1.0,1.0
868,0,0,1
869,0.0,0.0,0.0
870,0,1,0
871,1.0,1.0,1.0
872,0,1,0
873,0.0,0.0,0.0
874,0,0,1
875,0.0,0.0,1.0
876,0,1,1
877,0.0,1.0,0.0
878,0,0,1
879,1.0,1.0,1.0
880,0,1,1
881,1.0,0.0,1.0
882,0,0,1
883,1.0,1.0,1.0
884,0,1,0
885,1.0,0.0,1.0
886,0,1,1
887,0.0,0.0,1.0
888,0,0,1
889,0.0,1.0,1.0
890,0,1,0
891,1.0,0.0,1.0
892,0,0,1
893,0.0,0.0,0.0
894,0,1,1
895,1.0,0.0,1.0
896,0,1,1
897,0.0,1.0,1.0
898,0,1,1
899,0.0,1.0,1.0
900,0,1,0
901,1.0,1.0,1.0
902,0,0,1
903,0.0,1.0,1.0
904,0,0,0
905,0.0,0.0,0.0
906,0,0,0
907,0.0,1.0,0.0
908,0,0,1
909,0.0,1.0,1.0
910,0,1,1
911,0.0,1.0,1.0
912,1,0,1
913,1.0,1.0,0.0
914,0,1,1
915,0.0,0.0,0.0
916,0,1,1
917,0.0,0.0,1.0
918,0,1,1
919,0.0,0.0,1.0
920,1,0,1
921,0.0,1.0,1.0
922,1,0,1
923,0.0,1.0,1.0
924,1,1,1
925,0.0,1.0,1.0
926,1,0,1
927,0.0,0.0,1.0
928,0,1,1
929,0.0,0.0,0.0
930,0,1,1
931,0.0,1.0,0.0
932,0,0,1
933,0.0,1.0,1.0
934,0,0,1
935,0.0,1.0,1.0
936,1,1,1
937,0.0,0.0,0.0
938,0,1,0
939,0.0,1.0,0.0
940,0,1,0
941,0.0,1.0,1.0
942,1,1,1
943,0.0,1.0,1.0
944,0,1,1
945,0.0,1.0,0.0
946,0,0,1
947,1.0,1.0,1.0
948,0,0,0
949,1.0,1.0,1.0
950,0,0,0
951,1.0,1.0,1.0
952,0,1,1
953,0.0,0.0,0.0
954,0,0,1
955,0.0,1.0,1.0
956,0,1,1
957,0.0,1.0,1.0
958,0,1,1
959,1.0,0.0,1.0
960,0,1,1
961,0.0,1.0,1.0
962,1,0,1
963,1.0,0.0,0.0
964,0,1,0
965,0.0,1.0,1.0
966,0,1,1
967,0.0,0.0,1.0
968,0,1,1
969,1.0,0.0,1.0
970,0,0,0
971,1.0,1.0,0.0
972,0,1,1
973,1.0,0.0,1.0
974,0,1,1
975,1.0,1.0,0.0
976,0,1,1
977,0.0,1.0,1.0
978,1,0,1
979,1.0,0.0,1.0
980,0,1,0
981,0.0,1.0,1.0
982,0,0,1
983,0.0,1.0,1.0
984,0,0,1
985,0.0,0.0,1.0
986,0,1,1
987,0.0,1.0,1.0
988,0,1,1
989,1.0,0.0,0.0
990,0,1,1
991,0.0,1.0,0.0
992,1,1,1
993,0.0,1.0,1.0
994,0,1,1
995,1.0,0.0,0.0
996,0,0,1
997,0.0,0.0,1.0
998,0,0,1
999,0.0,1.0,0.0
