Unnamed: 0,A1,A2,A3
139,0.0,0.0,0.0
140,0.0,0.0,0.0
141,0,0,1
142,1.0,1.0,1.0
143,1.0,1.0,1.0
144,1,1,1
145,0.0,1.0,0.0
146,1.0,1.0,1.0
147,0,1,1
148,0.0,1.0,1.0
149,1.0,0.0,0.0
150,0,1,1
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0,0,1
154,0.0,0.0,1.0
155,1.0,0.0,0.0
156,0,1,1
157,1.0,1.0,1.0
158,0.0,0.0,0.0
159,0,0,0
160,0.0,1.0,1.0
161,0.0,0.0,0.0
162,0,0,1
163,0.0,0.0,1.0
164,0.0,1.0,1.0
165,0,0,1
166,0.0,1.0,1.0
167,1.0,0.0,1.0
168,1,0,1
169,1.0,1.0,1.0
170,1.0,1.0,1.0
171,0,1,1
172,0.0,0.0,1.0
173,0.0,1.0,1.0
174,0,1,0
175,1.0,0.0,1.0
176,0.0,0.0,0.0
177,0,0,1
178,0.0,1.0,0.0
179,1.0,1.0,1.0
180,0,1,1
181,0.0,1.0,1.0
182,0.0,1.0,1.0
183,0,1,1
184,1.0,1.0,1.0
185,0.0,0.0,1.0
186,0,1,1
187,0.0,0.0,0.0
188,1.0,0.0,1.0
189,0,0,1
190,1.0,1.0,1.0
191,1.0,0.0,1.0
192,0,0,1
193,0.0,0.0,1.0
194,0.0,0.0,1.0
195,1,0,1
196,0.0,0.0,1.0
197,1.0,0.0,1.0
198,0,1,1
199,0.0,1.0,0.0
200,0.0,1.0,1.0
201,0,1,1
202,1.0,1.0,1.0
203,0.0,1.0,1.0
204,0,0,1
205,1.0,0.0,0.0
206,1.0,0.0,0.0
207,0,0,1
208,0.0,0.0,1.0
209,0.0,0.0,1.0
210,0,0,0
211,0.0,0.0,1.0
212,1.0,1.0,1.0
213,0,0,0
214,0.0,1.0,1.0
215,0.0,0.0,1.0
216,0,0,1
217,0.0,1.0,1.0
218,0.0,1.0,1.0
219,0,0,1
220,0.0,1.0,1.0
221,1.0,1.0,1.0
222,0,1,1
223,1.0,0.0,1.0
224,0.0,1.0,0.0
225,0,1,1
226,1.0,1.0,1.0
227,1.0,1.0,1.0
228,0,0,1
229,0.0,1.0,1.0
230,1.0,1.0,1.0
231,0,1,1
232,0.0,0.0,1.0
233,0.0,0.0,1.0
234,0,1,1
235,1.0,1.0,1.0
236,0.0,1.0,1.0
237,0,1,1
238,1.0,1.0,1.0
239,0.0,0.0,1.0
240,0,1,1
241,0.0,0.0,1.0
242,0.0,1.0,1.0
243,0,1,1
244,0.0,0.0,1.0
245,0.0,0.0,1.0
246,0,1,1
247,0.0,1.0,1.0
248,0.0,1.0,1.0
249,0,1,1
250,1.0,0.0,1.0
251,0.0,1.0,1.0
252,0,0,1
253,0.0,0.0,1.0
254,1.0,1.0,1.0
255,0,0,1
256,0.0,1.0,1.0
257,0.0,1.0,1.0
258,0,0,1
259,0.0,0.0,1.0
260,0.0,0.0,0.0
261,0,0,0
262,0.0,0.0,1.0
263,0.0,0.0,1.0
264,1,1,1
265,0.0,1.0,0.0
266,0.0,0.0,1.0
267,0,1,1
268,0.0,1.0,1.0
269,1.0,1.0,1.0
270,0,0,1
271,0.0,1.0,0.0
272,1.0,1.0,1.0
273,1,1,1
274,0.0,1.0,0.0
275,0.0,1.0,1.0
276,0,0,0
277,0.0,1.0,0.0
278,1.0,1.0,1.0
279,0,1,1
280,0.0,1.0,1.0
281,0.0,1.0,0.0
282,0,1,1
283,1.0,1.0,1.0
284,0.0,1.0,1.0
285,0,0,1
286,0.0,0.0,0.0
287,1.0,0.0,0.0
288,0,1,1
289,1.0,0.0,1.0
290,1.0,1.0,1.0
291,0,0,1
292,0.0,1.0,1.0
293,0.0,1.0,1.0
294,0,0,1
295,1.0,1.0,1.0
296,0.0,0.0,1.0
297,1,1,1
298,1.0,0.0,0.0
299,0.0,1.0,1.0
300,0,0,1
301,0.0,1.0,1.0
302,0.0,0.0,1.0
303,0,0,1
304,1.0,1.0,0.0
305,1.0,1.0,1.0
306,0,0,1
307,0.0,1.0,1.0
308,1.0,1.0,1.0
309,0,1,1
310,1.0,0.0,1.0
311,1.0,1.0,1.0
312,0,0,1
313,0.0,0.0,1.0
314,0.0,1.0,1.0
315,0,1,1
316,0.0,0.0,1.0
317,0.0,1.0,1.0
318,0,0,0
319,0.0,0.0,0.0
320,0.0,0.0,1.0
321,0,0,1
322,0.0,1.0,1.0
323,1.0,1.0,1.0
324,0,1,1
325,0.0,1.0,1.0
326,0.0,1.0,1.0
327,0,0,1
328,1.0,0.0,0.0
329,0.0,0.0,1.0
330,0,1,1
331,0.0,0.0,1.0
332,0.0,1.0,1.0
333,0,1,1
334,0.0,1.0,1.0
335,1.0,0.0,1.0
336,0,1,1
337,0.0,1.0,1.0
338,0.0,1.0,1.0
339,1,1,1
340,0.0,1.0,0.0
341,0.0,0.0,1.0
342,1,0,1
343,0.0,0.0,1.0
344,0.0,1.0,0.0
345,0,0,1
346,0.0,1.0,0.0
347,0.0,1.0,1.0
348,0,1,1
349,0.0,0.0,0.0
350,0.0,0.0,0.0
351,1,1,1
352,0.0,0.0,1.0
353,1.0,1.0,0.0
354,0,0,1
355,1.0,1.0,1.0
356,0.0,0.0,1.0
357,0,1,1
358,0.0,0.0,0.0
359,0.0,1.0,1.0
360,0,0,1
361,0.0,1.0,1.0
362,1.0,1.0,0.0
363,0,0,1
364,0.0,0.0,1.0
365,0.0,1.0,1.0
366,0,1,1
367,0.0,0.0,1.0
368,0.0,1.0,1.0
369,0,0,1
370,0.0,0.0,1.0
371,1.0,1.0,1.0
372,0,1,1
373,1.0,0.0,1.0
374,0.0,0.0,1.0
375,0,1,1
376,1.0,1.0,1.0
377,0.0,0.0,1.0
378,0,1,1
379,0.0,0.0,1.0
380,1.0,1.0,1.0
381,0,1,1
382,1.0,0.0,0.0
383,0.0,0.0,1.0
384,0,0,1
385,0.0,0.0,1.0
386,1.0,0.0,1.0
387,0,0,1
388,1.0,0.0,0.0
389,0.0,1.0,1.0
390,0,0,1
391,0.0,1.0,1.0
392,0.0,1.0,0.0
393,0,1,0
394,1.0,1.0,1.0
395,0.0,0.0,1.0
396,0,1,1
397,0.0,0.0,0.0
398,1.0,0.0,1.0
399,0,0,1
400,0.0,1.0,1.0
401,1.0,1.0,1.0
402,0,1,1
403,0.0,1.0,1.0
404,0.0,1.0,1.0
405,0,1,1
406,0.0,1.0,1.0
407,0.0,0.0,1.0
408,0,1,1
409,0.0,0.0,1.0
410,0.0,0.0,1.0
411,0,0,1
412,1.0,0.0,1.0
413,0.0,1.0,1.0
414,0,0,1
415,1.0,1.0,0.0
416,0.0,0.0,0.0
417,0,1,1
418,0.0,0.0,1.0
419,1.0,1.0,1.0
420,0,1,0
421,0.0,0.0,0.0
422,0.0,0.0,1.0
423,0,0,0
424,1.0,1.0,1.0
425,0.0,1.0,1.0
426,0,1,1
427,0.0,1.0,0.0
428,1.0,0.0,1.0
429,0,0,1
430,0.0,0.0,1.0
431,0.0,1.0,1.0
432,0,1,1
433,0.0,1.0,1.0
434,0.0,0.0,1.0
435,0,1,1
436,0.0,0.0,1.0
437,1.0,1.0,1.0
438,0,1,1
439,0.0,0.0,1.0
440,1.0,0.0,1.0
441,0,1,1
442,1.0,0.0,1.0
443,0.0,0.0,1.0
444,0,0,1
445,1.0,1.0,0.0
446,0.0,0.0,1.0
447,0,0,0
448,1.0,0.0,0.0
449,1.0,1.0,1.0
450,0,0,1
451,0.0,1.0,1.0
452,1.0,1.0,1.0
453,0,0,1
454,0.0,0.0,0.0
455,1.0,1.0,1.0
456,0,0,1
457,0.0,1.0,1.0
458,0.0,0.0,1.0
459,0,1,1
460,0.0,1.0,0.0
461,0.0,1.0,1.0
462,0,0,1
463,0.0,1.0,1.0
464,0.0,0.0,1.0
465,0,1,1
466,0.0,0.0,1.0
467,0.0,1.0,1.0
468,0,1,1
469,1.0,0.0,1.0
470,0.0,1.0,1.0
471,0,0,1
472,0.0,0.0,1.0
473,0.0,1.0,1.0
474,0,1,1
475,0.0,0.0,0.0
476,1.0,1.0,0.0
477,0,0,1
478,1.0,1.0,1.0
479,1.0,0.0,1.0
480,1,1,1
481,0.0,0.0,0.0
482,0.0,0.0,1.0
483,0,0,1
484,1.0,0.0,1.0
485,0.0,1.0,1.0
486,1,0,1
487,0.0,0.0,1.0
488,0.0,0.0,1.0
489,0,1,1
490,0.0,0.0,0.0
491,0.0,1.0,1.0
492,1,1,1
493,1.0,1.0,1.0
494,1.0,0.0,1.0
495,0,0,1
496,1.0,0.0,1.0
497,0.0,1.0,0.0
498,0,1,1
499,0.0,0.0,1.0
500,0.0,0.0,0.0
501,0,1,1
502,1.0,1.0,1.0
503,0.0,1.0,1.0
504,0,0,1
505,0.0,1.0,1.0
506,0.0,0.0,1.0
507,0,1,1
508,1.0,1.0,1.0
509,0.0,0.0,0.0
510,0,1,1
511,0.0,1.0,0.0
512,0.0,0.0,1.0
513,0,0,1
514,0.0,1.0,1.0
515,1.0,0.0,1.0
516,0,0,1
517,0.0,0.0,1.0
518,0.0,0.0,1.0
519,0,1,1
520,1.0,1.0,1.0
521,0.0,0.0,0.0
522,0,1,1
523,1.0,1.0,1.0
524,0.0,1.0,1.0
525,0,1,1
526,0.0,0.0,1.0
527,1.0,1.0,1.0
528,0,1,1
529,1.0,1.0,1.0
530,0.0,1.0,1.0
531,0,0,1
532,0.0,0.0,0.0
533,1.0,1.0,1.0
534,0,0,1
535,0.0,0.0,1.0
536,0.0,1.0,1.0
537,0,1,1
538,0.0,1.0,1.0
539,1.0,1.0,1.0
540,1,1,1
541,1.0,0.0,1.0
542,0.0,1.0,1.0
543,0,1,1
544,0.0,1.0,1.0
545,0.0,1.0,1.0
546,1,0,1
547,1.0,1.0,0.0
548,1.0,0.0,0.0
549,0,1,1
550,0.0,1.0,1.0
551,1.0,0.0,0.0
552,0,0,1
553,0.0,0.0,1.0
554,0.0,0.0,1.0
555,1,1,1
556,0.0,0.0,1.0
557,0.0,1.0,1.0
558,0,0,1
559,1.0,1.0,1.0
560,0.0,1.0,1.0
561,0,0,1
562,0.0,0.0,0.0
563,1.0,1.0,1.0
564,0,1,1
565,1.0,1.0,1.0
566,0.0,1.0,1.0
567,0,1,1
568,0.0,0.0,1.0
569,0.0,0.0,0.0
570,0,1,1
571,0.0,0.0,1.0
572,0.0,1.0,1.0
573,1,0,1
574,1.0,0.0,0.0
575,0.0,1.0,1.0
576,0,0,1
577,0.0,1.0,1.0
578,0.0,0.0,1.0
579,0,1,1
580,1.0,0.0,1.0
581,0.0,0.0,1.0
582,0,0,1
583,0.0,0.0,1.0
584,0.0,0.0,1.0
585,0,0,0
586,0.0,1.0,1.0
587,1.0,1.0,1.0
588,0,1,1
589,0.0,1.0,1.0
590,0.0,1.0,1.0
591,0,0,1
592,0.0,1.0,0.0
593,1.0,0.0,1.0
594,1,0,1
595,0.0,0.0,1.0
596,0.0,0.0,1.0
597,0,0,1
598,0.0,0.0,1.0
599,1.0,1.0,1.0
600,0,1,0
601,0.0,1.0,1.0
602,1.0,1.0,1.0
603,0,1,1
604,0.0,0.0,1.0
605,0.0,0.0,1.0
606,0,1,1
607,0.0,1.0,1.0
608,1.0,1.0,1.0
609,0,0,1
610,0.0,1.0,1.0
611,0.0,1.0,0.0
612,0,1,1
613,1.0,1.0,1.0
614,0.0,1.0,1.0
615,0,0,1
616,0.0,1.0,0.0
617,1.0,1.0,1.0
618,0,0,1
619,1.0,1.0,1.0
620,1.0,1.0,1.0
621,0,1,0
622,0.0,1.0,1.0
623,0.0,1.0,1.0
624,0,0,1
625,1.0,0.0,0.0
626,0.0,1.0,1.0
627,1,0,1
628,0.0,0.0,1.0
629,0.0,0.0,1.0
630,0,1,1
631,0.0,0.0,0.0
632,1.0,1.0,0.0
633,1,1,1
634,0.0,0.0,1.0
635,0.0,0.0,1.0
636,0,0,0
637,0.0,1.0,1.0
638,1.0,1.0,1.0
639,0,0,1
640,0.0,1.0,0.0
641,0.0,0.0,1.0
642,0,1,1
643,0.0,1.0,0.0
644,1.0,0.0,0.0
645,0,1,1
646,0.0,0.0,1.0
647,0.0,0.0,1.0
648,0,1,1
649,0.0,0.0,1.0
650,0.0,1.0,1.0
651,0,0,1
652,1.0,0.0,1.0
653,0.0,0.0,1.0
654,0,0,0
655,0.0,1.0,1.0
656,0.0,1.0,1.0
657,0,1,0
658,0.0,0.0,1.0
659,0.0,1.0,0.0
660,0,0,1
661,1.0,1.0,0.0
662,1.0,1.0,1.0
663,1,0,1
664,0.0,1.0,1.0
665,1.0,0.0,1.0
666,0,1,0
667,1.0,1.0,1.0
668,1.0,1.0,1.0
669,0,1,1
670,1.0,1.0,1.0
671,0.0,0.0,1.0
672,1,1,1
673,0.0,0.0,0.0
674,0.0,0.0,1.0
675,0,0,0
676,0.0,1.0,0.0
677,1.0,1.0,1.0
678,0,1,1
679,0.0,1.0,1.0
680,1.0,1.0,0.0
681,1,0,1
682,0.0,1.0,1.0
683,0.0,1.0,1.0
684,0,0,1
685,1.0,1.0,1.0
686,0.0,1.0,0.0
687,1,1,1
688,0.0,0.0,1.0
689,0.0,1.0,0.0
690,0,1,1
691,0.0,1.0,1.0
692,0.0,0.0,1.0
693,0,0,1
694,0.0,1.0,1.0
695,1.0,1.0,1.0
696,0,1,1
697,0.0,0.0,1.0
698,0.0,1.0,1.0
699,0,0,0
700,1.0,0.0,1.0
701,0.0,0.0,1.0
702,1,1,0
703,0.0,1.0,1.0
704,0.0,0.0,1.0
705,0,0,1
706,0.0,1.0,0.0
707,0.0,1.0,1.0
708,1,0,1
709,0.0,1.0,1.0
710,1.0,0.0,0.0
711,0,1,1
712,0.0,0.0,0.0
713,0.0,0.0,1.0
714,0,1,1
715,0.0,1.0,1.0
716,1.0,1.0,1.0
717,0,1,1
718,0.0,0.0,1.0
719,0.0,1.0,0.0
720,0,1,1
721,0.0,1.0,1.0
722,0.0,1.0,0.0
723,0,0,1
724,1.0,1.0,1.0
725,0.0,1.0,1.0
726,0,1,1
727,1.0,1.0,1.0
728,0.0,0.0,0.0
729,0,1,1
730,0.0,0.0,1.0
731,1.0,1.0,1.0
732,0,0,0
733,0.0,1.0,1.0
734,0.0,0.0,0.0
735,0,1,1
736,1.0,0.0,0.0
737,0.0,0.0,1.0
738,0,0,1
739,0.0,0.0,1.0
740,0.0,0.0,1.0
741,0,0,1
742,0.0,0.0,1.0
743,0.0,1.0,0.0
744,1,1,1
745,0.0,1.0,1.0
746,0.0,1.0,1.0
747,0,1,1
748,0.0,0.0,1.0
749,0.0,0.0,1.0
750,0,1,1
751,1.0,0.0,1.0
752,1.0,1.0,1.0
753,0,0,1
754,0.0,0.0,1.0
755,1.0,0.0,0.0
756,0,1,1
757,0.0,1.0,1.0
758,1.0,0.0,1.0
759,0,1,1
760,1.0,1.0,1.0
761,1.0,1.0,1.0
762,0,0,1
763,1.0,0.0,1.0
764,0.0,0.0,0.0
765,0,1,1
766,1.0,0.0,1.0
767,0.0,0.0,1.0
768,0,1,0
769,0.0,0.0,1.0
770,0.0,0.0,1.0
771,0,0,1
772,1.0,0.0,0.0
773,1.0,1.0,1.0
774,1,0,1
775,1.0,0.0,1.0
776,0.0,0.0,1.0
777,0,1,1
778,0.0,1.0,1.0
779,0.0,0.0,1.0
780,0,0,1
781,0.0,0.0,1.0
782,1.0,1.0,1.0
783,0,0,1
784,0.0,1.0,1.0
785,0.0,0.0,1.0
786,0,1,1
787,0.0,0.0,0.0
788,1.0,1.0,1.0
789,0,0,1
790,0.0,0.0,1.0
791,0.0,1.0,1.0
792,1,1,1
793,0.0,0.0,1.0
794,0.0,1.0,1.0
795,1,0,1
796,0.0,0.0,1.0
797,0.0,1.0,1.0
798,0,1,1
799,0.0,1.0,1.0
800,0.0,0.0,0.0
801,0,0,1
802,1.0,1.0,1.0
803,1.0,0.0,0.0
804,0,1,1
805,0.0,1.0,1.0
806,0.0,0.0,1.0
807,1,1,0
808,0.0,0.0,1.0
809,1.0,1.0,1.0
810,0,0,1
811,1.0,1.0,1.0
812,0.0,0.0,0.0
813,0,1,1
814,0.0,0.0,1.0
815,0.0,1.0,1.0
816,0,1,1
817,0.0,1.0,1.0
818,0.0,0.0,1.0
819,0,0,1
820,0.0,0.0,1.0
821,0.0,1.0,1.0
822,0,0,1
823,0.0,1.0,1.0
824,0.0,1.0,1.0
825,0,0,1
826,0.0,1.0,1.0
827,1.0,1.0,1.0
828,0,0,1
829,1.0,1.0,1.0
830,1.0,1.0,1.0
831,0,0,0
832,0.0,0.0,1.0
833,1.0,0.0,1.0
834,0,0,1
835,1.0,1.0,1.0
836,0.0,1.0,1.0
837,0,0,0
838,0.0,1.0,1.0
839,0.0,1.0,1.0
840,1,1,1
841,1.0,1.0,1.0
842,1.0,1.0,1.0
843,0,1,1
844,1.0,0.0,1.0
845,1.0,1.0,1.0
846,0,0,1
847,0.0,1.0,1.0
848,0.0,1.0,1.0
849,0,1,1
850,1.0,1.0,1.0
851,0.0,0.0,1.0
852,0,1,1
853,0.0,1.0,0.0
854,0.0,0.0,0.0
855,0,1,1
856,1.0,1.0,1.0
857,1.0,0.0,0.0
858,1,0,1
859,1.0,0.0,1.0
860,1.0,1.0,1.0
861,0,0,1
862,0.0,0.0,1.0
863,0.0,0.0,1.0
864,0,0,1
865,1.0,1.0,1.0
866,0.0,0.0,1.0
867,0,0,1
868,0.0,1.0,1.0
869,0.0,0.0,0.0
870,0,1,0
871,1.0,1.0,1.0
872,0.0,1.0,0.0
873,0,0,0
874,0.0,0.0,1.0
875,0.0,0.0,1.0
876,0,1,1
877,0.0,1.0,0.0
878,0.0,0.0,0.0
879,1,0,1
880,0.0,0.0,0.0
881,1.0,0.0,1.0
882,0,0,1
883,1.0,1.0,1.0
884,0.0,0.0,1.0
885,0,1,1
886,0.0,1.0,1.0
887,0.0,0.0,1.0
888,0,0,1
889,0.0,1.0,1.0
890,0.0,1.0,0.0
891,0,0,1
892,0.0,0.0,1.0
893,0.0,0.0,0.0
894,0,1,1
895,1.0,0.0,1.0
896,0.0,0.0,1.0
897,0,1,1
898,1.0,1.0,1.0
899,0.0,1.0,1.0
900,0,1,0
901,1.0,1.0,1.0
902,0.0,0.0,0.0
903,0,1,1
904,0.0,0.0,1.0
905,0.0,0.0,0.0
906,0,0,0
907,0.0,1.0,0.0
908,0.0,0.0,1.0
909,1,0,1
910,1.0,1.0,1.0
911,0.0,1.0,1.0
912,1,0,1
913,1.0,1.0,0.0
914,0.0,1.0,1.0
915,0,0,1
916,0.0,0.0,1.0
917,0.0,0.0,1.0
918,0,1,1
919,0.0,0.0,1.0
920,1.0,0.0,1.0
921,0,1,1
922,1.0,0.0,0.0
923,0.0,1.0,1.0
924,1,1,1
925,0.0,1.0,1.0
926,1.0,1.0,1.0
927,0,0,1
928,0.0,1.0,1.0
929,0.0,0.0,0.0
930,0,1,1
931,0.0,1.0,0.0
932,0.0,0.0,1.0
933,0,1,1
934,1.0,1.0,1.0
935,0.0,1.0,1.0
936,1,1,1
937,0.0,0.0,0.0
938,0.0,1.0,0.0
939,0,1,1
940,0.0,1.0,1.0
941,0.0,1.0,1.0
942,1,1,1
943,0.0,1.0,1.0
944,0.0,1.0,1.0
945,0,1,0
946,0.0,0.0,1.0
947,1.0,1.0,1.0
948,0,0,0
949,1.0,1.0,1.0
950,0.0,0.0,1.0
951,1,1,1
952,0.0,1.0,1.0
953,0.0,0.0,0.0
954,0,0,1
955,0.0,1.0,1.0
956,0.0,1.0,1.0
957,0,1,1
958,0.0,1.0,0.0
959,1.0,0.0,1.0
960,0,1,1
961,0.0,1.0,1.0
962,1.0,0.0,1.0
963,1,0,0
964,0.0,1.0,0.0
965,0.0,1.0,1.0
966,0,1,1
967,0.0,0.0,1.0
968,0.0,1.0,1.0
969,0,1,1
970,0.0,1.0,1.0
971,1.0,1.0,0.0
972,0,1,1
973,1.0,0.0,1.0
974,1.0,1.0,1.0
975,1,1,0
976,0.0,1.0,1.0
977,0.0,1.0,1.0
978,1,0,1
979,1.0,0.0,1.0
980,0.0,1.0,0.0
981,0,1,1
982,0.0,0.0,1.0
983,0.0,1.0,1.0
984,0,0,1
985,0.0,0.0,1.0
986,0.0,1.0,1.0
987,0,1,1
988,1.0,1.0,1.0
989,1.0,0.0,0.0
990,0,1,1
991,0.0,1.0,0.0
992,1.0,1.0,1.0
993,0,0,1
994,1.0,1.0,0.0
995,1.0,0.0,0.0
996,0,0,1
997,0.0,0.0,1.0
998,0.0,0.0,1.0
999,0,0,1
