Unnamed: 0,A1,A2,A3
133,1.0,1.0,1.0
134,0,1,1
135,0.0,0.0,0.0
136,0,1,1
137,0.0,1.0,1.0
138,0,1,1
139,0.0,0.0,1.0
140,0,0,1
141,0.0,0.0,1.0
142,0,1,1
143,0.0,0.0,1.0
144,0,0,1
145,0.0,1.0,1.0
146,0,1,1
147,0.0,0.0,1.0
148,1,0,1
149,0.0,0.0,0.0
150,0,0,1
151,0.0,1.0,1.0
152,0,0,1
153,0.0,1.0,1.0
154,0,1,1
155,1.0,1.0,1.0
156,0,1,1
157,0.0,1.0,1.0
158,0,0,1
159,0.0,1.0,0.0
160,0,0,1
161,0.0,0.0,1.0
162,0,1,1
163,0.0,0.0,1.0
164,0,1,1
165,1.0,1.0,1.0
166,0,0,1
167,0.0,0.0,1.0
168,0,0,1
169,0.0,1.0,1.0
170,0,0,1
171,0.0,0.0,0.0
172,0,0,1
173,0.0,0.0,1.0
174,0,0,1
175,0.0,0.0,0.0
176,0,0,1
177,0.0,0.0,1.0
178,0,0,1
179,0.0,0.0,0.0
180,0,0,1
181,0.0,0.0,0.0
182,0,1,1
183,0.0,1.0,1.0
184,0,0,1
185,1.0,1.0,1.0
186,1,0,1
187,1.0,1.0,1.0
188,0,1,1
189,0.0,0.0,1.0
190,0,0,1
191,0.0,1.0,0.0
192,0,0,1
193,1.0,0.0,1.0
194,0,1,1
195,0.0,1.0,1.0
196,0,1,1
197,0.0,0.0,1.0
198,0,0,1
199,0.0,0.0,0.0
200,0,1,1
201,0.0,0.0,1.0
202,0,0,1
203,1.0,1.0,1.0
204,0,1,1
205,0.0,0.0,1.0
206,0,1,1
207,0.0,1.0,1.0
208,0,1,1
209,0.0,0.0,0.0
210,0,0,0
211,0.0,0.0,0.0
212,0,0,0
213,0.0,1.0,1.0
214,0,0,1
215,0.0,0.0,1.0
216,0,0,1
217,0.0,1.0,0.0
218,1,1,1
219,0.0,0.0,1.0
220,0,1,1
221,1.0,0.0,0.0
222,0,0,1
223,0.0,0.0,1.0
224,0,0,1
225,1.0,1.0,1.0
226,1,1,1
227,0.0,0.0,0.0
228,0,1,1
229,1.0,1.0,1.0
230,0,0,0
231,0.0,1.0,1.0
232,0,1,1
233,1.0,1.0,1.0
234,0,0,0
235,0.0,0.0,1.0
236,0,1,1
237,0.0,1.0,1.0
238,0,0,1
239,1.0,1.0,1.0
240,0,0,1
241,0.0,0.0,1.0
242,1,1,1
243,0.0,1.0,1.0
244,0,1,1
245,0.0,0.0,0.0
246,0,0,1
247,0.0,1.0,0.0
248,0,1,1
249,0.0,0.0,1.0
250,0,0,1
251,1.0,1.0,1.0
252,0,1,1
253,0.0,0.0,1.0
254,0,1,1
255,0.0,1.0,1.0
256,1,1,1
257,0.0,1.0,1.0
258,1,1,1
259,0.0,0.0,0.0
260,0,0,1
261,0.0,0.0,1.0
262,0,1,1
263,0.0,0.0,1.0
264,0,0,1
265,0.0,0.0,1.0
266,0,0,1
267,0.0,1.0,1.0
268,0,0,1
269,0.0,0.0,1.0
270,0,0,1
271,0.0,0.0,1.0
272,0,0,1
273,0.0,0.0,1.0
274,1,1,1
275,0.0,0.0,1.0
276,0,1,1
277,0.0,1.0,1.0
278,0,1,1
279,0.0,0.0,0.0
280,0,0,0
281,0.0,0.0,0.0
282,0,0,1
283,0.0,1.0,1.0
284,0,0,1
285,0.0,1.0,1.0
286,0,1,0
287,0.0,0.0,1.0
288,0,1,1
289,1.0,0.0,1.0
290,0,1,1
291,0.0,1.0,1.0
292,0,0,1
293,0.0,1.0,1.0
294,1,1,1
295,0.0,1.0,1.0
296,0,0,1
297,0.0,1.0,0.0
298,0,1,1
299,0.0,0.0,0.0
300,0,1,1
301,1.0,1.0,1.0
302,0,0,1
303,0.0,0.0,1.0
304,0,1,1
305,0.0,0.0,0.0
306,0,1,1
307,0.0,0.0,0.0
308,0,1,1
309,1.0,1.0,1.0
310,0,1,1
311,0.0,1.0,1.0
312,0,0,1
313,0.0,0.0,1.0
314,0,1,1
315,0.0,0.0,0.0
316,0,0,0
317,1.0,0.0,1.0
318,0,1,0
319,0.0,0.0,0.0
320,0,0,1
321,1.0,1.0,1.0
322,0,0,1
323,0.0,0.0,1.0
324,0,0,1
325,0.0,0.0,0.0
326,0,0,1
327,0.0,1.0,1.0
328,0,0,1
329,0.0,1.0,1.0
330,0,0,1
331,1.0,1.0,1.0
332,0,1,1
333,0.0,1.0,1.0
334,0,0,1
335,0.0,0.0,1.0
336,0,0,0
337,0.0,0.0,1.0
338,1,1,1
339,0.0,0.0,1.0
340,0,1,0
341,0.0,0.0,1.0
342,0,1,0
343,0.0,0.0,0.0
344,1,1,0
345,0.0,0.0,1.0
346,1,1,1
347,0.0,0.0,0.0
348,0,0,1
349,0.0,1.0,0.0
350,0,0,1
351,0.0,1.0,1.0
352,0,0,1
353,1.0,1.0,1.0
354,0,1,1
355,0.0,1.0,1.0
356,1,0,1
357,0.0,0.0,0.0
358,1,1,1
359,0.0,0.0,1.0
360,0,0,1
361,0.0,1.0,0.0
362,1,0,1
363,0.0,0.0,0.0
364,0,1,0
365,0.0,0.0,1.0
366,0,1,1
367,0.0,0.0,1.0
368,0,0,1
369,0.0,0.0,1.0
370,0,0,1
371,0.0,0.0,1.0
372,0,0,1
373,0.0,0.0,1.0
374,0,1,1
375,0.0,1.0,1.0
376,0,0,0
377,0.0,0.0,0.0
378,0,0,1
379,0.0,0.0,1.0
380,0,1,1
381,0.0,1.0,1.0
382,0,0,1
383,0.0,1.0,1.0
384,0,0,0
385,0.0,1.0,0.0
386,0,0,1
387,0.0,0.0,1.0
388,0,0,1
389,0.0,1.0,1.0
390,0,0,0
391,0.0,1.0,0.0
392,0,1,1
393,0.0,0.0,1.0
394,1,0,1
395,0.0,0.0,1.0
396,0,1,1
397,0.0,0.0,1.0
398,0,1,1
399,0.0,0.0,0.0
400,0,1,1
401,0.0,0.0,0.0
402,1,0,1
403,0.0,1.0,1.0
404,0,1,1
405,0.0,0.0,0.0
406,0,1,0
407,1.0,1.0,1.0
408,0,1,1
409,0.0,0.0,1.0
410,0,0,1
411,1.0,0.0,1.0
412,0,1,1
413,0.0,0.0,1.0
414,1,1,1
415,1.0,1.0,1.0
416,0,1,1
417,0.0,0.0,1.0
418,0,1,1
419,0.0,0.0,1.0
420,1,0,1
421,0.0,0.0,0.0
422,0,0,1
423,0.0,0.0,1.0
424,0,1,1
425,0.0,0.0,1.0
426,0,1,1
427,1.0,1.0,1.0
428,0,1,1
429,0.0,0.0,1.0
430,0,1,1
431,0.0,0.0,1.0
432,0,1,0
433,0.0,1.0,1.0
434,0,0,1
435,0.0,0.0,1.0
436,0,0,0
437,0.0,0.0,1.0
438,0,1,1
439,0.0,0.0,1.0
440,0,1,1
441,0.0,1.0,1.0
442,0,0,1
443,0.0,1.0,1.0
444,0,0,0
445,1.0,1.0,1.0
446,1,0,1
447,0.0,0.0,1.0
448,0,1,1
449,0.0,0.0,1.0
450,0,0,1
451,0.0,0.0,1.0
452,0,0,1
453,0.0,0.0,1.0
454,0,0,1
455,0.0,0.0,1.0
456,0,0,0
457,1.0,1.0,1.0
458,0,0,1
459,0.0,0.0,1.0
460,0,1,1
461,0.0,1.0,1.0
462,0,0,1
463,0.0,0.0,1.0
464,0,0,1
465,0.0,0.0,1.0
466,0,1,1
467,0.0,0.0,0.0
468,0,0,1
469,1.0,0.0,1.0
470,0,1,1
471,0.0,1.0,1.0
472,0,0,1
473,0.0,0.0,0.0
474,0,1,0
475,0.0,1.0,1.0
476,1,1,1
477,0.0,0.0,0.0
478,0,0,1
479,0.0,1.0,1.0
480,0,0,1
481,1.0,1.0,1.0
482,1,1,1
483,0.0,1.0,0.0
484,0,1,1
485,0.0,0.0,0.0
486,0,1,1
487,0.0,0.0,0.0
488,0,1,1
489,0.0,1.0,1.0
490,0,1,1
491,0.0,0.0,1.0
492,0,0,1
493,0.0,1.0,1.0
494,0,1,1
495,0.0,0.0,1.0
496,0,1,1
497,0.0,0.0,1.0
498,0,1,1
499,0.0,0.0,1.0
500,0,0,0
501,0.0,0.0,1.0
502,0,0,1
503,0.0,0.0,1.0
504,0,0,1
505,0.0,0.0,1.0
506,0,0,0
507,0.0,0.0,1.0
508,0,0,1
509,0.0,0.0,1.0
510,0,1,1
511,0.0,0.0,0.0
512,1,1,1
513,0.0,1.0,1.0
514,0,0,1
515,0.0,1.0,1.0
516,0,1,0
517,0.0,0.0,1.0
518,1,1,1
519,0.0,0.0,1.0
520,0,1,1
521,0.0,0.0,1.0
522,0,0,1
523,0.0,0.0,0.0
524,0,0,1
525,0.0,0.0,0.0
526,0,0,1
527,0.0,1.0,0.0
528,1,1,0
529,0.0,1.0,0.0
530,1,0,1
531,0.0,1.0,0.0
532,0,1,1
533,0.0,1.0,1.0
534,1,1,1
535,0.0,0.0,1.0
536,1,1,1
537,0.0,0.0,1.0
538,0,0,1
539,1.0,1.0,1.0
540,0,1,1
541,1.0,1.0,1.0
542,0,0,1
543,0.0,0.0,1.0
544,0,1,1
545,1.0,0.0,1.0
546,0,0,1
547,0.0,1.0,1.0
548,1,0,1
549,0.0,0.0,1.0
550,0,0,1
551,0.0,0.0,1.0
552,0,0,1
553,1.0,1.0,0.0
554,0,0,1
555,0.0,0.0,0.0
556,1,1,1
557,1.0,1.0,1.0
558,1,0,1
559,0.0,1.0,1.0
560,1,1,1
561,1.0,1.0,1.0
562,1,0,1
563,0.0,1.0,1.0
564,0,0,0
565,0.0,1.0,1.0
566,0,1,1
567,1.0,1.0,1.0
568,0,0,1
569,0.0,0.0,0.0
570,0,0,1
571,0.0,0.0,1.0
572,1,1,1
573,1.0,1.0,1.0
574,0,0,1
575,0.0,1.0,1.0
576,1,1,1
577,0.0,0.0,1.0
578,0,1,1
579,0.0,0.0,1.0
580,1,0,1
581,0.0,0.0,1.0
582,0,1,0
583,1.0,1.0,1.0
584,0,0,1
585,1.0,1.0,1.0
586,1,0,1
587,0.0,1.0,1.0
588,0,0,1
589,0.0,1.0,1.0
590,0,1,1
591,0.0,0.0,1.0
592,0,0,1
593,0.0,1.0,1.0
594,0,0,1
595,1.0,0.0,1.0
596,0,1,1
597,0.0,1.0,1.0
598,0,0,0
599,0.0,0.0,0.0
600,0,0,1
601,0.0,1.0,1.0
602,0,0,1
603,0.0,0.0,1.0
604,1,1,1
605,0.0,0.0,1.0
606,0,0,1
607,0.0,0.0,1.0
608,0,1,1
609,0.0,1.0,1.0
610,1,1,1
611,1.0,1.0,1.0
612,0,0,1
613,0.0,0.0,1.0
614,0,0,1
615,0.0,0.0,1.0
616,0,1,1
617,0.0,1.0,0.0
618,0,1,0
619,0.0,1.0,1.0
620,0,0,1
621,0.0,0.0,0.0
622,0,0,0
623,0.0,0.0,1.0
624,0,0,1
625,0.0,0.0,1.0
626,0,1,1
627,0.0,0.0,1.0
628,0,0,1
629,1.0,1.0,0.0
630,0,1,1
631,0.0,1.0,1.0
632,0,0,1
633,0.0,0.0,0.0
634,0,0,1
635,1.0,1.0,1.0
636,0,0,0
637,0.0,0.0,0.0
638,1,1,1
639,0.0,0.0,0.0
640,0,0,1
641,0.0,0.0,1.0
642,0,1,1
643,1.0,0.0,0.0
644,0,0,1
645,0.0,0.0,0.0
646,1,1,1
647,1.0,1.0,0.0
648,0,1,0
649,0.0,0.0,1.0
650,1,0,1
651,0.0,0.0,1.0
652,0,1,1
653,0.0,0.0,1.0
654,0,0,1
655,0.0,0.0,0.0
656,0,1,1
657,0.0,0.0,1.0
658,1,1,1
659,0.0,0.0,1.0
660,0,1,1
661,0.0,1.0,1.0
662,1,1,1
663,0.0,0.0,1.0
664,0,0,1
665,0.0,1.0,1.0
666,0,0,1
667,0.0,0.0,1.0
668,0,1,1
669,0.0,0.0,1.0
670,0,1,1
671,0.0,0.0,1.0
672,0,1,1
673,0.0,1.0,0.0
674,0,1,1
675,0.0,0.0,1.0
676,0,1,1
677,0.0,0.0,1.0
678,0,0,1
679,0.0,0.0,1.0
680,0,0,0
681,0.0,0.0,1.0
682,0,0,0
683,0.0,0.0,1.0
684,0,1,1
685,1.0,0.0,0.0
686,0,0,1
687,0.0,1.0,0.0
688,0,1,1
689,0.0,1.0,0.0
690,0,0,0
691,1.0,1.0,1.0
692,0,1,1
693,0.0,1.0,1.0
694,0,0,1
695,0.0,0.0,1.0
696,0,0,0
697,0.0,1.0,1.0
698,0,1,1
699,0.0,0.0,1.0
700,0,0,1
701,1.0,1.0,1.0
702,0,0,0
703,0.0,0.0,0.0
704,0,1,1
705,0.0,0.0,1.0
706,0,0,1
707,0.0,1.0,0.0
708,0,1,1
709,0.0,1.0,1.0
710,0,1,1
711,0.0,0.0,1.0
712,1,0,1
713,0.0,1.0,1.0
714,0,1,1
715,0.0,1.0,1.0
716,0,0,1
717,1.0,1.0,1.0
718,0,0,1
719,1.0,1.0,1.0
720,0,1,1
721,1.0,1.0,1.0
722,0,1,1
723,1.0,0.0,1.0
724,0,1,1
725,0.0,0.0,1.0
726,0,0,1
727,0.0,0.0,0.0
728,0,0,1
729,0.0,1.0,0.0
730,0,1,1
731,0.0,1.0,0.0
732,0,0,1
733,0.0,0.0,0.0
734,0,1,1
735,0.0,0.0,1.0
736,0,0,1
737,0.0,0.0,1.0
738,0,0,1
739,0.0,0.0,1.0
740,0,1,1
741,1.0,1.0,1.0
742,0,0,1
743,0.0,0.0,1.0
744,0,1,0
745,0.0,0.0,1.0
746,0,0,0
747,1.0,0.0,1.0
748,0,0,1
749,0.0,0.0,1.0
750,0,1,1
751,0.0,1.0,1.0
752,0,1,1
753,0.0,1.0,1.0
754,1,0,1
755,0.0,1.0,1.0
756,0,0,0
757,0.0,0.0,0.0
758,0,1,1
759,0.0,0.0,1.0
760,0,1,1
761,0.0,1.0,1.0
762,0,1,1
763,0.0,0.0,1.0
764,0,0,1
765,0.0,0.0,1.0
766,0,1,1
767,0.0,0.0,0.0
768,0,1,1
769,0.0,0.0,1.0
770,0,0,0
771,0.0,1.0,1.0
772,0,0,1
773,0.0,1.0,1.0
774,0,0,1
775,1.0,1.0,1.0
776,0,0,0
777,0.0,0.0,0.0
778,0,0,1
779,0.0,1.0,0.0
780,0,0,1
781,1.0,0.0,1.0
782,0,0,1
783,0.0,0.0,0.0
784,1,1,1
785,1.0,1.0,1.0
786,0,1,1
787,0.0,0.0,1.0
788,1,0,1
789,0.0,1.0,1.0
790,0,0,0
791,0.0,0.0,0.0
792,0,0,1
793,1.0,0.0,1.0
794,1,1,1
795,0.0,0.0,1.0
796,0,1,1
797,0.0,1.0,1.0
798,0,0,0
799,0.0,0.0,0.0
800,0,1,1
801,0.0,0.0,0.0
802,0,0,1
803,1.0,1.0,1.0
804,1,0,1
805,0.0,0.0,1.0
806,0,0,1
807,0.0,1.0,1.0
808,0,1,1
809,0.0,0.0,1.0
810,0,1,1
811,1.0,1.0,0.0
812,0,1,1
813,0.0,0.0,1.0
814,0,1,1
815,0.0,0.0,0.0
816,0,0,1
817,1.0,1.0,1.0
818,0,0,1
819,0.0,0.0,1.0
820,1,1,1
821,0.0,1.0,1.0
822,1,1,1
823,0.0,0.0,1.0
824,0,1,0
825,0.0,0.0,1.0
826,0,1,1
827,0.0,1.0,1.0
828,0,0,1
829,0.0,0.0,1.0
830,1,1,1
831,1.0,1.0,1.0
832,1,0,1
833,0.0,1.0,1.0
834,1,1,1
835,1.0,0.0,1.0
836,1,1,1
837,0.0,1.0,1.0
838,0,0,1
839,0.0,0.0,1.0
840,0,0,0
841,0.0,0.0,0.0
842,0,0,1
843,0.0,0.0,1.0
844,0,0,1
845,0.0,0.0,0.0
846,1,1,0
847,0.0,1.0,1.0
848,1,1,1
849,0.0,0.0,1.0
850,1,1,1
851,0.0,0.0,1.0
852,0,0,1
853,0.0,0.0,1.0
854,0,1,1
855,0.0,0.0,1.0
856,0,1,1
857,0.0,0.0,0.0
858,0,0,1
859,1.0,1.0,1.0
860,0,1,1
861,0.0,0.0,1.0
862,0,1,1
863,0.0,0.0,1.0
864,1,1,1
865,0.0,0.0,1.0
866,0,0,1
867,0.0,1.0,0.0
868,0,0,1
869,0.0,0.0,1.0
870,1,1,1
871,0.0,1.0,1.0
872,0,1,1
873,0.0,0.0,1.0
874,0,0,1
875,0.0,0.0,1.0
876,1,0,1
877,1.0,1.0,1.0
878,0,0,1
879,1.0,1.0,0.0
880,0,0,1
881,1.0,1.0,1.0
882,0,1,1
883,0.0,0.0,1.0
884,0,1,0
885,0.0,1.0,1.0
886,0,0,0
887,1.0,0.0,1.0
888,1,1,1
889,0.0,1.0,1.0
890,0,1,1
891,0.0,1.0,1.0
892,0,1,1
893,0.0,0.0,1.0
894,0,1,1
895,0.0,1.0,0.0
896,0,0,1
897,0.0,0.0,1.0
898,0,1,1
899,0.0,1.0,1.0
900,0,0,0
901,0.0,0.0,1.0
902,0,1,1
903,0.0,1.0,1.0
904,0,0,0
905,0.0,0.0,0.0
906,1,0,1
907,0.0,0.0,0.0
908,0,1,1
909,0.0,0.0,0.0
910,1,1,1
911,1.0,0.0,0.0
912,0,1,1
913,0.0,0.0,1.0
914,0,0,1
915,1.0,0.0,1.0
916,0,0,1
917,0.0,0.0,1.0
918,0,1,1
919,0.0,0.0,0.0
920,0,1,1
921,0.0,0.0,1.0
922,0,1,1
923,0.0,0.0,1.0
924,0,1,1
925,0.0,0.0,1.0
926,0,0,1
927,0.0,1.0,1.0
928,0,0,0
929,1.0,0.0,0.0
930,1,1,1
931,1.0,0.0,1.0
932,1,0,0
933,1.0,1.0,1.0
934,0,1,1
935,0.0,0.0,1.0
936,0,0,1
937,0.0,1.0,1.0
938,0,1,1
939,0.0,0.0,1.0
940,0,1,1
941,1.0,1.0,1.0
942,1,0,1
943,0.0,0.0,1.0
944,0,1,1
945,0.0,0.0,1.0
946,1,0,1
947,1.0,1.0,1.0
948,0,0,0
949,0.0,0.0,1.0
950,0,0,1
951,1.0,1.0,0.0
952,0,0,0
953,0.0,1.0,1.0
954,1,1,1
955,1.0,0.0,1.0
956,0,0,1
957,0.0,1.0,1.0
958,0,1,1
959,0.0,0.0,0.0
960,0,0,1
961,0.0,1.0,1.0
962,0,1,1
963,0.0,0.0,1.0
964,0,0,1
965,0.0,1.0,1.0
966,0,1,1
967,0.0,0.0,1.0
968,0,0,0
969,0.0,0.0,0.0
970,0,0,1
971,0.0,1.0,0.0
972,0,0,1
973,0.0,0.0,1.0
974,0,1,1
975,1.0,1.0,1.0
976,0,1,0
977,0.0,0.0,1.0
978,1,0,1
979,0.0,0.0,0.0
980,0,1,1
981,1.0,1.0,1.0
982,0,0,0
983,0.0,1.0,1.0
984,1,1,1
985,0.0,0.0,1.0
986,0,0,1
987,0.0,1.0,1.0
988,0,0,1
989,0.0,0.0,0.0
990,1,0,1
991,0.0,1.0,1.0
992,0,0,0
993,1.0,0.0,1.0
994,0,0,0
995,1.0,1.0,1.0
996,0,0,1
997,0.0,0.0,1.0
998,0,0,1
999,0.0,0.0,0.0
