"","A1","A2","A3","A4","A5"
"ID278",0,1,0,1,1
"ID279",0,0,1,1,1
"ID280",0,1,1,1,1
"ID281",0,1,0,1,0
"ID282",0,0,1,0,0
"ID283",0,0,1,1,1
"ID284",0,1,0,0,1
"ID285",1,1,1,1,1
"ID286",0,0,1,1,1
"ID287",0,1,1,1,1
"ID288",0,1,1,1,1
"ID289",0,0,0,1,1
"ID290",1,0,1,1,1
"ID291",1,0,1,1,1
"ID292",0,0,1,0,1
"ID293",1,0,1,1,1
"ID294",1,1,1,1,1
"ID295",0,0,0,1,1
"ID296",0,0,0,1,1
"ID297",0,1,0,0,1
"ID298",0,1,0,1,1
"ID299",0,0,0,1,1
"ID300",0,0,0,0,1
