,0,1,2,3,4,5,6
37,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,1.0,0.0,1.0,1.0,1.0,1.0,1.0
42,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,1.0,0.0,1.0,1.0,1.0,1.0,1.0
44,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,1.0,1.0,1.0,1.0,1.0,1.0,0.0
58,0.0,0.0,0.0,0.0,0.0,1.0,0.0
59,1.0,0.0,1.0,1.0,1.0,1.0,1.0
60,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,1.0,0.0,1.0,1.0,1.0,1.0,1.0
62,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74,1.0,0.0,0.0,0.0,0.0,1.0,0.0
75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76,1.0,1.0,0.0,0.0,1.0,1.0,1.0
77,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78,1.0,0.0,1.0,1.0,1.0,1.0,1.0
79,0.0,0.0,0.0,0.0,0.0,1.0,0.0
80,1.0,0.0,1.0,1.0,1.0,1.0,1.0
81,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,0.0,0.0,0.0,0.0,0.0,1.0,0.0
86,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,0.0,0.0,0.0,0.0,0.0,1.0,0.0
94,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,1.0,0.0,0.0,1.0,1.0,1.0,1.0
100,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101,0.0,0.0,0.0,0.0,0.0,1.0,0.0
102,1.0,0.0,1.0,1.0,1.0,1.0,0.0
103,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,0.0,0.0,0.0,0.0,0.0,1.0,0.0
106,1.0,1.0,1.0,1.0,1.0,1.0,0.0
107,0.0,0.0,0.0,0.0,0.0,1.0,0.0
108,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,0.0,0.0,0.0,0.0,0.0,1.0,0.0
110,1.0,0.0,1.0,1.0,1.0,1.0,0.0
111,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112,1.0,0.0,1.0,1.0,1.0,1.0,1.0
113,0.0,0.0,0.0,0.0,0.0,1.0,0.0
114,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,0.0,0.0,0.0,0.0,0.0,1.0,0.0
116,1.0,1.0,0.0,1.0,1.0,1.0,1.0
117,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,0.0,0.0,0.0,0.0,0.0,1.0,0.0
120,1.0,0.0,0.0,1.0,1.0,1.0,0.0
121,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122,0.0,0.0,0.0,0.0,0.0,1.0,0.0
123,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124,0.0,0.0,0.0,0.0,0.0,1.0,0.0
125,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127,1.0,0.0,1.0,1.0,1.0,1.0,1.0
128,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129,1.0,0.0,1.0,1.0,1.0,1.0,1.0
130,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131,0.0,0.0,0.0,0.0,0.0,1.0,0.0
132,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133,0.0,0.0,0.0,0.0,0.0,1.0,0.0
134,1.0,0.0,0.0,1.0,1.0,1.0,1.0
135,0.0,0.0,0.0,0.0,0.0,1.0,0.0
136,1.0,0.0,1.0,1.0,1.0,1.0,1.0
137,0.0,0.0,0.0,0.0,0.0,1.0,0.0
138,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,0.0,0.0,0.0,0.0,0.0,1.0,0.0
140,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,0.0,0.0,0.0,0.0,0.0,1.0,0.0
142,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,0.0,0.0,0.0,0.0,0.0,1.0,0.0
144,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145,0.0,0.0,0.0,0.0,0.0,1.0,0.0
146,1.0,1.0,1.0,1.0,1.0,1.0,1.0
147,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148,0.0,0.0,0.0,0.0,0.0,1.0,0.0
149,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150,1.0,0.0,1.0,1.0,1.0,1.0,1.0
151,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152,1.0,1.0,1.0,1.0,1.0,1.0,1.0
153,0.0,0.0,0.0,0.0,0.0,1.0,0.0
154,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155,0.0,0.0,0.0,0.0,0.0,1.0,0.0
156,1.0,1.0,1.0,1.0,1.0,1.0,1.0
157,0.0,0.0,0.0,0.0,0.0,1.0,0.0
158,1.0,1.0,1.0,1.0,1.0,1.0,0.0
159,0.0,0.0,0.0,0.0,0.0,1.0,0.0
160,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161,0.0,0.0,0.0,0.0,0.0,1.0,0.0
162,1.0,0.0,1.0,1.0,1.0,1.0,1.0
163,0.0,0.0,0.0,0.0,0.0,1.0,0.0
164,1.0,1.0,1.0,1.0,1.0,1.0,1.0
165,0.0,0.0,0.0,0.0,0.0,1.0,0.0
166,1.0,1.0,1.0,1.0,1.0,1.0,1.0
167,0.0,0.0,0.0,0.0,0.0,1.0,0.0
168,0.0,0.0,0.0,0.0,0.0,1.0,0.0
169,1.0,0.0,0.0,1.0,1.0,1.0,0.0
170,0.0,0.0,0.0,0.0,0.0,1.0,0.0
171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
172,0.0,0.0,0.0,0.0,0.0,1.0,0.0
173,0.0,0.0,1.0,0.0,0.0,1.0,0.0
174,0.0,0.0,0.0,0.0,0.0,1.0,0.0
175,0.0,1.0,0.0,1.0,1.0,1.0,0.0
176,0.0,0.0,0.0,0.0,0.0,1.0,0.0
177,1.0,1.0,1.0,1.0,1.0,1.0,1.0
178,0.0,0.0,0.0,0.0,0.0,1.0,0.0
179,1.0,0.0,0.0,1.0,1.0,1.0,0.0
180,0.0,0.0,0.0,0.0,0.0,1.0,0.0
181,1.0,1.0,1.0,1.0,1.0,1.0,1.0
182,0.0,0.0,0.0,0.0,0.0,1.0,0.0
183,1.0,1.0,1.0,1.0,1.0,1.0,1.0
184,0.0,0.0,0.0,0.0,0.0,1.0,0.0
185,0.0,0.0,0.0,0.0,0.0,1.0,0.0
186,1.0,1.0,1.0,1.0,1.0,1.0,1.0
187,0.0,0.0,0.0,0.0,0.0,1.0,0.0
188,0.0,0.0,0.0,0.0,0.0,1.0,0.0
189,1.0,1.0,1.0,1.0,1.0,1.0,1.0
190,0.0,0.0,0.0,0.0,0.0,1.0,0.0
191,1.0,0.0,1.0,1.0,1.0,1.0,1.0
192,1.0,1.0,1.0,1.0,1.0,1.0,1.0
193,0.0,0.0,0.0,0.0,0.0,1.0,0.0
194,1.0,1.0,0.0,1.0,0.0,1.0,1.0
195,0.0,0.0,0.0,0.0,0.0,1.0,0.0
196,1.0,1.0,1.0,1.0,1.0,1.0,1.0
197,0.0,0.0,0.0,0.0,0.0,1.0,0.0
198,1.0,0.0,1.0,1.0,1.0,1.0,1.0
199,0.0,0.0,0.0,0.0,0.0,1.0,0.0
200,1.0,0.0,0.0,1.0,1.0,1.0,0.0
201,0.0,0.0,0.0,0.0,0.0,1.0,0.0
202,1.0,0.0,0.0,1.0,0.0,0.0,1.0
203,0.0,0.0,0.0,0.0,0.0,1.0,0.0
204,1.0,0.0,1.0,1.0,1.0,1.0,1.0
205,0.0,0.0,0.0,0.0,0.0,1.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,1.0,0.0
208,1.0,1.0,1.0,1.0,1.0,1.0,1.0
209,0.0,0.0,0.0,0.0,0.0,1.0,0.0
210,1.0,1.0,1.0,1.0,1.0,1.0,1.0
211,0.0,0.0,0.0,0.0,0.0,1.0,0.0
212,1.0,0.0,0.0,1.0,1.0,1.0,0.0
213,0.0,0.0,0.0,0.0,0.0,1.0,0.0
214,1.0,1.0,1.0,1.0,1.0,1.0,1.0
215,0.0,0.0,0.0,0.0,0.0,1.0,0.0
216,1.0,0.0,1.0,1.0,1.0,1.0,1.0
217,0.0,0.0,0.0,0.0,0.0,1.0,0.0
218,1.0,1.0,1.0,1.0,1.0,1.0,1.0
219,0.0,0.0,0.0,0.0,0.0,1.0,0.0
220,1.0,1.0,1.0,1.0,1.0,1.0,1.0
221,0.0,0.0,0.0,0.0,0.0,1.0,0.0
222,1.0,0.0,1.0,1.0,1.0,1.0,1.0
223,0.0,0.0,0.0,0.0,0.0,1.0,0.0
224,0.0,0.0,0.0,0.0,0.0,1.0,0.0
225,0.0,0.0,0.0,0.0,0.0,1.0,0.0
226,1.0,0.0,1.0,1.0,0.0,1.0,1.0
227,0.0,0.0,0.0,0.0,0.0,1.0,0.0
228,0.0,0.0,0.0,0.0,0.0,1.0,0.0
229,1.0,1.0,1.0,1.0,1.0,1.0,1.0
230,0.0,0.0,0.0,0.0,0.0,1.0,0.0
231,1.0,0.0,1.0,1.0,1.0,1.0,1.0
232,0.0,0.0,0.0,0.0,0.0,1.0,0.0
233,1.0,1.0,1.0,1.0,1.0,1.0,1.0
234,0.0,0.0,0.0,0.0,0.0,1.0,0.0
235,1.0,0.0,0.0,1.0,1.0,1.0,1.0
236,0.0,0.0,0.0,0.0,0.0,1.0,0.0
237,1.0,0.0,1.0,1.0,1.0,1.0,1.0
238,0.0,0.0,0.0,0.0,0.0,1.0,0.0
239,1.0,1.0,1.0,1.0,1.0,1.0,1.0
240,0.0,0.0,0.0,0.0,0.0,1.0,0.0
241,1.0,1.0,0.0,1.0,1.0,1.0,1.0
242,0.0,0.0,0.0,0.0,0.0,1.0,0.0
243,1.0,0.0,1.0,1.0,1.0,1.0,1.0
244,0.0,1.0,0.0,1.0,1.0,1.0,0.0
245,0.0,0.0,0.0,0.0,0.0,1.0,0.0
246,1.0,1.0,1.0,1.0,1.0,1.0,1.0
247,0.0,0.0,0.0,0.0,0.0,1.0,0.0
248,1.0,1.0,1.0,1.0,1.0,1.0,1.0
249,0.0,0.0,0.0,0.0,0.0,1.0,0.0
250,1.0,1.0,1.0,1.0,1.0,1.0,1.0
251,0.0,0.0,0.0,0.0,0.0,1.0,0.0
252,1.0,1.0,1.0,1.0,1.0,1.0,1.0
253,0.0,0.0,0.0,0.0,0.0,1.0,0.0
254,1.0,0.0,1.0,1.0,1.0,1.0,1.0
255,0.0,0.0,0.0,0.0,0.0,1.0,0.0
256,1.0,1.0,1.0,1.0,1.0,1.0,1.0
257,0.0,0.0,0.0,0.0,0.0,1.0,0.0
258,1.0,1.0,0.0,1.0,1.0,1.0,1.0
259,0.0,0.0,0.0,0.0,0.0,1.0,0.0
260,1.0,0.0,0.0,1.0,1.0,1.0,0.0
261,0.0,0.0,0.0,0.0,0.0,1.0,0.0
262,1.0,1.0,1.0,1.0,1.0,1.0,1.0
263,0.0,0.0,0.0,0.0,0.0,1.0,0.0
264,1.0,0.0,1.0,1.0,1.0,1.0,0.0
265,0.0,0.0,0.0,0.0,0.0,1.0,0.0
266,1.0,0.0,0.0,1.0,1.0,1.0,0.0
267,0.0,0.0,0.0,0.0,0.0,1.0,0.0
268,1.0,1.0,0.0,0.0,1.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,1.0,0.0
270,1.0,1.0,1.0,1.0,1.0,1.0,1.0
271,0.0,0.0,0.0,0.0,0.0,1.0,0.0
272,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,0.0,0.0,0.0,0.0,0.0,1.0,0.0
274,1.0,0.0,1.0,1.0,1.0,1.0,1.0
275,0.0,0.0,0.0,0.0,0.0,1.0,0.0
276,1.0,1.0,0.0,1.0,1.0,1.0,1.0
277,0.0,0.0,0.0,0.0,0.0,1.0,0.0
278,1.0,0.0,1.0,1.0,1.0,1.0,1.0
279,0.0,0.0,0.0,0.0,0.0,1.0,0.0
280,1.0,0.0,0.0,1.0,1.0,1.0,1.0
281,0.0,0.0,0.0,0.0,0.0,1.0,0.0
282,0.0,0.0,0.0,0.0,0.0,1.0,0.0
283,0.0,0.0,0.0,0.0,0.0,1.0,0.0
284,1.0,1.0,1.0,1.0,1.0,1.0,1.0
285,0.0,0.0,0.0,0.0,0.0,1.0,0.0
286,1.0,1.0,1.0,1.0,1.0,1.0,1.0
287,0.0,0.0,0.0,0.0,0.0,1.0,0.0
288,0.0,0.0,0.0,0.0,0.0,1.0,0.0
289,1.0,0.0,1.0,1.0,1.0,1.0,1.0
290,0.0,0.0,0.0,0.0,0.0,1.0,0.0
291,1.0,0.0,0.0,1.0,1.0,1.0,0.0
292,0.0,0.0,0.0,0.0,0.0,1.0,0.0
293,1.0,1.0,1.0,1.0,1.0,1.0,0.0
294,0.0,0.0,0.0,0.0,0.0,1.0,0.0
295,1.0,1.0,1.0,1.0,1.0,1.0,1.0
296,0.0,0.0,0.0,0.0,0.0,1.0,0.0
297,1.0,1.0,1.0,1.0,1.0,1.0,1.0
298,1.0,0.0,0.0,1.0,1.0,0.0,1.0
299,0.0,0.0,0.0,0.0,0.0,1.0,0.0
300,1.0,0.0,0.0,1.0,1.0,1.0,1.0
301,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302,1.0,1.0,1.0,1.0,1.0,1.0,1.0
303,0.0,0.0,0.0,0.0,0.0,1.0,0.0
304,1.0,1.0,0.0,1.0,1.0,1.0,1.0
305,0.0,0.0,0.0,0.0,0.0,1.0,0.0
306,1.0,1.0,1.0,1.0,1.0,1.0,1.0
307,0.0,0.0,0.0,0.0,0.0,1.0,0.0
308,0.0,0.0,0.0,0.0,0.0,1.0,1.0
309,0.0,0.0,0.0,0.0,0.0,1.0,0.0
310,1.0,0.0,1.0,1.0,0.0,1.0,1.0
311,0.0,0.0,0.0,0.0,0.0,1.0,0.0
312,1.0,1.0,1.0,1.0,1.0,1.0,1.0
313,0.0,0.0,0.0,0.0,0.0,1.0,0.0
314,1.0,1.0,1.0,1.0,1.0,1.0,1.0
315,0.0,0.0,0.0,0.0,0.0,1.0,0.0
316,1.0,0.0,1.0,1.0,1.0,1.0,1.0
317,0.0,0.0,0.0,0.0,0.0,1.0,0.0
318,0.0,0.0,0.0,0.0,0.0,1.0,0.0
319,1.0,1.0,1.0,1.0,1.0,1.0,1.0
320,0.0,0.0,0.0,0.0,0.0,1.0,0.0
321,1.0,0.0,0.0,1.0,1.0,1.0,0.0
322,0.0,0.0,0.0,0.0,0.0,1.0,0.0
323,1.0,0.0,1.0,1.0,1.0,1.0,1.0
324,0.0,0.0,0.0,0.0,0.0,1.0,0.0
325,1.0,1.0,1.0,1.0,1.0,1.0,1.0
326,0.0,0.0,0.0,0.0,0.0,1.0,0.0
327,1.0,1.0,1.0,1.0,1.0,1.0,1.0
328,0.0,0.0,0.0,0.0,0.0,1.0,0.0
329,1.0,0.0,0.0,1.0,1.0,1.0,0.0
330,0.0,0.0,0.0,0.0,0.0,1.0,0.0
331,1.0,0.0,0.0,1.0,1.0,0.0,1.0
332,0.0,0.0,0.0,0.0,0.0,1.0,0.0
333,1.0,0.0,1.0,1.0,1.0,1.0,0.0
334,0.0,0.0,0.0,0.0,0.0,1.0,0.0
335,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,0.0,0.0,0.0,0.0,0.0,1.0,0.0
337,1.0,1.0,1.0,1.0,1.0,1.0,1.0
338,0.0,0.0,0.0,0.0,0.0,1.0,0.0
339,1.0,0.0,0.0,0.0,0.0,1.0,0.0
340,0.0,0.0,0.0,0.0,0.0,1.0,0.0
341,1.0,1.0,0.0,1.0,1.0,1.0,1.0
342,1.0,0.0,1.0,1.0,1.0,1.0,1.0
343,0.0,0.0,0.0,0.0,0.0,1.0,0.0
344,1.0,0.0,1.0,1.0,1.0,1.0,1.0
345,0.0,0.0,0.0,0.0,0.0,1.0,0.0
346,1.0,1.0,1.0,1.0,1.0,1.0,1.0
347,0.0,0.0,0.0,0.0,0.0,1.0,0.0
348,1.0,1.0,1.0,1.0,1.0,1.0,1.0
349,0.0,0.0,0.0,0.0,0.0,1.0,0.0
350,1.0,1.0,1.0,1.0,1.0,1.0,1.0
351,0.0,0.0,0.0,0.0,0.0,1.0,0.0
352,1.0,0.0,1.0,1.0,1.0,1.0,1.0
353,0.0,0.0,0.0,0.0,0.0,1.0,0.0
354,1.0,0.0,1.0,1.0,1.0,1.0,1.0
355,0.0,0.0,0.0,0.0,0.0,1.0,0.0
356,1.0,1.0,1.0,1.0,1.0,1.0,1.0
357,0.0,0.0,0.0,0.0,0.0,1.0,0.0
358,1.0,1.0,0.0,1.0,0.0,1.0,1.0
359,0.0,0.0,0.0,0.0,0.0,1.0,0.0
360,1.0,0.0,1.0,1.0,1.0,1.0,1.0
361,0.0,0.0,0.0,0.0,0.0,1.0,0.0
362,1.0,0.0,1.0,1.0,1.0,1.0,0.0
363,1.0,0.0,1.0,1.0,1.0,1.0,1.0
364,0.0,0.0,0.0,0.0,0.0,1.0,0.0
365,1.0,1.0,1.0,1.0,1.0,1.0,1.0
366,0.0,0.0,0.0,0.0,0.0,1.0,0.0
367,1.0,1.0,1.0,1.0,1.0,1.0,1.0
368,0.0,0.0,0.0,0.0,0.0,1.0,0.0
369,1.0,0.0,1.0,1.0,1.0,1.0,1.0
370,0.0,0.0,0.0,0.0,0.0,1.0,0.0
371,1.0,1.0,1.0,1.0,1.0,1.0,1.0
372,0.0,0.0,0.0,0.0,0.0,1.0,0.0
373,1.0,1.0,1.0,1.0,1.0,1.0,1.0
374,0.0,0.0,0.0,0.0,0.0,1.0,0.0
375,1.0,1.0,1.0,1.0,1.0,1.0,1.0
376,0.0,0.0,0.0,0.0,0.0,1.0,0.0
377,1.0,1.0,1.0,1.0,1.0,1.0,1.0
378,0.0,0.0,0.0,0.0,0.0,1.0,0.0
379,0.0,0.0,0.0,0.0,0.0,1.0,0.0
380,1.0,0.0,1.0,1.0,1.0,1.0,1.0
381,0.0,0.0,0.0,0.0,0.0,1.0,0.0
382,1.0,1.0,1.0,1.0,1.0,1.0,1.0
383,0.0,0.0,0.0,0.0,0.0,1.0,0.0
384,1.0,1.0,1.0,1.0,1.0,1.0,1.0
385,0.0,0.0,0.0,0.0,0.0,1.0,0.0
386,1.0,1.0,1.0,1.0,1.0,1.0,1.0
387,0.0,0.0,0.0,0.0,0.0,1.0,0.0
388,1.0,1.0,0.0,1.0,1.0,1.0,1.0
389,0.0,0.0,0.0,0.0,0.0,1.0,0.0
390,0.0,0.0,0.0,0.0,0.0,1.0,0.0
391,1.0,1.0,1.0,1.0,1.0,1.0,1.0
392,0.0,0.0,0.0,0.0,0.0,1.0,0.0
393,1.0,0.0,1.0,1.0,1.0,1.0,1.0
394,0.0,0.0,0.0,0.0,0.0,1.0,0.0
395,1.0,0.0,1.0,1.0,1.0,1.0,1.0
396,0.0,0.0,0.0,0.0,0.0,1.0,0.0
397,0.0,0.0,0.0,0.0,0.0,1.0,0.0
398,1.0,1.0,1.0,1.0,1.0,1.0,0.0
399,0.0,0.0,0.0,0.0,0.0,1.0,0.0
400,1.0,0.0,1.0,1.0,1.0,1.0,0.0
401,0.0,0.0,0.0,0.0,0.0,1.0,0.0
402,1.0,0.0,1.0,1.0,1.0,1.0,1.0
403,0.0,0.0,0.0,0.0,0.0,1.0,0.0
404,1.0,0.0,1.0,1.0,1.0,1.0,1.0
405,0.0,0.0,0.0,0.0,0.0,1.0,0.0
406,1.0,0.0,1.0,1.0,1.0,1.0,1.0
407,0.0,0.0,0.0,0.0,0.0,1.0,0.0
408,1.0,0.0,1.0,1.0,1.0,1.0,1.0
409,0.0,0.0,0.0,0.0,0.0,1.0,0.0
410,1.0,0.0,1.0,1.0,1.0,1.0,1.0
411,0.0,0.0,0.0,0.0,0.0,1.0,0.0
412,1.0,0.0,1.0,1.0,1.0,1.0,1.0
413,0.0,0.0,0.0,0.0,0.0,1.0,0.0
414,1.0,1.0,0.0,1.0,1.0,1.0,1.0
415,0.0,0.0,0.0,0.0,0.0,1.0,0.0
416,1.0,0.0,1.0,1.0,1.0,1.0,1.0
417,1.0,0.0,1.0,1.0,1.0,1.0,1.0
418,0.0,0.0,0.0,0.0,0.0,1.0,0.0
419,1.0,1.0,1.0,1.0,1.0,1.0,1.0
420,0.0,0.0,0.0,0.0,0.0,1.0,0.0
421,1.0,1.0,1.0,1.0,1.0,1.0,1.0
422,0.0,0.0,0.0,0.0,0.0,1.0,0.0
423,1.0,1.0,1.0,1.0,1.0,1.0,1.0
424,0.0,0.0,0.0,0.0,0.0,1.0,0.0
425,0.0,0.0,0.0,0.0,0.0,1.0,0.0
426,0.0,0.0,0.0,0.0,0.0,1.0,0.0
427,1.0,1.0,1.0,1.0,1.0,1.0,1.0
428,0.0,0.0,0.0,0.0,0.0,1.0,0.0
429,1.0,0.0,0.0,1.0,1.0,1.0,1.0
430,0.0,0.0,0.0,0.0,0.0,1.0,0.0
431,1.0,0.0,1.0,1.0,1.0,1.0,0.0
432,0.0,0.0,0.0,0.0,0.0,1.0,0.0
433,1.0,0.0,1.0,1.0,1.0,1.0,1.0
434,0.0,0.0,0.0,0.0,0.0,1.0,0.0
435,1.0,0.0,0.0,1.0,1.0,1.0,1.0
436,0.0,0.0,0.0,0.0,0.0,1.0,0.0
437,1.0,0.0,0.0,0.0,0.0,1.0,0.0
438,0.0,0.0,0.0,0.0,0.0,1.0,0.0
439,1.0,1.0,1.0,1.0,1.0,1.0,1.0
440,0.0,0.0,0.0,0.0,0.0,1.0,0.0
441,1.0,0.0,1.0,1.0,1.0,1.0,1.0
442,0.0,0.0,0.0,0.0,0.0,1.0,0.0
443,1.0,1.0,0.0,1.0,1.0,1.0,0.0
444,0.0,0.0,0.0,0.0,0.0,1.0,0.0
445,0.0,0.0,0.0,0.0,0.0,1.0,0.0
446,0.0,0.0,0.0,0.0,0.0,1.0,0.0
447,1.0,1.0,1.0,1.0,1.0,1.0,1.0
448,0.0,0.0,0.0,0.0,0.0,1.0,0.0
449,1.0,1.0,1.0,1.0,1.0,1.0,1.0
450,0.0,0.0,0.0,0.0,0.0,1.0,0.0
451,1.0,0.0,1.0,1.0,1.0,1.0,1.0
452,0.0,0.0,0.0,0.0,0.0,1.0,0.0
453,1.0,1.0,1.0,1.0,1.0,1.0,1.0
454,0.0,0.0,0.0,0.0,0.0,1.0,0.0
455,1.0,1.0,1.0,1.0,1.0,1.0,1.0
456,0.0,0.0,0.0,0.0,0.0,1.0,0.0
457,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458,0.0,0.0,0.0,0.0,0.0,1.0,0.0
459,1.0,0.0,1.0,1.0,1.0,1.0,1.0
460,0.0,0.0,0.0,0.0,0.0,1.0,0.0
461,1.0,0.0,1.0,1.0,1.0,1.0,1.0
462,0.0,0.0,0.0,0.0,0.0,1.0,0.0
463,1.0,1.0,0.0,0.0,1.0,1.0,0.0
464,0.0,0.0,0.0,0.0,0.0,1.0,0.0
