Unnamed: 0,A1,A2,A3
134,1.0,1.0,1.0
135,1,1,1
136,1.0,1.0,1.0
137,0.0,0.0,1.0
138,0,1,1
139,0.0,0.0,1.0
140,0.0,0.0,1.0
141,1,1,1
142,0.0,0.0,0.0
143,0.0,1.0,1.0
144,0,0,0
145,0.0,0.0,0.0
146,0.0,1.0,1.0
147,0,0,1
148,0.0,0.0,1.0
149,1.0,1.0,1.0
150,0,1,1
151,0.0,1.0,1.0
152,0.0,0.0,1.0
153,1,1,1
154,0.0,1.0,1.0
155,0.0,0.0,1.0
156,0,0,1
157,0.0,0.0,1.0
158,0.0,0.0,1.0
159,0,1,1
160,0.0,0.0,1.0
161,1.0,0.0,1.0
162,0,0,1
163,0.0,1.0,0.0
164,1.0,1.0,1.0
165,1,0,1
166,0.0,0.0,1.0
167,0.0,0.0,1.0
168,0,1,1
169,0.0,0.0,1.0
170,0.0,0.0,0.0
171,0,1,1
172,0.0,0.0,0.0
173,0.0,0.0,1.0
174,0,1,0
175,0.0,1.0,1.0
176,0.0,0.0,0.0
177,0,0,0
178,0.0,0.0,1.0
179,0.0,0.0,1.0
180,0,1,1
181,0.0,1.0,1.0
182,0.0,1.0,1.0
183,0,0,1
184,0.0,1.0,1.0
185,0.0,0.0,1.0
186,1,1,1
187,0.0,1.0,1.0
188,0.0,1.0,0.0
189,1,0,1
190,0.0,1.0,1.0
191,0.0,0.0,0.0
192,0,1,1
193,0.0,0.0,1.0
194,0.0,1.0,1.0
195,0,0,1
196,0.0,1.0,1.0
197,0.0,0.0,1.0
198,1,1,1
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,0,0,0
202,0.0,1.0,1.0
203,0.0,0.0,1.0
204,0,0,1
205,0.0,1.0,1.0
206,0.0,0.0,1.0
207,0,1,1
208,1.0,1.0,1.0
209,1.0,1.0,1.0
210,0,0,0
211,0.0,0.0,1.0
212,0.0,1.0,1.0
213,0,1,1
214,1.0,1.0,0.0
215,0.0,0.0,0.0
216,0,0,1
217,1.0,1.0,1.0
218,0.0,0.0,1.0
219,0,0,1
220,0.0,1.0,1.0
221,1.0,0.0,0.0
222,0,0,1
223,0.0,1.0,1.0
224,1.0,1.0,1.0
225,0,0,1
226,1.0,1.0,1.0
227,1.0,0.0,1.0
228,0,1,1
229,0.0,0.0,1.0
230,1.0,1.0,1.0
231,0,0,0
232,1.0,0.0,1.0
233,0.0,0.0,1.0
234,0,1,1
235,0.0,0.0,1.0
236,0.0,0.0,1.0
237,1,0,1
238,1.0,1.0,1.0
239,0.0,0.0,0.0
240,1,1,1
241,0.0,0.0,0.0
242,1.0,0.0,0.0
243,0,0,1
244,0.0,0.0,1.0
245,0.0,1.0,1.0
246,0,1,1
247,0.0,1.0,1.0
248,0.0,0.0,1.0
249,0,1,1
250,0.0,0.0,1.0
251,0.0,0.0,1.0
252,0,1,1
253,0.0,0.0,1.0
254,0.0,0.0,0.0
255,1,1,1
256,0.0,1.0,1.0
257,1.0,1.0,1.0
258,0,0,1
259,1.0,1.0,0.0
260,0.0,1.0,0.0
261,0,0,1
262,0.0,0.0,1.0
263,0.0,0.0,1.0
264,1,0,1
265,0.0,0.0,1.0
266,0.0,0.0,1.0
267,1,1,1
268,0.0,0.0,1.0
269,0.0,1.0,1.0
270,0,1,1
271,0.0,0.0,1.0
272,0.0,0.0,1.0
273,0,1,1
274,0.0,1.0,1.0
275,0.0,0.0,1.0
276,0,1,1
277,0.0,0.0,1.0
278,0.0,1.0,1.0
279,0,0,0
280,0.0,1.0,0.0
281,1.0,0.0,1.0
282,0,1,1
283,0.0,0.0,0.0
284,0.0,1.0,1.0
285,0,0,1
286,1.0,1.0,1.0
287,0.0,1.0,0.0
288,0,1,1
289,0.0,1.0,1.0
290,1.0,0.0,1.0
291,0,1,1
292,0.0,1.0,1.0
293,0.0,1.0,1.0
294,0,0,1
295,1.0,0.0,0.0
296,1.0,0.0,1.0
297,0,0,1
298,1.0,1.0,1.0
299,0.0,1.0,1.0
