Unnamed: 0,A1,A2,A3
146,0,1,1
147,0.0,0.0,1.0
148,0,1,1
149,1.0,1.0,1.0
150,0,1,1
151,0.0,1.0,1.0
152,0,0,1
153,1.0,1.0,1.0
154,0,1,1
155,0.0,0.0,1.0
156,0,0,1
157,0.0,0.0,1.0
158,0,0,1
159,0.0,1.0,1.0
160,0,0,0
161,1.0,0.0,1.0
162,0,0,1
163,0.0,1.0,0.0
164,1,1,1
165,1.0,0.0,1.0
166,0,0,1
167,0.0,0.0,1.0
168,0,1,1
169,0.0,0.0,1.0
170,0,0,1
171,0.0,1.0,1.0
172,0,0,0
173,0.0,0.0,1.0
174,0,1,0
175,0.0,1.0,1.0
176,1,0,1
177,0.0,0.0,0.0
178,0,0,1
179,0.0,0.0,1.0
180,0,1,1
181,0.0,1.0,1.0
182,0,1,1
183,0.0,0.0,1.0
184,0,1,1
185,0.0,0.0,1.0
186,1,1,1
187,0.0,1.0,1.0
188,0,1,1
189,1.0,0.0,1.0
190,0,1,1
191,0.0,0.0,0.0
192,0,1,1
193,0.0,0.0,1.0
194,0,1,1
195,0.0,0.0,1.0
196,0,1,1
197,0.0,0.0,1.0
198,1,1,1
199,0.0,0.0,0.0
200,0,0,0
201,0.0,0.0,0.0
202,0,1,1
203,0.0,0.0,1.0
204,0,0,1
205,0.0,1.0,1.0
206,0,0,1
207,0.0,1.0,1.0
208,1,1,1
209,1.0,1.0,1.0
210,0,0,0
211,0.0,0.0,1.0
212,0,1,1
213,1.0,1.0,1.0
214,1,1,0
215,0.0,0.0,0.0
216,0,0,1
217,1.0,1.0,1.0
218,0,1,1
219,0.0,0.0,1.0
220,0,1,1
221,1.0,0.0,0.0
222,0,0,1
223,0.0,1.0,1.0
224,1,1,1
225,0.0,0.0,1.0
226,1,1,1
227,1.0,0.0,1.0
228,0,1,1
229,0.0,0.0,1.0
230,1,1,1
231,0.0,0.0,0.0
232,0,0,1
233,0.0,0.0,1.0
234,0,1,1
235,0.0,0.0,1.0
236,0,1,1
237,1.0,0.0,1.0
238,1,1,1
239,0.0,0.0,0.0
240,1,1,1
241,0.0,0.0,0.0
242,0,0,0
243,0.0,0.0,0.0
244,0,0,1
245,0.0,1.0,1.0
246,0,1,1
247,0.0,1.0,1.0
248,0,0,1
249,0.0,0.0,1.0
250,0,0,0
251,0.0,0.0,1.0
252,0,1,1
253,0.0,0.0,1.0
254,0,0,1
255,1.0,1.0,1.0
256,0,1,1
257,1.0,1.0,1.0
258,0,0,1
259,1.0,1.0,0.0
260,0,1,0
261,0.0,0.0,1.0
262,0,0,1
263,0.0,0.0,1.0
264,1,0,1
265,0.0,0.0,1.0
266,0,0,1
267,1.0,1.0,1.0
268,0,0,1
269,0.0,1.0,1.0
270,0,1,1
271,0.0,0.0,1.0
272,0,0,1
273,0.0,0.0,1.0
274,0,1,1
275,0.0,0.0,1.0
276,0,1,1
277,0.0,0.0,1.0
278,0,1,1
279,0.0,0.0,0.0
280,0,1,1
281,1.0,0.0,1.0
282,0,1,1
283,0.0,0.0,0.0
284,0,1,1
285,0.0,0.0,1.0
286,0,1,1
287,0.0,1.0,0.0
288,0,1,1
289,0.0,1.0,1.0
290,1,0,1
291,0.0,0.0,1.0
292,0,1,1
293,0.0,1.0,1.0
294,0,0,1
295,1.0,0.0,0.0
296,1,0,1
297,0.0,0.0,0.0
298,1,1,1
299,0.0,1.0,1.0
