Unnamed: 0,A1,A2,A3,A4,A5
179,0.0,1.0,0.0,1.0,1.0
180,0,1,0,0,1
181,0.0,0.0,0.0,0.0,0.0
182,0,0,0,0,1
183,0.0,1.0,1.0,1.0,1.0
184,1,1,1,1,0
185,0.0,0.0,0.0,0.0,0.0
186,0,0,1,1,0
187,0.0,0.0,0.0,1.0,1.0
188,0,0,0,0,1
189,0.0,1.0,0.0,1.0,1.0
190,0,0,1,1,1
191,0.0,0.0,0.0,0.0,0.0
192,0,1,1,1,1
193,1.0,0.0,1.0,0.0,0.0
194,0,0,1,1,1
195,1.0,1.0,1.0,1.0,1.0
196,1,0,1,1,1
197,0.0,0.0,0.0,1.0,1.0
198,0,0,0,0,1
199,0.0,1.0,1.0,1.0,0.0
200,1,1,1,1,1
201,0.0,1.0,1.0,1.0,0.0
202,0,0,0,1,0
203,0.0,0.0,0.0,1.0,1.0
204,0,0,1,0,1
205,1.0,1.0,1.0,1.0,1.0
206,0,0,0,1,0
207,0.0,1.0,0.0,1.0,1.0
208,1,1,1,1,1
209,0.0,1.0,1.0,1.0,1.0
210,0,0,0,0,1
211,0.0,0.0,0.0,1.0,0.0
212,0,1,0,1,1
213,0.0,1.0,1.0,1.0,1.0
214,0,0,1,1,1
215,0.0,0.0,0.0,1.0,0.0
216,0,1,0,1,1
217,0.0,0.0,0.0,0.0,0.0
218,0,0,0,1,1
219,1.0,1.0,1.0,1.0,1.0
220,0,0,0,0,1
221,0.0,0.0,0.0,1.0,0.0
222,0,0,1,1,1
223,1.0,1.0,1.0,1.0,1.0
224,0,0,1,0,1
225,1.0,1.0,1.0,1.0,1.0
226,0,0,0,0,0
227,0.0,0.0,0.0,1.0,1.0
228,0,0,1,1,1
229,0.0,0.0,0.0,1.0,0.0
230,0,1,0,0,1
231,0.0,1.0,0.0,1.0,1.0
232,0,0,0,1,0
233,0.0,1.0,1.0,1.0,1.0
234,0,1,1,1,1
235,0.0,0.0,0.0,1.0,0.0
236,0,1,1,1,0
237,1.0,1.0,1.0,1.0,1.0
238,0,1,1,1,1
239,1.0,1.0,1.0,1.0,1.0
240,0,0,1,1,1
241,1.0,1.0,0.0,1.0,1.0
242,0,1,0,0,1
243,0.0,0.0,0.0,1.0,0.0
244,0,0,0,0,1
245,0.0,1.0,1.0,1.0,0.0
246,0,0,1,1,1
247,1.0,1.0,1.0,1.0,1.0
248,0,0,0,0,1
249,0.0,0.0,1.0,0.0,0.0
250,1,0,1,1,1
251,0.0,0.0,0.0,1.0,1.0
252,0,0,1,1,1
253,0.0,0.0,0.0,0.0,0.0
254,0,1,0,1,1
255,0.0,1.0,0.0,1.0,1.0
256,0,0,0,0,1
257,0.0,1.0,0.0,1.0,1.0
258,0,0,0,1,1
259,0.0,0.0,0.0,0.0,0.0
260,0,0,0,1,1
261,1.0,1.0,1.0,1.0,1.0
262,0,0,1,0,1
263,0.0,1.0,0.0,0.0,1.0
264,0,0,0,1,1
265,0.0,1.0,0.0,1.0,1.0
266,0,1,0,1,0
267,0.0,1.0,1.0,1.0,1.0
268,0,1,0,1,1
269,1.0,1.0,1.0,1.0,1.0
270,0,0,1,0,1
271,1.0,1.0,1.0,1.0,0.0
272,0,0,1,1,1
273,0.0,0.0,1.0,0.0,0.0
274,0,0,0,1,0
275,0.0,1.0,1.0,1.0,1.0
276,0,0,0,1,1
277,1.0,0.0,0.0,0.0,0.0
278,0,1,0,1,1
279,0.0,0.0,0.0,1.0,0.0
280,0,0,0,1,1
281,0.0,0.0,0.0,1.0,0.0
282,0,0,1,1,1
283,0.0,1.0,1.0,1.0,1.0
284,0,0,1,1,1
285,0.0,0.0,0.0,1.0,1.0
286,0,1,1,0,1
287,0.0,1.0,0.0,1.0,1.0
288,0,1,0,1,1
289,1.0,1.0,1.0,1.0,1.0
290,0,1,0,0,1
291,0.0,0.0,0.0,1.0,0.0
292,0,0,1,0,1
293,1.0,1.0,1.0,1.0,1.0
294,0,0,0,0,0
295,0.0,1.0,1.0,1.0,1.0
296,0,0,0,0,0
297,1.0,0.0,0.0,1.0,0.0
298,0,1,1,1,1
299,0.0,1.0,1.0,1.0,1.0
