Unnamed: 0,A1,A2,A3,A4,A5
163,0.0,0.0,0.0,1.0,1.0
164,0.0,0.0,0.0,1.0,0.0
165,1,0,1,0,1
166,0.0,0.0,0.0,0.0,0.0
167,0.0,1.0,0.0,1.0,1.0
168,0,0,0,0,0
169,0.0,0.0,1.0,1.0,0.0
170,0.0,0.0,0.0,1.0,1.0
171,0,0,0,0,0
172,1.0,0.0,0.0,1.0,0.0
173,1.0,0.0,0.0,0.0,0.0
174,0,0,1,0,0
175,1.0,1.0,1.0,1.0,1.0
176,0.0,0.0,0.0,0.0,0.0
177,1,0,1,1,1
178,1.0,1.0,1.0,1.0,1.0
179,0.0,1.0,0.0,1.0,1.0
180,0,1,0,0,1
181,0.0,0.0,0.0,0.0,0.0
182,1.0,0.0,0.0,0.0,0.0
183,0,1,1,1,1
184,1.0,1.0,1.0,1.0,1.0
185,0.0,0.0,0.0,0.0,0.0
186,0,0,1,1,0
187,0.0,0.0,0.0,1.0,1.0
188,0.0,0.0,0.0,0.0,0.0
189,0,1,0,1,1
190,0.0,1.0,1.0,1.0,0.0
191,0.0,0.0,0.0,0.0,0.0
192,0,1,1,1,1
193,1.0,0.0,1.0,0.0,0.0
194,0.0,1.0,1.0,1.0,0.0
195,1,1,0,1,1
196,1.0,1.0,1.0,1.0,1.0
197,0.0,0.0,0.0,1.0,1.0
198,0,0,0,0,1
199,0.0,1.0,1.0,1.0,0.0
200,1.0,1.0,1.0,1.0,1.0
201,0,0,1,1,1
202,0.0,0.0,0.0,1.0,0.0
203,0.0,0.0,0.0,1.0,1.0
204,0,0,1,0,1
205,1.0,1.0,1.0,1.0,1.0
206,0.0,0.0,0.0,1.0,0.0
207,0,1,0,1,1
208,1.0,1.0,1.0,1.0,1.0
209,0.0,1.0,1.0,1.0,1.0
210,0,0,0,0,1
211,0.0,0.0,0.0,1.0,0.0
212,0.0,1.0,0.0,1.0,1.0
213,0,0,1,1,1
214,1.0,1.0,1.0,1.0,1.0
215,0.0,0.0,0.0,1.0,0.0
216,0,1,0,1,1
217,0.0,0.0,0.0,0.0,0.0
218,1.0,0.0,0.0,1.0,1.0
219,1,0,1,1,1
220,0.0,0.0,0.0,0.0,1.0
221,0.0,0.0,0.0,1.0,0.0
222,0,0,1,1,1
223,1.0,1.0,1.0,1.0,1.0
224,0.0,0.0,1.0,0.0,0.0
225,1,1,1,1,1
226,1.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,1.0,1.0
228,0,0,1,1,1
229,0.0,0.0,0.0,1.0,0.0
230,0.0,1.0,0.0,1.0,1.0
231,0,1,1,1,1
232,0.0,0.0,0.0,1.0,0.0
233,0.0,1.0,1.0,1.0,1.0
234,0,1,1,1,1
235,0.0,0.0,0.0,1.0,0.0
236,0.0,1.0,1.0,0.0,0.0
237,0,1,1,1,1
238,1.0,1.0,1.0,1.0,1.0
239,1.0,1.0,1.0,1.0,1.0
240,0,0,1,1,1
241,1.0,1.0,0.0,1.0,1.0
242,1.0,1.0,0.0,0.0,1.0
243,0,0,0,0,1
244,0.0,0.0,0.0,0.0,0.0
245,0.0,1.0,1.0,1.0,0.0
246,0,0,1,1,1
247,1.0,1.0,1.0,1.0,1.0
248,0.0,0.0,0.0,0.0,0.0
249,0,0,1,0,1
250,1.0,1.0,1.0,1.0,0.0
251,0.0,0.0,0.0,1.0,1.0
252,0,0,1,1,1
253,0.0,0.0,0.0,0.0,0.0
254,0.0,1.0,0.0,1.0,1.0
255,0,1,0,1,1
256,0.0,0.0,0.0,0.0,0.0
257,0.0,1.0,0.0,1.0,1.0
258,0,0,0,1,1
259,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,1.0,0.0
261,1,1,1,1,1
262,0.0,0.0,0.0,0.0,0.0
263,0.0,1.0,0.0,0.0,1.0
264,0,0,0,1,1
265,0.0,1.0,0.0,1.0,1.0
266,0.0,1.0,1.0,1.0,0.0
267,0,1,1,0,1
268,0.0,1.0,1.0,1.0,0.0
269,1.0,1.0,1.0,1.0,1.0
270,0,0,1,0,1
271,1.0,1.0,1.0,1.0,0.0
272,0.0,1.0,1.0,1.0,0.0
273,0,0,1,0,1
274,0.0,0.0,0.0,0.0,0.0
275,0.0,1.0,1.0,1.0,1.0
276,0,0,0,1,1
277,1.0,0.0,0.0,0.0,0.0
278,1.0,1.0,0.0,1.0,1.0
279,0,0,1,1,1
280,0.0,0.0,0.0,1.0,1.0
281,0.0,0.0,0.0,1.0,0.0
282,0,0,1,1,1
283,0.0,1.0,1.0,1.0,1.0
284,0.0,1.0,1.0,1.0,0.0
285,0,0,0,1,1
286,0.0,1.0,1.0,1.0,1.0
287,0.0,1.0,0.0,1.0,1.0
288,0,1,0,1,1
289,1.0,1.0,1.0,1.0,1.0
290,0.0,1.0,0.0,1.0,1.0
291,0,0,0,1,1
292,0.0,0.0,0.0,0.0,0.0
293,1.0,1.0,1.0,1.0,1.0
294,0,0,0,0,0
295,0.0,1.0,1.0,1.0,1.0
296,1.0,0.0,0.0,0.0,0.0
297,0,0,0,1,1
298,1.0,1.0,1.0,1.0,1.0
299,0.0,1.0,1.0,1.0,1.0
