"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID50",0,1,0,0,0,0,0,0,0,0
"ID51",0,0,0,0,0,1,0,0,1,1
"ID52",0,0,1,1,1,0,0,0,0,1
"ID53",0,0,1,0,1,0,1,0,1,1
"ID54",1,0,0,1,0,0,0,0,1,0
"ID55",1,1,0,1,1,0,1,0,0,0
"ID56",1,0,1,1,1,0,1,1,0,1
"ID57",0,1,1,1,1,0,1,0,1,1
"ID58",1,0,1,1,0,1,1,1,1,1
"ID59",0,1,1,0,1,0,1,1,0,1
"ID60",1,0,1,1,1,1,0,1,0,1
"ID61",0,1,0,0,1,0,0,0,1,0
"ID62",1,0,0,0,1,0,0,1,0,0
"ID63",0,0,1,1,1,0,1,1,1,1
"ID64",1,0,1,0,1,1,1,0,1,0
"ID65",0,1,1,1,1,0,1,1,0,0
"ID66",0,1,1,1,0,0,1,1,0,0
"ID67",1,1,1,1,1,1,0,1,1,0
"ID68",0,0,1,1,0,0,0,0,1,0
"ID69",0,0,1,1,0,0,0,0,0,1
"ID70",0,1,1,1,0,0,0,1,1,1
"ID71",0,1,1,0,1,1,0,1,0,1
"ID72",0,1,1,1,1,1,0,0,1,0
"ID73",0,0,0,0,0,0,0,0,1,0
"ID74",1,0,1,0,1,0,0,0,1,0
"ID75",0,1,1,1,0,0,0,1,1,1
"ID76",1,0,0,0,1,0,0,1,1,0
"ID77",0,1,1,0,0,0,1,1,0,0
"ID78",0,1,1,1,0,0,0,0,1,0
"ID79",1,0,1,1,1,0,1,1,1,0
"ID80",1,0,1,0,1,1,1,0,1,0
"ID81",0,0,0,0,1,0,1,1,1,1
"ID82",0,0,0,0,1,0,1,0,0,1
"ID83",1,0,0,0,1,0,1,0,0,0
"ID84",0,0,1,1,0,0,0,0,1,0
"ID85",0,1,1,0,0,0,0,0,0,1
"ID86",0,1,1,1,1,0,1,0,0,1
"ID87",0,0,1,0,0,1,0,0,0,1
"ID88",1,0,1,1,0,0,1,0,0,1
"ID89",0,0,0,0,0,0,0,0,0,0
"ID90",0,0,0,1,0,0,1,0,1,1
"ID91",0,0,1,1,1,0,1,0,1,0
"ID92",0,1,1,1,1,0,0,1,0,0
"ID93",0,0,0,1,0,0,0,0,0,0
"ID94",1,0,0,1,0,0,1,1,1,0
"ID95",1,0,0,0,1,0,1,0,1,0
"ID96",0,1,0,1,0,0,0,0,1,1
"ID97",0,0,1,1,0,0,0,1,0,1
"ID98",0,1,1,0,0,0,1,0,1,1
"ID99",0,0,1,1,0,0,0,0,0,1
"ID100",1,0,0,0,1,1,1,0,0,0
"ID101",1,0,1,1,1,0,0,0,0,0
"ID102",0,0,1,1,0,1,1,1,1,1
"ID103",0,0,0,1,1,0,0,0,0,1
"ID104",0,0,1,0,0,0,1,0,0,0
"ID105",1,0,1,0,0,0,1,0,1,1
"ID106",0,0,0,1,0,0,0,0,0,1
"ID107",0,1,0,1,1,0,0,0,1,1
"ID108",1,1,0,0,0,1,0,1,0,1
"ID109",0,0,0,0,0,0,0,0,0,0
"ID110",0,0,1,1,0,0,1,0,0,0
"ID111",0,0,1,1,1,1,1,1,1,1
"ID112",0,1,0,0,0,1,1,1,1,1
"ID113",0,0,1,1,1,0,0,1,1,1
"ID114",0,0,1,1,0,0,1,0,1,0
"ID115",1,0,1,1,1,1,1,0,1,1
"ID116",0,1,0,1,1,0,0,1,0,0
"ID117",0,1,0,0,0,1,1,0,1,1
"ID118",0,0,0,1,1,0,0,0,0,0
"ID119",0,1,1,1,0,0,1,1,0,1
"ID120",0,1,1,0,1,0,1,0,1,1
"ID121",1,0,1,0,0,0,0,1,0,1
"ID122",1,1,1,1,0,0,1,1,0,1
"ID123",0,1,0,1,0,1,0,0,1,0
"ID124",1,0,0,0,0,0,0,0,0,0
"ID125",1,1,1,1,1,0,0,0,1,1
"ID126",0,0,1,1,1,0,0,0,1,0
"ID127",0,0,1,1,1,1,1,1,1,1
"ID128",0,1,1,1,1,0,0,0,0,1
"ID129",1,0,1,0,1,1,1,0,0,0
"ID130",0,0,1,1,1,1,1,0,1,0
"ID131",0,0,1,1,0,0,1,0,0,0
"ID132",0,1,1,1,1,1,1,0,1,1
"ID133",0,0,1,0,0,0,1,0,1,0
"ID134",0,0,1,1,0,1,1,1,1,1
"ID135",0,0,1,1,0,0,0,0,0,0
"ID136",0,0,0,1,0,1,1,0,1,0
"ID137",0,0,0,1,0,0,0,0,0,0
"ID138",0,1,0,0,0,0,1,0,1,1
"ID139",0,0,1,1,0,0,1,1,1,0
"ID140",0,1,1,1,0,1,0,1,1,1
"ID141",0,1,1,0,1,1,0,0,1,1
"ID142",0,0,0,1,0,0,1,0,0,0
"ID143",0,0,1,0,0,1,0,0,0,0
"ID144",0,1,0,0,1,1,0,0,0,1
"ID145",1,1,1,0,1,0,0,0,0,1
"ID146",1,0,1,1,0,0,1,1,1,1
"ID147",1,1,1,1,1,1,1,1,1,1
"ID148",0,1,0,0,0,1,0,0,1,1
"ID149",0,1,1,1,0,0,1,0,1,1
"ID150",0,1,1,0,0,1,0,0,1,0
"ID151",0,1,0,1,1,0,0,0,1,0
"ID152",0,0,1,1,1,1,1,0,1,1
"ID153",0,0,0,0,0,0,0,1,1,0
"ID154",0,0,0,1,1,0,0,0,1,1
"ID155",0,0,1,1,1,1,0,0,0,0
"ID156",0,1,1,1,1,0,1,0,0,1
"ID157",0,1,1,1,1,1,1,1,1,1
"ID158",0,1,1,0,0,0,1,0,0,0
"ID159",0,0,1,1,0,0,1,0,0,0
"ID160",1,0,0,0,0,1,0,1,0,1
"ID161",0,0,0,0,0,0,1,0,1,0
"ID162",0,0,1,0,0,0,0,0,1,1
"ID163",0,0,1,0,0,0,0,0,1,1
"ID164",1,0,1,1,0,0,1,1,0,1
"ID165",1,1,0,0,1,0,0,1,0,0
"ID166",0,0,1,0,0,1,0,0,0,0
"ID167",0,1,0,0,0,1,1,0,1,1
"ID168",0,1,1,1,1,0,1,0,1,0
"ID169",0,1,1,1,1,1,1,1,0,0
"ID170",0,1,1,1,1,1,1,0,1,0
"ID171",1,1,1,1,0,1,0,0,1,0
"ID172",1,0,1,1,0,1,0,0,0,0
"ID173",1,0,0,1,0,0,0,0,0,0
"ID174",1,1,1,0,0,1,0,0,1,1
"ID175",0,0,1,0,0,0,1,0,0,0
"ID176",0,0,1,1,0,0,1,0,1,1
"ID177",0,1,0,0,1,0,0,0,0,0
"ID178",0,1,1,1,1,0,0,0,1,1
"ID179",1,0,0,1,1,0,0,1,0,0
"ID180",0,0,1,0,0,1,0,1,0,0
"ID181",1,0,1,1,0,0,1,1,0,0
"ID182",0,0,0,0,0,0,0,0,0,0
"ID183",1,0,1,0,0,0,1,0,0,0
"ID184",0,0,1,1,1,0,1,0,0,0
"ID185",0,1,1,1,1,1,0,1,0,1
"ID186",0,1,0,0,1,0,0,0,1,1
"ID187",1,1,1,1,1,1,0,1,1,1
"ID188",1,1,1,0,1,0,1,0,1,0
"ID189",0,0,1,0,1,1,1,0,1,0
"ID190",0,1,0,0,1,0,1,1,1,1
"ID191",0,1,1,0,1,0,1,0,0,1
"ID192",1,0,0,1,1,0,1,1,0,1
"ID193",0,0,1,0,0,0,1,0,1,0
"ID194",1,1,0,0,0,0,0,0,0,0
"ID195",0,1,1,1,0,0,1,0,0,1
"ID196",0,1,0,1,0,0,0,1,1,1
"ID197",1,1,0,1,1,1,0,1,0,1
"ID198",1,0,1,0,1,0,1,1,1,0
"ID199",0,0,1,0,1,0,0,1,0,0
"ID200",1,1,0,0,1,1,0,1,0,1
"ID201",1,0,1,0,0,1,0,0,0,0
"ID202",1,0,0,0,0,0,1,0,1,0
"ID203",0,0,1,0,1,1,1,1,0,1
"ID204",0,1,0,0,1,0,1,0,0,1
"ID205",0,1,1,0,0,0,0,0,0,0
"ID206",1,1,1,0,1,1,1,1,0,1
"ID207",0,1,0,0,0,0,1,0,1,1
"ID208",1,1,1,1,1,1,0,1,1,1
"ID209",0,1,1,1,1,0,1,0,0,1
"ID210",0,1,1,1,1,1,0,0,1,1
"ID211",0,1,1,0,0,0,1,0,0,1
"ID212",0,1,1,1,1,1,0,0,1,1
"ID213",0,1,0,0,1,0,1,0,0,0
"ID214",0,0,1,1,0,0,1,0,0,0
"ID215",0,0,0,1,0,0,1,1,1,0
"ID216",0,1,0,1,1,0,0,0,1,1
"ID217",0,0,1,0,0,0,0,0,0,0
"ID218",0,1,1,1,1,1,0,0,0,1
"ID219",0,0,1,0,0,0,0,0,0,0
"ID220",0,1,0,0,0,0,1,0,1,0
"ID221",0,1,1,0,1,1,1,0,0,1
"ID222",0,0,1,1,1,0,1,0,1,1
"ID223",1,0,1,1,0,1,1,0,0,1
"ID224",0,0,1,0,0,0,1,1,0,0
"ID225",0,1,1,0,1,0,0,1,1,0
"ID226",1,0,0,1,1,0,1,1,1,0
"ID227",1,0,1,1,0,0,1,1,1,0
"ID228",0,0,1,0,0,1,1,1,1,1
"ID229",0,0,0,0,0,0,0,0,1,0
"ID230",0,0,1,1,0,1,1,0,0,1
"ID231",0,1,0,0,1,0,0,0,1,1
"ID232",0,1,1,0,0,1,1,0,1,1
"ID233",1,0,1,0,0,0,0,1,1,0
"ID234",0,0,1,1,0,0,1,1,0,0
"ID235",1,0,1,0,0,0,0,0,1,1
"ID236",0,0,1,0,0,0,1,0,0,1
"ID237",0,0,1,0,1,0,0,0,1,1
"ID238",0,0,0,0,0,0,0,0,0,0
"ID239",0,0,0,1,0,0,0,0,0,1
"ID240",0,1,1,1,0,1,1,0,1,1
"ID241",1,0,1,0,0,0,0,0,1,1
"ID242",0,0,1,1,1,0,1,0,1,1
"ID243",0,0,0,0,0,0,0,1,1,1
"ID244",1,1,1,1,1,0,1,1,1,1
"ID245",0,0,1,0,1,0,1,1,1,1
"ID246",1,1,1,1,1,1,1,1,1,1
"ID247",0,1,0,0,1,0,1,0,1,1
"ID248",0,0,1,0,0,0,0,0,0,1
"ID249",1,0,0,0,0,0,0,1,0,1
"ID250",0,0,1,1,0,0,1,1,0,0
"ID251",0,0,0,1,0,0,0,1,1,0
"ID252",1,0,1,1,0,0,1,1,0,0
"ID253",0,0,0,1,0,1,0,0,0,1
"ID254",1,0,1,1,1,0,1,1,1,0
"ID255",1,0,1,0,1,1,1,1,1,1
"ID256",1,0,1,1,1,0,1,0,1,0
"ID257",1,1,1,1,1,1,0,1,1,1
"ID258",1,1,1,1,0,1,1,0,1,1
"ID259",1,1,1,0,0,0,0,0,0,0
"ID260",0,0,0,0,1,0,0,0,0,0
"ID261",1,1,1,1,0,1,0,0,1,0
"ID262",1,0,1,1,1,0,1,0,1,0
"ID263",0,1,1,0,1,0,0,0,1,1
"ID264",0,0,1,1,0,0,1,1,0,0
"ID265",0,0,1,1,0,0,0,1,1,1
"ID266",0,0,0,0,0,1,1,1,0,0
"ID267",0,1,1,1,1,0,1,1,1,0
"ID268",1,1,0,1,1,1,1,1,1,1
"ID269",0,0,0,0,0,0,0,1,0,1
"ID270",0,1,0,1,1,0,0,0,1,1
"ID271",0,0,1,1,1,0,1,1,1,1
"ID272",0,0,1,0,1,0,0,1,0,1
"ID273",1,1,1,1,1,0,1,1,0,0
"ID274",1,0,1,1,1,1,0,0,0,1
"ID275",0,1,0,0,1,0,1,0,0,1
"ID276",1,1,1,1,0,0,1,1,1,1
"ID277",1,0,1,0,0,1,1,0,1,0
"ID278",0,1,0,1,1,1,0,1,1,1
"ID279",0,0,0,0,0,0,0,0,0,0
"ID280",0,1,1,0,1,1,0,0,1,1
"ID281",0,0,1,1,0,1,1,0,1,1
"ID282",1,1,1,1,0,0,1,1,1,1
"ID283",0,1,1,0,0,0,0,0,1,1
"ID284",0,0,0,1,0,0,1,1,1,0
"ID285",1,1,1,1,1,0,1,0,0,1
"ID286",0,0,1,1,1,0,1,0,1,1
"ID287",1,1,1,0,1,0,1,1,0,0
"ID288",0,1,1,0,1,0,1,1,1,1
"ID289",0,1,1,0,0,0,0,0,0,1
"ID290",0,0,1,0,0,0,0,0,0,1
"ID291",1,0,1,0,1,1,0,0,1,1
"ID292",0,0,1,1,0,0,1,0,1,1
"ID293",1,1,1,1,0,1,0,1,1,1
"ID294",0,0,0,0,0,0,1,0,1,0
"ID295",1,0,1,1,1,0,1,1,1,1
"ID296",1,0,1,1,1,0,0,0,1,0
"ID297",0,0,1,1,0,0,1,0,1,0
"ID298",0,0,0,1,0,0,0,0,0,1
"ID299",1,0,0,0,0,1,1,1,0,0
"ID300",0,1,1,1,0,0,1,0,1,0
"ID301",0,1,1,0,0,0,0,0,1,1
"ID302",0,1,1,0,0,1,1,1,0,0
"ID303",1,1,1,1,1,0,0,1,1,0
"ID304",1,1,1,0,0,1,0,0,0,0
"ID305",0,1,1,1,1,1,0,1,1,1
"ID306",0,0,1,1,0,0,1,1,1,1
"ID307",1,0,0,0,0,0,0,0,1,0
"ID308",1,1,1,1,0,0,1,1,1,1
"ID309",0,1,0,0,1,0,1,1,0,1
"ID310",0,0,1,1,1,0,1,0,1,1
"ID311",0,1,1,1,1,0,1,1,1,0
"ID312",0,1,1,0,1,0,1,0,1,1
"ID313",0,1,1,1,1,0,1,0,1,1
"ID314",0,1,1,1,1,0,0,1,1,1
"ID315",0,1,0,0,1,0,0,0,0,1
"ID316",0,1,0,0,0,1,0,0,0,1
"ID317",0,0,1,1,0,0,0,1,1,1
"ID318",0,1,1,1,1,0,0,1,1,1
"ID319",0,1,1,0,0,1,1,0,0,1
"ID320",1,0,1,0,0,1,1,0,1,0
"ID321",0,0,1,1,1,0,0,0,0,0
"ID322",1,1,1,1,1,0,0,0,0,1
"ID323",1,1,1,1,1,1,1,0,1,1
"ID324",0,1,0,1,0,0,0,1,1,1
"ID325",0,0,0,0,0,0,0,0,0,1
"ID326",0,0,0,0,0,0,1,0,0,1
"ID327",0,0,1,1,0,0,0,0,0,0
"ID328",0,0,0,0,0,0,0,0,1,0
"ID329",1,0,1,0,0,0,0,1,0,1
"ID330",0,1,1,0,0,1,1,0,0,0
"ID331",1,1,0,0,0,0,0,0,1,0
"ID332",0,0,1,1,1,0,0,0,1,0
"ID333",0,1,1,1,0,1,0,0,1,1
"ID334",1,0,1,0,0,1,0,1,0,0
"ID335",0,1,1,1,1,0,1,0,1,1
"ID336",0,1,0,1,1,0,0,0,1,0
"ID337",0,1,1,1,1,0,0,1,1,1
"ID338",0,0,0,1,0,0,0,0,1,0
"ID339",1,1,1,1,1,0,0,0,1,1
"ID340",0,1,1,0,1,1,0,0,1,0
"ID341",1,1,0,1,0,0,1,1,1,1
"ID342",1,1,1,1,1,0,1,0,1,0
"ID343",0,0,1,0,0,0,1,0,1,0
"ID344",1,0,1,0,0,0,0,1,0,0
"ID345",0,1,1,1,0,1,1,0,1,1
"ID346",0,1,1,0,0,0,1,0,0,0
"ID347",0,0,0,1,1,0,0,0,0,0
"ID348",0,1,0,0,0,1,1,1,1,0
"ID349",0,0,1,0,1,0,0,1,0,0
"ID350",1,1,1,1,1,0,1,0,0,0
"ID351",0,0,0,0,0,0,0,0,0,0
"ID352",1,1,1,1,1,1,1,1,1,0
"ID353",0,0,1,1,0,0,0,0,1,1
"ID354",0,0,1,1,1,0,0,0,0,0
"ID355",1,0,0,1,0,1,0,0,0,0
"ID356",0,0,0,0,1,1,0,1,1,1
"ID357",1,1,1,1,1,0,0,0,1,1
"ID358",0,1,1,1,0,0,0,0,1,0
"ID359",0,0,1,1,0,0,1,1,1,0
"ID360",0,0,0,0,1,0,0,1,1,0
"ID361",0,1,1,1,1,0,0,0,1,0
"ID362",0,1,1,0,1,0,0,0,0,1
"ID363",0,0,0,1,1,1,0,1,1,1
"ID364",0,1,1,0,0,0,1,0,1,1
"ID365",0,1,0,0,1,0,0,0,1,0
"ID366",1,0,1,0,0,0,0,0,0,0
"ID367",0,1,1,1,0,0,0,1,1,1
"ID368",0,0,1,0,1,0,1,0,0,1
"ID369",0,1,0,1,1,1,0,0,1,1
"ID370",1,1,1,1,1,0,1,0,0,1
"ID371",0,1,1,0,1,1,0,1,0,1
"ID372",1,1,1,1,0,1,1,1,1,0
"ID373",1,0,1,1,1,0,0,0,1,0
"ID374",1,1,1,1,1,1,1,1,1,1
"ID375",0,1,1,1,1,0,0,1,1,1
"ID376",0,1,1,1,0,0,0,1,0,1
"ID377",0,1,1,1,1,0,1,1,0,1
"ID378",0,0,0,0,0,0,0,0,0,0
"ID379",0,0,0,1,0,0,1,0,0,1
"ID380",1,1,0,1,1,1,1,1,0,1
"ID381",1,0,0,1,1,1,1,0,1,1
"ID382",0,0,0,0,0,0,0,0,0,1
"ID383",0,1,1,1,0,1,0,1,1,1
"ID384",1,1,1,1,1,0,1,1,1,1
"ID385",0,0,1,0,0,0,1,0,0,1
"ID386",0,0,1,1,1,1,0,1,0,1
"ID387",0,0,1,1,0,0,1,0,0,1
"ID388",0,1,1,0,1,0,1,0,1,1
"ID389",1,1,1,0,1,0,1,0,1,1
"ID390",0,0,1,0,0,0,1,1,0,1
"ID391",0,1,1,1,1,0,0,1,1,0
"ID392",1,1,0,0,0,0,0,1,1,1
"ID393",1,0,0,1,0,0,0,0,0,1
"ID394",0,1,1,0,1,0,0,0,1,0
"ID395",0,1,1,0,1,0,0,0,0,1
"ID396",0,0,1,1,0,0,0,0,1,0
"ID397",0,1,1,1,1,0,1,0,0,1
"ID398",0,1,1,0,1,1,1,0,1,1
"ID399",0,0,0,1,1,0,0,0,0,0
"ID400",0,1,1,0,1,0,0,1,0,1
"ID401",0,0,0,1,0,0,1,0,0,0
"ID402",0,1,1,1,0,1,1,0,1,1
"ID403",0,0,0,1,1,0,0,0,1,1
"ID404",0,1,0,1,0,0,1,1,1,1
"ID405",1,0,1,1,0,1,0,1,1,1
"ID406",0,1,0,0,1,1,0,1,1,1
"ID407",0,1,1,1,1,0,0,1,1,1
"ID408",1,1,1,1,0,0,0,0,1,1
"ID409",0,1,1,1,1,0,0,0,1,0
"ID410",1,1,1,1,1,1,1,1,0,1
"ID411",0,1,1,0,1,0,1,0,1,0
"ID412",0,0,1,1,0,0,0,0,0,1
"ID413",0,0,1,1,0,0,1,0,1,0
"ID414",0,0,1,1,0,0,0,0,1,1
"ID415",0,1,0,0,1,0,0,0,1,1
"ID416",0,0,1,0,1,0,0,0,1,1
"ID417",0,1,1,0,0,0,0,0,0,1
"ID418",0,0,0,0,0,0,1,0,0,1
"ID419",0,1,1,1,1,0,1,1,1,0
"ID420",1,0,1,1,1,1,1,1,1,1
"ID421",0,0,0,0,0,1,0,0,1,0
"ID422",1,0,0,0,1,0,0,1,0,0
"ID423",1,0,1,0,0,1,1,0,0,0
"ID424",0,1,1,0,1,0,0,0,1,0
"ID425",0,0,0,0,0,1,0,0,0,0
"ID426",1,1,1,0,0,0,0,0,1,1
"ID427",1,1,1,1,0,0,1,1,0,1
"ID428",1,0,1,0,0,0,1,1,0,0
"ID429",0,1,0,1,1,1,0,0,1,1
"ID430",0,1,1,1,0,0,1,0,0,1
"ID431",1,0,1,0,0,0,0,0,1,0
"ID432",1,0,1,0,1,1,0,1,1,0
"ID433",0,0,0,0,0,0,0,0,1,0
"ID434",0,0,1,0,0,0,1,0,0,0
"ID435",1,1,0,0,1,0,1,0,1,1
"ID436",1,1,1,1,0,1,0,1,1,0
"ID437",0,1,1,0,1,1,1,0,0,1
"ID438",0,1,1,0,0,1,0,0,1,1
"ID439",0,0,1,0,0,1,1,0,1,0
"ID440",1,1,1,1,0,1,0,0,1,0
"ID441",1,1,0,0,1,1,0,0,1,1
"ID442",0,0,1,1,0,0,1,0,0,0
"ID443",1,0,1,0,0,0,1,1,0,1
"ID444",0,0,0,1,0,0,1,0,1,1
"ID445",0,1,1,1,1,0,0,1,1,1
"ID446",0,1,0,0,0,0,0,0,1,0
"ID447",0,1,0,0,0,0,0,0,0,0
"ID448",0,0,0,1,1,0,1,0,1,0
"ID449",0,1,1,0,0,1,1,0,1,0
"ID450",1,0,1,0,1,0,0,0,1,0
"ID451",0,1,1,0,1,0,0,0,1,1
"ID452",0,1,1,1,0,0,1,0,0,1
"ID453",0,0,1,1,1,1,1,1,1,0
"ID454",0,1,1,1,0,0,1,1,1,1
"ID455",0,0,1,0,1,0,1,0,0,1
"ID456",0,0,1,1,0,1,0,0,0,0
"ID457",0,1,1,0,0,0,1,1,1,0
"ID458",0,1,1,1,1,1,1,0,0,0
"ID459",1,0,1,1,0,0,0,0,0,1
"ID460",0,0,0,0,0,0,0,0,1,0
"ID461",0,1,1,0,0,0,1,1,0,0
"ID462",0,0,1,0,0,0,1,1,0,0
"ID463",1,0,1,1,1,1,1,1,0,0
"ID464",0,1,1,1,1,1,0,0,0,0
"ID465",0,0,1,0,1,0,1,1,1,1
"ID466",0,0,1,0,0,0,0,1,0,0
"ID467",0,1,1,0,1,0,0,0,1,1
"ID468",1,1,1,1,1,1,1,0,1,1
"ID469",0,0,0,0,0,0,0,0,0,0
"ID470",0,1,1,1,0,1,1,1,0,0
"ID471",0,1,0,0,1,1,0,0,0,1
"ID472",1,0,1,0,0,1,1,1,1,0
"ID473",0,0,1,0,1,1,1,0,1,1
"ID474",0,0,0,0,0,1,0,0,0,0
"ID475",0,1,1,1,0,0,1,0,1,1
"ID476",0,1,1,1,0,0,0,0,1,1
"ID477",1,1,1,1,0,0,0,1,0,0
"ID478",0,0,0,1,0,0,1,0,1,0
"ID479",0,0,0,1,0,0,0,0,0,0
"ID480",0,1,0,1,1,0,1,1,1,1
"ID481",0,1,1,1,0,0,0,0,0,0
"ID482",0,1,1,1,0,0,0,0,0,1
"ID483",1,0,1,1,0,0,0,0,0,0
"ID484",0,0,1,0,0,0,0,0,1,1
"ID485",0,0,1,0,1,0,1,1,1,1
"ID486",0,1,1,1,1,1,1,0,1,1
"ID487",0,1,1,0,0,0,1,0,1,1
"ID488",0,0,1,0,1,0,0,0,1,0
"ID489",0,1,1,0,0,0,1,0,1,1
"ID490",0,1,1,0,0,0,1,0,1,1
"ID491",1,0,1,1,0,1,1,0,1,0
"ID492",0,1,1,1,0,1,0,0,0,0
"ID493",0,1,0,0,1,1,1,1,0,0
"ID494",1,1,1,1,1,0,1,1,1,0
"ID495",0,0,0,1,1,0,1,0,0,0
"ID496",1,0,0,0,1,0,1,0,0,0
"ID497",0,1,1,1,0,0,1,1,0,0
"ID498",0,1,1,1,0,0,0,1,1,1
"ID499",0,0,1,0,0,0,1,0,0,0
"ID500",1,0,1,1,0,1,1,1,0,0
"ID501",0,0,0,0,0,0,0,1,0,1
"ID502",1,1,1,0,1,0,1,0,1,0
"ID503",0,0,1,1,0,0,0,0,0,0
"ID504",0,1,0,1,1,0,1,0,0,1
"ID505",0,0,1,0,0,0,1,0,0,1
"ID506",1,1,1,1,1,0,1,0,1,1
"ID507",1,0,0,0,0,0,0,0,0,0
"ID508",0,0,1,0,0,0,0,0,0,1
"ID509",0,0,0,0,0,0,1,1,1,0
"ID510",0,1,1,0,1,0,1,1,1,0
"ID511",0,0,0,0,1,0,0,0,0,0
"ID512",0,1,1,1,1,1,0,0,1,1
"ID513",1,0,1,1,1,1,1,1,1,1
"ID514",0,1,1,0,1,0,1,0,1,1
"ID515",0,0,0,0,1,0,0,1,0,0
"ID516",1,0,0,0,0,0,0,0,0,0
"ID517",0,1,1,1,1,0,0,0,1,1
"ID518",1,0,1,0,1,1,0,0,0,0
"ID519",1,1,1,0,1,0,0,1,1,0
"ID520",0,1,1,0,0,0,1,1,0,0
"ID521",1,1,1,0,0,0,1,1,1,1
"ID522",1,1,1,1,1,0,1,0,1,1
"ID523",0,1,1,1,1,1,1,0,1,1
"ID524",0,1,1,0,1,1,1,0,0,1
"ID525",1,0,1,0,0,0,1,1,1,1
"ID526",1,0,1,1,1,0,1,1,0,1
"ID527",0,0,1,0,0,1,1,0,1,1
"ID528",0,1,0,0,0,1,0,0,0,0
"ID529",0,1,1,0,1,0,0,0,0,1
"ID530",0,0,1,1,1,0,1,0,0,0
"ID531",0,0,1,1,1,0,0,0,1,0
"ID532",0,0,1,0,1,0,1,0,1,1
"ID533",0,1,1,1,1,0,1,0,0,0
"ID534",1,0,1,0,0,1,0,0,1,0
"ID535",1,0,0,0,1,1,1,1,1,1
"ID536",0,1,0,0,1,0,0,0,0,0
"ID537",0,1,1,1,1,0,1,1,0,1
"ID538",0,0,1,0,0,0,1,0,0,0
"ID539",1,0,1,1,0,0,1,1,1,1
"ID540",0,1,1,0,0,0,0,0,1,1
"ID541",0,1,0,0,1,1,0,0,0,1
"ID542",1,0,1,1,1,1,1,0,0,1
"ID543",0,1,1,1,0,0,0,0,1,0
"ID544",0,1,1,0,0,0,0,1,1,0
"ID545",1,0,1,0,0,0,1,0,1,0
"ID546",0,0,1,1,0,0,1,1,0,1
"ID547",0,0,1,0,1,0,1,1,1,1
"ID548",0,0,1,0,1,0,1,0,0,0
"ID549",0,0,1,0,1,0,0,0,1,1
"ID550",0,0,1,1,0,1,1,1,0,1
"ID551",0,1,1,1,1,0,0,0,1,1
"ID552",0,0,0,1,0,1,1,0,0,0
"ID553",1,1,1,1,1,1,0,1,1,1
"ID554",1,0,1,0,1,0,1,0,1,1
"ID555",0,1,0,0,1,0,1,0,1,0
"ID556",0,1,1,1,0,0,0,0,1,1
