Unnamed: 0,A1,A2,A3
186,0,0,1
187,0.0,0.0,0.0
188,0.0,0.0,1.0
189,0,0,1
190,1.0,1.0,1.0
191,0.0,0.0,1.0
192,0,0,0
193,0.0,0.0,1.0
194,0.0,0.0,1.0
195,1,0,1
196,0.0,1.0,1.0
197,0.0,0.0,0.0
198,0,1,1
199,0.0,0.0,0.0
200,1.0,0.0,1.0
201,0,1,1
202,0.0,0.0,1.0
203,0.0,1.0,1.0
204,1,0,1
205,0.0,1.0,1.0
206,0.0,0.0,1.0
207,0,1,1
208,0.0,1.0,0.0
209,1.0,1.0,1.0
210,0,0,0
211,0.0,1.0,1.0
212,0.0,1.0,1.0
213,0,0,0
214,0.0,0.0,1.0
215,0.0,1.0,0.0
216,0,1,0
217,0.0,0.0,1.0
218,0.0,0.0,0.0
219,0,0,1
220,0.0,0.0,1.0
221,1.0,1.0,1.0
222,0,0,1
223,1.0,1.0,1.0
224,0.0,1.0,1.0
225,1,1,1
226,0.0,1.0,1.0
227,1.0,1.0,0.0
228,1,0,1
229,0.0,0.0,1.0
230,0.0,1.0,1.0
231,0,0,1
232,0.0,0.0,1.0
233,0.0,0.0,1.0
234,0,0,1
235,0.0,0.0,1.0
236,0.0,1.0,1.0
237,0,1,1
238,1.0,1.0,1.0
239,1.0,0.0,1.0
240,0,0,1
241,0.0,0.0,1.0
242,1.0,1.0,1.0
243,0,1,1
244,1.0,0.0,0.0
245,1.0,0.0,1.0
246,0,1,1
247,0.0,1.0,1.0
248,0.0,1.0,1.0
249,1,1,1
250,0.0,1.0,1.0
251,0.0,1.0,1.0
252,0,1,1
253,0.0,0.0,1.0
254,0.0,0.0,1.0
255,0,1,1
256,0.0,1.0,1.0
257,0.0,1.0,1.0
258,0,0,1
259,0.0,1.0,1.0
260,0.0,0.0,1.0
261,0,1,1
262,0.0,0.0,1.0
263,0.0,1.0,1.0
264,1,1,1
265,0.0,0.0,1.0
266,0.0,1.0,1.0
267,0,0,1
268,1.0,1.0,1.0
269,0.0,1.0,1.0
270,0,0,1
271,0.0,0.0,1.0
272,0.0,0.0,0.0
273,0,0,0
274,0.0,1.0,1.0
275,0.0,1.0,1.0
276,0,1,1
277,0.0,1.0,1.0
278,0.0,0.0,1.0
279,1,1,1
280,0.0,1.0,1.0
281,0.0,0.0,1.0
282,0,0,1
283,0.0,1.0,0.0
284,0.0,1.0,1.0
285,0,1,0
286,0.0,0.0,1.0
287,1.0,1.0,1.0
288,0,0,1
289,0.0,0.0,1.0
290,0.0,1.0,1.0
291,0,1,1
292,1.0,1.0,1.0
293,0.0,1.0,1.0
294,1,1,1
295,1.0,1.0,1.0
296,0.0,1.0,1.0
297,0,0,1
298,0.0,1.0,0.0
299,1.0,0.0,1.0
300,0,1,0
301,0.0,1.0,0.0
302,0.0,1.0,1.0
303,0,1,1
304,0.0,0.0,0.0
305,1.0,0.0,1.0
306,0,1,1
307,1.0,0.0,1.0
308,0.0,0.0,1.0
309,1,0,1
310,0.0,0.0,0.0
311,0.0,1.0,1.0
312,0,1,1
313,0.0,1.0,0.0
314,0.0,1.0,1.0
315,0,0,1
316,0.0,0.0,1.0
317,0.0,0.0,1.0
318,0,1,1
319,0.0,0.0,1.0
320,1.0,1.0,1.0
321,1,1,0
322,0.0,0.0,1.0
323,0.0,1.0,0.0
324,0,0,1
325,0.0,0.0,0.0
326,0.0,0.0,1.0
327,0,1,1
328,0.0,0.0,1.0
329,0.0,1.0,1.0
330,0,0,1
331,1.0,0.0,1.0
332,0.0,1.0,1.0
333,0,1,1
334,0.0,0.0,1.0
335,0.0,1.0,1.0
336,0,0,1
337,0.0,1.0,1.0
338,0.0,0.0,1.0
339,0,0,1
340,0.0,1.0,1.0
341,0.0,0.0,0.0
342,0,1,1
343,0.0,0.0,1.0
344,0.0,0.0,1.0
345,0,0,1
346,0.0,0.0,1.0
347,0.0,1.0,1.0
348,0,1,1
349,0.0,1.0,1.0
350,1.0,1.0,1.0
351,0,0,0
352,0.0,0.0,0.0
353,1.0,0.0,1.0
354,0,1,1
355,0.0,1.0,0.0
356,0.0,1.0,1.0
357,0,1,0
358,1.0,1.0,1.0
359,0.0,1.0,1.0
360,0,0,1
361,0.0,1.0,1.0
362,0.0,1.0,0.0
363,0,1,1
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,0,0,1
367,1.0,1.0,1.0
368,0.0,0.0,1.0
369,1,0,1
370,0.0,0.0,0.0
371,0.0,1.0,1.0
372,0,1,1
373,0.0,0.0,1.0
374,0.0,0.0,1.0
375,0,1,1
376,0.0,0.0,1.0
377,0.0,0.0,1.0
378,0,0,1
379,0.0,0.0,1.0
380,0.0,0.0,1.0
381,0,0,1
382,0.0,0.0,1.0
383,0.0,0.0,0.0
384,0,0,1
385,0.0,0.0,0.0
386,0.0,0.0,1.0
387,0,1,1
388,0.0,0.0,1.0
389,0.0,1.0,1.0
390,0,0,1
391,0.0,0.0,1.0
392,0.0,0.0,1.0
393,0,0,1
394,0.0,0.0,1.0
395,0.0,0.0,1.0
396,0,1,1
397,0.0,0.0,1.0
398,1.0,0.0,0.0
399,0,0,1
400,1.0,1.0,1.0
401,0.0,1.0,1.0
402,0,0,1
403,0.0,0.0,1.0
404,0.0,1.0,1.0
405,0,1,1
406,0.0,1.0,1.0
407,0.0,1.0,1.0
408,1,0,0
409,0.0,0.0,1.0
410,0.0,0.0,1.0
411,0,0,1
412,0.0,0.0,1.0
413,0.0,0.0,1.0
414,0,1,1
415,1.0,1.0,1.0
416,0.0,1.0,1.0
417,0,1,1
418,0.0,0.0,1.0
419,0.0,1.0,1.0
420,1,1,1
421,1.0,1.0,1.0
422,0.0,1.0,1.0
423,0,1,1
424,0.0,0.0,1.0
425,0.0,0.0,1.0
426,1,0,1
427,0.0,0.0,1.0
428,1.0,1.0,1.0
429,0,0,1
430,1.0,1.0,1.0
431,0.0,0.0,1.0
432,0,1,1
433,0.0,1.0,0.0
434,1.0,1.0,1.0
435,1,1,1
436,0.0,0.0,1.0
437,0.0,0.0,1.0
438,0,0,0
439,0.0,0.0,1.0
440,1.0,1.0,1.0
441,0,0,1
442,1.0,0.0,1.0
443,0.0,0.0,1.0
444,0,1,1
445,0.0,0.0,0.0
446,0.0,1.0,1.0
447,1,0,1
448,0.0,1.0,0.0
449,0.0,0.0,0.0
450,0,1,1
451,0.0,1.0,1.0
452,0.0,0.0,1.0
453,0,1,1
454,0.0,0.0,1.0
455,0.0,0.0,1.0
456,0,1,1
457,1.0,1.0,1.0
458,0.0,1.0,1.0
459,0,0,0
460,0.0,0.0,1.0
461,0.0,0.0,0.0
462,0,0,0
463,0.0,0.0,1.0
464,0.0,1.0,1.0
465,0,0,1
466,0.0,1.0,1.0
467,1.0,1.0,1.0
468,0,0,1
469,0.0,0.0,0.0
470,1.0,1.0,1.0
471,0,1,1
472,0.0,0.0,1.0
473,0.0,1.0,1.0
474,0,0,0
475,0.0,1.0,0.0
476,0.0,1.0,1.0
477,0,0,0
478,0.0,0.0,1.0
479,0.0,0.0,1.0
480,0,0,1
481,0.0,1.0,1.0
482,0.0,1.0,1.0
483,0,1,1
484,0.0,0.0,1.0
485,0.0,0.0,1.0
486,0,0,0
487,0.0,1.0,0.0
488,1.0,0.0,1.0
489,0,0,1
490,0.0,1.0,1.0
491,0.0,1.0,1.0
492,0,1,1
493,0.0,1.0,1.0
494,0.0,0.0,1.0
495,0,0,1
496,0.0,0.0,1.0
497,0.0,1.0,1.0
498,0,0,1
499,0.0,0.0,0.0
500,0.0,0.0,1.0
501,0,0,1
502,0.0,1.0,1.0
503,0.0,1.0,1.0
504,0,1,1
505,0.0,1.0,1.0
506,0.0,0.0,1.0
507,0,1,1
508,0.0,1.0,1.0
509,0.0,1.0,1.0
510,0,0,1
511,0.0,0.0,1.0
512,0.0,0.0,1.0
513,0,1,0
514,0.0,0.0,1.0
515,0.0,0.0,1.0
516,0,0,1
517,0.0,0.0,0.0
518,0.0,0.0,1.0
519,0,0,0
520,0.0,1.0,1.0
521,0.0,0.0,0.0
522,1,0,1
523,0.0,1.0,1.0
524,0.0,1.0,1.0
525,0,0,1
526,0.0,1.0,1.0
527,0.0,1.0,1.0
528,0,1,1
529,0.0,0.0,1.0
530,1.0,0.0,1.0
531,0,1,1
532,0.0,0.0,1.0
533,0.0,1.0,1.0
534,0,0,1
535,0.0,0.0,0.0
536,0.0,1.0,1.0
537,0,1,1
538,0.0,0.0,1.0
539,1.0,1.0,1.0
540,0,0,1
541,0.0,1.0,1.0
542,0.0,1.0,0.0
543,1,0,1
544,0.0,1.0,0.0
545,0.0,1.0,0.0
546,1,1,1
547,0.0,0.0,1.0
548,0.0,0.0,1.0
549,0,1,1
550,0.0,0.0,1.0
551,1.0,0.0,1.0
552,0,1,1
553,0.0,1.0,1.0
554,0.0,0.0,0.0
555,0,0,1
556,0.0,0.0,1.0
557,0.0,0.0,1.0
558,0,1,1
559,0.0,1.0,1.0
560,1.0,1.0,1.0
561,0,0,1
562,0.0,0.0,1.0
563,1.0,1.0,1.0
564,0,1,1
565,0.0,0.0,1.0
566,1.0,0.0,1.0
567,0,1,1
568,0.0,0.0,1.0
569,0.0,0.0,0.0
570,0,0,1
571,0.0,0.0,1.0
572,0.0,0.0,0.0
573,0,1,0
574,0.0,0.0,1.0
575,0.0,0.0,1.0
576,0,1,1
577,0.0,0.0,1.0
578,1.0,1.0,1.0
579,0,0,1
580,0.0,1.0,1.0
581,0.0,1.0,1.0
582,0,1,1
583,0.0,1.0,1.0
584,0.0,0.0,1.0
585,0,1,1
586,0.0,1.0,1.0
587,0.0,0.0,1.0
588,0,0,0
589,0.0,1.0,0.0
590,0.0,0.0,1.0
591,0,1,0
592,0.0,0.0,1.0
593,0.0,1.0,1.0
594,0,0,1
595,0.0,0.0,0.0
596,0.0,1.0,0.0
597,0,0,1
598,0.0,0.0,1.0
599,1.0,1.0,1.0
600,0,0,1
601,0.0,0.0,1.0
602,0.0,1.0,1.0
603,0,0,1
604,0.0,1.0,1.0
605,0.0,1.0,0.0
606,0,1,1
607,0.0,0.0,1.0
608,0.0,0.0,1.0
609,0,0,1
610,0.0,1.0,0.0
611,0.0,1.0,1.0
612,0,1,1
613,0.0,0.0,1.0
614,0.0,0.0,1.0
615,0,0,0
616,0.0,0.0,1.0
617,0.0,1.0,1.0
618,0,1,1
619,0.0,0.0,1.0
620,1.0,1.0,1.0
621,0,1,1
622,0.0,0.0,0.0
623,0.0,1.0,1.0
624,0,0,1
625,0.0,1.0,1.0
626,0.0,0.0,1.0
627,0,0,1
628,0.0,0.0,1.0
629,1.0,1.0,1.0
630,0,1,1
631,1.0,1.0,0.0
632,1.0,0.0,1.0
633,1,0,1
634,0.0,1.0,1.0
635,0.0,1.0,1.0
636,0,0,0
637,0.0,0.0,0.0
638,0.0,0.0,1.0
639,0,0,0
640,0.0,0.0,1.0
641,0.0,1.0,1.0
642,1,0,1
643,0.0,1.0,1.0
644,0.0,1.0,1.0
645,0,1,1
646,1.0,0.0,0.0
647,0.0,0.0,1.0
648,0,1,1
649,0.0,1.0,1.0
650,0.0,1.0,0.0
651,0,1,1
652,0.0,1.0,1.0
653,0.0,0.0,1.0
654,0,1,1
655,0.0,1.0,1.0
656,1.0,1.0,1.0
657,1,1,1
658,0.0,0.0,0.0
659,0.0,1.0,0.0
660,0,0,1
661,0.0,1.0,1.0
662,0.0,1.0,1.0
663,1,1,1
664,0.0,0.0,1.0
665,0.0,0.0,1.0
666,0,0,1
667,0.0,0.0,1.0
668,0.0,1.0,1.0
669,0,1,1
670,1.0,0.0,0.0
671,1.0,1.0,0.0
672,0,0,1
673,0.0,1.0,0.0
674,0.0,0.0,1.0
675,0,1,0
676,0.0,0.0,1.0
677,0.0,0.0,1.0
678,1,1,1
679,0.0,1.0,1.0
680,1.0,1.0,1.0
681,0,0,1
682,0.0,0.0,1.0
683,0.0,0.0,1.0
684,0,1,1
685,0.0,0.0,1.0
686,0.0,0.0,1.0
687,1,1,1
688,0.0,1.0,1.0
689,0.0,0.0,1.0
690,0,0,1
691,0.0,1.0,1.0
692,0.0,0.0,1.0
693,0,1,1
694,0.0,0.0,1.0
695,1.0,0.0,1.0
696,1,1,1
697,0.0,0.0,1.0
698,0.0,1.0,1.0
699,0,0,1
700,0.0,0.0,0.0
701,0.0,0.0,0.0
702,0,0,1
703,0.0,1.0,0.0
704,0.0,1.0,1.0
705,0,1,1
706,0.0,0.0,0.0
707,0.0,0.0,1.0
708,0,0,0
709,0.0,1.0,1.0
710,0.0,1.0,1.0
711,0,0,1
712,0.0,0.0,1.0
713,0.0,0.0,1.0
714,1,1,1
715,0.0,0.0,1.0
716,0.0,1.0,1.0
717,1,0,1
718,1.0,0.0,0.0
719,0.0,1.0,1.0
720,0,1,1
721,0.0,0.0,1.0
722,0.0,0.0,1.0
723,0,0,0
724,0.0,0.0,1.0
725,0.0,1.0,1.0
726,0,0,0
727,0.0,0.0,1.0
728,1.0,0.0,1.0
729,0,0,0
730,0.0,1.0,1.0
731,0.0,0.0,1.0
732,0,0,0
733,0.0,0.0,1.0
734,0.0,0.0,1.0
735,0,0,1
736,0.0,1.0,1.0
737,0.0,0.0,1.0
738,0,1,1
739,0.0,1.0,1.0
740,0.0,1.0,1.0
741,0,1,1
742,0.0,0.0,1.0
743,0.0,1.0,0.0
744,0,1,1
745,0.0,0.0,1.0
746,0.0,1.0,1.0
747,0,0,1
748,0.0,0.0,1.0
749,0.0,0.0,1.0
750,0,1,1
751,0.0,1.0,1.0
752,0.0,1.0,1.0
753,1,1,1
754,1.0,1.0,1.0
755,0.0,1.0,1.0
756,0,1,1
757,0.0,0.0,1.0
758,0.0,0.0,1.0
759,0,0,1
760,0.0,0.0,1.0
761,0.0,0.0,1.0
762,0,0,0
763,0.0,0.0,1.0
764,0.0,1.0,1.0
765,0,1,1
766,0.0,0.0,1.0
767,0.0,0.0,1.0
768,0,1,1
769,0.0,0.0,1.0
770,1.0,1.0,1.0
771,1,1,1
772,0.0,0.0,1.0
773,0.0,0.0,1.0
774,0,0,1
775,0.0,1.0,1.0
776,0.0,0.0,1.0
777,0,0,1
778,0.0,0.0,1.0
779,1.0,1.0,1.0
780,1,0,0
781,0.0,0.0,1.0
782,0.0,0.0,1.0
783,0,0,1
784,0.0,0.0,0.0
785,0.0,1.0,1.0
786,0,0,1
787,1.0,1.0,1.0
788,0.0,1.0,1.0
789,0,1,1
790,0.0,0.0,0.0
791,0.0,1.0,1.0
792,0,1,1
793,0.0,0.0,0.0
794,0.0,0.0,0.0
795,0,1,1
796,0.0,0.0,1.0
797,0.0,1.0,0.0
798,0,0,1
799,0.0,0.0,1.0
800,0.0,0.0,1.0
801,0,1,1
802,0.0,0.0,1.0
803,0.0,1.0,1.0
804,0,0,0
805,0.0,1.0,0.0
806,1.0,0.0,1.0
807,1,0,0
808,0.0,1.0,0.0
809,0.0,0.0,0.0
810,0,1,1
811,0.0,1.0,1.0
812,0.0,0.0,1.0
813,0,1,1
814,0.0,0.0,1.0
815,0.0,0.0,1.0
816,1,0,1
817,0.0,0.0,1.0
818,1.0,1.0,1.0
819,0,0,1
820,0.0,0.0,0.0
821,0.0,1.0,1.0
822,0,0,1
823,0.0,0.0,1.0
824,1.0,1.0,1.0
825,0,1,1
826,0.0,1.0,1.0
827,0.0,1.0,1.0
828,0,1,1
829,0.0,0.0,1.0
830,0.0,0.0,0.0
831,0,0,0
832,0.0,1.0,1.0
833,0.0,0.0,1.0
834,0,0,1
835,0.0,0.0,1.0
836,0.0,0.0,1.0
837,0,0,1
838,0.0,0.0,0.0
839,0.0,1.0,1.0
840,0,0,1
841,0.0,0.0,1.0
842,0.0,0.0,1.0
843,0,1,1
844,0.0,0.0,1.0
845,0.0,1.0,1.0
846,0,1,1
847,0.0,1.0,1.0
848,0.0,1.0,1.0
849,0,0,1
850,0.0,1.0,0.0
851,0.0,0.0,1.0
852,1,0,0
853,0.0,0.0,1.0
854,1.0,0.0,1.0
855,0,0,1
856,1.0,0.0,1.0
857,0.0,0.0,1.0
858,0,1,0
859,0.0,1.0,1.0
860,0.0,0.0,0.0
861,0,1,1
862,0.0,0.0,1.0
863,0.0,1.0,1.0
864,0,1,1
865,0.0,1.0,1.0
866,0.0,1.0,1.0
867,1,1,1
868,0.0,1.0,1.0
869,0.0,0.0,0.0
870,0,1,1
871,0.0,1.0,1.0
872,1.0,1.0,1.0
873,1,1,1
874,0.0,0.0,1.0
875,0.0,1.0,0.0
876,0,1,1
877,0.0,0.0,1.0
878,0.0,0.0,1.0
879,1,0,0
880,0.0,1.0,1.0
881,0.0,1.0,1.0
882,1,1,1
883,0.0,0.0,0.0
884,0.0,0.0,1.0
885,1,1,1
886,0.0,0.0,1.0
887,1.0,0.0,1.0
888,0,0,1
889,0.0,0.0,1.0
890,1.0,1.0,1.0
891,1,1,1
892,0.0,0.0,0.0
893,0.0,0.0,1.0
894,0,1,1
895,0.0,1.0,1.0
896,1.0,0.0,1.0
897,0,1,1
898,0.0,0.0,1.0
899,0.0,1.0,1.0
900,0,0,1
901,0.0,1.0,1.0
902,0.0,0.0,0.0
903,0,1,1
904,1.0,0.0,1.0
905,0.0,1.0,1.0
906,0,0,1
907,0.0,1.0,1.0
908,1.0,1.0,1.0
909,0,0,1
910,0.0,1.0,1.0
911,0.0,0.0,0.0
912,0,0,1
913,0.0,1.0,1.0
914,1.0,0.0,1.0
915,0,1,1
916,0.0,1.0,1.0
917,0.0,1.0,1.0
918,0,1,0
919,0.0,0.0,1.0
920,0.0,0.0,0.0
921,0,1,0
922,1.0,1.0,1.0
923,0.0,0.0,1.0
924,0,0,1
925,0.0,0.0,0.0
926,0.0,0.0,1.0
927,0,0,1
928,0.0,1.0,1.0
929,0.0,0.0,1.0
930,1,1,1
931,0.0,0.0,1.0
932,0.0,0.0,1.0
933,0,1,1
934,0.0,0.0,1.0
935,0.0,0.0,1.0
936,0,0,1
937,0.0,1.0,1.0
938,0.0,0.0,0.0
939,0,1,1
940,0.0,1.0,0.0
941,0.0,1.0,0.0
942,0,1,1
943,0.0,0.0,1.0
944,0.0,1.0,1.0
945,1,1,1
946,1.0,0.0,1.0
947,0.0,1.0,1.0
948,0,1,1
949,0.0,0.0,1.0
950,0.0,0.0,1.0
951,0,0,1
952,0.0,0.0,1.0
953,0.0,1.0,1.0
954,0,0,1
955,1.0,0.0,1.0
956,0.0,0.0,1.0
957,1,0,1
958,0.0,0.0,1.0
959,0.0,0.0,1.0
960,1,1,1
961,0.0,1.0,1.0
962,0.0,0.0,1.0
963,0,1,1
964,1.0,0.0,1.0
965,0.0,0.0,1.0
966,0,1,1
967,0.0,0.0,0.0
968,0.0,1.0,1.0
969,0,0,1
970,0.0,0.0,1.0
971,0.0,0.0,1.0
972,0,0,1
973,0.0,1.0,1.0
974,1.0,1.0,1.0
975,0,0,1
976,0.0,1.0,1.0
977,0.0,0.0,1.0
978,0,1,1
979,0.0,1.0,1.0
980,0.0,1.0,1.0
981,1,1,1
982,0.0,0.0,1.0
983,0.0,0.0,1.0
984,0,0,0
985,0.0,1.0,1.0
986,0.0,1.0,1.0
987,0,1,0
988,0.0,1.0,1.0
989,0.0,0.0,1.0
990,0,0,1
991,0.0,1.0,1.0
992,0.0,0.0,0.0
993,0,0,0
994,0.0,1.0,1.0
995,0.0,1.0,1.0
996,0,0,1
997,0.0,0.0,0.0
998,1.0,1.0,1.0
999,0,0,1
