"","A1","A2","A3"
"ID124",0,0,1
"ID125",0,0,1
"ID126",0,0,1
"ID127",0,1,1
"ID128",0,0,0
"ID129",1,1,1
"ID130",1,1,1
"ID131",1,1,1
"ID132",1,1,1
"ID133",0,0,0
"ID134",0,1,1
"ID135",0,1,1
"ID136",1,0,1
"ID137",0,0,1
"ID138",0,1,1
"ID139",0,0,1
"ID140",0,1,1
"ID141",0,1,1
"ID142",1,1,1
"ID143",1,1,1
"ID144",0,1,1
"ID145",0,0,1
"ID146",0,1,1
"ID147",0,1,1
"ID148",0,1,1
"ID149",0,0,0
"ID150",1,0,1
"ID151",0,1,0
"ID152",0,1,1
"ID153",0,1,1
"ID154",1,1,1
"ID155",0,0,1
"ID156",0,0,1
"ID157",0,0,1
"ID158",0,0,1
"ID159",0,1,1
"ID160",0,1,1
"ID161",0,1,0
"ID162",0,0,1
"ID163",0,1,1
"ID164",0,1,1
"ID165",0,0,1
"ID166",0,0,1
"ID167",1,0,1
"ID168",0,0,1
"ID169",0,1,1
"ID170",1,1,1
"ID171",0,0,1
"ID172",0,0,1
"ID173",1,1,1
"ID174",0,0,0
"ID175",0,1,1
"ID176",1,1,1
"ID177",1,0,0
"ID178",0,1,1
"ID179",0,1,1
"ID180",0,0,1
"ID181",0,0,0
"ID182",0,0,1
"ID183",0,0,0
"ID184",0,1,1
"ID185",0,1,1
"ID186",0,1,0
"ID187",0,0,0
"ID188",0,0,1
"ID189",0,1,0
"ID190",0,1,1
"ID191",0,1,1
"ID192",0,0,1
"ID193",0,1,1
"ID194",0,0,0
"ID195",0,1,1
"ID196",1,1,1
"ID197",1,1,1
"ID198",0,0,1
"ID199",0,0,1
"ID200",0,1,1
"ID201",0,1,1
"ID202",0,1,1
"ID203",1,1,1
"ID204",0,0,1
"ID205",0,0,1
"ID206",1,1,1
"ID207",0,1,1
"ID208",0,1,1
"ID209",1,0,0
"ID210",0,0,1
"ID211",0,0,1
"ID212",0,0,1
"ID213",1,1,0
"ID214",0,0,1
"ID215",0,1,1
"ID216",0,0,1
"ID217",0,1,0
"ID218",0,0,1
"ID219",0,1,1
"ID220",0,0,1
"ID221",0,1,1
"ID222",1,0,1
"ID223",0,0,1
"ID224",0,0,1
"ID225",0,1,0
"ID226",0,0,1
"ID227",0,1,1
"ID228",0,1,1
"ID229",0,0,1
"ID230",0,1,1
"ID231",0,0,0
"ID232",0,1,1
"ID233",0,1,0
"ID234",1,1,1
"ID235",1,1,1
"ID236",1,0,1
"ID237",1,1,1
"ID238",0,0,0
"ID239",0,0,1
"ID240",0,1,1
"ID241",0,1,0
"ID242",0,0,1
"ID243",0,0,1
"ID244",0,0,1
"ID245",0,1,1
"ID246",0,1,1
"ID247",1,0,1
"ID248",0,0,1
"ID249",1,0,1
"ID250",0,1,1
"ID251",0,1,1
"ID252",0,1,1
"ID253",0,0,1
"ID254",1,1,1
"ID255",0,0,1
"ID256",0,0,0
"ID257",0,0,0
"ID258",0,0,1
"ID259",0,1,1
"ID260",0,0,1
"ID261",0,0,1
"ID262",0,1,1
"ID263",0,0,1
"ID264",0,0,1
"ID265",1,0,1
"ID266",0,1,1
"ID267",0,0,1
"ID268",0,0,1
"ID269",0,0,1
"ID270",0,1,1
"ID271",0,1,1
"ID272",0,0,1
"ID273",1,0,1
"ID274",0,1,1
"ID275",0,0,1
"ID276",0,1,1
"ID277",0,0,0
"ID278",0,1,1
"ID279",0,1,0
"ID280",0,0,0
"ID281",0,0,1
"ID282",0,0,1
"ID283",0,0,1
"ID284",0,0,1
"ID285",0,0,1
"ID286",0,0,1
"ID287",0,0,1
"ID288",0,0,0
"ID289",0,1,1
"ID290",0,1,1
"ID291",0,0,1
"ID292",1,1,1
"ID293",0,1,1
"ID294",0,0,1
"ID295",0,1,1
"ID296",0,1,0
"ID297",1,1,0
"ID298",0,0,1
"ID299",0,0,0
"ID300",0,0,1
