"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID52",0,1,0,0,1,0,1,0,1,0
"ID53",0,1,1,1,1,1,1,0,1,1
"ID54",1,0,1,1,1,0,1,0,1,0
"ID55",0,0,1,1,1,0,1,0,1,0
"ID56",1,1,0,1,1,1,1,1,1,0
"ID57",0,0,1,1,0,0,1,0,0,0
"ID58",1,1,1,1,1,1,1,0,1,1
"ID59",1,0,1,1,1,0,0,0,0,0
"ID60",1,1,1,1,1,1,1,1,1,1
"ID61",1,1,0,1,1,1,1,1,1,1
"ID62",0,1,0,1,1,0,1,0,1,1
"ID63",1,1,1,1,1,1,0,1,1,1
"ID64",0,1,1,0,1,0,1,1,1,0
"ID65",1,1,1,1,0,0,0,1,1,0
"ID66",0,0,1,0,0,1,0,0,1,1
"ID67",0,0,1,1,1,0,0,0,0,0
"ID68",0,0,1,0,0,0,0,0,0,0
"ID69",0,0,1,1,1,0,0,0,0,0
"ID70",1,1,0,1,1,0,1,0,1,0
"ID71",0,0,1,1,0,0,1,0,0,0
"ID72",0,1,0,0,0,0,0,1,1,0
"ID73",0,0,1,1,1,0,1,1,0,0
"ID74",1,0,1,1,1,1,1,1,1,0
"ID75",0,0,1,0,1,0,1,0,0,0
"ID76",1,1,1,0,1,0,1,0,1,1
"ID77",1,0,0,1,1,0,0,0,0,0
"ID78",1,0,1,1,1,0,1,0,0,0
"ID79",1,1,0,1,1,1,1,1,0,1
"ID80",0,0,1,1,0,0,1,1,0,0
"ID81",0,0,1,1,1,0,0,1,0,0
"ID82",0,1,0,1,1,1,1,0,1,0
"ID83",1,0,0,0,0,1,0,1,0,0
"ID84",0,1,1,1,1,0,0,0,1,1
"ID85",0,0,1,0,0,0,0,0,0,0
"ID86",0,1,1,0,1,0,1,1,1,1
"ID87",1,0,1,1,1,1,1,1,0,1
"ID88",1,1,0,1,1,1,1,1,1,1
"ID89",0,1,1,1,1,0,0,0,1,0
"ID90",0,1,1,0,1,1,1,0,1,0
"ID91",0,0,0,1,1,0,1,0,1,1
"ID92",0,1,0,0,1,1,0,1,0,1
"ID93",1,1,0,1,1,1,1,1,1,1
"ID94",1,1,1,1,1,1,1,1,1,1
"ID95",0,0,1,1,1,0,1,0,0,0
"ID96",0,0,1,1,1,0,0,0,0,0
"ID97",0,0,1,1,0,0,0,0,0,0
"ID98",0,0,1,0,1,0,0,0,0,0
"ID99",0,0,1,1,1,1,0,1,0,0
"ID100",0,0,1,0,1,0,1,0,1,0
"ID101",0,1,0,0,1,0,0,0,0,1
"ID102",0,1,1,1,0,0,1,0,1,0
"ID103",1,0,1,1,1,0,1,0,0,0
"ID104",0,0,1,1,1,0,0,0,0,0
"ID105",0,0,1,1,1,0,1,0,1,1
"ID106",0,1,1,0,1,0,1,1,1,1
"ID107",0,0,0,1,0,0,1,0,0,0
"ID108",0,1,0,1,0,0,0,1,1,1
"ID109",1,1,1,1,1,1,1,1,1,1
"ID110",0,1,1,1,1,0,1,1,1,1
"ID111",0,1,1,1,1,0,0,0,1,1
"ID112",1,0,1,1,1,1,1,1,1,1
"ID113",0,0,1,1,1,0,1,0,0,0
"ID114",1,1,1,1,1,1,0,1,1,1
"ID115",0,0,0,1,0,0,1,0,0,0
"ID116",1,1,0,1,1,1,1,1,1,1
"ID117",0,1,1,1,1,0,0,0,1,1
"ID118",0,0,0,0,0,0,0,0,0,0
"ID119",1,1,1,1,1,0,1,1,1,1
"ID120",0,1,1,1,1,0,1,0,1,0
"ID121",0,0,1,1,1,0,0,0,0,0
"ID122",1,1,0,0,0,0,0,0,0,0
"ID123",1,0,1,1,0,0,1,0,0,1
"ID124",0,0,1,0,0,0,1,1,1,0
"ID125",0,0,1,0,0,0,0,0,0,0
"ID126",0,0,0,0,0,0,0,0,0,0
"ID127",0,0,0,0,0,1,0,0,1,0
"ID128",0,0,1,1,1,0,1,0,0,0
"ID129",1,1,0,1,1,1,0,1,1,1
"ID130",0,0,0,0,1,0,0,0,0,0
"ID131",1,1,1,1,0,1,1,1,1,1
"ID132",0,1,1,0,1,0,0,0,1,1
"ID133",0,1,1,1,1,0,1,0,1,0
"ID134",0,0,0,0,0,0,1,0,0,0
"ID135",0,1,1,1,1,1,0,0,1,0
"ID136",0,1,0,0,0,0,0,1,1,1
"ID137",0,1,1,1,1,0,1,0,1,0
"ID138",0,0,1,1,1,0,1,0,0,0
"ID139",0,1,0,0,0,1,1,0,1,0
"ID140",0,1,0,0,0,0,0,0,1,0
"ID141",0,0,0,0,1,1,0,0,1,1
"ID142",0,1,0,1,1,1,1,1,1,0
"ID143",0,1,1,0,1,0,0,1,1,1
"ID144",1,1,1,1,1,1,1,1,1,1
"ID145",0,0,0,0,0,0,0,0,0,0
"ID146",1,1,1,1,1,1,1,1,1,1
"ID147",1,0,0,1,0,1,0,0,0,1
"ID148",1,1,0,1,0,0,0,1,1,1
"ID149",0,1,0,0,0,0,0,1,0,1
"ID150",1,1,1,1,1,1,1,1,1,1
"ID151",1,1,1,1,0,0,1,1,0,1
"ID152",1,0,1,0,1,1,1,1,1,1
"ID153",0,1,1,1,1,0,0,0,1,1
"ID154",0,1,1,1,1,0,0,0,1,0
"ID155",0,0,1,0,1,0,1,0,1,0
"ID156",0,0,1,0,1,0,0,0,0,0
"ID157",0,1,0,1,1,0,0,0,1,0
"ID158",1,0,0,0,1,1,1,0,0,0
"ID159",0,0,1,1,1,0,0,0,0,0
"ID160",0,1,1,1,1,0,0,0,1,1
"ID161",1,0,1,0,0,0,1,0,0,0
"ID162",0,1,0,1,0,0,1,1,1,1
"ID163",0,1,1,0,1,1,1,1,1,0
"ID164",0,0,1,1,1,1,1,0,1,0
"ID165",1,1,1,1,1,1,0,1,1,1
"ID166",0,1,1,1,1,0,1,0,1,1
"ID167",0,1,1,0,1,0,1,0,1,1
"ID168",1,0,1,1,1,0,0,1,1,1
"ID169",1,1,0,1,1,1,1,1,1,1
"ID170",0,1,1,0,1,0,1,1,1,0
"ID171",0,0,1,1,1,0,0,1,1,1
"ID172",0,1,1,1,0,0,1,1,1,1
"ID173",1,1,1,1,1,0,1,1,1,1
"ID174",0,0,1,1,1,1,1,1,1,1
"ID175",1,1,1,1,1,0,0,0,1,0
"ID176",0,1,1,0,1,0,1,1,1,0
"ID177",0,0,1,1,1,0,0,1,1,1
"ID178",0,0,1,0,1,0,0,0,0,0
"ID179",1,0,1,1,1,0,0,0,1,0
"ID180",0,0,1,0,1,0,0,1,0,0
"ID181",1,1,1,1,1,0,1,1,1,1
"ID182",0,0,1,1,1,0,1,1,1,0
"ID183",1,1,0,1,1,1,1,1,1,1
"ID184",0,1,1,1,0,0,0,1,1,1
"ID185",0,0,1,0,1,0,1,0,0,0
"ID186",0,0,1,0,1,0,1,0,0,0
"ID187",0,0,1,1,1,1,0,0,1,0
"ID188",1,0,0,1,0,0,1,1,0,1
"ID189",0,0,1,1,1,0,1,0,0,0
"ID190",0,1,1,1,1,0,1,0,1,0
"ID191",0,1,1,0,0,0,1,1,1,1
"ID192",0,0,1,1,1,0,1,0,0,0
"ID193",1,0,1,1,1,0,1,0,0,0
"ID194",0,0,1,1,0,0,1,1,0,0
"ID195",0,0,1,1,1,0,0,0,0,0
"ID196",0,1,0,0,1,1,1,0,1,1
"ID197",0,1,0,0,1,0,1,0,0,0
"ID198",0,0,0,0,1,0,1,0,0,0
"ID199",0,0,1,0,1,0,0,0,0,0
"ID200",0,0,1,1,0,0,0,0,0,0
"ID201",1,1,1,1,1,0,1,1,1,1
"ID202",0,0,1,1,1,0,0,0,0,0
"ID203",0,0,0,0,0,0,0,0,0,0
"ID204",0,0,1,0,1,0,1,0,1,0
"ID205",0,0,1,0,1,0,1,0,1,0
"ID206",0,1,1,0,1,0,1,0,1,1
"ID207",0,1,1,1,1,0,0,1,1,1
"ID208",0,0,1,1,1,0,0,0,1,0
"ID209",0,1,1,1,1,1,1,0,1,1
"ID210",0,0,1,0,1,1,0,0,0,0
"ID211",0,1,1,0,1,0,0,0,1,0
"ID212",0,1,0,1,0,0,1,0,1,0
"ID213",0,0,1,1,1,0,1,0,0,0
"ID214",0,1,1,1,1,1,0,0,1,1
"ID215",1,0,1,1,1,0,1,0,1,1
"ID216",0,0,1,1,0,0,1,0,1,0
"ID217",1,1,0,0,0,0,0,1,1,1
"ID218",1,1,1,1,1,0,1,1,1,1
"ID219",1,1,1,1,1,0,1,1,1,1
"ID220",0,1,0,0,1,0,0,0,1,1
"ID221",1,1,1,1,0,0,0,1,0,0
"ID222",0,0,0,1,0,0,1,0,1,0
"ID223",1,0,1,0,1,0,0,0,0,0
"ID224",0,0,0,1,1,0,0,0,0,0
"ID225",1,1,1,1,1,1,1,0,1,1
"ID226",1,1,1,0,1,1,1,1,1,0
"ID227",0,1,1,0,1,0,0,0,1,0
"ID228",0,1,1,1,1,1,0,0,1,1
"ID229",0,1,1,1,1,0,0,0,1,0
"ID230",0,1,1,0,1,0,0,0,1,1
"ID231",0,1,1,1,1,0,1,0,1,1
"ID232",0,1,1,1,1,0,0,0,1,1
"ID233",1,1,1,1,1,1,1,1,1,1
"ID234",1,1,1,1,1,1,1,1,1,1
"ID235",0,1,0,0,1,0,0,0,1,1
"ID236",0,0,1,1,1,0,1,1,1,0
"ID237",0,1,1,1,1,1,0,0,1,0
"ID238",0,0,0,0,0,1,0,0,0,0
"ID239",1,0,1,1,1,1,1,0,0,1
"ID240",1,1,1,1,1,1,0,1,1,1
"ID241",0,1,1,0,0,0,0,0,1,1
"ID242",1,1,0,0,0,1,0,1,1,1
"ID243",0,1,1,1,1,1,1,0,1,0
"ID244",0,0,0,0,0,0,0,0,0,0
"ID245",1,1,1,1,0,1,1,1,1,0
"ID246",0,1,1,0,1,0,1,0,1,1
"ID247",0,1,0,0,0,0,0,1,0,0
"ID248",1,0,1,0,0,0,1,0,1,0
"ID249",0,0,1,1,0,0,0,0,1,0
"ID250",1,0,1,1,1,1,1,1,0,0
"ID251",1,0,0,0,0,0,0,1,0,1
"ID252",0,1,1,0,1,1,1,0,1,0
"ID253",0,0,0,0,0,0,0,0,0,0
"ID254",0,1,1,0,1,1,0,0,1,1
"ID255",1,1,1,1,1,1,1,0,1,1
"ID256",1,1,0,0,0,0,1,1,1,0
"ID257",1,0,1,1,1,1,0,0,0,0
"ID258",0,1,1,1,1,0,1,1,0,0
"ID259",1,1,1,1,1,1,1,1,1,1
"ID260",0,1,0,0,0,0,0,1,1,1
"ID261",0,1,1,1,1,1,1,0,1,1
"ID262",0,0,1,0,1,1,1,0,1,0
"ID263",0,1,1,1,1,0,0,1,1,0
"ID264",0,0,1,1,1,0,0,0,0,0
"ID265",1,1,0,1,1,1,1,1,0,1
"ID266",0,0,1,0,1,0,1,0,0,0
"ID267",0,0,1,0,1,1,0,1,1,0
"ID268",0,1,0,1,0,1,1,0,1,1
"ID269",0,0,1,1,0,0,0,0,0,0
"ID270",0,0,1,0,1,0,0,0,0,0
"ID271",0,1,0,1,1,0,1,0,1,1
"ID272",0,0,1,1,1,0,0,0,1,0
"ID273",1,1,1,1,1,1,1,1,1,1
"ID274",0,1,0,1,0,0,0,0,0,1
"ID275",1,1,1,0,1,0,0,0,1,0
"ID276",1,0,0,1,1,0,0,0,0,0
"ID277",1,1,0,0,0,0,0,1,0,1
"ID278",1,1,1,1,0,1,1,1,1,1
"ID279",1,0,1,0,1,0,0,1,0,0
"ID280",0,1,1,1,1,0,0,1,1,0
"ID281",0,0,1,1,1,0,1,0,1,1
"ID282",1,0,0,1,1,0,0,0,1,0
"ID283",0,1,0,0,1,1,0,0,1,1
"ID284",0,0,1,1,1,0,1,1,0,0
"ID285",0,0,1,0,0,0,0,1,0,0
"ID286",0,1,1,0,1,0,0,1,1,1
"ID287",0,0,1,0,0,0,0,0,0,0
"ID288",0,0,0,0,1,0,0,0,0,0
"ID289",0,0,0,0,0,0,0,0,0,0
"ID290",0,1,1,1,0,0,1,0,1,1
"ID291",0,1,1,0,0,1,1,0,1,0
"ID292",0,1,1,0,1,1,0,0,1,1
"ID293",1,0,1,1,1,1,0,1,0,1
"ID294",0,0,0,0,0,0,0,0,1,0
"ID295",0,1,1,0,1,1,0,0,1,0
"ID296",0,0,1,1,1,1,0,1,0,1
"ID297",0,0,1,0,1,0,0,0,0,1
"ID298",0,0,1,0,0,0,0,1,0,0
"ID299",1,1,1,1,1,1,1,1,1,0
"ID300",0,0,0,0,0,1,1,1,1,1
"ID301",0,1,1,1,1,1,1,1,1,1
"ID302",0,0,1,0,1,1,1,1,1,1
"ID303",0,0,0,1,1,0,1,0,0,0
"ID304",0,0,1,1,1,0,1,0,1,1
"ID305",0,1,0,0,0,0,0,1,1,0
"ID306",0,0,0,0,0,0,0,0,0,0
"ID307",0,1,1,1,1,0,0,0,1,1
"ID308",0,1,1,1,1,1,1,1,1,1
"ID309",0,1,1,1,1,0,0,1,0,0
"ID310",0,1,0,0,1,0,1,1,1,1
"ID311",0,0,1,0,1,0,0,0,1,1
"ID312",1,1,0,1,1,1,1,1,1,0
"ID313",0,1,0,0,0,0,0,0,0,0
"ID314",1,0,1,0,1,0,1,0,0,0
"ID315",0,0,1,1,0,0,1,0,0,0
"ID316",0,1,1,1,1,0,0,0,1,0
"ID317",0,1,1,1,1,1,1,1,0,1
"ID318",0,1,1,1,1,1,1,1,1,1
"ID319",0,1,1,1,1,0,0,1,1,0
"ID320",1,1,1,1,1,0,1,0,1,1
"ID321",0,0,1,1,0,0,0,0,1,0
"ID322",0,1,1,1,1,0,0,0,1,1
"ID323",1,0,1,0,0,0,0,0,1,0
"ID324",0,1,1,1,1,0,0,0,1,0
"ID325",0,1,0,0,0,0,0,0,0,1
"ID326",0,0,1,0,1,0,0,0,0,0
"ID327",0,1,1,1,0,0,1,0,0,0
"ID328",0,0,1,0,0,0,0,0,0,0
"ID329",0,0,0,0,0,0,0,0,0,0
"ID330",0,0,1,0,1,0,0,0,0,0
"ID331",0,1,0,0,0,0,0,1,0,1
"ID332",1,1,1,1,1,1,0,1,1,1
"ID333",0,0,1,0,1,0,1,0,0,0
"ID334",0,0,1,0,1,0,1,1,0,1
"ID335",0,1,1,1,1,0,0,0,1,0
"ID336",0,0,1,1,1,0,1,0,0,0
"ID337",1,1,1,1,1,1,1,1,1,1
"ID338",0,0,1,1,0,0,0,0,0,0
"ID339",0,0,1,1,1,0,1,0,0,0
"ID340",0,0,0,0,0,0,0,0,0,0
"ID341",0,0,1,1,1,0,0,0,0,0
"ID342",0,0,1,1,1,0,1,0,1,0
"ID343",1,0,0,1,1,0,0,0,1,0
"ID344",0,1,1,0,1,0,1,0,1,1
"ID345",0,0,1,0,1,0,1,0,0,0
"ID346",0,1,1,1,1,0,1,1,1,1
"ID347",0,1,1,1,1,1,0,1,1,0
"ID348",1,1,1,1,1,1,1,1,1,1
"ID349",1,1,1,1,1,0,1,1,1,0
"ID350",1,1,1,1,1,0,0,1,1,0
"ID351",0,0,1,1,1,0,1,0,1,0
"ID352",0,0,1,1,1,1,0,0,1,0
"ID353",0,0,1,1,1,0,1,0,1,0
"ID354",1,1,0,1,1,1,1,1,1,1
"ID355",0,1,0,1,1,1,1,1,1,1
"ID356",0,1,0,0,1,0,1,0,1,1
"ID357",0,1,1,0,1,0,0,0,0,1
"ID358",0,1,1,1,1,0,0,1,1,1
"ID359",1,0,1,0,0,0,1,0,1,0
"ID360",0,1,1,0,0,0,0,0,1,1
"ID361",0,0,1,1,1,0,1,0,0,0
"ID362",0,0,1,1,1,0,1,0,0,0
"ID363",0,1,1,1,1,1,0,0,1,1
"ID364",1,1,1,1,1,1,1,1,1,1
"ID365",0,0,0,0,0,0,0,0,0,0
"ID366",0,0,1,1,1,0,0,1,1,1
"ID367",1,0,1,1,1,0,1,1,0,0
"ID368",0,0,1,0,0,0,0,0,0,0
"ID369",1,0,1,1,1,0,1,1,0,0
"ID370",0,0,1,0,1,0,1,0,0,0
"ID371",0,0,0,1,1,0,0,0,0,0
"ID372",0,1,1,0,1,0,0,1,1,1
"ID373",0,0,1,0,1,0,0,0,1,0
"ID374",0,0,0,0,0,0,0,0,0,0
"ID375",1,0,1,1,0,1,1,1,1,1
"ID376",0,1,1,1,1,0,1,0,1,0
"ID377",0,0,1,1,1,0,0,0,0,0
"ID378",0,1,1,1,1,0,1,0,1,1
"ID379",0,0,1,0,1,0,0,0,0,0
"ID380",0,0,0,0,0,0,0,0,0,0
"ID381",0,1,1,1,1,1,0,1,1,0
"ID382",1,0,1,1,1,1,1,1,0,0
"ID383",0,1,1,0,1,1,0,1,1,0
"ID384",0,1,1,0,1,0,0,0,1,0
"ID385",0,0,1,1,1,0,1,0,1,0
"ID386",1,1,1,1,1,1,1,1,1,1
"ID387",1,0,1,1,1,1,0,1,1,1
"ID388",0,1,1,1,1,0,0,1,1,0
"ID389",0,0,1,0,0,0,1,0,0,0
"ID390",0,1,1,0,1,1,1,0,1,1
"ID391",0,0,1,1,0,0,1,0,1,1
"ID392",0,1,1,0,1,0,1,1,1,0
"ID393",0,0,1,1,1,0,0,0,0,0
"ID394",0,0,0,0,0,0,1,1,0,0
"ID395",0,0,1,1,1,0,1,0,0,0
"ID396",0,1,1,1,1,0,0,1,1,1
"ID397",0,1,1,1,0,0,1,0,1,1
"ID398",0,0,0,0,0,0,0,0,0,0
"ID399",0,0,1,1,0,0,1,0,0,0
"ID400",0,0,1,1,0,1,0,0,1,0
"ID401",0,0,1,0,1,0,1,0,0,0
"ID402",0,1,1,1,1,0,0,1,1,0
"ID403",0,0,1,1,1,0,1,0,0,0
"ID404",0,0,0,1,1,0,0,0,1,0
"ID405",0,0,1,1,0,0,0,0,0,0
"ID406",0,1,1,1,1,0,0,0,0,0
"ID407",1,0,1,1,1,0,0,0,0,0
"ID408",1,0,1,0,1,1,1,1,1,1
"ID409",0,0,1,1,1,0,1,0,0,0
"ID410",0,0,0,1,1,0,1,0,0,0
"ID411",0,1,1,1,1,1,1,1,1,1
"ID412",0,0,1,1,1,0,1,0,0,0
"ID413",0,1,1,1,1,1,0,0,1,1
"ID414",0,0,1,1,1,0,1,0,0,0
"ID415",1,1,0,0,0,1,0,1,1,1
"ID416",0,0,1,1,1,0,0,0,0,0
"ID417",0,0,1,1,1,0,0,0,1,1
"ID418",1,1,1,1,0,0,1,0,1,1
"ID419",1,0,1,1,0,0,0,0,1,0
"ID420",1,0,0,0,0,1,0,1,0,0
"ID421",1,1,1,1,1,1,1,1,1,0
"ID422",0,0,1,1,0,0,1,1,0,0
"ID423",1,1,1,1,1,1,1,1,1,0
"ID424",0,1,0,0,0,0,0,1,0,0
"ID425",0,1,1,1,1,0,0,0,1,1
"ID426",0,0,1,1,1,0,1,0,0,0
"ID427",1,0,1,1,1,0,1,1,0,0
"ID428",0,0,1,1,1,0,0,0,0,0
"ID429",0,0,0,0,1,1,1,0,1,0
"ID430",0,1,1,1,1,1,0,0,1,0
"ID431",0,0,1,1,1,0,1,0,0,0
"ID432",0,0,0,0,0,0,0,0,1,1
"ID433",0,1,1,1,1,1,0,0,1,1
"ID434",0,0,1,0,0,0,0,0,0,0
"ID435",0,0,1,1,1,0,0,0,1,1
"ID436",0,0,1,1,1,0,1,0,1,0
"ID437",0,0,1,0,0,0,0,0,0,0
"ID438",0,1,0,1,1,0,0,0,1,0
"ID439",0,0,1,1,1,0,1,0,0,0
"ID440",0,0,0,0,0,0,0,0,0,0
"ID441",0,1,1,1,1,1,1,0,1,0
"ID442",0,0,1,0,1,0,1,0,0,0
"ID443",1,0,0,0,0,0,0,0,0,0
"ID444",0,0,1,0,1,0,0,0,0,0
"ID445",1,0,1,1,1,1,1,1,1,1
"ID446",0,1,1,1,1,0,1,1,1,0
"ID447",0,0,1,0,0,0,0,0,0,0
"ID448",0,0,1,1,1,0,1,0,0,0
"ID449",0,0,1,1,0,0,1,0,0,0
"ID450",1,0,1,1,1,1,0,0,1,0
"ID451",1,1,1,0,0,0,1,0,0,0
"ID452",0,1,1,1,1,0,0,0,1,0
"ID453",0,1,0,0,0,1,0,0,1,0
"ID454",1,0,1,1,1,1,1,1,1,1
"ID455",0,1,1,1,1,1,1,0,1,1
"ID456",1,1,1,1,1,0,1,1,1,1
"ID457",1,1,1,1,1,1,0,0,0,0
"ID458",0,0,0,0,1,0,1,0,0,0
"ID459",0,1,1,1,1,0,1,0,1,1
"ID460",0,1,1,0,1,1,1,0,1,0
"ID461",0,0,0,0,0,0,0,0,1,0
"ID462",1,1,1,1,1,1,1,0,1,1
"ID463",0,0,1,0,0,0,0,1,0,0
"ID464",0,0,1,1,1,0,0,0,0,0
"ID465",0,1,0,0,0,1,0,1,0,1
"ID466",1,0,1,0,0,0,0,0,0,0
"ID467",0,0,0,1,1,0,1,0,0,0
"ID468",0,0,1,1,1,0,0,0,1,0
"ID469",0,0,0,0,0,0,0,0,0,0
"ID470",0,0,1,1,1,1,0,0,1,0
"ID471",1,1,1,1,1,0,1,1,1,0
"ID472",0,1,1,1,1,0,1,0,0,0
"ID473",0,0,1,1,1,0,1,0,0,0
"ID474",0,1,0,1,1,0,1,1,1,0
"ID475",0,1,1,1,1,1,0,1,1,0
"ID476",1,0,1,0,1,0,0,0,1,0
"ID477",1,0,0,1,1,0,0,0,0,0
"ID478",0,1,1,0,0,0,0,1,1,1
"ID479",1,0,1,1,0,0,1,1,0,1
"ID480",1,0,1,1,1,0,1,0,0,0
"ID481",0,0,1,0,1,0,0,0,0,0
"ID482",0,0,1,1,1,1,1,0,1,1
"ID483",0,0,1,0,1,0,0,0,0,0
"ID484",0,0,0,1,1,0,1,0,0,0
"ID485",1,1,1,1,1,1,1,1,1,1
"ID486",1,1,0,1,1,1,1,1,1,1
"ID487",1,1,1,1,1,1,1,1,1,1
"ID488",0,0,1,0,0,0,0,0,1,0
"ID489",1,0,1,1,0,1,1,0,0,0
"ID490",1,0,1,0,1,0,1,0,0,0
"ID491",0,0,1,1,1,0,0,0,1,0
"ID492",0,1,0,0,0,0,0,0,0,0
"ID493",1,1,1,1,1,0,1,0,1,1
"ID494",0,1,0,0,0,0,0,0,1,0
"ID495",0,0,1,1,1,1,1,0,1,0
"ID496",0,0,1,0,0,0,0,0,0,0
"ID497",0,1,1,1,1,1,1,1,1,1
"ID498",1,0,1,1,1,0,1,0,1,0
"ID499",0,0,1,0,1,0,0,0,0,0
"ID500",0,0,1,1,1,0,1,0,0,0
"ID501",0,0,1,1,1,0,1,0,0,0
"ID502",0,1,1,1,1,1,0,1,1,0
"ID503",1,1,1,1,0,1,0,1,0,1
"ID504",0,0,0,0,0,0,1,0,0,0
"ID505",0,1,1,0,1,1,0,1,1,0
"ID506",0,0,1,0,1,0,1,1,0,0
"ID507",0,0,0,0,0,1,0,1,0,0
"ID508",1,0,1,0,0,1,1,0,0,0
"ID509",0,0,1,1,1,0,0,0,0,0
"ID510",0,1,1,0,1,0,0,1,1,0
"ID511",1,1,1,1,1,0,0,1,1,1
"ID512",0,1,0,0,0,0,0,0,1,0
"ID513",0,0,1,0,0,0,0,0,0,0
"ID514",1,0,1,1,1,0,0,0,0,0
"ID515",1,1,1,0,1,1,1,0,0,0
"ID516",1,1,0,1,1,1,1,1,1,1
"ID517",1,0,0,1,1,1,1,1,1,0
"ID518",0,0,1,1,1,0,0,0,0,0
"ID519",1,0,1,0,1,0,1,0,0,0
"ID520",1,1,1,1,1,1,1,1,1,1
"ID521",1,0,1,1,1,0,0,0,1,0
"ID522",0,0,1,1,1,0,1,0,0,0
"ID523",0,0,0,0,0,0,0,0,0,0
"ID524",0,0,1,1,1,0,1,1,0,0
"ID525",1,1,1,1,1,1,1,1,1,1
"ID526",0,1,0,0,0,0,0,0,1,0
"ID527",0,0,1,1,1,1,0,1,1,1
"ID528",0,1,1,1,1,0,1,0,1,0
"ID529",0,1,1,1,1,1,1,0,1,1
"ID530",1,1,1,1,1,1,0,0,1,0
"ID531",1,1,0,0,1,1,1,1,1,1
"ID532",0,1,1,1,0,0,1,0,0,1
"ID533",0,0,1,1,1,0,0,0,0,0
"ID534",0,1,0,0,1,1,0,0,1,1
"ID535",1,1,1,1,1,0,1,0,1,0
"ID536",1,0,0,1,1,1,1,0,0,1
"ID537",1,1,1,1,0,1,1,0,0,1
"ID538",0,1,1,1,1,0,0,1,1,0
"ID539",1,1,1,1,1,1,0,1,1,0
"ID540",0,0,0,0,0,0,0,0,1,0
"ID541",1,0,1,1,1,0,0,0,1,0
"ID542",1,1,1,1,0,1,1,1,1,1
"ID543",0,0,1,1,1,0,0,0,0,0
"ID544",0,1,1,1,1,0,1,0,1,1
"ID545",1,1,1,1,1,1,1,1,0,1
"ID546",0,0,1,1,0,0,1,1,0,0
"ID547",0,1,0,1,1,1,0,0,1,1
"ID548",0,0,1,0,1,0,0,0,1,0
"ID549",0,0,1,1,1,0,0,1,1,1
"ID550",1,0,1,0,0,0,0,0,0,0
"ID551",1,1,1,0,1,0,1,0,1,1
"ID552",0,1,1,1,1,0,1,0,0,0
"ID553",0,0,0,0,0,0,0,0,0,0
"ID554",0,1,0,0,1,1,0,1,0,1
"ID555",0,1,1,0,1,0,1,0,1,0
"ID556",0,0,1,1,1,0,1,0,1,0
