"","A1","A2","A3"
"ID124",0,0,1
"ID125",0,0,1
"ID126",0,0,0
"ID127",0,0,0
"ID128",0,0,1
"ID129",1,1,0
"ID130",0,0,1
"ID131",1,1,1
"ID132",0,1,1
"ID133",0,1,1
"ID134",0,0,0
"ID135",0,1,1
"ID136",0,1,0
"ID137",0,1,1
"ID138",0,0,1
"ID139",0,1,0
"ID140",0,1,0
"ID141",0,1,1
"ID142",0,1,1
"ID143",0,1,1
"ID144",1,1,1
"ID145",0,0,0
"ID146",1,1,1
"ID147",1,0,0
"ID148",1,1,0
"ID149",0,1,0
"ID150",1,1,1
"ID151",1,1,1
"ID152",1,1,1
"ID153",0,1,1
"ID154",0,1,1
"ID155",0,0,1
"ID156",0,0,1
"ID157",0,1,1
"ID158",0,0,1
"ID159",0,0,1
"ID160",0,1,1
"ID161",0,0,0
"ID162",0,1,1
"ID163",0,1,1
"ID164",0,1,1
"ID165",1,1,1
"ID166",0,1,1
"ID167",0,1,1
"ID168",0,1,1
"ID169",1,1,1
"ID170",0,1,1
"ID171",0,1,1
"ID172",0,1,1
"ID173",0,1,1
"ID174",0,1,1
"ID175",0,1,1
"ID176",0,1,1
"ID177",0,1,1
"ID178",0,0,1
"ID179",0,1,1
"ID180",0,0,1
"ID181",0,1,1
"ID182",0,0,1
"ID183",1,1,1
"ID184",0,1,1
"ID185",0,0,1
"ID186",0,0,1
"ID187",0,0,1
"ID188",1,0,1
"ID189",0,0,1
"ID190",0,1,1
"ID191",0,1,1
"ID192",0,0,1
"ID193",0,0,1
"ID194",0,0,1
"ID195",0,0,1
"ID196",0,1,1
"ID197",0,0,1
"ID198",0,0,1
"ID199",0,0,1
"ID200",0,0,1
"ID201",1,1,1
"ID202",0,0,1
"ID203",0,0,0
"ID204",0,0,1
"ID205",0,0,1
"ID206",0,1,1
"ID207",0,1,1
"ID208",0,0,1
"ID209",0,1,1
"ID210",0,0,1
"ID211",0,1,1
"ID212",0,1,1
"ID213",0,0,1
"ID214",0,1,1
"ID215",0,1,1
"ID216",0,1,1
"ID217",0,1,0
"ID218",1,1,1
"ID219",1,1,1
"ID220",0,1,0
"ID221",0,0,1
"ID222",0,0,1
"ID223",0,0,1
"ID224",0,0,1
"ID225",0,1,1
"ID226",1,1,1
"ID227",0,1,1
"ID228",0,1,1
"ID229",0,1,1
"ID230",0,1,1
"ID231",0,1,1
"ID232",0,1,1
"ID233",1,1,1
"ID234",1,1,1
"ID235",0,1,1
"ID236",0,1,1
"ID237",0,1,1
"ID238",0,0,0
"ID239",1,0,1
"ID240",1,1,1
"ID241",0,1,0
"ID242",1,1,0
"ID243",0,1,1
"ID244",0,0,0
"ID245",1,1,1
"ID246",0,1,1
"ID247",0,1,0
"ID248",0,0,1
"ID249",0,0,1
"ID250",1,0,1
"ID251",1,0,0
"ID252",0,1,1
"ID253",0,0,0
"ID254",0,1,1
"ID255",1,1,1
"ID256",1,1,0
"ID257",1,0,1
"ID258",0,1,1
"ID259",0,1,1
"ID260",0,1,0
"ID261",0,1,1
"ID262",0,1,1
"ID263",0,1,1
"ID264",0,0,1
"ID265",1,1,1
"ID266",0,0,1
"ID267",0,1,1
"ID268",0,1,1
"ID269",0,0,1
"ID270",0,0,1
"ID271",0,1,1
"ID272",0,1,1
"ID273",1,1,1
"ID274",0,0,1
"ID275",0,1,1
"ID276",0,0,1
"ID277",0,1,0
"ID278",1,1,1
"ID279",0,0,1
"ID280",0,1,1
"ID281",0,0,1
"ID282",0,0,1
"ID283",0,1,1
"ID284",0,0,1
"ID285",0,0,1
"ID286",0,1,1
"ID287",0,0,1
"ID288",0,0,1
"ID289",0,0,0
"ID290",0,1,1
"ID291",0,1,1
"ID292",0,1,1
"ID293",0,1,1
"ID294",0,0,0
"ID295",0,1,1
"ID296",1,0,1
"ID297",0,0,1
"ID298",0,0,0
"ID299",1,1,1
"ID300",0,1,0
"ID301",1,1,1
"ID302",0,1,1
"ID303",0,0,1
"ID304",0,0,1
"ID305",0,1,0
"ID306",0,0,0
"ID307",0,1,1
"ID308",1,1,1
"ID309",0,1,1
"ID310",0,1,1
"ID311",0,0,1
"ID312",1,1,1
"ID313",0,0,0
"ID314",0,0,1
"ID315",0,1,1
"ID316",0,1,1
"ID317",0,1,1
"ID318",0,1,1
"ID319",0,1,1
"ID320",0,1,1
"ID321",0,0,1
"ID322",0,1,1
"ID323",0,0,1
"ID324",0,1,1
"ID325",0,1,0
"ID326",0,0,1
"ID327",0,0,1
"ID328",0,0,0
"ID329",0,0,0
"ID330",0,0,1
"ID331",0,1,0
"ID332",1,1,1
"ID333",0,0,1
"ID334",0,0,1
"ID335",0,1,1
"ID336",0,0,1
"ID337",1,1,1
"ID338",0,0,1
"ID339",0,0,1
"ID340",0,0,0
"ID341",0,0,1
"ID342",0,0,1
"ID343",0,0,1
"ID344",0,1,1
"ID345",0,0,1
"ID346",0,1,1
"ID347",0,1,1
"ID348",1,1,1
"ID349",0,1,1
"ID350",0,1,1
"ID351",0,0,1
"ID352",0,0,1
"ID353",0,0,1
"ID354",1,1,1
"ID355",0,1,1
"ID356",0,1,1
"ID357",0,1,1
"ID358",0,1,1
"ID359",0,0,1
"ID360",0,1,0
"ID361",0,0,1
"ID362",1,0,1
"ID363",0,1,1
"ID364",1,1,1
"ID365",0,0,0
"ID366",0,1,1
"ID367",1,0,1
"ID368",0,0,0
"ID369",1,0,1
"ID370",0,0,1
"ID371",0,0,1
"ID372",0,1,1
"ID373",0,0,1
"ID374",0,0,0
"ID375",1,1,1
"ID376",0,1,1
"ID377",0,0,1
"ID378",0,1,1
"ID379",0,0,1
"ID380",0,0,0
"ID381",0,1,1
"ID382",1,0,1
"ID383",0,1,1
"ID384",0,1,1
"ID385",0,1,1
"ID386",1,1,1
"ID387",1,1,1
"ID388",0,0,1
"ID389",0,0,1
"ID390",0,1,1
"ID391",0,1,1
"ID392",0,1,1
"ID393",0,0,1
"ID394",0,0,0
"ID395",0,0,1
"ID396",0,1,1
"ID397",0,1,1
"ID398",0,0,0
"ID399",0,0,1
"ID400",0,1,1
"ID401",0,0,1
"ID402",0,1,1
"ID403",0,0,1
"ID404",0,0,1
"ID405",0,0,1
"ID406",0,0,1
"ID407",0,0,1
"ID408",1,1,1
"ID409",0,0,1
"ID410",0,0,1
"ID411",0,1,1
"ID412",0,0,1
"ID413",0,1,1
"ID414",0,0,1
"ID415",0,1,0
"ID416",0,0,1
"ID417",0,0,1
"ID418",0,1,1
"ID419",0,0,1
"ID420",1,0,0
"ID421",1,1,1
"ID422",0,0,1
"ID423",1,1,1
"ID424",0,1,0
"ID425",0,1,1
"ID426",0,0,1
"ID427",0,0,1
"ID428",0,0,1
"ID429",0,1,1
"ID430",0,1,1
"ID431",0,0,1
"ID432",0,1,0
"ID433",0,1,1
"ID434",0,0,0
"ID435",0,1,1
"ID436",0,1,1
"ID437",0,0,1
"ID438",0,1,1
"ID439",0,0,1
"ID440",0,0,0
"ID441",0,1,1
"ID442",0,0,1
"ID443",0,0,0
"ID444",0,0,1
"ID445",1,1,1
"ID446",0,1,1
"ID447",0,0,1
"ID448",0,0,1
"ID449",0,0,1
"ID450",0,0,1
"ID451",0,0,0
"ID452",0,1,1
"ID453",0,1,0
"ID454",1,1,1
"ID455",0,1,1
"ID456",0,1,1
"ID457",0,1,1
"ID458",0,0,1
"ID459",0,1,1
"ID460",0,1,1
"ID461",0,0,0
"ID462",0,1,1
"ID463",0,0,1
"ID464",0,0,1
"ID465",0,1,0
"ID466",0,0,1
"ID467",0,0,1
"ID468",0,0,1
"ID469",0,0,0
"ID470",0,1,1
"ID471",0,1,1
"ID472",0,0,1
"ID473",0,0,1
"ID474",0,1,1
"ID475",0,1,1
"ID476",0,0,1
"ID477",0,0,1
"ID478",0,1,1
"ID479",1,0,1
"ID480",0,0,1
"ID481",0,0,1
"ID482",0,1,1
"ID483",0,0,1
"ID484",0,0,1
"ID485",1,1,1
"ID486",1,1,1
"ID487",1,1,1
"ID488",0,0,1
"ID489",1,0,1
"ID490",0,0,1
"ID491",0,0,1
"ID492",0,0,0
"ID493",1,1,1
"ID494",0,1,0
"ID495",0,1,1
"ID496",0,0,1
"ID497",0,1,1
"ID498",0,1,1
"ID499",0,0,1
"ID500",0,0,1
"ID501",0,0,1
"ID502",0,1,1
"ID503",1,1,1
"ID504",0,0,0
"ID505",0,1,1
"ID506",0,0,1
"ID507",0,0,0
"ID508",1,0,1
"ID509",0,0,1
"ID510",0,1,1
"ID511",0,1,1
"ID512",0,0,0
"ID513",0,0,1
"ID514",0,0,1
"ID515",0,0,1
"ID516",1,1,1
"ID517",1,0,1
"ID518",0,0,1
"ID519",0,0,1
"ID520",1,1,1
"ID521",0,0,1
"ID522",0,0,1
"ID523",0,0,0
"ID524",0,0,1
"ID525",1,1,1
"ID526",0,1,0
"ID527",0,1,1
"ID528",0,0,1
"ID529",0,1,1
"ID530",0,1,1
"ID531",1,1,1
"ID532",0,1,1
"ID533",0,0,1
"ID534",0,1,1
"ID535",0,1,1
"ID536",1,0,1
"ID537",0,1,1
"ID538",0,1,1
"ID539",0,1,1
"ID540",0,0,0
"ID541",0,0,1
"ID542",1,1,1
"ID543",0,0,1
"ID544",0,1,1
"ID545",1,0,1
"ID546",0,0,1
"ID547",0,1,1
"ID548",0,0,1
"ID549",0,1,1
"ID550",0,0,0
"ID551",0,1,1
"ID552",0,0,1
"ID553",0,0,0
"ID554",0,1,0
"ID555",0,1,1
"ID556",0,0,1
"ID557",0,0,1
"ID558",0,0,1
"ID559",1,1,1
"ID560",0,1,1
"ID561",0,0,1
"ID562",0,0,1
"ID563",0,0,1
"ID564",0,1,1
"ID565",1,0,1
"ID566",0,1,1
"ID567",1,1,1
"ID568",0,1,1
"ID569",0,1,1
"ID570",0,1,1
"ID571",0,0,1
"ID572",0,1,1
"ID573",0,0,1
"ID574",0,0,1
"ID575",0,1,1
"ID576",0,1,0
"ID577",0,0,1
"ID578",0,0,0
"ID579",0,0,1
"ID580",0,0,1
"ID581",0,0,0
"ID582",0,1,1
"ID583",0,1,1
"ID584",0,1,1
"ID585",0,0,1
"ID586",0,0,1
"ID587",0,1,1
"ID588",0,1,1
"ID589",0,1,1
"ID590",0,0,1
"ID591",1,0,1
"ID592",0,1,1
"ID593",0,1,1
"ID594",0,1,1
"ID595",0,0,1
"ID596",0,0,1
"ID597",1,0,1
"ID598",0,0,1
"ID599",0,0,1
"ID600",0,0,1
"ID601",0,0,1
"ID602",0,1,1
"ID603",0,0,1
"ID604",0,1,0
"ID605",0,1,1
"ID606",0,0,1
"ID607",1,0,1
"ID608",0,1,1
"ID609",0,0,1
"ID610",0,0,0
"ID611",0,1,1
"ID612",0,0,1
"ID613",0,0,0
"ID614",0,1,1
"ID615",0,0,1
"ID616",1,0,0
"ID617",0,0,1
"ID618",0,1,1
"ID619",0,0,1
"ID620",0,1,1
"ID621",0,1,1
"ID622",0,1,1
"ID623",1,0,1
"ID624",0,0,1
"ID625",0,0,0
"ID626",0,0,1
"ID627",1,1,1
"ID628",0,0,1
"ID629",0,0,1
"ID630",0,1,1
"ID631",0,1,1
"ID632",0,0,1
"ID633",0,1,1
"ID634",1,1,1
"ID635",0,0,1
"ID636",0,0,0
"ID637",0,1,1
"ID638",0,1,1
"ID639",1,1,1
"ID640",0,0,1
"ID641",0,0,0
"ID642",0,1,1
"ID643",0,1,1
"ID644",1,1,1
"ID645",0,1,1
"ID646",0,1,1
"ID647",0,1,1
"ID648",0,0,1
"ID649",0,0,1
"ID650",0,0,1
"ID651",0,1,1
"ID652",0,0,1
"ID653",0,1,1
"ID654",1,0,1
"ID655",0,0,1
"ID656",0,0,1
"ID657",0,1,1
"ID658",0,0,1
"ID659",0,1,1
"ID660",0,0,1
"ID661",0,0,1
"ID662",0,0,1
"ID663",0,0,1
"ID664",0,1,1
"ID665",0,0,0
"ID666",0,1,1
"ID667",0,1,1
"ID668",0,1,1
"ID669",0,0,1
"ID670",0,0,0
"ID671",0,0,1
"ID672",0,1,1
"ID673",0,1,1
"ID674",1,1,1
"ID675",0,0,1
"ID676",0,0,1
"ID677",1,0,1
"ID678",0,1,1
"ID679",0,1,1
"ID680",0,0,1
"ID681",0,0,1
"ID682",0,0,1
"ID683",0,1,1
"ID684",0,1,1
"ID685",0,1,1
"ID686",0,1,1
"ID687",0,0,1
"ID688",1,0,1
"ID689",0,1,0
"ID690",1,0,1
"ID691",0,1,1
"ID692",0,1,1
"ID693",0,1,1
"ID694",0,0,1
"ID695",0,0,1
"ID696",0,0,1
"ID697",0,0,1
"ID698",0,0,1
"ID699",0,0,0
"ID700",0,0,1
"ID701",0,0,1
"ID702",0,0,1
"ID703",1,0,1
"ID704",0,0,1
"ID705",0,1,1
"ID706",0,1,0
"ID707",1,0,1
"ID708",0,1,1
"ID709",0,0,0
"ID710",0,1,1
"ID711",0,1,1
"ID712",0,1,1
"ID713",1,0,1
"ID714",0,0,1
"ID715",1,0,0
"ID716",0,0,1
"ID717",0,0,1
"ID718",0,0,1
"ID719",0,1,0
"ID720",0,0,1
"ID721",0,0,1
"ID722",0,1,0
"ID723",0,0,1
"ID724",0,1,1
"ID725",0,0,0
"ID726",0,1,0
"ID727",0,0,1
"ID728",0,1,1
"ID729",0,1,1
"ID730",0,0,1
"ID731",0,0,1
"ID732",0,0,0
"ID733",0,1,1
"ID734",0,1,1
"ID735",0,1,1
"ID736",0,1,1
"ID737",0,0,1
"ID738",0,0,1
"ID739",0,1,1
"ID740",0,0,1
"ID741",0,0,1
"ID742",0,0,1
"ID743",0,0,1
"ID744",0,1,1
"ID745",1,0,1
"ID746",0,0,1
"ID747",1,1,1
"ID748",0,0,1
"ID749",0,0,1
"ID750",0,0,0
"ID751",1,0,1
"ID752",0,0,1
"ID753",0,1,1
"ID754",1,0,1
"ID755",0,0,1
"ID756",0,1,0
"ID757",1,1,1
"ID758",0,0,1
"ID759",0,1,1
"ID760",0,1,0
"ID761",1,1,1
"ID762",0,0,1
"ID763",0,0,1
"ID764",0,1,1
"ID765",0,0,1
"ID766",0,0,1
"ID767",0,1,1
"ID768",0,0,1
"ID769",0,1,1
"ID770",0,0,1
"ID771",0,0,1
"ID772",0,0,1
"ID773",0,1,1
"ID774",0,1,1
"ID775",1,1,1
"ID776",1,0,1
"ID777",0,1,1
"ID778",1,1,1
"ID779",0,0,1
"ID780",0,1,1
"ID781",0,0,1
"ID782",0,0,1
"ID783",0,0,0
"ID784",0,1,1
"ID785",0,0,1
"ID786",0,0,0
"ID787",1,1,1
"ID788",0,1,1
"ID789",0,1,0
"ID790",0,1,1
"ID791",0,0,1
"ID792",1,1,1
"ID793",0,1,1
"ID794",0,0,1
"ID795",1,1,1
"ID796",0,0,0
"ID797",0,1,1
"ID798",0,1,1
"ID799",0,1,1
"ID800",0,0,1
"ID801",0,0,1
"ID802",0,0,1
"ID803",0,0,1
"ID804",0,1,1
"ID805",0,1,1
"ID806",0,1,1
"ID807",0,1,1
"ID808",0,1,1
"ID809",0,1,1
"ID810",0,1,1
"ID811",0,1,1
"ID812",0,1,1
"ID813",1,0,1
"ID814",0,0,1
"ID815",0,1,1
"ID816",0,0,0
"ID817",0,0,1
"ID818",0,0,1
"ID819",1,1,1
"ID820",0,1,1
"ID821",0,1,1
"ID822",1,1,1
"ID823",0,1,1
"ID824",0,0,0
"ID825",0,0,1
"ID826",0,1,1
"ID827",0,1,1
"ID828",0,1,1
"ID829",0,0,1
"ID830",0,1,1
"ID831",0,1,1
"ID832",0,1,1
"ID833",0,1,1
"ID834",0,1,1
"ID835",0,1,1
"ID836",0,0,1
"ID837",0,1,1
"ID838",0,0,0
"ID839",0,0,1
"ID840",0,0,1
"ID841",0,0,1
"ID842",0,1,1
"ID843",0,1,1
"ID844",0,0,1
"ID845",0,0,1
"ID846",0,0,1
"ID847",0,1,1
"ID848",0,0,1
"ID849",0,0,1
"ID850",1,0,1
"ID851",0,1,1
"ID852",1,1,1
"ID853",0,0,0
"ID854",0,1,1
"ID855",0,0,1
"ID856",0,0,0
"ID857",0,0,0
"ID858",1,1,1
"ID859",1,0,1
"ID860",0,0,1
"ID861",0,1,1
"ID862",0,1,1
"ID863",0,1,1
"ID864",1,1,1
"ID865",0,0,0
"ID866",0,1,1
"ID867",0,0,1
"ID868",1,1,1
"ID869",0,1,1
"ID870",0,1,1
"ID871",0,0,1
"ID872",0,0,1
"ID873",0,1,1
"ID874",1,1,1
"ID875",0,0,1
"ID876",0,1,1
"ID877",0,1,1
"ID878",0,1,1
"ID879",1,1,1
"ID880",0,0,1
"ID881",0,1,1
"ID882",1,1,1
"ID883",0,1,1
"ID884",0,1,1
"ID885",0,0,1
"ID886",0,1,1
"ID887",0,1,1
"ID888",0,1,1
"ID889",0,1,1
"ID890",0,1,0
"ID891",1,1,0
"ID892",0,0,1
"ID893",0,0,1
"ID894",1,1,1
"ID895",0,1,1
"ID896",0,0,0
"ID897",1,0,1
"ID898",0,1,1
"ID899",0,1,1
"ID900",0,1,1
"ID901",0,0,1
"ID902",0,0,1
"ID903",0,1,1
"ID904",0,0,1
"ID905",1,0,1
"ID906",0,1,1
"ID907",1,0,1
"ID908",0,1,1
"ID909",0,0,1
"ID910",1,0,1
"ID911",0,1,1
"ID912",0,1,0
"ID913",1,1,1
"ID914",0,1,1
"ID915",0,0,0
"ID916",0,1,1
"ID917",0,1,1
"ID918",0,0,1
"ID919",0,0,0
"ID920",0,0,1
"ID921",0,0,1
"ID922",0,0,1
"ID923",0,0,1
"ID924",0,1,1
"ID925",0,1,1
"ID926",0,0,0
"ID927",0,1,1
"ID928",1,1,1
"ID929",1,0,1
"ID930",0,0,1
"ID931",0,1,1
"ID932",0,1,1
"ID933",0,0,1
"ID934",0,1,1
"ID935",0,1,1
"ID936",0,1,1
"ID937",0,0,0
"ID938",0,1,1
"ID939",0,1,1
"ID940",0,0,1
"ID941",0,1,1
"ID942",0,0,1
"ID943",0,1,1
"ID944",0,1,1
"ID945",1,1,1
"ID946",0,1,1
"ID947",0,0,1
"ID948",0,0,0
"ID949",0,1,1
"ID950",0,1,1
"ID951",0,1,1
"ID952",1,0,1
"ID953",0,0,1
"ID954",0,0,1
"ID955",0,0,1
"ID956",0,1,1
"ID957",0,0,1
"ID958",0,0,0
"ID959",0,0,1
"ID960",0,0,1
"ID961",0,0,1
"ID962",1,1,1
"ID963",0,1,1
"ID964",1,1,1
"ID965",0,0,1
"ID966",0,0,1
"ID967",0,0,1
"ID968",1,1,1
"ID969",0,1,1
"ID970",0,0,0
"ID971",0,0,1
"ID972",0,0,1
"ID973",0,1,1
"ID974",0,1,1
"ID975",0,0,1
"ID976",0,0,0
"ID977",0,0,0
"ID978",0,0,0
"ID979",1,1,1
"ID980",0,1,1
"ID981",0,1,1
"ID982",0,1,1
"ID983",0,0,1
"ID984",0,0,1
"ID985",1,1,1
"ID986",0,1,1
"ID987",1,1,1
"ID988",0,1,1
"ID989",0,1,1
"ID990",0,1,1
"ID991",0,1,1
"ID992",0,1,1
"ID993",1,1,1
"ID994",0,1,1
"ID995",0,0,1
"ID996",0,0,1
"ID997",0,0,1
"ID998",0,0,1
"ID999",0,1,1
"ID1000",0,1,1
