"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID66",0,1,0,0,0,1,0,0,1,0
"ID67",0,0,1,1,0,0,0,0,0,0
"ID68",0,1,1,1,0,1,0,0,1,0
"ID69",1,1,0,1,1,1,1,1,1,1
"ID70",0,0,1,1,1,0,0,0,0,1
"ID71",0,0,1,1,1,1,0,1,1,0
"ID72",0,1,1,1,1,1,0,1,1,1
"ID73",0,1,0,0,1,1,0,1,1,0
"ID74",0,0,1,1,0,0,0,0,1,0
"ID75",0,0,0,1,0,0,0,0,0,0
"ID76",0,0,0,0,0,0,0,0,0,0
"ID77",0,1,1,1,1,0,0,1,1,1
"ID78",0,0,1,1,0,0,0,0,0,0
"ID79",0,1,0,0,1,1,0,1,1,0
"ID80",1,1,1,1,1,1,1,1,1,1
"ID81",1,0,1,1,0,0,1,0,1,1
"ID82",0,1,0,1,1,1,0,1,1,1
"ID83",0,1,1,1,1,1,0,1,1,1
"ID84",0,0,1,1,0,0,0,1,1,1
"ID85",0,0,1,1,1,1,0,0,1,0
"ID86",0,0,0,0,0,1,0,0,0,0
"ID87",0,0,0,0,0,1,0,0,0,0
"ID88",0,1,1,1,1,1,0,1,1,1
"ID89",0,1,1,1,1,1,0,0,1,1
"ID90",0,1,1,1,1,1,0,0,1,1
"ID91",0,1,1,1,1,1,0,0,1,1
"ID92",0,0,0,0,0,0,0,0,0,0
"ID93",0,0,1,1,0,0,0,0,0,1
"ID94",0,1,0,1,1,1,0,0,1,0
"ID95",1,0,1,1,1,0,1,1,0,1
"ID96",0,0,1,1,1,0,0,0,1,1
"ID97",0,0,1,1,1,0,0,0,0,0
"ID98",0,0,1,1,1,0,0,0,0,0
"ID99",0,1,1,1,1,1,0,0,1,0
"ID100",0,0,0,1,0,0,0,0,1,1
"ID101",0,0,1,1,1,0,0,0,0,1
"ID102",0,0,0,0,0,0,0,0,0,0
"ID103",0,0,1,1,0,1,0,0,0,0
"ID104",0,1,1,1,1,1,0,1,1,1
"ID105",0,1,1,1,1,1,0,0,1,1
"ID106",1,1,1,1,1,1,0,0,1,1
"ID107",0,0,1,1,0,0,0,0,0,0
"ID108",1,1,0,0,0,1,0,1,1,1
"ID109",0,0,1,1,0,0,0,0,0,0
"ID110",0,1,1,1,1,1,0,0,1,1
"ID111",0,1,1,1,0,0,0,0,1,1
"ID112",1,0,1,1,0,1,1,0,1,1
"ID113",1,1,0,1,1,1,1,1,0,0
"ID114",1,0,1,1,1,0,0,1,0,0
"ID115",0,1,1,1,1,1,0,1,1,0
"ID116",0,0,1,1,0,0,0,0,1,0
"ID117",1,1,1,1,0,1,1,1,1,1
"ID118",0,1,1,1,1,1,0,1,1,0
"ID119",0,0,1,1,1,0,0,0,1,0
"ID120",0,0,1,1,1,0,0,0,1,0
"ID121",0,0,1,1,0,0,0,0,1,0
"ID122",0,1,1,1,1,0,1,0,0,1
"ID123",0,0,1,1,0,0,0,0,1,1
"ID124",0,0,1,1,0,0,1,0,1,0
"ID125",0,0,1,1,1,1,0,1,1,0
"ID126",0,1,1,1,1,1,0,1,1,1
"ID127",0,1,1,1,1,1,0,1,1,0
"ID128",0,0,1,1,0,0,0,0,1,1
"ID129",0,0,1,1,0,0,0,0,1,1
"ID130",0,0,1,1,0,0,0,0,0,1
"ID131",0,1,1,1,1,0,0,0,0,1
"ID132",0,0,0,1,1,0,0,0,0,1
"ID133",1,1,1,1,1,1,1,1,1,1
"ID134",0,1,1,1,1,1,0,1,1,1
"ID135",0,1,0,0,1,1,0,0,1,0
"ID136",0,0,1,1,1,1,0,1,1,0
"ID137",1,1,1,1,1,1,1,1,1,1
"ID138",0,1,1,1,1,1,0,0,1,1
"ID139",1,0,1,1,0,0,1,0,1,0
"ID140",0,0,1,1,0,0,0,1,0,0
"ID141",0,1,1,1,1,1,0,1,1,1
"ID142",0,0,1,1,1,0,0,0,0,1
"ID143",0,0,0,0,0,0,0,0,0,0
"ID144",0,1,1,1,1,1,0,1,1,1
"ID145",0,1,1,1,1,1,0,0,1,1
"ID146",1,1,1,1,0,0,1,1,1,1
"ID147",0,0,1,1,1,0,0,0,1,1
"ID148",0,1,0,0,0,1,0,1,0,0
"ID149",0,1,1,1,1,1,0,1,1,0
"ID150",0,0,1,1,0,0,0,0,0,0
"ID151",0,0,1,1,0,0,0,0,0,1
"ID152",0,1,1,1,1,0,1,1,1,1
"ID153",1,1,1,1,1,1,1,1,1,1
"ID154",0,1,1,1,1,1,0,1,1,1
"ID155",0,0,1,1,1,0,0,1,1,1
"ID156",0,1,0,0,1,1,0,0,1,0
"ID157",0,1,0,1,1,1,0,0,1,1
"ID158",0,1,0,1,1,1,0,0,1,1
"ID159",1,1,0,1,1,1,1,1,1,1
"ID160",0,1,0,0,0,1,0,0,1,0
"ID161",0,1,1,1,0,0,0,0,1,1
"ID162",0,0,1,1,0,0,0,0,0,1
"ID163",0,0,1,1,0,0,0,0,1,1
"ID164",0,0,1,1,0,0,0,0,0,1
"ID165",1,1,1,1,0,0,1,0,1,0
"ID166",0,1,0,1,1,1,0,1,1,1
"ID167",0,0,1,1,1,0,0,0,1,1
"ID168",0,1,1,1,1,1,0,1,1,1
"ID169",0,0,1,1,1,1,1,1,1,1
"ID170",1,1,0,1,0,1,0,1,0,1
"ID171",0,0,1,1,0,0,0,0,0,0
"ID172",0,0,1,1,0,0,0,0,1,1
"ID173",1,1,1,1,0,1,1,0,0,1
"ID174",0,1,1,1,1,1,0,0,0,1
"ID175",1,0,1,1,1,1,1,0,0,1
"ID176",0,1,1,1,1,1,0,0,1,1
"ID177",0,1,1,1,1,1,0,0,1,0
"ID178",1,0,1,1,0,0,0,1,1,0
"ID179",1,1,1,1,0,0,1,1,1,1
"ID180",0,0,1,1,1,0,0,0,0,1
"ID181",0,0,1,1,0,0,0,1,0,1
"ID182",0,0,0,0,0,0,1,0,0,0
"ID183",0,0,1,1,0,0,0,0,0,0
"ID184",0,0,1,1,0,1,0,0,0,1
"ID185",0,1,1,1,1,1,0,1,0,1
"ID186",0,1,1,1,1,1,0,1,1,1
"ID187",0,0,1,1,1,1,0,0,1,0
"ID188",1,0,0,0,0,1,0,0,0,0
"ID189",0,0,1,1,1,1,0,0,1,1
"ID190",0,0,1,1,0,0,0,0,1,1
"ID191",0,0,1,1,0,0,0,0,1,0
"ID192",0,1,1,1,1,0,0,0,1,0
"ID193",0,1,1,1,1,0,0,0,1,1
"ID194",0,0,1,1,0,0,0,0,0,1
"ID195",0,1,1,1,1,1,0,1,1,1
"ID196",0,0,1,0,0,0,0,1,1,0
"ID197",0,1,1,1,1,1,0,0,1,1
"ID198",0,0,1,1,1,1,1,1,0,1
"ID199",0,1,1,1,1,1,0,1,1,1
"ID200",0,0,1,1,1,0,0,0,0,0
"ID201",0,0,1,1,0,1,0,0,1,0
"ID202",0,0,0,0,0,0,0,1,0,0
"ID203",1,0,0,1,0,0,0,0,0,1
"ID204",0,1,1,1,1,1,0,0,0,0
"ID205",1,1,1,1,1,1,1,1,1,1
"ID206",0,0,0,1,0,0,0,0,1,1
"ID207",1,0,1,1,0,0,0,0,0,0
"ID208",0,0,0,0,0,0,0,1,0,0
"ID209",1,0,1,1,1,0,0,1,1,1
"ID210",0,1,1,1,1,1,0,1,1,1
"ID211",0,0,1,1,1,0,0,0,1,1
"ID212",1,0,1,1,1,1,1,1,0,1
"ID213",0,1,1,1,1,1,0,1,1,0
"ID214",0,0,1,1,1,1,0,0,0,1
"ID215",0,1,1,1,1,1,0,0,0,0
"ID216",0,0,1,1,1,0,0,0,1,0
"ID217",0,0,1,1,0,0,0,1,0,0
"ID218",0,0,1,1,1,1,0,0,1,1
"ID219",0,0,1,1,0,0,0,0,1,0
"ID220",0,1,0,0,0,0,0,0,1,0
"ID221",0,1,1,1,0,0,0,0,1,1
"ID222",0,0,1,1,1,0,0,0,0,1
"ID223",0,0,1,1,1,0,0,0,1,1
"ID224",0,0,1,1,0,0,0,0,0,1
"ID225",0,1,0,1,1,1,0,0,1,1
"ID226",1,1,0,1,0,0,1,1,1,1
"ID227",0,1,0,0,0,0,0,1,1,0
"ID228",1,1,1,1,1,1,1,0,1,0
"ID229",0,1,1,1,1,1,0,0,0,1
"ID230",0,0,0,0,0,0,0,1,0,0
"ID231",0,1,1,1,1,1,0,1,1,1
"ID232",0,1,1,1,1,1,0,0,1,0
"ID233",0,0,1,1,1,1,0,1,1,1
"ID234",0,1,1,1,1,0,0,1,0,1
"ID235",0,1,1,1,1,1,0,0,1,1
"ID236",0,0,1,1,0,0,0,0,0,0
"ID237",1,1,1,1,1,1,1,1,1,1
"ID238",1,0,1,1,0,0,0,1,0,0
"ID239",0,0,0,1,0,0,0,0,1,1
"ID240",1,0,1,1,0,0,0,0,1,1
"ID241",0,0,1,1,0,0,0,0,0,0
"ID242",0,0,1,1,1,0,0,0,0,0
"ID243",0,0,1,1,1,0,1,0,0,1
"ID244",1,1,0,1,1,1,0,1,1,0
"ID245",0,1,1,1,1,0,0,1,0,1
"ID246",0,0,1,1,0,0,0,0,1,0
"ID247",0,0,1,1,1,0,0,1,1,0
"ID248",1,1,0,1,1,1,1,1,1,1
"ID249",0,1,0,1,1,0,0,0,1,0
"ID250",0,0,1,1,0,0,0,1,1,0
"ID251",1,1,1,1,1,0,1,1,1,1
"ID252",0,0,0,0,0,0,0,0,0,0
"ID253",1,1,1,1,1,1,0,1,1,1
"ID254",0,1,0,0,0,1,0,1,1,0
"ID255",0,0,1,1,1,0,0,1,1,1
"ID256",0,1,1,1,1,0,0,0,1,0
"ID257",0,0,1,1,0,0,0,0,0,1
"ID258",1,1,1,1,1,1,1,1,0,1
"ID259",0,0,1,1,1,1,0,1,1,1
"ID260",0,1,0,1,1,0,0,1,1,0
"ID261",0,0,0,1,1,1,0,0,1,0
"ID262",1,0,0,1,0,0,0,0,0,0
"ID263",0,1,1,1,1,1,0,0,1,1
"ID264",0,0,1,1,0,0,1,0,0,0
"ID265",1,1,0,1,0,1,1,1,1,1
"ID266",0,0,1,1,0,0,0,0,0,1
"ID267",1,1,1,1,1,1,0,1,1,1
"ID268",0,1,1,1,0,0,0,0,1,1
"ID269",0,0,0,1,1,0,0,0,1,1
"ID270",0,1,1,1,1,0,0,0,0,1
"ID271",1,0,1,1,1,0,1,0,1,1
"ID272",0,1,1,1,1,1,0,1,1,1
"ID273",0,1,1,1,1,1,0,1,1,1
"ID274",1,1,1,1,1,1,1,1,1,1
"ID275",0,1,1,1,1,1,0,1,1,0
"ID276",0,1,1,1,0,0,0,0,0,1
"ID277",1,1,1,1,1,1,1,1,1,1
"ID278",1,1,1,1,1,1,1,1,0,0
"ID279",1,0,1,1,0,0,0,0,1,1
"ID280",0,1,1,1,1,1,0,0,1,1
"ID281",0,0,1,1,1,0,0,1,1,1
"ID282",0,1,1,1,1,1,0,1,1,1
"ID283",0,1,0,0,1,1,0,1,0,0
"ID284",0,1,0,0,0,0,0,0,1,0
"ID285",0,1,0,0,1,0,0,0,0,0
"ID286",0,1,1,1,1,1,0,1,1,1
"ID287",1,1,1,1,1,0,1,1,1,1
"ID288",0,0,1,1,0,0,0,0,1,1
"ID289",0,0,1,1,0,0,0,0,0,1
"ID290",0,1,1,1,1,0,0,0,1,1
"ID291",0,1,1,1,1,1,0,1,1,1
"ID292",0,0,1,1,0,0,0,0,1,0
"ID293",0,0,0,0,0,0,0,0,0,0
"ID294",0,0,1,1,0,0,0,0,1,1
"ID295",0,0,1,1,0,0,0,0,0,0
"ID296",0,1,1,1,1,1,0,1,0,1
"ID297",0,1,0,1,1,1,0,1,1,1
"ID298",0,1,1,1,1,1,0,1,0,0
"ID299",0,0,1,1,0,0,0,0,0,0
"ID300",0,1,1,1,1,1,0,1,1,0
