"","A1","A2","A3"
"ID133",0,1,1
"ID134",0,0,0
"ID135",0,0,1
"ID136",0,1,1
"ID137",0,0,1
"ID138",1,0,0
"ID139",1,1,1
"ID140",1,1,1
"ID141",0,0,1
"ID142",0,0,1
"ID143",0,1,0
"ID144",0,0,1
"ID145",0,1,1
"ID146",1,1,1
"ID147",0,0,0
"ID148",0,0,1
"ID149",0,0,0
"ID150",0,1,1
"ID151",0,0,1
"ID152",0,0,1
"ID153",0,0,1
"ID154",0,0,1
"ID155",0,1,1
"ID156",0,0,1
"ID157",0,0,0
"ID158",0,0,1
"ID159",0,0,0
"ID160",0,1,1
"ID161",0,0,1
"ID162",0,0,1
"ID163",1,1,1
"ID164",0,1,1
"ID165",0,1,0
"ID166",1,0,1
"ID167",0,1,0
"ID168",0,1,1
"ID169",0,1,1
"ID170",0,0,1
"ID171",0,1,1
"ID172",0,1,0
"ID173",0,0,1
"ID174",0,0,1
"ID175",1,1,1
"ID176",0,1,1
"ID177",0,1,1
"ID178",0,0,1
"ID179",0,0,0
"ID180",0,0,1
"ID181",0,1,1
"ID182",0,0,1
"ID183",0,0,1
"ID184",1,0,1
"ID185",0,1,1
"ID186",0,1,1
"ID187",0,1,1
"ID188",1,0,1
"ID189",1,1,1
"ID190",0,0,1
"ID191",0,1,1
"ID192",0,0,0
"ID193",0,0,1
"ID194",0,1,1
"ID195",0,1,1
"ID196",0,1,0
"ID197",1,0,1
"ID198",1,1,1
"ID199",0,1,0
"ID200",0,1,0
"ID201",0,1,1
"ID202",0,1,1
"ID203",1,1,1
"ID204",0,1,1
"ID205",0,1,1
"ID206",0,0,1
"ID207",0,1,1
"ID208",0,0,1
"ID209",0,0,1
"ID210",0,0,1
"ID211",0,1,1
"ID212",1,1,1
"ID213",0,0,1
"ID214",1,0,1
"ID215",0,1,1
"ID216",0,0,1
"ID217",0,1,1
"ID218",0,1,1
"ID219",1,1,1
"ID220",0,0,1
"ID221",0,1,1
"ID222",0,0,1
"ID223",0,1,1
"ID224",0,1,1
"ID225",0,1,1
"ID226",0,0,1
"ID227",1,1,1
"ID228",0,0,1
"ID229",1,0,1
"ID230",0,1,1
"ID231",0,0,1
"ID232",0,1,1
"ID233",0,1,1
"ID234",0,1,1
"ID235",0,0,1
"ID236",1,0,1
"ID237",0,1,1
"ID238",0,1,1
"ID239",0,1,0
"ID240",0,0,1
"ID241",1,0,1
"ID242",0,1,1
"ID243",0,1,1
"ID244",0,1,1
"ID245",0,1,1
"ID246",1,0,1
"ID247",0,1,1
"ID248",0,1,1
"ID249",0,0,1
"ID250",0,0,1
"ID251",1,1,1
"ID252",0,0,1
"ID253",0,0,1
"ID254",0,1,1
"ID255",0,1,1
"ID256",0,0,1
"ID257",1,0,1
"ID258",1,1,1
"ID259",0,0,1
"ID260",0,1,1
"ID261",0,1,1
"ID262",0,1,1
"ID263",0,1,1
"ID264",0,1,1
"ID265",0,0,1
"ID266",0,0,1
"ID267",0,0,1
"ID268",0,0,1
"ID269",0,0,0
"ID270",0,1,1
"ID271",0,1,0
"ID272",0,0,0
"ID273",0,1,1
"ID274",0,0,0
"ID275",1,1,1
"ID276",0,1,0
"ID277",0,1,1
"ID278",0,0,1
"ID279",0,0,1
"ID280",0,0,1
"ID281",0,1,1
"ID282",0,0,1
"ID283",0,1,1
"ID284",0,0,0
"ID285",0,0,1
"ID286",0,0,1
"ID287",0,1,1
"ID288",0,1,1
"ID289",1,1,1
"ID290",1,1,1
"ID291",0,0,1
"ID292",0,1,0
"ID293",0,0,1
"ID294",0,0,1
"ID295",0,0,1
"ID296",0,0,1
"ID297",1,0,1
"ID298",0,0,1
"ID299",0,0,1
"ID300",0,1,1
"ID301",0,1,0
"ID302",0,0,1
"ID303",0,0,0
"ID304",0,0,1
"ID305",0,1,1
"ID306",0,1,1
"ID307",0,0,1
"ID308",1,1,1
"ID309",0,0,1
"ID310",0,0,1
"ID311",0,1,1
"ID312",0,0,1
"ID313",0,0,1
"ID314",0,1,1
"ID315",0,0,1
"ID316",0,1,1
"ID317",0,1,0
"ID318",1,1,1
"ID319",1,1,1
"ID320",1,1,1
"ID321",0,1,1
"ID322",0,1,1
"ID323",1,1,1
"ID324",0,1,1
"ID325",0,0,1
"ID326",0,0,1
"ID327",0,1,1
"ID328",0,0,1
"ID329",0,0,1
"ID330",1,0,1
"ID331",0,0,1
"ID332",0,1,1
"ID333",0,1,1
"ID334",1,1,0
"ID335",0,1,1
"ID336",0,0,0
"ID337",0,1,1
"ID338",0,0,1
"ID339",1,1,1
"ID340",0,0,1
"ID341",0,0,1
"ID342",0,1,1
"ID343",1,0,1
"ID344",0,0,0
"ID345",0,0,1
"ID346",0,1,0
"ID347",0,0,1
"ID348",0,0,0
"ID349",0,0,1
"ID350",0,1,1
"ID351",0,0,0
"ID352",1,1,1
"ID353",1,1,1
"ID354",0,1,1
"ID355",0,0,1
"ID356",0,0,1
"ID357",0,1,1
"ID358",1,0,1
"ID359",0,0,1
"ID360",0,0,0
"ID361",0,1,1
"ID362",0,1,1
"ID363",0,1,1
"ID364",0,1,1
"ID365",0,0,1
"ID366",0,1,1
"ID367",0,0,1
"ID368",0,1,1
"ID369",0,1,1
"ID370",0,0,1
"ID371",0,1,1
"ID372",1,1,1
"ID373",0,1,0
"ID374",0,0,1
"ID375",0,1,1
"ID376",0,1,1
"ID377",0,1,1
"ID378",0,0,1
"ID379",0,1,1
"ID380",0,0,1
"ID381",0,0,0
"ID382",0,0,1
"ID383",0,1,0
"ID384",0,0,1
"ID385",1,0,1
"ID386",0,0,1
"ID387",0,1,1
"ID388",1,1,1
"ID389",0,1,1
"ID390",0,0,1
"ID391",1,1,1
"ID392",0,1,1
"ID393",0,0,1
"ID394",0,0,1
"ID395",1,1,1
"ID396",0,0,1
"ID397",0,1,1
"ID398",0,0,1
"ID399",0,0,1
"ID400",0,1,1
"ID401",0,0,1
"ID402",0,0,1
"ID403",0,1,1
"ID404",0,1,1
"ID405",0,1,1
"ID406",0,0,0
"ID407",0,1,1
"ID408",0,0,1
"ID409",0,1,1
"ID410",1,1,1
"ID411",0,1,1
"ID412",0,0,1
"ID413",0,0,1
"ID414",1,1,1
"ID415",0,0,1
"ID416",0,0,1
"ID417",0,0,1
"ID418",1,0,1
"ID419",0,1,1
"ID420",1,0,1
"ID421",0,1,1
"ID422",0,0,1
"ID423",0,1,1
"ID424",0,0,0
"ID425",0,1,0
"ID426",0,1,1
"ID427",0,0,1
"ID428",0,1,1
"ID429",0,0,1
"ID430",0,1,1
"ID431",0,1,1
"ID432",1,1,0
"ID433",0,0,1
"ID434",0,1,1
"ID435",1,0,0
"ID436",0,1,1
"ID437",0,0,1
"ID438",0,1,0
"ID439",0,0,0
"ID440",0,1,1
"ID441",0,1,1
"ID442",0,0,1
"ID443",1,1,1
"ID444",0,1,1
"ID445",0,1,1
"ID446",0,0,1
"ID447",0,0,1
"ID448",0,0,1
"ID449",0,0,1
"ID450",0,1,1
"ID451",0,0,0
"ID452",1,1,1
"ID453",1,1,1
"ID454",0,1,1
"ID455",0,0,1
"ID456",0,0,0
"ID457",1,0,1
"ID458",0,0,1
"ID459",0,0,1
"ID460",0,1,1
"ID461",0,0,1
"ID462",0,0,1
"ID463",0,0,1
"ID464",0,1,1
"ID465",0,0,1
"ID466",0,0,1
"ID467",0,0,0
"ID468",0,1,1
"ID469",0,1,1
"ID470",0,1,1
"ID471",1,0,1
"ID472",0,0,1
"ID473",0,0,1
"ID474",1,1,1
"ID475",0,0,1
"ID476",0,1,1
"ID477",0,0,1
"ID478",0,1,1
"ID479",0,0,1
"ID480",0,0,1
"ID481",0,0,1
"ID482",0,1,1
"ID483",0,1,0
"ID484",0,1,1
"ID485",0,1,1
"ID486",0,1,1
"ID487",0,0,1
"ID488",0,1,1
"ID489",0,0,1
"ID490",1,1,1
"ID491",0,0,1
"ID492",0,1,1
"ID493",0,0,1
"ID494",0,0,1
"ID495",0,1,1
"ID496",0,0,1
"ID497",1,1,1
"ID498",1,1,1
"ID499",0,1,0
"ID500",0,1,1
"ID501",0,1,1
"ID502",0,0,1
"ID503",0,1,1
"ID504",0,0,1
"ID505",0,1,1
"ID506",0,0,1
"ID507",0,1,1
"ID508",0,0,0
"ID509",0,1,1
"ID510",1,1,1
"ID511",0,0,1
"ID512",0,0,1
"ID513",1,1,1
"ID514",0,0,0
"ID515",0,1,1
"ID516",0,1,1
"ID517",0,0,1
"ID518",0,1,0
"ID519",0,0,1
"ID520",0,0,1
"ID521",0,0,1
"ID522",0,1,0
"ID523",0,1,1
"ID524",0,0,1
"ID525",0,0,1
"ID526",0,0,1
"ID527",0,1,1
"ID528",0,0,1
"ID529",0,1,1
"ID530",0,1,1
"ID531",0,1,1
"ID532",0,0,1
"ID533",0,0,1
"ID534",0,0,1
"ID535",0,0,1
"ID536",0,0,0
"ID537",0,0,1
"ID538",0,0,1
"ID539",0,0,1
"ID540",0,1,1
"ID541",1,0,1
"ID542",0,1,1
"ID543",0,0,1
"ID544",0,1,1
"ID545",1,1,1
"ID546",0,1,1
"ID547",0,1,1
"ID548",0,0,0
"ID549",0,1,1
"ID550",1,1,1
"ID551",0,0,1
"ID552",0,1,1
"ID553",0,1,1
"ID554",0,0,0
"ID555",1,0,1
"ID556",0,0,1
"ID557",0,1,1
"ID558",1,1,1
"ID559",0,0,0
"ID560",0,1,1
"ID561",0,0,0
"ID562",1,1,1
"ID563",0,1,1
"ID564",0,1,0
"ID565",0,0,1
"ID566",0,1,1
"ID567",0,0,1
"ID568",0,0,1
"ID569",0,0,1
"ID570",1,0,1
"ID571",0,0,1
"ID572",0,1,1
"ID573",0,1,1
"ID574",0,1,1
"ID575",0,1,1
"ID576",0,0,1
"ID577",0,1,1
"ID578",0,0,0
"ID579",0,0,0
"ID580",1,1,0
"ID581",0,1,1
"ID582",0,1,1
"ID583",0,0,1
"ID584",0,1,1
"ID585",0,0,0
"ID586",0,1,1
"ID587",0,1,1
"ID588",0,0,1
"ID589",0,0,1
"ID590",1,0,0
"ID591",0,0,1
"ID592",0,1,1
"ID593",1,1,1
"ID594",0,1,1
"ID595",0,1,1
"ID596",1,1,1
"ID597",0,1,0
"ID598",1,0,1
"ID599",1,1,1
"ID600",0,1,1
"ID601",0,1,0
"ID602",0,1,1
"ID603",0,0,1
"ID604",0,0,1
"ID605",0,1,0
"ID606",0,1,1
"ID607",0,0,1
"ID608",0,0,1
"ID609",0,0,1
"ID610",0,1,1
"ID611",0,0,1
"ID612",0,1,1
"ID613",0,0,0
"ID614",0,1,1
"ID615",0,1,1
"ID616",1,0,1
"ID617",0,0,1
"ID618",1,1,1
"ID619",0,1,1
"ID620",0,1,1
"ID621",0,0,1
"ID622",1,1,0
"ID623",0,1,1
"ID624",0,1,1
"ID625",1,1,1
"ID626",1,1,1
"ID627",1,0,1
"ID628",0,0,1
"ID629",1,1,1
"ID630",0,1,1
"ID631",1,1,1
"ID632",0,1,1
"ID633",0,1,1
"ID634",0,0,1
"ID635",1,1,1
"ID636",0,1,0
"ID637",0,0,1
"ID638",0,0,1
"ID639",1,0,1
"ID640",0,1,1
"ID641",0,0,1
"ID642",0,0,0
"ID643",0,1,0
"ID644",0,1,1
"ID645",0,1,1
"ID646",1,0,0
"ID647",1,1,1
"ID648",0,1,1
"ID649",0,0,0
"ID650",1,1,1
"ID651",0,1,1
"ID652",0,0,1
"ID653",0,0,0
"ID654",0,1,1
"ID655",0,1,1
"ID656",0,0,1
"ID657",0,0,1
"ID658",0,1,1
"ID659",0,0,1
"ID660",1,1,1
"ID661",0,1,1
"ID662",0,0,1
"ID663",0,1,1
"ID664",0,1,1
"ID665",1,1,1
"ID666",0,1,1
"ID667",1,0,1
"ID668",0,0,1
"ID669",1,0,1
"ID670",0,1,1
"ID671",0,0,1
"ID672",0,1,1
"ID673",1,1,1
"ID674",0,1,1
"ID675",0,0,0
"ID676",0,0,1
"ID677",0,1,1
"ID678",0,1,1
"ID679",0,1,1
"ID680",0,0,1
"ID681",0,0,1
"ID682",0,0,0
"ID683",0,1,1
"ID684",0,1,1
"ID685",0,0,1
"ID686",0,0,1
"ID687",0,1,1
"ID688",0,1,0
"ID689",1,1,1
"ID690",0,1,1
"ID691",0,1,1
"ID692",0,0,1
"ID693",0,0,1
"ID694",0,0,0
"ID695",0,0,1
"ID696",0,1,1
"ID697",0,0,0
"ID698",0,1,1
"ID699",0,0,0
"ID700",0,1,1
"ID701",0,0,1
"ID702",0,1,1
"ID703",0,0,1
"ID704",0,1,1
"ID705",0,1,1
"ID706",0,0,1
"ID707",1,1,1
"ID708",0,1,1
"ID709",1,1,1
"ID710",0,0,1
"ID711",1,1,1
"ID712",1,0,1
"ID713",0,1,1
"ID714",0,0,1
"ID715",0,1,1
"ID716",0,0,1
"ID717",0,1,0
"ID718",0,1,1
"ID719",0,0,1
"ID720",0,1,1
"ID721",0,1,1
"ID722",0,0,1
"ID723",0,0,1
"ID724",0,1,1
"ID725",0,1,1
"ID726",0,1,1
"ID727",0,1,1
"ID728",0,1,1
"ID729",1,1,1
"ID730",0,1,1
"ID731",0,0,1
"ID732",0,0,0
"ID733",0,1,1
"ID734",0,1,1
"ID735",0,1,1
"ID736",0,0,1
"ID737",1,1,1
"ID738",0,0,1
"ID739",0,1,1
"ID740",1,1,1
"ID741",0,1,1
"ID742",0,0,1
"ID743",0,0,1
"ID744",0,1,1
"ID745",1,1,0
"ID746",0,0,1
"ID747",0,0,1
"ID748",0,0,1
"ID749",1,1,1
"ID750",0,0,1
"ID751",0,0,1
"ID752",1,0,1
"ID753",0,0,1
"ID754",0,1,1
"ID755",0,0,1
"ID756",0,0,1
"ID757",0,1,1
"ID758",0,0,1
"ID759",1,1,1
"ID760",0,1,1
"ID761",0,1,1
"ID762",1,1,1
"ID763",0,0,1
"ID764",0,1,1
"ID765",0,1,0
"ID766",1,0,1
"ID767",1,1,1
"ID768",0,0,1
"ID769",0,0,1
"ID770",0,1,0
"ID771",0,1,1
"ID772",0,0,1
"ID773",0,1,0
"ID774",0,0,1
"ID775",0,0,0
"ID776",0,1,1
"ID777",0,1,1
"ID778",0,1,1
"ID779",0,1,1
"ID780",0,1,1
"ID781",0,0,1
"ID782",0,0,1
"ID783",0,1,0
"ID784",0,0,0
"ID785",0,0,1
"ID786",1,1,1
"ID787",0,0,0
"ID788",0,0,1
"ID789",0,0,0
"ID790",0,1,1
"ID791",0,0,0
"ID792",1,0,1
"ID793",1,1,1
"ID794",0,0,1
"ID795",1,1,1
"ID796",0,1,0
"ID797",0,0,1
"ID798",0,0,1
"ID799",0,0,0
"ID800",0,0,1
"ID801",0,0,1
"ID802",0,1,1
"ID803",0,1,1
"ID804",0,0,1
"ID805",0,0,1
"ID806",0,1,1
"ID807",0,0,0
"ID808",0,1,1
"ID809",0,1,1
"ID810",0,0,1
"ID811",0,1,1
"ID812",1,0,1
"ID813",1,1,1
"ID814",0,1,1
"ID815",0,1,1
"ID816",0,0,1
"ID817",0,0,1
"ID818",0,0,1
"ID819",0,1,1
"ID820",0,1,0
"ID821",0,0,0
"ID822",0,1,1
"ID823",0,1,1
"ID824",0,0,1
"ID825",0,0,0
"ID826",0,1,1
"ID827",0,1,1
"ID828",0,0,1
"ID829",0,1,1
"ID830",0,0,1
"ID831",0,1,1
"ID832",0,0,1
"ID833",0,0,0
"ID834",0,0,1
"ID835",0,1,1
"ID836",0,0,1
"ID837",1,1,1
"ID838",0,1,1
"ID839",0,1,1
"ID840",0,0,1
"ID841",0,1,1
"ID842",0,0,1
"ID843",1,1,1
"ID844",0,0,0
"ID845",0,1,1
"ID846",0,1,1
"ID847",0,0,1
"ID848",0,0,1
"ID849",0,1,1
"ID850",0,0,1
"ID851",0,1,0
"ID852",0,0,1
"ID853",0,1,1
"ID854",1,0,1
"ID855",0,0,1
"ID856",0,1,0
"ID857",0,0,1
"ID858",0,0,0
"ID859",0,0,1
"ID860",0,1,1
"ID861",0,0,1
"ID862",0,1,1
"ID863",0,1,1
"ID864",0,1,1
"ID865",0,1,1
"ID866",0,0,1
"ID867",0,1,0
"ID868",0,0,0
"ID869",0,1,0
"ID870",0,0,1
"ID871",0,1,1
"ID872",0,1,1
"ID873",0,1,1
"ID874",0,1,1
"ID875",0,0,0
"ID876",0,0,1
"ID877",0,1,1
"ID878",0,1,1
"ID879",0,1,1
"ID880",0,0,0
"ID881",0,0,1
"ID882",0,0,1
"ID883",0,1,0
"ID884",0,0,1
"ID885",0,1,1
"ID886",0,0,1
"ID887",1,1,1
"ID888",0,0,1
"ID889",0,0,0
"ID890",0,1,1
"ID891",0,0,1
"ID892",0,1,1
"ID893",0,1,1
"ID894",0,0,1
"ID895",0,0,0
"ID896",0,0,1
"ID897",0,1,1
"ID898",0,1,1
"ID899",0,0,1
"ID900",0,1,1
"ID901",0,1,1
"ID902",0,0,1
"ID903",0,0,1
"ID904",1,1,1
"ID905",0,1,1
"ID906",0,0,1
"ID907",1,1,1
"ID908",0,0,0
"ID909",0,0,1
"ID910",0,0,0
"ID911",0,0,0
"ID912",0,0,1
"ID913",1,1,1
"ID914",0,1,1
"ID915",0,0,0
"ID916",0,0,1
"ID917",0,0,1
"ID918",0,0,1
"ID919",0,1,1
"ID920",0,1,0
"ID921",0,0,1
"ID922",0,1,1
"ID923",0,1,1
"ID924",0,1,1
"ID925",1,1,1
"ID926",0,0,0
"ID927",0,0,0
"ID928",0,1,1
"ID929",0,0,1
"ID930",0,0,1
"ID931",0,1,1
"ID932",0,0,1
"ID933",0,1,1
"ID934",0,0,0
"ID935",0,1,1
"ID936",0,0,1
"ID937",0,0,0
"ID938",0,0,1
"ID939",0,0,1
"ID940",0,0,1
"ID941",1,0,1
"ID942",0,0,1
"ID943",0,1,1
"ID944",1,1,1
"ID945",0,0,1
"ID946",1,0,1
"ID947",0,0,1
"ID948",0,0,1
"ID949",0,1,1
"ID950",0,0,1
"ID951",0,0,1
"ID952",0,1,1
"ID953",0,0,0
"ID954",0,1,1
"ID955",1,0,1
"ID956",0,0,0
"ID957",0,1,1
"ID958",1,0,1
"ID959",0,1,1
"ID960",0,0,1
"ID961",1,0,1
"ID962",0,0,0
"ID963",0,0,1
"ID964",1,0,1
"ID965",1,1,1
"ID966",0,0,1
"ID967",1,0,1
"ID968",0,1,1
"ID969",0,1,0
"ID970",1,1,1
"ID971",0,0,1
"ID972",0,0,1
"ID973",0,1,1
"ID974",0,1,0
"ID975",0,0,1
"ID976",0,1,1
"ID977",0,0,1
"ID978",0,0,1
"ID979",0,1,1
"ID980",0,1,1
"ID981",0,0,1
"ID982",0,1,1
"ID983",0,1,1
"ID984",1,1,1
"ID985",0,0,1
"ID986",0,1,1
"ID987",0,0,1
"ID988",0,1,1
"ID989",0,1,1
"ID990",0,0,0
"ID991",0,0,1
"ID992",0,0,1
"ID993",0,0,0
"ID994",0,0,0
"ID995",0,0,1
"ID996",1,1,1
"ID997",0,0,1
"ID998",1,0,1
"ID999",1,0,1
"ID1000",0,1,1
