"","A1","A2","A3","A4","A5"
"ID79",0,0,1,1,1
"ID80",0,0,0,1,0
"ID81",1,1,1,1,1
"ID82",0,1,1,1,1
"ID83",0,0,1,1,1
"ID84",1,1,1,1,1
"ID85",1,0,1,0,0
"ID86",0,1,0,0,1
"ID87",0,1,0,1,1
"ID88",0,0,1,1,1
"ID89",0,1,1,1,1
"ID90",0,0,1,1,1
"ID91",0,0,0,1,1
"ID92",1,0,1,1,0
"ID93",0,1,0,1,1
"ID94",0,0,1,0,1
"ID95",0,0,0,1,1
"ID96",0,0,1,1,0
"ID97",0,1,1,1,1
"ID98",0,0,0,0,1
"ID99",0,1,0,1,1
"ID100",1,0,1,1,1
"ID101",0,0,1,1,1
"ID102",0,0,1,1,1
"ID103",0,0,0,0,1
"ID104",0,0,0,1,0
"ID105",0,0,0,0,1
"ID106",0,1,0,1,1
"ID107",0,1,1,1,1
"ID108",0,0,0,1,1
"ID109",0,0,0,1,0
"ID110",1,1,0,1,1
"ID111",0,0,0,1,0
"ID112",0,1,0,1,1
"ID113",0,0,1,0,1
"ID114",0,0,1,1,1
"ID115",0,0,0,0,1
"ID116",0,0,0,1,1
"ID117",0,1,0,1,1
"ID118",0,1,0,1,1
"ID119",0,0,0,1,1
"ID120",0,1,0,1,0
"ID121",0,0,0,0,1
"ID122",0,1,1,1,1
"ID123",0,0,1,1,0
"ID124",0,0,0,1,1
"ID125",0,0,1,1,1
"ID126",0,0,0,1,1
"ID127",0,0,1,1,1
"ID128",0,1,1,1,1
"ID129",0,1,1,1,1
"ID130",0,0,0,1,1
"ID131",1,1,1,0,1
"ID132",1,1,1,1,1
"ID133",1,0,0,0,1
"ID134",0,0,0,0,0
"ID135",0,0,1,1,0
"ID136",0,0,1,1,1
"ID137",0,0,1,1,1
"ID138",0,1,1,0,1
"ID139",1,0,1,1,1
"ID140",1,0,0,1,1
"ID141",0,0,0,1,1
"ID142",1,0,1,1,1
"ID143",0,1,1,1,1
"ID144",1,0,0,1,1
"ID145",0,1,1,1,1
"ID146",0,0,0,0,1
"ID147",0,1,1,0,1
"ID148",0,0,0,0,1
"ID149",0,0,1,1,1
"ID150",0,0,1,1,1
"ID151",0,0,0,0,1
"ID152",0,0,1,0,1
"ID153",1,1,1,1,1
"ID154",1,1,1,1,1
"ID155",0,1,0,1,1
"ID156",0,0,1,1,1
"ID157",0,0,1,1,1
"ID158",0,0,1,0,1
"ID159",0,0,1,1,1
"ID160",0,1,0,1,0
"ID161",1,0,1,0,1
"ID162",0,0,0,1,0
"ID163",0,0,1,0,1
"ID164",0,0,0,0,0
"ID165",1,0,1,0,0
"ID166",0,0,0,1,1
"ID167",0,0,1,1,1
"ID168",0,0,1,0,0
"ID169",0,1,1,1,1
"ID170",0,0,0,1,0
"ID171",0,0,1,1,0
"ID172",0,0,0,1,1
"ID173",0,0,1,1,1
"ID174",0,1,1,1,1
"ID175",0,1,1,1,1
"ID176",0,1,1,1,1
"ID177",0,1,0,1,1
"ID178",1,0,0,1,1
"ID179",0,0,0,1,1
"ID180",0,0,0,0,0
"ID181",0,0,1,0,1
"ID182",0,1,0,1,1
"ID183",0,1,1,1,1
"ID184",0,1,1,1,1
"ID185",0,0,1,1,1
"ID186",0,0,0,1,1
"ID187",0,0,0,0,1
"ID188",0,1,1,1,1
"ID189",0,0,0,1,1
"ID190",0,1,1,1,1
"ID191",0,0,0,0,1
"ID192",0,0,0,0,1
"ID193",0,0,1,1,1
"ID194",0,0,0,0,1
"ID195",1,1,0,1,1
"ID196",0,1,1,1,1
"ID197",0,1,0,1,1
"ID198",0,1,1,1,1
"ID199",0,0,0,1,0
"ID200",0,0,1,0,1
"ID201",0,1,0,0,1
"ID202",1,1,1,1,1
"ID203",0,0,1,1,1
"ID204",0,0,0,1,1
"ID205",0,0,1,1,1
"ID206",1,0,1,1,1
"ID207",0,0,0,1,1
"ID208",0,0,0,1,1
"ID209",0,0,1,0,0
"ID210",0,0,0,1,0
"ID211",0,0,0,1,1
"ID212",0,0,1,0,0
"ID213",1,0,0,1,0
"ID214",0,0,0,0,1
"ID215",0,0,1,0,1
"ID216",0,1,0,1,1
"ID217",0,1,1,1,1
"ID218",0,1,1,1,1
"ID219",1,1,1,1,1
"ID220",0,0,0,0,1
"ID221",0,0,0,1,0
"ID222",0,1,1,1,1
"ID223",0,1,1,1,1
"ID224",0,1,1,1,1
"ID225",0,0,1,1,1
"ID226",0,1,1,1,1
"ID227",0,0,0,1,0
"ID228",0,0,0,1,1
"ID229",0,1,0,1,1
"ID230",0,0,1,0,1
"ID231",0,1,1,1,1
"ID232",0,0,1,1,1
"ID233",0,0,1,1,1
"ID234",0,0,0,1,0
"ID235",1,1,1,1,1
"ID236",0,0,0,0,1
"ID237",1,0,1,0,1
"ID238",0,0,0,1,1
"ID239",0,1,1,1,1
"ID240",0,0,0,1,0
"ID241",0,0,1,1,1
"ID242",1,0,1,1,1
"ID243",1,1,1,1,1
"ID244",0,0,0,1,1
"ID245",1,1,0,1,1
"ID246",0,0,0,1,1
"ID247",0,1,1,1,1
"ID248",0,0,0,1,0
"ID249",0,0,0,1,0
"ID250",0,0,1,1,1
"ID251",0,0,0,1,1
"ID252",0,0,0,0,1
"ID253",1,1,0,0,1
"ID254",0,0,0,0,1
"ID255",0,1,0,1,1
"ID256",1,1,1,1,1
"ID257",0,1,0,0,1
"ID258",0,1,1,1,1
"ID259",0,1,1,1,1
"ID260",0,0,1,0,1
"ID261",0,0,0,1,1
"ID262",0,0,0,1,1
"ID263",0,0,1,1,1
"ID264",1,0,1,1,1
"ID265",0,0,0,1,1
"ID266",0,1,1,1,1
"ID267",1,1,1,1,1
"ID268",0,0,0,1,1
"ID269",0,1,1,0,1
"ID270",0,1,1,1,1
"ID271",0,0,1,1,1
"ID272",0,0,0,1,1
"ID273",0,0,0,1,1
"ID274",0,0,1,1,1
"ID275",0,0,1,1,1
"ID276",0,1,0,1,1
"ID277",1,0,0,1,1
"ID278",0,0,0,0,1
"ID279",0,0,1,1,1
"ID280",0,1,0,0,0
"ID281",0,1,1,1,1
"ID282",0,0,0,1,0
"ID283",1,0,1,0,1
"ID284",0,1,1,1,1
"ID285",0,0,0,0,1
"ID286",0,1,0,1,1
"ID287",0,1,1,1,1
"ID288",0,0,1,0,1
"ID289",0,0,0,1,1
"ID290",0,1,1,1,1
"ID291",0,0,0,1,0
"ID292",1,1,1,1,1
"ID293",0,0,1,1,1
"ID294",0,0,1,1,1
"ID295",0,0,0,1,1
"ID296",0,0,1,1,0
"ID297",0,0,0,0,0
"ID298",1,1,1,1,1
"ID299",0,0,0,0,1
"ID300",0,0,0,1,1
