Unnamed: 0,A1,A2,A3
206,1.0,0.0,1.0
207,0,1,1
208,0.0,1.0,0.0
209,0.0,0.0,1.0
210,0,0,1
211,0.0,0.0,0.0
212,0.0,0.0,1.0
213,0,1,1
214,0.0,1.0,1.0
215,0.0,0.0,1.0
216,0,1,1
217,0.0,1.0,1.0
218,1.0,1.0,1.0
219,0,1,1
220,0.0,1.0,1.0
221,0.0,0.0,1.0
222,0,0,0
223,0.0,1.0,1.0
224,1.0,0.0,1.0
225,1,1,1
226,1.0,0.0,1.0
227,0.0,1.0,1.0
228,0,0,1
229,1.0,0.0,1.0
230,0.0,1.0,1.0
231,0,0,1
232,1.0,1.0,1.0
233,0.0,0.0,1.0
234,0,1,1
235,1.0,1.0,1.0
236,0.0,1.0,1.0
237,0,0,1
238,0.0,0.0,0.0
239,1.0,1.0,1.0
240,0,1,0
241,1.0,0.0,1.0
242,1.0,1.0,0.0
243,0,1,1
244,0.0,1.0,1.0
245,0.0,0.0,1.0
246,0,1,1
247,0.0,1.0,1.0
248,0.0,0.0,1.0
249,0,1,1
250,0.0,0.0,1.0
251,0.0,1.0,1.0
252,1,1,1
253,0.0,0.0,0.0
254,0.0,1.0,1.0
255,0,1,1
256,0.0,1.0,1.0
257,1.0,1.0,1.0
258,0,1,0
259,1.0,0.0,1.0
260,1.0,0.0,1.0
261,0,1,1
262,0.0,1.0,1.0
263,0.0,0.0,0.0
264,1,1,1
265,0.0,1.0,1.0
266,0.0,0.0,0.0
267,0,1,1
268,1.0,1.0,1.0
269,0.0,1.0,0.0
270,1,0,1
271,1.0,0.0,1.0
272,0.0,1.0,0.0
273,1,1,1
274,0.0,0.0,0.0
275,1.0,0.0,1.0
276,0,1,1
277,0.0,1.0,0.0
278,0.0,1.0,1.0
279,1,0,1
280,0.0,1.0,1.0
281,0.0,0.0,1.0
282,0,1,1
283,0.0,0.0,1.0
284,0.0,0.0,1.0
285,0,0,0
286,0.0,0.0,1.0
287,1.0,1.0,1.0
288,0,0,1
289,0.0,1.0,0.0
290,0.0,1.0,1.0
291,0,1,1
292,1.0,1.0,1.0
293,0.0,1.0,1.0
294,0,1,1
295,0.0,0.0,1.0
296,0.0,0.0,1.0
297,0,0,1
298,0.0,0.0,1.0
299,0.0,1.0,1.0
