"","A1","A2","A3","A4","A5"
"ID66",0,1,1,1,1
"ID67",0,1,1,1,1
"ID68",0,1,1,1,1
"ID69",1,0,0,1,1
"ID70",0,1,0,1,1
"ID71",0,0,1,0,1
"ID72",1,0,0,1,1
"ID73",1,1,1,1,0
"ID74",0,0,0,1,1
"ID75",0,0,0,1,0
"ID76",0,1,0,0,1
"ID77",1,0,0,1,1
"ID78",0,0,0,0,1
"ID79",0,0,1,1,1
"ID80",0,0,0,0,0
"ID81",0,1,1,1,1
"ID82",0,1,1,1,1
"ID83",0,1,0,1,1
"ID84",0,0,0,1,0
"ID85",0,0,0,1,1
"ID86",0,0,1,1,1
"ID87",0,0,0,1,1
"ID88",0,1,1,1,1
"ID89",0,0,0,0,0
"ID90",0,0,0,1,1
"ID91",1,0,1,1,1
"ID92",1,1,1,1,1
"ID93",0,0,0,0,0
"ID94",1,0,1,1,1
"ID95",0,1,0,1,1
"ID96",1,0,0,1,1
"ID97",0,0,1,1,1
"ID98",0,1,1,1,1
"ID99",0,0,1,1,1
"ID100",0,1,0,1,1
"ID101",0,0,1,1,1
"ID102",0,0,0,1,1
"ID103",1,0,1,1,1
"ID104",0,0,1,1,1
"ID105",1,1,1,1,1
"ID106",0,0,0,1,1
"ID107",1,0,1,1,1
"ID108",0,1,0,1,1
"ID109",0,1,1,1,1
"ID110",0,1,1,1,1
"ID111",0,0,0,0,1
"ID112",0,0,0,1,1
"ID113",0,0,1,1,1
"ID114",0,1,0,1,1
"ID115",0,0,0,0,1
"ID116",0,1,0,0,1
"ID117",0,0,1,1,0
"ID118",1,1,1,1,1
"ID119",0,1,0,1,1
"ID120",0,0,0,0,0
"ID121",0,0,0,1,1
"ID122",0,1,0,1,1
"ID123",0,1,1,0,1
"ID124",0,1,1,1,1
"ID125",0,0,1,0,1
"ID126",0,1,1,0,1
"ID127",0,0,0,1,1
"ID128",0,0,0,1,1
"ID129",0,1,0,1,1
"ID130",1,1,1,1,1
"ID131",0,0,1,1,0
"ID132",0,1,1,1,1
"ID133",0,1,0,0,0
"ID134",0,1,1,1,1
"ID135",0,1,0,1,1
"ID136",0,0,1,0,1
"ID137",1,1,1,1,1
"ID138",0,0,0,1,1
"ID139",0,0,1,1,1
"ID140",0,0,1,1,1
"ID141",0,0,0,1,1
"ID142",0,0,1,1,1
"ID143",0,1,1,1,1
"ID144",0,0,0,0,1
"ID145",0,0,1,1,1
"ID146",0,0,0,1,1
"ID147",0,0,0,1,1
"ID148",0,0,1,0,1
"ID149",0,1,0,1,1
"ID150",0,0,0,1,1
"ID151",1,0,1,1,1
"ID152",0,0,1,0,1
"ID153",0,1,1,1,1
"ID154",0,1,1,1,1
"ID155",0,0,1,1,1
"ID156",1,1,1,0,1
"ID157",0,0,1,1,1
"ID158",1,0,0,1,1
"ID159",0,1,0,1,1
"ID160",0,0,0,1,1
"ID161",1,0,1,1,1
"ID162",0,0,0,1,1
"ID163",0,0,1,1,1
"ID164",0,0,0,1,1
"ID165",0,0,0,1,0
"ID166",1,0,1,0,1
"ID167",0,0,0,0,1
"ID168",0,1,0,1,1
"ID169",0,0,0,0,0
"ID170",0,0,1,1,1
"ID171",0,0,1,1,1
"ID172",0,0,0,0,0
"ID173",0,0,1,1,1
"ID174",0,0,0,0,0
"ID175",0,0,1,0,0
"ID176",1,0,1,1,1
"ID177",0,0,0,0,1
"ID178",1,0,1,1,1
"ID179",1,0,1,1,1
"ID180",0,1,1,1,1
"ID181",0,1,0,0,1
"ID182",0,0,0,0,1
"ID183",0,0,0,0,1
"ID184",0,1,1,1,1
"ID185",1,1,1,1,0
"ID186",0,0,0,0,0
"ID187",0,0,1,1,0
"ID188",0,0,0,1,1
"ID189",0,0,0,0,1
"ID190",0,1,0,1,1
"ID191",0,0,1,1,1
"ID192",0,0,1,0,1
"ID193",0,1,1,1,1
"ID194",0,0,1,0,1
"ID195",0,0,1,1,1
"ID196",1,1,0,1,1
"ID197",1,0,1,1,1
"ID198",0,0,0,1,1
"ID199",0,0,0,0,1
"ID200",0,0,1,1,1
"ID201",1,1,1,1,1
"ID202",0,0,1,1,1
"ID203",0,0,0,1,0
"ID204",0,0,0,1,1
"ID205",0,0,1,0,1
"ID206",0,0,1,1,1
"ID207",0,0,0,1,0
"ID208",0,1,0,1,1
"ID209",1,1,1,1,1
"ID210",0,1,1,1,1
"ID211",0,0,0,0,1
"ID212",0,0,0,1,1
"ID213",0,1,0,1,1
"ID214",0,0,1,1,1
"ID215",0,0,1,1,1
"ID216",0,0,0,1,1
"ID217",0,1,0,1,1
"ID218",0,0,0,0,0
"ID219",0,0,0,1,1
"ID220",1,0,1,1,1
"ID221",0,0,0,0,1
"ID222",0,0,0,1,0
"ID223",0,0,1,1,1
"ID224",1,1,1,1,1
"ID225",0,0,1,0,1
"ID226",1,1,1,1,1
"ID227",0,0,0,0,0
"ID228",0,0,0,1,1
"ID229",0,0,1,1,1
"ID230",0,0,0,1,1
"ID231",0,1,0,0,1
"ID232",0,1,1,1,1
"ID233",0,0,0,1,0
"ID234",0,1,1,1,1
"ID235",0,1,1,1,1
"ID236",0,0,0,1,1
"ID237",0,1,1,1,0
"ID238",0,1,1,1,1
"ID239",0,1,1,1,1
"ID240",1,0,1,1,1
"ID241",0,0,1,1,1
"ID242",0,1,0,1,1
"ID243",0,1,0,0,1
"ID244",0,0,0,0,1
"ID245",0,0,0,0,1
"ID246",0,0,1,1,1
"ID247",0,0,1,1,1
"ID248",1,0,1,1,1
"ID249",0,0,0,0,1
"ID250",0,0,1,0,1
"ID251",1,0,1,1,1
"ID252",0,0,1,1,1
"ID253",0,0,1,1,1
"ID254",0,0,0,0,0
"ID255",0,1,0,1,1
"ID256",0,1,0,1,1
"ID257",0,0,0,0,1
"ID258",0,0,1,1,1
"ID259",0,0,0,1,1
"ID260",0,0,0,1,1
"ID261",0,0,0,1,1
"ID262",1,1,1,1,1
"ID263",0,0,1,0,1
"ID264",0,1,0,0,1
"ID265",0,0,0,1,1
"ID266",0,1,0,1,1
"ID267",0,1,0,1,0
"ID268",0,1,1,0,1
"ID269",0,1,0,1,1
"ID270",0,1,1,1,1
"ID271",0,0,1,0,1
"ID272",0,0,1,1,0
"ID273",0,0,1,1,1
"ID274",0,0,1,0,1
"ID275",0,0,0,1,0
"ID276",0,1,1,1,0
"ID277",0,0,0,1,1
"ID278",0,0,1,1,1
"ID279",0,1,0,1,1
"ID280",0,0,1,1,1
"ID281",0,0,0,1,1
"ID282",0,0,0,1,1
"ID283",0,0,1,1,1
"ID284",0,1,1,1,1
"ID285",0,0,1,1,1
"ID286",0,0,0,1,1
"ID287",0,1,1,0,1
"ID288",0,1,0,1,1
"ID289",0,1,0,1,1
"ID290",1,1,1,1,1
"ID291",0,1,0,0,1
"ID292",0,0,0,1,1
"ID293",0,0,1,0,1
"ID294",1,0,1,1,1
"ID295",0,0,0,0,0
"ID296",0,1,1,1,1
"ID297",0,0,0,0,0
"ID298",0,0,0,1,1
"ID299",0,1,1,1,1
"ID300",0,1,1,0,1
