"","A1","A2","A3"
"ID124",0,1,1
"ID125",0,1,0
"ID126",0,1,1
"ID127",0,0,1
"ID128",0,0,1
"ID129",0,0,0
"ID130",0,0,1
"ID131",0,0,1
"ID132",0,0,1
"ID133",0,0,1
"ID134",1,1,1
"ID135",0,1,1
"ID136",0,1,1
"ID137",0,1,1
"ID138",0,0,1
"ID139",0,0,1
"ID140",0,0,0
"ID141",1,1,1
"ID142",0,0,1
"ID143",0,1,1
"ID144",0,1,1
"ID145",0,1,1
"ID146",1,1,1
"ID147",0,0,1
"ID148",0,0,1
"ID149",0,1,0
"ID150",0,1,0
"ID151",0,1,1
"ID152",0,1,1
"ID153",0,1,1
"ID154",0,0,1
"ID155",0,1,1
"ID156",0,0,0
"ID157",0,0,1
"ID158",0,0,1
"ID159",0,0,1
"ID160",1,0,1
"ID161",0,0,0
"ID162",0,0,1
"ID163",0,1,1
"ID164",0,0,1
"ID165",0,1,1
"ID166",0,0,1
"ID167",0,1,1
"ID168",0,1,1
"ID169",0,0,0
"ID170",1,1,1
"ID171",0,0,1
"ID172",0,0,1
"ID173",0,1,1
"ID174",0,0,1
"ID175",0,1,0
"ID176",0,1,1
"ID177",0,1,1
"ID178",0,1,1
"ID179",0,0,1
"ID180",1,1,1
"ID181",0,0,1
"ID182",0,0,1
"ID183",0,1,0
"ID184",0,0,1
"ID185",0,0,0
"ID186",0,0,1
"ID187",0,0,1
"ID188",0,1,1
"ID189",0,1,0
"ID190",0,0,0
"ID191",0,0,1
"ID192",0,1,1
"ID193",0,1,1
"ID194",1,0,1
"ID195",0,0,1
"ID196",1,0,1
"ID197",0,1,1
"ID198",0,0,1
"ID199",0,0,1
"ID200",0,0,1
"ID201",0,1,1
"ID202",0,0,1
"ID203",0,1,1
"ID204",0,0,1
"ID205",0,1,0
"ID206",0,0,1
"ID207",0,0,1
"ID208",0,0,1
"ID209",0,1,1
"ID210",0,1,0
"ID211",0,0,1
"ID212",0,0,1
"ID213",0,0,1
"ID214",1,0,1
"ID215",0,0,0
"ID216",0,0,0
"ID217",0,0,1
"ID218",0,1,1
"ID219",0,0,1
"ID220",0,1,0
"ID221",0,1,1
"ID222",0,1,1
"ID223",1,1,1
"ID224",0,1,1
"ID225",0,0,1
"ID226",0,0,1
"ID227",0,0,1
"ID228",0,0,1
"ID229",0,1,0
"ID230",1,1,1
"ID231",0,0,0
"ID232",0,0,1
"ID233",0,0,1
"ID234",0,1,1
"ID235",0,1,1
"ID236",0,0,1
"ID237",0,1,1
"ID238",0,0,1
"ID239",0,0,1
"ID240",0,1,1
"ID241",0,1,1
"ID242",0,0,1
"ID243",0,1,1
"ID244",0,1,1
"ID245",1,1,1
"ID246",0,1,1
"ID247",0,0,1
"ID248",0,0,0
"ID249",0,0,1
"ID250",0,1,1
"ID251",0,1,1
"ID252",0,1,1
"ID253",1,1,1
"ID254",1,1,1
"ID255",0,0,0
"ID256",0,0,1
"ID257",0,0,1
"ID258",0,0,1
"ID259",1,0,1
"ID260",0,1,1
"ID261",0,0,1
"ID262",0,0,1
"ID263",0,1,1
"ID264",0,1,1
"ID265",1,1,0
"ID266",0,0,1
"ID267",0,0,1
"ID268",0,1,0
"ID269",0,1,1
"ID270",0,1,1
"ID271",0,0,1
"ID272",0,1,1
"ID273",1,0,0
"ID274",0,0,1
"ID275",0,1,1
"ID276",0,0,1
"ID277",0,0,1
"ID278",0,1,1
"ID279",0,0,0
"ID280",0,1,1
"ID281",1,0,1
"ID282",0,1,1
"ID283",0,0,1
"ID284",0,1,1
"ID285",0,1,1
"ID286",1,0,1
"ID287",0,1,1
"ID288",1,1,1
"ID289",0,0,1
"ID290",0,1,1
"ID291",0,1,1
"ID292",0,1,1
"ID293",0,1,1
"ID294",1,0,1
"ID295",0,0,0
"ID296",0,1,1
"ID297",0,0,1
"ID298",1,0,1
"ID299",0,0,1
"ID300",0,1,1
