Unnamed: 0,A1,A2,A3
203,0.0,0.0,1.0
204,0,1,0
205,0.0,0.0,1.0
206,0,0,1
207,0.0,0.0,0.0
208,0,1,1
209,0.0,1.0,0.0
210,0,0,1
211,0.0,0.0,1.0
212,0,0,1
213,0.0,0.0,1.0
214,0,0,0
215,0.0,0.0,0.0
216,0,0,1
217,0.0,1.0,1.0
218,0,0,1
219,0.0,1.0,0.0
220,0,1,1
221,0.0,1.0,1.0
222,1,1,1
223,0.0,1.0,1.0
224,0,0,1
225,0.0,0.0,1.0
226,0,0,1
227,0.0,0.0,1.0
228,0,1,0
229,1.0,1.0,1.0
230,0,0,0
231,0.0,0.0,1.0
232,0,0,1
233,0.0,1.0,1.0
234,0,1,1
235,0.0,0.0,1.0
236,0,1,1
237,0.0,0.0,1.0
238,0,0,1
239,0.0,1.0,1.0
240,0,1,1
241,0.0,0.0,1.0
242,0,1,1
243,0.0,1.0,1.0
244,1,1,1
245,0.0,1.0,1.0
246,0,0,1
247,0.0,0.0,0.0
248,0,0,1
249,0.0,1.0,1.0
250,0,1,1
251,0.0,1.0,1.0
252,1,1,1
253,1.0,1.0,1.0
254,0,0,0
255,0.0,0.0,1.0
256,0,0,1
257,0.0,0.0,1.0
258,1,0,1
259,0.0,1.0,1.0
260,0,0,1
261,0.0,0.0,1.0
262,0,1,1
263,0.0,1.0,1.0
264,1,1,0
265,0.0,0.0,1.0
266,0,0,1
267,0.0,1.0,0.0
268,0,1,1
269,0.0,1.0,1.0
270,0,0,1
271,0.0,1.0,1.0
272,1,0,0
273,0.0,0.0,1.0
274,0,1,1
275,0.0,0.0,1.0
276,0,0,1
277,0.0,1.0,1.0
278,0,0,0
279,0.0,1.0,1.0
280,1,0,1
281,0.0,1.0,1.0
282,0,0,1
283,0.0,1.0,1.0
284,0,1,1
285,1.0,0.0,1.0
286,0,1,1
287,1.0,1.0,1.0
288,0,0,1
289,0.0,1.0,1.0
290,0,1,1
291,0.0,1.0,1.0
292,0,1,1
293,1.0,0.0,1.0
294,0,0,0
295,0.0,1.0,1.0
296,0,0,1
297,1.0,0.0,0.0
298,0,0,1
299,0.0,1.0,1.0
