"","A1","A2","A3"
"ID94",0,0,1
"ID95",0,0,1
"ID96",0,1,1
"ID97",0,1,1
"ID98",0,1,1
"ID99",0,0,1
"ID100",0,0,1
"ID101",0,1,1
"ID102",1,0,1
"ID103",0,1,0
"ID104",0,0,1
"ID105",0,0,1
"ID106",0,0,1
"ID107",0,0,1
"ID108",0,0,1
"ID109",1,1,1
"ID110",0,1,1
"ID111",0,0,1
"ID112",0,1,1
"ID113",0,0,1
"ID114",0,0,1
"ID115",0,0,1
"ID116",0,1,1
"ID117",1,0,0
"ID118",1,1,1
"ID119",0,0,1
"ID120",0,1,1
"ID121",0,0,1
"ID122",0,1,1
"ID123",0,0,1
"ID124",0,0,1
"ID125",0,1,1
"ID126",1,1,1
"ID127",1,1,0
"ID128",0,0,1
"ID129",1,0,1
"ID130",1,0,1
"ID131",0,1,1
"ID132",0,1,1
"ID133",0,0,1
"ID134",0,0,0
"ID135",0,0,1
"ID136",0,1,1
"ID137",0,1,0
"ID138",0,0,1
"ID139",0,1,1
"ID140",0,1,1
"ID141",0,1,1
"ID142",0,1,1
"ID143",0,1,1
"ID144",0,0,0
"ID145",0,1,1
"ID146",0,1,1
"ID147",0,1,1
"ID148",0,1,1
"ID149",0,0,1
"ID150",0,1,1
"ID151",0,0,1
"ID152",0,1,1
"ID153",0,0,1
"ID154",0,0,0
"ID155",0,1,1
"ID156",0,0,1
"ID157",0,0,0
"ID158",0,0,0
"ID159",0,0,0
"ID160",0,0,1
"ID161",0,0,0
"ID162",0,0,1
"ID163",0,0,0
"ID164",0,0,1
"ID165",1,0,1
"ID166",0,0,1
"ID167",0,1,1
"ID168",1,1,1
"ID169",0,1,1
"ID170",0,0,1
"ID171",0,0,1
"ID172",1,1,0
"ID173",0,0,1
"ID174",0,1,1
"ID175",0,0,0
"ID176",0,0,1
"ID177",0,1,1
"ID178",1,1,1
"ID179",0,1,1
"ID180",0,1,1
"ID181",0,1,1
"ID182",0,1,0
"ID183",0,0,1
"ID184",1,1,1
"ID185",1,0,1
"ID186",0,0,1
"ID187",1,1,1
"ID188",0,0,1
"ID189",0,0,1
"ID190",0,0,1
"ID191",1,1,1
"ID192",1,1,1
"ID193",0,1,1
"ID194",0,1,1
"ID195",1,1,0
"ID196",1,0,1
"ID197",1,1,0
"ID198",0,1,1
"ID199",0,0,1
"ID200",0,0,1
"ID201",0,0,0
"ID202",1,0,1
"ID203",1,1,1
"ID204",1,1,1
"ID205",0,1,1
"ID206",1,0,1
"ID207",0,0,1
"ID208",0,1,1
"ID209",0,0,1
"ID210",0,0,1
"ID211",0,1,1
"ID212",0,0,1
"ID213",0,0,0
"ID214",0,1,1
"ID215",0,0,0
"ID216",0,0,1
"ID217",0,1,1
"ID218",0,0,1
"ID219",0,1,1
"ID220",0,1,0
"ID221",0,1,1
"ID222",1,1,1
"ID223",0,0,1
"ID224",0,1,1
"ID225",0,1,1
"ID226",0,0,1
"ID227",0,0,1
"ID228",0,0,1
"ID229",0,0,0
"ID230",1,0,1
"ID231",0,0,1
"ID232",0,1,1
"ID233",0,0,1
"ID234",0,1,1
"ID235",0,1,0
"ID236",1,1,1
"ID237",1,0,1
"ID238",0,0,1
"ID239",0,1,1
"ID240",0,0,1
"ID241",0,0,1
"ID242",0,1,1
"ID243",0,0,1
"ID244",0,1,1
"ID245",0,1,1
"ID246",1,0,0
"ID247",0,0,0
"ID248",1,1,1
"ID249",0,0,1
"ID250",0,0,1
"ID251",0,1,1
"ID252",0,0,1
"ID253",0,0,1
"ID254",0,1,1
"ID255",1,0,1
"ID256",0,1,1
"ID257",0,0,1
"ID258",0,1,1
"ID259",1,1,1
"ID260",0,0,1
"ID261",0,1,0
"ID262",0,1,1
"ID263",0,0,1
"ID264",0,0,0
"ID265",1,1,0
"ID266",1,1,1
"ID267",0,1,0
"ID268",0,0,1
"ID269",0,0,1
"ID270",0,0,1
"ID271",1,1,1
"ID272",0,0,1
"ID273",1,1,1
"ID274",0,0,1
"ID275",0,1,1
"ID276",1,1,1
"ID277",1,1,1
"ID278",0,0,1
"ID279",0,0,0
"ID280",0,0,0
"ID281",0,0,1
"ID282",0,0,1
"ID283",0,1,1
"ID284",0,0,1
"ID285",0,0,1
"ID286",0,1,1
"ID287",0,1,1
"ID288",0,0,1
"ID289",0,0,1
"ID290",0,0,0
"ID291",1,0,1
"ID292",0,1,1
"ID293",1,1,1
"ID294",0,0,1
"ID295",0,1,1
"ID296",0,1,1
"ID297",0,1,1
"ID298",1,1,1
"ID299",0,0,1
"ID300",1,0,1
"ID301",0,0,1
"ID302",0,1,1
"ID303",0,1,1
"ID304",0,0,1
"ID305",0,1,1
"ID306",1,0,1
"ID307",1,1,1
"ID308",0,0,1
"ID309",0,0,1
"ID310",0,1,1
"ID311",0,1,0
"ID312",1,1,1
"ID313",0,1,1
"ID314",0,1,1
"ID315",0,0,1
"ID316",0,0,1
"ID317",0,0,1
"ID318",0,1,1
"ID319",0,1,1
"ID320",1,1,1
"ID321",0,1,1
"ID322",0,0,1
"ID323",0,0,0
"ID324",0,0,1
"ID325",0,0,1
"ID326",0,0,1
"ID327",0,0,1
"ID328",0,0,1
"ID329",1,0,1
"ID330",0,0,1
"ID331",0,0,1
"ID332",0,0,1
"ID333",0,1,1
"ID334",0,1,1
"ID335",0,0,1
"ID336",0,1,1
"ID337",1,1,1
"ID338",0,1,1
"ID339",0,0,1
"ID340",1,0,1
"ID341",0,0,1
"ID342",0,0,1
"ID343",0,1,0
"ID344",0,1,1
"ID345",0,0,0
"ID346",0,1,1
"ID347",0,1,1
"ID348",0,1,1
"ID349",0,0,1
"ID350",1,1,1
"ID351",0,0,1
"ID352",0,0,1
"ID353",0,1,1
"ID354",0,0,1
"ID355",0,0,1
"ID356",0,0,1
"ID357",0,0,1
"ID358",0,0,0
"ID359",0,0,1
"ID360",0,1,1
"ID361",0,1,1
"ID362",0,0,1
"ID363",0,1,1
"ID364",0,1,1
"ID365",0,1,1
"ID366",0,1,1
"ID367",0,0,1
"ID368",0,1,1
"ID369",0,1,0
"ID370",0,0,1
"ID371",0,1,1
"ID372",0,0,0
"ID373",0,1,0
"ID374",0,1,1
"ID375",0,1,1
"ID376",0,0,0
"ID377",0,0,0
"ID378",0,1,1
"ID379",0,0,0
"ID380",1,0,1
"ID381",1,0,1
"ID382",0,1,1
"ID383",0,0,1
"ID384",0,0,1
"ID385",0,1,1
"ID386",0,1,1
"ID387",0,1,1
"ID388",0,1,1
"ID389",0,1,1
"ID390",0,1,1
"ID391",0,0,1
"ID392",0,0,1
"ID393",1,1,1
"ID394",1,1,1
"ID395",0,1,1
"ID396",0,0,1
"ID397",0,0,1
"ID398",0,1,1
"ID399",0,0,0
"ID400",0,0,0
"ID401",0,1,1
"ID402",0,0,1
"ID403",0,0,1
"ID404",1,1,1
"ID405",0,0,1
"ID406",0,0,0
"ID407",0,0,1
"ID408",1,0,1
"ID409",0,0,1
"ID410",0,0,1
"ID411",0,0,1
"ID412",0,0,1
"ID413",1,0,1
"ID414",0,0,1
"ID415",0,1,1
"ID416",0,0,1
"ID417",1,1,1
"ID418",0,1,1
"ID419",0,1,1
"ID420",0,1,1
"ID421",0,0,1
"ID422",0,0,1
"ID423",1,1,0
"ID424",0,1,1
"ID425",0,1,1
"ID426",0,1,1
"ID427",0,0,1
"ID428",0,0,0
"ID429",0,1,1
"ID430",0,1,1
"ID431",0,0,1
"ID432",0,1,1
"ID433",0,1,1
"ID434",1,0,1
"ID435",0,1,0
"ID436",1,1,1
"ID437",0,1,1
"ID438",0,1,1
"ID439",0,1,1
"ID440",0,1,1
"ID441",0,1,1
"ID442",1,1,1
"ID443",0,1,1
"ID444",0,0,0
"ID445",0,0,1
"ID446",0,0,1
"ID447",0,1,1
"ID448",0,0,0
"ID449",0,1,1
"ID450",0,0,1
"ID451",0,1,1
"ID452",0,1,0
"ID453",0,0,1
"ID454",0,0,1
"ID455",0,0,1
"ID456",0,1,1
"ID457",0,0,0
"ID458",1,1,1
"ID459",0,1,1
"ID460",0,0,0
"ID461",0,0,1
"ID462",0,1,1
"ID463",1,1,1
"ID464",0,1,1
"ID465",0,1,1
"ID466",1,0,1
"ID467",0,1,1
"ID468",0,0,1
"ID469",0,1,1
"ID470",0,0,1
"ID471",1,1,1
"ID472",0,0,1
"ID473",0,1,1
"ID474",0,0,0
"ID475",0,0,1
"ID476",0,1,1
"ID477",0,0,1
"ID478",1,0,1
"ID479",0,0,1
"ID480",0,0,1
"ID481",1,0,1
"ID482",0,0,1
"ID483",0,0,1
"ID484",0,1,1
"ID485",0,1,1
"ID486",0,0,1
"ID487",0,0,1
"ID488",0,1,1
"ID489",0,1,1
"ID490",0,0,1
"ID491",0,0,1
"ID492",0,1,1
"ID493",0,0,1
"ID494",0,0,1
"ID495",0,1,1
"ID496",0,0,0
"ID497",0,0,1
"ID498",0,0,1
"ID499",0,1,1
"ID500",0,1,1
"ID501",1,0,1
"ID502",0,1,1
"ID503",0,0,1
"ID504",0,1,1
"ID505",0,1,1
"ID506",0,0,1
"ID507",0,1,1
"ID508",0,1,1
"ID509",0,0,1
"ID510",1,1,0
"ID511",0,0,0
"ID512",0,1,1
"ID513",0,0,1
"ID514",0,0,1
"ID515",0,1,1
"ID516",0,1,0
"ID517",1,0,0
"ID518",0,0,0
"ID519",0,0,1
"ID520",1,0,1
"ID521",0,1,1
"ID522",1,1,1
"ID523",0,0,1
"ID524",0,1,1
"ID525",0,0,1
"ID526",0,1,1
"ID527",0,0,1
"ID528",0,1,1
"ID529",0,1,1
"ID530",0,0,1
"ID531",1,1,1
"ID532",0,0,1
"ID533",0,0,1
"ID534",1,1,1
"ID535",0,1,1
"ID536",0,1,1
"ID537",0,0,1
"ID538",0,1,1
"ID539",0,0,1
"ID540",1,0,1
"ID541",1,0,1
"ID542",0,0,1
"ID543",0,0,0
"ID544",0,0,1
"ID545",0,0,1
"ID546",0,1,0
"ID547",0,0,1
"ID548",0,0,1
"ID549",0,1,1
"ID550",0,0,0
"ID551",0,1,0
"ID552",0,0,0
"ID553",0,1,1
"ID554",0,1,1
"ID555",1,1,1
"ID556",1,1,1
"ID557",1,1,1
"ID558",1,0,0
"ID559",0,1,1
"ID560",0,1,1
"ID561",1,0,1
"ID562",1,0,1
"ID563",0,0,1
"ID564",0,1,0
"ID565",1,1,1
"ID566",0,0,1
"ID567",0,1,1
"ID568",0,0,1
"ID569",0,0,1
"ID570",0,0,1
"ID571",0,0,1
"ID572",0,0,1
"ID573",0,0,1
"ID574",0,0,1
"ID575",0,1,1
"ID576",0,0,1
"ID577",0,0,1
"ID578",0,0,0
"ID579",0,0,0
"ID580",0,0,1
"ID581",0,0,1
"ID582",0,1,1
"ID583",0,1,1
"ID584",0,0,1
"ID585",0,1,1
"ID586",0,1,1
"ID587",0,1,1
"ID588",0,0,1
"ID589",0,1,1
"ID590",1,1,0
"ID591",0,1,1
"ID592",0,1,0
"ID593",0,1,1
"ID594",0,1,1
"ID595",0,0,1
"ID596",1,1,1
"ID597",0,0,1
"ID598",0,0,1
"ID599",0,1,1
"ID600",0,1,1
"ID601",0,1,1
"ID602",0,0,1
"ID603",0,0,1
"ID604",0,1,1
"ID605",0,0,1
"ID606",0,1,1
"ID607",0,0,1
"ID608",0,1,1
"ID609",0,0,1
"ID610",0,0,1
"ID611",0,0,1
"ID612",0,1,1
"ID613",0,1,1
"ID614",0,0,1
"ID615",0,0,0
"ID616",0,1,1
"ID617",0,0,1
"ID618",0,1,1
"ID619",1,1,1
"ID620",0,1,1
"ID621",1,1,1
"ID622",0,1,1
"ID623",0,0,1
"ID624",0,0,1
"ID625",0,1,1
"ID626",0,1,1
"ID627",0,1,1
"ID628",0,1,1
"ID629",0,0,1
"ID630",0,0,1
"ID631",0,1,1
"ID632",0,0,1
"ID633",0,1,1
"ID634",0,0,1
"ID635",0,1,0
"ID636",0,0,1
"ID637",0,1,1
"ID638",0,1,1
"ID639",0,0,0
"ID640",0,1,1
"ID641",0,0,1
"ID642",0,0,1
"ID643",0,1,1
"ID644",0,1,0
"ID645",0,0,1
"ID646",0,0,1
"ID647",0,0,1
"ID648",1,0,1
"ID649",0,1,1
"ID650",0,1,0
"ID651",0,1,1
"ID652",0,1,1
"ID653",0,0,1
"ID654",0,1,1
"ID655",0,0,1
"ID656",0,0,0
"ID657",1,0,1
"ID658",0,0,1
"ID659",1,1,1
"ID660",1,1,1
"ID661",0,1,0
"ID662",0,0,1
"ID663",0,0,0
"ID664",0,1,1
"ID665",0,1,1
"ID666",0,0,1
"ID667",0,1,1
"ID668",0,1,1
"ID669",0,0,1
"ID670",0,0,1
"ID671",0,0,1
"ID672",0,1,1
"ID673",0,0,1
"ID674",0,1,0
"ID675",0,1,1
"ID676",0,0,1
"ID677",0,1,1
"ID678",0,1,1
"ID679",0,1,1
"ID680",0,1,1
"ID681",0,1,1
"ID682",0,1,1
"ID683",0,1,1
"ID684",0,1,1
"ID685",0,1,1
"ID686",0,0,1
"ID687",1,1,1
"ID688",0,1,1
"ID689",0,1,1
"ID690",0,1,1
"ID691",1,1,1
"ID692",0,0,0
"ID693",0,0,1
"ID694",0,0,1
"ID695",0,1,1
"ID696",0,1,1
"ID697",0,1,0
"ID698",0,1,1
"ID699",0,0,1
"ID700",0,1,1
"ID701",0,1,1
"ID702",0,1,0
"ID703",0,1,1
"ID704",0,1,0
"ID705",0,1,1
"ID706",1,0,1
"ID707",0,0,1
"ID708",0,1,1
"ID709",0,1,1
"ID710",0,1,1
"ID711",1,1,1
"ID712",0,0,0
"ID713",0,1,0
"ID714",0,0,1
"ID715",1,1,0
"ID716",0,0,1
"ID717",0,1,1
"ID718",0,0,1
"ID719",1,0,1
"ID720",1,1,1
"ID721",0,1,1
"ID722",0,1,1
"ID723",0,1,0
"ID724",0,1,1
"ID725",0,1,1
"ID726",0,0,1
"ID727",0,0,1
"ID728",1,1,1
"ID729",0,1,1
"ID730",0,0,1
"ID731",0,0,1
"ID732",0,0,1
"ID733",0,1,1
"ID734",0,0,0
"ID735",1,1,1
"ID736",0,1,1
"ID737",0,1,1
"ID738",0,1,1
"ID739",1,0,1
"ID740",0,1,1
"ID741",1,0,1
"ID742",0,1,1
"ID743",0,0,1
"ID744",0,0,1
"ID745",0,1,1
"ID746",0,0,1
"ID747",0,0,1
"ID748",0,1,1
"ID749",1,0,1
"ID750",0,1,1
"ID751",0,1,1
"ID752",0,0,1
"ID753",0,1,1
"ID754",0,0,0
"ID755",0,0,1
"ID756",0,0,1
"ID757",0,0,1
"ID758",0,0,1
"ID759",0,0,1
"ID760",0,1,1
"ID761",1,1,0
"ID762",0,1,1
"ID763",0,0,0
"ID764",0,1,1
"ID765",0,1,1
"ID766",0,1,1
"ID767",0,0,1
"ID768",0,0,1
"ID769",1,0,1
"ID770",0,1,0
"ID771",0,0,1
"ID772",0,0,1
"ID773",0,0,1
"ID774",0,1,1
"ID775",0,0,1
"ID776",0,1,1
"ID777",0,1,1
"ID778",0,0,1
"ID779",0,0,0
"ID780",1,1,1
"ID781",0,1,1
"ID782",0,0,1
"ID783",0,1,0
"ID784",0,0,1
"ID785",1,0,0
"ID786",0,0,1
"ID787",0,1,1
"ID788",1,1,1
"ID789",0,1,1
"ID790",0,1,1
"ID791",0,0,1
"ID792",0,0,1
"ID793",0,0,0
"ID794",0,0,1
"ID795",0,0,0
"ID796",0,0,1
"ID797",0,1,1
"ID798",0,1,1
"ID799",1,1,1
"ID800",0,0,1
"ID801",0,1,1
"ID802",0,1,1
"ID803",0,1,1
"ID804",1,0,1
"ID805",0,0,1
"ID806",1,0,1
"ID807",0,0,1
"ID808",0,0,1
"ID809",0,0,1
"ID810",0,1,1
"ID811",0,0,1
"ID812",0,1,1
"ID813",0,1,1
"ID814",0,0,1
"ID815",0,1,1
"ID816",0,0,1
"ID817",0,0,1
"ID818",0,1,1
"ID819",0,0,1
"ID820",0,0,1
"ID821",0,0,1
"ID822",0,1,1
"ID823",0,0,1
"ID824",0,0,1
"ID825",0,0,0
"ID826",0,0,0
"ID827",0,1,1
"ID828",1,1,0
"ID829",0,0,1
"ID830",0,0,1
"ID831",0,1,1
"ID832",0,1,1
"ID833",0,1,1
"ID834",0,1,1
"ID835",0,1,1
"ID836",0,0,1
"ID837",0,1,0
"ID838",0,0,1
"ID839",0,0,1
"ID840",0,1,1
"ID841",0,0,1
"ID842",0,1,1
"ID843",0,0,1
"ID844",1,1,0
"ID845",0,1,1
"ID846",0,1,1
"ID847",0,1,1
"ID848",0,0,1
"ID849",0,1,1
"ID850",1,1,1
"ID851",1,1,1
"ID852",0,0,0
"ID853",0,1,1
"ID854",0,0,1
"ID855",1,1,1
"ID856",0,0,0
"ID857",0,0,0
"ID858",0,0,1
"ID859",0,1,1
"ID860",0,0,1
"ID861",1,1,1
"ID862",0,0,1
"ID863",1,1,1
"ID864",0,1,1
"ID865",0,1,1
"ID866",1,0,1
"ID867",0,0,1
"ID868",0,1,1
"ID869",0,1,1
"ID870",0,0,0
"ID871",1,0,1
"ID872",1,0,1
"ID873",0,0,1
"ID874",1,1,1
"ID875",0,0,1
"ID876",0,0,1
"ID877",0,0,1
"ID878",0,0,1
"ID879",0,1,0
"ID880",0,0,1
"ID881",0,1,1
"ID882",0,1,1
"ID883",0,0,1
"ID884",0,1,1
"ID885",1,0,1
"ID886",0,1,1
"ID887",0,0,1
"ID888",0,1,1
"ID889",0,1,1
"ID890",1,0,1
"ID891",0,0,0
"ID892",0,1,1
"ID893",0,1,1
"ID894",0,1,1
"ID895",0,1,1
"ID896",0,1,0
"ID897",0,0,1
"ID898",0,0,0
"ID899",0,0,1
"ID900",0,1,1
"ID901",0,0,1
"ID902",0,1,1
"ID903",1,1,0
"ID904",0,0,1
"ID905",0,1,1
"ID906",1,1,1
"ID907",0,1,1
"ID908",0,0,0
"ID909",0,1,1
"ID910",1,0,1
"ID911",1,1,1
"ID912",0,1,1
"ID913",0,0,1
"ID914",0,0,1
"ID915",0,0,1
"ID916",0,0,1
"ID917",0,0,1
"ID918",0,1,1
"ID919",0,0,1
"ID920",0,1,1
"ID921",0,0,1
"ID922",0,1,1
"ID923",0,0,1
"ID924",0,0,0
"ID925",0,0,1
"ID926",0,0,1
"ID927",0,1,1
"ID928",0,0,1
"ID929",0,0,1
"ID930",1,1,1
"ID931",0,1,1
"ID932",0,0,1
"ID933",0,0,0
"ID934",0,1,1
"ID935",1,0,1
"ID936",0,1,0
"ID937",0,0,1
"ID938",0,0,0
"ID939",0,0,1
"ID940",0,0,1
"ID941",0,1,1
"ID942",1,1,1
"ID943",0,0,1
"ID944",0,1,0
"ID945",0,0,1
"ID946",0,1,1
"ID947",0,0,1
"ID948",0,1,1
"ID949",1,1,1
"ID950",0,1,1
"ID951",0,1,1
"ID952",0,1,0
"ID953",0,1,1
"ID954",0,1,1
"ID955",0,0,1
"ID956",0,1,1
"ID957",0,1,1
"ID958",0,0,1
"ID959",0,1,1
"ID960",1,1,1
"ID961",0,0,0
"ID962",0,0,1
"ID963",0,0,1
"ID964",0,1,1
"ID965",0,0,1
"ID966",0,1,1
"ID967",0,1,1
"ID968",0,1,1
"ID969",0,1,1
"ID970",0,0,1
"ID971",0,1,1
"ID972",0,0,1
"ID973",0,0,1
"ID974",0,0,1
"ID975",1,1,1
"ID976",1,1,0
"ID977",0,0,1
"ID978",0,0,1
"ID979",0,1,1
"ID980",0,0,0
"ID981",0,1,1
"ID982",0,1,0
"ID983",1,0,1
"ID984",0,0,1
"ID985",0,1,0
"ID986",1,1,1
"ID987",0,0,1
"ID988",0,0,1
"ID989",0,1,1
"ID990",0,1,0
"ID991",1,1,1
"ID992",0,0,1
"ID993",0,0,1
"ID994",0,0,1
"ID995",0,0,0
"ID996",0,1,1
"ID997",0,1,1
"ID998",0,1,1
"ID999",0,0,1
"ID1000",0,1,1
