Unnamed: 0,A1,A2,A3,A4,A5
152,0,0,0,0,1
153,1.0,1.0,1.0,1.0,1.0
154,0,1,0,1,1
155,0.0,1.0,1.0,1.0,1.0
156,0,1,0,1,1
157,0.0,0.0,0.0,1.0,1.0
158,0,0,0,0,0
159,0.0,0.0,0.0,1.0,0.0
160,0,0,0,0,1
161,0.0,0.0,0.0,0.0,1.0
162,0,1,0,1,1
163,0.0,0.0,1.0,0.0,1.0
164,0,1,1,1,1
165,1.0,1.0,1.0,1.0,1.0
166,0,1,1,1,1
167,0.0,1.0,1.0,0.0,1.0
168,0,1,0,0,1
169,0.0,0.0,1.0,1.0,1.0
170,1,0,0,0,1
171,0.0,0.0,0.0,0.0,1.0
172,0,0,0,0,1
173,0.0,0.0,1.0,1.0,1.0
174,0,1,1,1,1
175,0.0,0.0,0.0,0.0,0.0
176,0,1,0,1,1
177,1.0,1.0,1.0,1.0,1.0
178,1,0,1,1,1
179,0.0,1.0,1.0,1.0,1.0
180,0,0,0,1,1
181,1.0,0.0,0.0,1.0,1.0
182,0,0,1,0,1
183,0.0,0.0,1.0,1.0,0.0
184,1,0,1,1,1
185,0.0,0.0,1.0,0.0,1.0
186,1,1,1,0,1
187,0.0,1.0,1.0,1.0,1.0
188,0,0,0,1,1
189,0.0,0.0,1.0,1.0,1.0
190,0,0,1,1,0
191,1.0,1.0,1.0,1.0,1.0
192,0,0,1,1,1
193,0.0,1.0,1.0,1.0,1.0
194,0,1,1,1,1
195,0.0,0.0,0.0,0.0,0.0
196,0,0,1,1,1
197,0.0,1.0,0.0,0.0,1.0
198,0,1,0,1,1
199,0.0,0.0,1.0,1.0,1.0
200,0,0,1,0,1
201,0.0,1.0,1.0,0.0,0.0
202,0,0,0,1,1
203,1.0,1.0,1.0,1.0,1.0
204,0,0,1,1,1
205,0.0,0.0,0.0,1.0,1.0
206,1,1,1,1,1
207,0.0,0.0,1.0,1.0,1.0
208,0,0,0,1,1
209,1.0,0.0,1.0,0.0,1.0
210,0,0,0,1,1
211,1.0,0.0,1.0,0.0,1.0
212,0,0,0,0,1
213,0.0,1.0,1.0,1.0,1.0
214,0,1,1,1,1
215,0.0,1.0,1.0,1.0,1.0
216,0,0,0,0,0
217,1.0,1.0,1.0,1.0,1.0
218,0,1,1,1,1
219,1.0,1.0,1.0,1.0,1.0
220,0,0,0,0,1
221,1.0,1.0,1.0,1.0,1.0
222,0,0,0,1,1
223,0.0,1.0,0.0,1.0,1.0
224,0,0,1,0,1
225,0.0,0.0,0.0,1.0,1.0
226,0,0,1,1,1
227,0.0,0.0,0.0,1.0,0.0
228,0,0,0,0,1
229,0.0,0.0,0.0,1.0,1.0
230,0,0,0,1,1
231,0.0,1.0,0.0,0.0,1.0
232,0,0,1,0,1
233,0.0,1.0,1.0,0.0,1.0
234,0,0,1,1,1
235,0.0,0.0,0.0,0.0,0.0
236,0,0,1,0,0
237,0.0,0.0,1.0,0.0,1.0
238,0,0,1,0,1
239,0.0,1.0,1.0,0.0,0.0
240,1,0,1,1,1
241,0.0,0.0,0.0,0.0,1.0
242,0,0,0,0,1
243,0.0,0.0,0.0,0.0,0.0
244,0,0,1,0,1
245,0.0,0.0,0.0,0.0,0.0
246,0,0,0,1,1
247,0.0,1.0,1.0,1.0,1.0
248,0,0,1,0,1
249,1.0,1.0,1.0,1.0,1.0
250,0,1,1,1,1
251,0.0,0.0,1.0,1.0,1.0
252,0,0,0,1,1
253,0.0,1.0,1.0,1.0,1.0
254,0,1,1,1,1
255,0.0,1.0,1.0,1.0,0.0
256,0,1,1,1,1
257,0.0,0.0,1.0,0.0,1.0
258,0,1,1,1,1
259,0.0,0.0,1.0,1.0,0.0
260,0,0,0,0,0
261,1.0,1.0,1.0,1.0,1.0
262,0,0,1,1,1
263,0.0,0.0,1.0,1.0,1.0
264,0,1,1,1,1
265,0.0,1.0,0.0,0.0,1.0
266,0,0,0,1,1
267,0.0,0.0,1.0,0.0,1.0
268,0,0,0,1,1
269,0.0,0.0,0.0,1.0,0.0
270,0,0,0,1,1
271,0.0,1.0,1.0,0.0,1.0
272,0,1,1,0,1
273,1.0,0.0,1.0,1.0,1.0
274,0,0,1,1,0
275,0.0,0.0,1.0,1.0,1.0
276,0,1,1,1,1
277,1.0,1.0,1.0,1.0,1.0
278,0,0,1,0,1
279,1.0,0.0,1.0,1.0,1.0
280,0,0,0,0,1
281,0.0,0.0,0.0,0.0,1.0
282,0,0,1,0,1
283,0.0,0.0,1.0,1.0,1.0
284,1,0,0,1,1
285,0.0,1.0,1.0,0.0,1.0
286,0,0,0,1,1
287,1.0,0.0,1.0,0.0,1.0
288,0,0,0,1,1
289,0.0,0.0,1.0,1.0,0.0
290,0,0,1,0,1
291,0.0,0.0,1.0,0.0,1.0
292,1,1,1,1,1
293,1.0,1.0,0.0,1.0,1.0
294,0,0,0,0,1
295,0.0,0.0,0.0,1.0,1.0
296,0,0,1,1,1
297,1.0,1.0,1.0,1.0,1.0
298,0,0,0,0,1
299,0.0,0.0,1.0,0.0,1.0
