Unnamed: 0,A1,A2,A3,A4,A5
139,0.0,0.0,0.0,1.0,1.0
140,0.0,0.0,0.0,0.0,0.0
141,0,0,0,1,1
142,0.0,0.0,0.0,0.0,0.0
143,1.0,1.0,1.0,1.0,1.0
144,0,1,1,1,1
145,1.0,0.0,1.0,1.0,1.0
146,0.0,1.0,0.0,1.0,0.0
147,0,0,0,1,1
148,1.0,1.0,1.0,1.0,1.0
149,1.0,1.0,1.0,1.0,1.0
150,0,0,1,1,1
151,0.0,1.0,0.0,1.0,1.0
152,0.0,0.0,0.0,0.0,1.0
153,1,1,1,1,1
154,0.0,1.0,0.0,1.0,1.0
155,0.0,1.0,1.0,1.0,1.0
156,0,1,0,1,1
157,0.0,0.0,0.0,1.0,1.0
158,0.0,0.0,0.0,0.0,0.0
159,0,0,0,1,0
160,0.0,0.0,0.0,0.0,1.0
161,0.0,0.0,0.0,0.0,1.0
162,0,1,0,1,1
163,0.0,0.0,1.0,0.0,1.0
164,1.0,1.0,1.0,1.0,1.0
165,1,1,0,1,1
166,1.0,1.0,1.0,1.0,1.0
167,0.0,1.0,1.0,0.0,1.0
168,0,1,0,0,1
169,0.0,0.0,1.0,1.0,1.0
170,1.0,0.0,0.0,0.0,1.0
171,0,0,0,0,1
172,0.0,0.0,0.0,0.0,1.0
173,0.0,0.0,1.0,1.0,1.0
174,0,1,1,1,1
175,0.0,0.0,0.0,0.0,0.0
176,0.0,1.0,1.0,1.0,1.0
177,0,0,1,1,1
178,1.0,1.0,1.0,1.0,1.0
179,0.0,1.0,1.0,1.0,1.0
180,0,0,0,1,1
181,1.0,0.0,0.0,1.0,1.0
182,0.0,0.0,1.0,0.0,1.0
183,0,0,1,0,0
184,1.0,0.0,1.0,1.0,1.0
185,0.0,0.0,1.0,0.0,1.0
186,1,1,1,0,1
187,0.0,1.0,1.0,1.0,1.0
188,0.0,0.0,1.0,1.0,1.0
189,0,0,1,1,1
190,0.0,0.0,1.0,1.0,0.0
191,1.0,1.0,1.0,1.0,1.0
192,0,0,1,1,1
193,0.0,1.0,1.0,1.0,1.0
194,1.0,1.0,1.0,1.0,1.0
195,0,0,0,0,0
196,0.0,1.0,1.0,1.0,1.0
197,0.0,1.0,0.0,0.0,1.0
198,0,1,0,1,1
199,0.0,0.0,1.0,1.0,1.0
200,0.0,0.0,1.0,0.0,1.0
201,0,1,1,0,0
202,0.0,0.0,1.0,1.0,1.0
203,1.0,1.0,1.0,1.0,1.0
204,0,0,1,1,1
205,0.0,0.0,0.0,1.0,1.0
206,1.0,1.0,1.0,1.0,1.0
207,0,0,1,1,1
208,0.0,0.0,1.0,1.0,1.0
209,1.0,0.0,1.0,0.0,1.0
210,0,0,0,1,1
211,1.0,0.0,1.0,0.0,1.0
212,0.0,0.0,0.0,0.0,1.0
213,0,1,1,1,1
214,1.0,1.0,1.0,1.0,1.0
215,0.0,1.0,1.0,1.0,1.0
216,0,0,0,0,0
217,1.0,1.0,1.0,1.0,1.0
218,1.0,1.0,1.0,1.0,1.0
219,1,1,1,1,1
220,0.0,0.0,0.0,0.0,1.0
221,1.0,1.0,1.0,1.0,1.0
222,0,0,0,1,1
223,0.0,1.0,0.0,1.0,1.0
224,0.0,1.0,1.0,0.0,1.0
225,0,0,0,1,1
226,0.0,0.0,1.0,1.0,1.0
227,0.0,0.0,0.0,1.0,0.0
228,0,0,0,0,1
229,0.0,0.0,0.0,1.0,1.0
230,0.0,0.0,0.0,1.0,1.0
231,0,1,0,0,1
232,0.0,0.0,1.0,1.0,1.0
233,0.0,1.0,1.0,0.0,1.0
234,0,0,1,1,1
235,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,1.0,0.0,0.0
237,0,0,1,0,1
238,0.0,0.0,1.0,0.0,1.0
239,0.0,1.0,1.0,0.0,0.0
240,1,0,1,1,1
241,0.0,0.0,0.0,0.0,1.0
242,0.0,0.0,0.0,0.0,1.0
243,0,0,0,0,0
244,0.0,0.0,1.0,1.0,1.0
245,0.0,0.0,0.0,0.0,0.0
246,0,0,0,1,1
247,0.0,1.0,1.0,1.0,1.0
248,0.0,0.0,1.0,0.0,1.0
249,0,1,1,1,1
250,0.0,1.0,1.0,1.0,1.0
251,0.0,0.0,1.0,1.0,1.0
252,0,0,0,1,1
253,0.0,1.0,1.0,1.0,1.0
254,1.0,1.0,1.0,1.0,1.0
255,0,1,1,1,0
256,1.0,1.0,1.0,1.0,1.0
257,0.0,0.0,1.0,0.0,1.0
258,0,1,1,1,1
259,0.0,0.0,1.0,1.0,0.0
260,0.0,0.0,0.0,0.0,0.0
261,1,0,1,0,1
262,0.0,0.0,1.0,1.0,1.0
263,0.0,0.0,1.0,1.0,1.0
264,0,1,1,1,1
265,0.0,1.0,0.0,0.0,1.0
266,0.0,0.0,0.0,1.0,1.0
267,0,0,1,0,1
268,0.0,0.0,0.0,1.0,1.0
269,0.0,0.0,0.0,1.0,0.0
270,0,0,0,1,1
271,0.0,1.0,1.0,0.0,1.0
272,0.0,1.0,1.0,0.0,1.0
273,1,0,1,1,1
274,0.0,0.0,1.0,1.0,1.0
275,0.0,0.0,1.0,1.0,1.0
276,0,1,1,1,1
277,1.0,1.0,1.0,1.0,1.0
278,0.0,0.0,1.0,1.0,1.0
279,1,0,0,1,1
280,0.0,0.0,0.0,0.0,1.0
281,0.0,0.0,0.0,0.0,1.0
282,0,0,1,0,1
283,0.0,0.0,1.0,1.0,1.0
284,1.0,1.0,1.0,1.0,1.0
285,0,0,1,0,1
286,0.0,0.0,1.0,1.0,1.0
287,1.0,0.0,1.0,0.0,1.0
288,0,0,0,1,1
289,0.0,0.0,1.0,1.0,0.0
290,0.0,0.0,1.0,0.0,1.0
291,0,0,1,0,1
292,1.0,1.0,1.0,1.0,1.0
293,1.0,1.0,0.0,1.0,1.0
294,0,0,0,0,1
295,0.0,0.0,0.0,1.0,1.0
296,0.0,0.0,1.0,1.0,1.0
297,0,1,1,1,1
298,0.0,0.0,0.0,0.0,1.0
299,0.0,0.0,1.0,0.0,1.0
