"","A1","A2","A3"
"ID94",0,1,1
"ID95",0,1,1
"ID96",0,1,0
"ID97",0,0,1
"ID98",0,1,1
"ID99",0,1,1
"ID100",1,1,1
"ID101",0,0,1
"ID102",0,1,1
"ID103",0,1,1
"ID104",0,1,1
"ID105",0,0,0
"ID106",0,0,1
"ID107",1,0,1
"ID108",0,1,1
"ID109",0,0,1
"ID110",1,1,1
"ID111",0,0,1
"ID112",1,0,1
"ID113",0,0,1
"ID114",0,0,0
"ID115",0,1,1
"ID116",1,1,1
"ID117",1,1,0
"ID118",0,1,1
"ID119",0,0,0
"ID120",0,1,1
"ID121",0,0,1
"ID122",0,0,1
"ID123",1,1,1
"ID124",0,0,1
"ID125",0,1,1
"ID126",0,0,1
"ID127",0,1,1
"ID128",1,0,1
"ID129",0,1,1
"ID130",0,1,1
"ID131",0,0,1
"ID132",0,0,1
"ID133",0,0,1
"ID134",1,1,1
"ID135",0,1,1
"ID136",0,0,0
"ID137",0,1,1
"ID138",0,0,1
"ID139",0,1,1
"ID140",0,1,1
"ID141",0,1,1
"ID142",0,1,0
"ID143",0,1,0
"ID144",0,1,1
"ID145",0,1,1
"ID146",0,0,1
"ID147",0,0,0
"ID148",0,0,1
"ID149",0,0,1
"ID150",0,0,1
"ID151",0,0,1
"ID152",1,0,1
"ID153",1,1,1
"ID154",0,0,1
"ID155",0,0,1
"ID156",0,1,1
"ID157",0,1,0
"ID158",0,1,0
"ID159",0,1,1
"ID160",0,0,0
"ID161",0,0,1
"ID162",0,0,0
"ID163",1,1,1
"ID164",0,0,1
"ID165",1,0,1
"ID166",1,1,1
"ID167",0,0,1
"ID168",0,1,1
"ID169",0,1,1
"ID170",0,1,1
"ID171",0,1,1
"ID172",0,0,1
"ID173",0,0,1
"ID174",0,1,1
"ID175",0,0,1
"ID176",1,0,1
"ID177",0,0,1
"ID178",1,1,1
"ID179",0,1,0
"ID180",1,0,1
"ID181",0,0,1
"ID182",0,0,1
"ID183",0,1,1
"ID184",0,1,1
"ID185",0,0,1
"ID186",0,0,1
"ID187",1,1,1
"ID188",0,0,1
"ID189",0,1,1
"ID190",0,0,1
"ID191",0,1,1
"ID192",0,1,1
"ID193",0,0,1
"ID194",0,1,0
"ID195",0,1,1
"ID196",1,0,1
"ID197",1,1,1
"ID198",0,1,1
"ID199",0,1,1
"ID200",0,1,1
"ID201",0,0,1
"ID202",0,0,1
"ID203",0,0,0
"ID204",1,1,1
"ID205",0,0,1
"ID206",0,1,1
"ID207",0,1,1
"ID208",0,0,1
"ID209",1,0,0
"ID210",0,1,1
"ID211",0,0,0
"ID212",1,1,1
"ID213",0,1,0
"ID214",0,1,1
"ID215",1,0,1
"ID216",0,0,1
"ID217",0,0,1
"ID218",0,1,1
"ID219",0,1,1
"ID220",0,1,1
"ID221",1,1,1
"ID222",0,1,0
"ID223",0,1,1
"ID224",0,1,1
"ID225",1,1,1
"ID226",1,0,1
"ID227",1,1,1
"ID228",0,0,0
"ID229",0,1,1
"ID230",0,0,1
"ID231",0,1,1
"ID232",1,0,1
"ID233",0,1,0
"ID234",0,1,0
"ID235",0,1,1
"ID236",0,0,0
"ID237",1,1,0
"ID238",0,0,1
"ID239",1,1,1
"ID240",0,0,1
"ID241",0,0,1
"ID242",1,1,1
"ID243",0,0,1
"ID244",0,1,1
"ID245",0,1,1
"ID246",0,0,1
"ID247",0,1,1
"ID248",0,0,1
"ID249",0,0,0
"ID250",0,1,1
"ID251",1,1,1
"ID252",0,0,1
"ID253",0,0,1
"ID254",1,1,1
"ID255",0,0,1
"ID256",0,1,1
"ID257",0,0,0
"ID258",0,0,1
"ID259",0,0,1
"ID260",0,1,1
"ID261",0,0,0
"ID262",1,1,1
"ID263",1,1,1
"ID264",0,0,0
"ID265",1,0,0
"ID266",1,0,1
"ID267",0,0,1
"ID268",0,0,1
"ID269",0,1,1
"ID270",0,0,1
"ID271",0,1,0
"ID272",0,1,1
"ID273",1,1,1
"ID274",0,1,1
"ID275",0,1,1
"ID276",0,0,1
"ID277",1,1,1
"ID278",0,1,1
"ID279",0,1,1
"ID280",1,0,1
"ID281",0,1,1
"ID282",0,1,1
"ID283",0,0,0
"ID284",0,1,1
"ID285",0,1,1
"ID286",0,1,1
"ID287",0,0,1
"ID288",0,1,1
"ID289",0,0,1
"ID290",0,1,1
"ID291",0,0,0
"ID292",0,0,1
"ID293",0,0,1
"ID294",0,1,1
"ID295",0,0,1
"ID296",0,0,1
"ID297",0,1,1
"ID298",0,0,1
"ID299",0,0,0
"ID300",0,1,1
