Unnamed: 0,A1,A2,A3,A4,A5
203,1.0,1.0,1.0,1.0,1.0
204,1,1,0,1,0
205,1.0,1.0,1.0,1.0,0.0
206,1.0,1.0,1.0,1.0,0.0
207,0,0,0,1,0
208,1.0,1.0,1.0,1.0,1.0
209,1.0,1.0,1.0,1.0,1.0
210,0,0,1,1,0
211,1.0,0.0,0.0,0.0,1.0
212,1.0,1.0,1.0,1.0,1.0
213,1,1,1,1,1
214,1.0,0.0,1.0,0.0,0.0
215,1.0,1.0,1.0,1.0,1.0
216,0,0,0,0,0
217,1.0,1.0,1.0,1.0,1.0
218,0.0,0.0,1.0,0.0,1.0
219,1,1,0,1,0
220,1.0,1.0,1.0,1.0,1.0
221,1.0,1.0,1.0,1.0,1.0
222,1,1,1,1,1
223,0.0,0.0,1.0,0.0,0.0
224,1.0,1.0,1.0,1.0,0.0
225,0,1,0,0,0
226,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0
228,1,1,1,1,1
229,1.0,0.0,1.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0
231,1,1,1,0,0
232,0.0,0.0,1.0,0.0,0.0
233,1.0,1.0,1.0,1.0,1.0
234,0,1,0,1,0
235,1.0,0.0,0.0,0.0,0.0
236,1.0,0.0,1.0,0.0,1.0
237,1,1,1,1,1
238,1.0,1.0,1.0,1.0,0.0
239,1.0,0.0,1.0,0.0,0.0
240,1,0,1,1,0
241,1.0,0.0,1.0,0.0,0.0
242,1.0,1.0,1.0,1.0,0.0
243,0,1,1,0,0
244,1.0,1.0,1.0,1.0,1.0
245,0.0,0.0,0.0,0.0,0.0
246,1,1,0,1,1
247,1.0,1.0,1.0,1.0,1.0
248,0.0,0.0,0.0,0.0,0.0
249,0,0,1,0,0
250,0.0,0.0,0.0,0.0,0.0
251,1.0,0.0,0.0,0.0,1.0
252,0,0,0,1,1
253,1.0,1.0,1.0,1.0,1.0
254,0.0,0.0,1.0,0.0,0.0
255,1,1,1,1,0
256,1.0,1.0,1.0,1.0,1.0
257,1.0,1.0,1.0,1.0,1.0
258,1,1,0,1,0
259,1.0,1.0,1.0,1.0,1.0
260,0.0,0.0,1.0,0.0,0.0
261,1,1,1,1,1
262,0.0,0.0,1.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0
264,0,0,1,1,0
265,1.0,1.0,1.0,1.0,1.0
266,1.0,1.0,1.0,1.0,1.0
267,0,0,1,1,0
268,1.0,0.0,1.0,0.0,0.0
269,1.0,1.0,1.0,1.0,1.0
270,0,0,1,0,0
271,1.0,1.0,1.0,1.0,0.0
272,1.0,1.0,1.0,1.0,1.0
273,0,0,0,0,0
274,1.0,1.0,1.0,1.0,1.0
275,1.0,0.0,0.0,0.0,1.0
276,1,1,1,0,1
277,1.0,1.0,1.0,1.0,1.0
278,1.0,1.0,1.0,1.0,1.0
279,1,1,1,1,1
280,1.0,1.0,1.0,1.0,1.0
281,1.0,1.0,1.0,1.0,1.0
282,0,1,1,1,1
283,1.0,1.0,1.0,1.0,1.0
284,1.0,1.0,1.0,1.0,1.0
285,0,0,0,0,0
286,1.0,1.0,1.0,1.0,1.0
287,1.0,1.0,1.0,1.0,1.0
288,1,1,0,1,0
289,1.0,1.0,1.0,1.0,1.0
290,0.0,0.0,0.0,0.0,0.0
291,1,0,0,0,0
292,1.0,0.0,1.0,0.0,1.0
293,0.0,0.0,1.0,0.0,0.0
294,1,0,1,1,1
295,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,0.0
297,1,0,1,1,1
298,1.0,0.0,0.0,0.0,0.0
299,1.0,1.0,1.0,1.0,1.0
300,1,1,1,1,1
301,1.0,1.0,1.0,1.0,1.0
302,1.0,1.0,1.0,0.0,0.0
303,0,0,0,1,0
304,1.0,1.0,1.0,1.0,1.0
305,1.0,0.0,1.0,0.0,0.0
306,1,0,0,0,0
307,0.0,0.0,1.0,0.0,0.0
308,0.0,0.0,1.0,0.0,0.0
309,0,1,1,0,0
310,1.0,0.0,1.0,0.0,1.0
311,0.0,0.0,1.0,0.0,0.0
312,1,1,1,0,1
313,0.0,0.0,1.0,0.0,0.0
314,1.0,1.0,1.0,1.0,1.0
315,1,0,0,0,0
316,0.0,0.0,1.0,0.0,0.0
317,1.0,1.0,1.0,1.0,1.0
318,1,1,1,1,1
319,0.0,0.0,1.0,0.0,0.0
320,1.0,0.0,0.0,0.0,0.0
321,1,1,0,1,1
322,1.0,1.0,1.0,1.0,1.0
323,1.0,1.0,1.0,1.0,0.0
324,1,0,1,1,0
325,0.0,0.0,1.0,0.0,0.0
326,0.0,0.0,0.0,0.0,0.0
327,1,1,0,1,1
328,1.0,0.0,0.0,0.0,0.0
329,0.0,0.0,1.0,0.0,0.0
330,1,0,1,0,0
331,1.0,0.0,0.0,0.0,1.0
332,0.0,0.0,1.0,0.0,0.0
333,0,0,0,0,0
334,1.0,1.0,1.0,1.0,0.0
335,1.0,0.0,1.0,0.0,0.0
336,0,0,1,0,0
337,0.0,0.0,1.0,0.0,0.0
338,1.0,1.0,1.0,0.0,0.0
339,1,1,1,1,1
340,1.0,1.0,1.0,1.0,1.0
341,0.0,0.0,1.0,0.0,0.0
342,0,0,0,0,0
343,1.0,1.0,1.0,1.0,1.0
344,0.0,0.0,1.0,0.0,0.0
345,1,1,1,1,1
346,1.0,0.0,0.0,0.0,0.0
347,1.0,0.0,0.0,0.0,1.0
348,1,1,0,0,0
349,1.0,1.0,1.0,1.0,1.0
350,1.0,1.0,1.0,1.0,1.0
351,0,1,1,0,0
352,0.0,0.0,1.0,0.0,0.0
353,1.0,1.0,1.0,1.0,1.0
354,1,0,0,0,0
355,1.0,1.0,1.0,1.0,1.0
356,1.0,0.0,1.0,0.0,0.0
357,1,1,1,1,1
358,1.0,1.0,1.0,1.0,1.0
359,1.0,0.0,0.0,0.0,0.0
360,1,1,1,1,1
361,1.0,0.0,1.0,0.0,1.0
362,1.0,1.0,1.0,1.0,1.0
363,0,1,1,0,0
364,1.0,1.0,1.0,1.0,1.0
365,1.0,0.0,0.0,0.0,0.0
366,0,1,1,0,0
367,1.0,1.0,1.0,1.0,1.0
368,1.0,1.0,1.0,1.0,1.0
369,1,1,1,1,1
370,0.0,0.0,1.0,0.0,0.0
371,0.0,0.0,1.0,0.0,0.0
372,1,0,1,0,0
373,1.0,1.0,1.0,1.0,0.0
374,1.0,1.0,1.0,1.0,1.0
375,1,0,1,1,0
376,0.0,0.0,1.0,0.0,0.0
377,1.0,0.0,1.0,0.0,0.0
378,1,0,1,0,1
379,0.0,0.0,1.0,0.0,0.0
380,1.0,0.0,0.0,0.0,0.0
381,1,0,0,0,0
382,1.0,1.0,1.0,1.0,1.0
383,1.0,1.0,1.0,1.0,1.0
384,1,1,0,1,1
385,1.0,0.0,1.0,0.0,0.0
386,0.0,0.0,1.0,0.0,0.0
387,1,0,0,0,0
388,1.0,1.0,1.0,1.0,1.0
389,0.0,0.0,1.0,0.0,0.0
390,1,0,0,0,0
391,0.0,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,0.0,0.0
393,1,1,1,1,1
394,0.0,0.0,1.0,0.0,0.0
395,1.0,1.0,1.0,1.0,1.0
396,0,0,0,0,0
397,1.0,0.0,1.0,0.0,0.0
398,0.0,0.0,0.0,0.0,0.0
399,1,1,1,1,1
400,1.0,0.0,0.0,0.0,1.0
401,1.0,1.0,1.0,1.0,0.0
402,1,1,1,1,0
403,0.0,0.0,1.0,0.0,0.0
404,1.0,1.0,1.0,1.0,0.0
405,0,0,0,0,0
406,0.0,0.0,1.0,0.0,0.0
407,0.0,0.0,0.0,0.0,0.0
408,1,0,0,1,1
409,1.0,1.0,1.0,1.0,1.0
410,0.0,0.0,1.0,0.0,0.0
411,0,1,1,0,0
412,1.0,1.0,1.0,1.0,1.0
413,0.0,0.0,0.0,0.0,0.0
414,0,0,0,0,0
415,0.0,0.0,1.0,0.0,0.0
416,0.0,0.0,0.0,0.0,0.0
417,0,0,1,1,0
418,1.0,0.0,1.0,0.0,0.0
419,0.0,0.0,1.0,0.0,0.0
420,0,0,0,0,0
421,1.0,1.0,1.0,1.0,1.0
422,0.0,0.0,0.0,0.0,0.0
423,0,1,1,0,0
424,0.0,0.0,1.0,0.0,0.0
425,0.0,0.0,0.0,0.0,0.0
426,1,0,0,0,0
427,1.0,1.0,1.0,1.0,0.0
428,1.0,1.0,1.0,1.0,1.0
429,1,1,0,0,0
430,1.0,1.0,1.0,1.0,1.0
431,1.0,1.0,1.0,1.0,1.0
432,1,1,1,1,1
433,1.0,1.0,1.0,1.0,0.0
434,0.0,0.0,1.0,0.0,0.0
435,0,0,0,0,0
436,0.0,0.0,1.0,0.0,0.0
437,1.0,0.0,1.0,0.0,1.0
438,1,1,1,1,1
439,1.0,1.0,1.0,1.0,1.0
440,0.0,0.0,1.0,0.0,0.0
441,0,0,0,0,0
442,1.0,1.0,1.0,1.0,1.0
443,1.0,0.0,1.0,0.0,1.0
444,1,1,1,1,1
445,0.0,0.0,0.0,0.0,0.0
446,1.0,1.0,1.0,1.0,0.0
447,1,0,1,0,1
448,1.0,0.0,0.0,0.0,0.0
449,0.0,0.0,1.0,0.0,0.0
450,0,1,1,0,0
451,0.0,0.0,0.0,0.0,0.0
452,1.0,1.0,1.0,1.0,1.0
453,0,0,0,0,0
454,0.0,0.0,1.0,0.0,0.0
455,1.0,1.0,1.0,1.0,1.0
456,1,0,0,0,0
457,1.0,1.0,1.0,1.0,1.0
458,1.0,1.0,1.0,1.0,1.0
459,1,0,0,0,1
460,1.0,0.0,1.0,0.0,1.0
461,0.0,0.0,1.0,0.0,0.0
462,0,1,1,0,0
463,1.0,1.0,1.0,1.0,1.0
464,1.0,0.0,1.0,0.0,0.0
465,1,0,1,1,0
466,1.0,0.0,1.0,0.0,0.0
467,1.0,1.0,1.0,1.0,1.0
468,1,0,0,0,1
469,1.0,1.0,1.0,1.0,0.0
470,1.0,0.0,1.0,0.0,1.0
471,1,1,1,1,1
472,1.0,1.0,1.0,1.0,1.0
473,1.0,1.0,1.0,1.0,1.0
474,0,0,0,0,0
475,1.0,1.0,1.0,1.0,1.0
476,1.0,0.0,0.0,0.0,1.0
477,1,0,1,1,0
478,1.0,0.0,1.0,0.0,0.0
479,1.0,0.0,1.0,1.0,0.0
480,1,1,1,1,1
481,0.0,0.0,1.0,0.0,0.0
482,1.0,0.0,1.0,0.0,0.0
483,1,0,0,0,0
484,1.0,0.0,1.0,0.0,0.0
485,1.0,0.0,1.0,0.0,0.0
486,1,0,1,1,0
487,0.0,0.0,1.0,0.0,0.0
488,1.0,1.0,1.0,1.0,0.0
489,1,0,0,0,0
490,0.0,0.0,0.0,0.0,0.0
491,1.0,0.0,1.0,0.0,0.0
492,0,0,0,0,0
493,1.0,1.0,1.0,1.0,1.0
494,0.0,0.0,0.0,0.0,0.0
495,1,1,0,1,1
496,0.0,0.0,1.0,0.0,0.0
497,0.0,0.0,0.0,0.0,0.0
498,0,0,0,0,0
499,0.0,0.0,1.0,0.0,0.0
500,1.0,0.0,1.0,0.0,0.0
501,0,1,0,0,0
502,0.0,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,0.0,0.0
504,0,0,0,0,0
505,0.0,0.0,0.0,0.0,0.0
506,0.0,0.0,1.0,0.0,0.0
507,0,1,1,0,0
508,0.0,0.0,0.0,0.0,0.0
509,0.0,0.0,0.0,0.0,0.0
510,0,1,1,0,0
511,0.0,0.0,1.0,0.0,0.0
512,1.0,1.0,1.0,1.0,1.0
513,0,1,1,0,0
514,0.0,0.0,0.0,0.0,0.0
515,0.0,0.0,0.0,0.0,0.0
516,0,0,0,0,0
517,1.0,0.0,1.0,0.0,0.0
518,0.0,0.0,0.0,0.0,0.0
519,1,1,1,0,0
520,0.0,0.0,0.0,0.0,0.0
521,0.0,0.0,0.0,0.0,0.0
522,0,0,0,0,0
523,0.0,0.0,0.0,0.0,0.0
524,0.0,0.0,0.0,0.0,0.0
525,0,0,0,0,0
526,1.0,0.0,1.0,0.0,0.0
527,1.0,0.0,1.0,0.0,0.0
528,0,0,0,0,0
529,0.0,0.0,0.0,0.0,0.0
530,0.0,0.0,0.0,0.0,0.0
531,0,0,0,0,0
532,1.0,1.0,1.0,1.0,0.0
533,0.0,0.0,0.0,0.0,0.0
534,1,1,1,0,1
535,1.0,0.0,0.0,0.0,0.0
