"","A1","A2","A3","A4","A5"
"ID121",0,0,0,0,0
"ID122",0,1,1,0,0
"ID123",0,0,1,0,0
"ID124",1,1,1,1,1
"ID125",1,1,0,1,0
"ID126",1,1,0,1,1
"ID127",1,0,1,1,1
"ID128",0,1,1,1,1
"ID129",1,1,0,1,0
"ID130",0,1,1,1,1
"ID131",0,1,0,1,0
"ID132",1,1,1,0,0
"ID133",0,1,0,1,1
"ID134",0,0,0,0,0
"ID135",0,0,0,0,0
"ID136",1,1,1,1,1
"ID137",1,1,0,1,1
"ID138",1,1,1,1,1
"ID139",0,0,0,0,0
"ID140",1,0,1,1,1
"ID141",1,1,1,0,1
"ID142",1,1,1,1,1
"ID143",0,1,0,1,0
"ID144",0,0,0,0,0
"ID145",0,1,0,0,0
"ID146",1,0,1,1,1
"ID147",1,1,0,1,1
"ID148",0,0,0,0,0
"ID149",1,0,1,1,0
"ID150",1,1,1,1,1
"ID151",1,1,0,1,1
"ID152",0,1,1,1,1
"ID153",1,0,1,1,1
"ID154",1,0,1,1,1
"ID155",0,1,1,1,1
"ID156",1,1,1,1,1
"ID157",1,1,1,1,1
"ID158",0,1,1,1,0
"ID159",1,1,0,0,1
"ID160",1,1,1,1,1
"ID161",1,1,0,1,1
"ID162",0,1,1,1,1
"ID163",1,1,1,1,1
"ID164",1,1,1,1,1
"ID165",0,0,0,0,0
"ID166",0,0,0,0,0
"ID167",0,1,0,1,0
"ID168",1,1,1,1,1
"ID169",0,1,1,1,1
"ID170",0,0,0,0,0
"ID171",0,1,0,1,0
"ID172",1,0,1,1,0
"ID173",1,1,1,1,1
"ID174",1,0,0,1,1
"ID175",0,1,0,0,0
"ID176",1,1,0,1,0
"ID177",1,1,0,1,0
"ID178",1,0,0,0,0
"ID179",1,1,1,0,0
"ID180",1,1,1,1,1
"ID181",0,0,0,0,0
"ID182",1,1,1,0,0
"ID183",1,1,1,0,0
"ID184",1,0,1,1,1
"ID185",1,0,1,1,1
"ID186",1,1,1,1,1
"ID187",0,0,0,0,0
"ID188",0,1,0,0,0
"ID189",1,1,1,1,1
"ID190",1,1,1,1,1
"ID191",1,1,1,1,1
"ID192",1,1,1,1,1
"ID193",1,0,1,1,1
"ID194",0,1,0,1,0
"ID195",0,0,1,0,0
"ID196",1,1,1,1,1
"ID197",1,1,1,1,0
"ID198",1,1,1,1,1
"ID199",1,1,1,1,1
"ID200",0,1,0,1,1
"ID201",1,1,1,1,1
"ID202",1,1,1,1,1
"ID203",1,1,0,1,1
"ID204",1,1,1,1,1
"ID205",1,1,0,1,0
"ID206",1,0,1,1,0
"ID207",1,1,0,1,1
"ID208",0,0,0,1,0
"ID209",1,1,1,1,1
"ID210",1,1,1,1,1
"ID211",0,0,1,1,0
"ID212",1,1,0,0,1
"ID213",1,1,1,1,1
"ID214",1,1,1,1,1
"ID215",0,0,0,0,0
"ID216",1,1,1,1,1
"ID217",0,0,0,0,0
"ID218",1,1,1,1,1
"ID219",1,0,0,0,1
"ID220",1,1,0,1,0
"ID221",1,0,0,1,1
"ID222",1,0,1,1,0
"ID223",1,1,1,1,1
"ID224",0,0,0,0,0
"ID225",1,0,1,1,0
"ID226",0,1,0,0,0
"ID227",0,0,0,0,0
"ID228",0,1,0,1,0
"ID229",1,1,1,1,1
"ID230",1,0,1,0,1
"ID231",0,0,0,0,0
"ID232",1,1,1,0,0
"ID233",0,1,1,0,0
"ID234",1,1,1,1,1
"ID235",0,1,0,1,0
"ID236",0,0,0,1,0
"ID237",1,1,0,0,1
"ID238",1,1,1,1,1
"ID239",0,1,1,1,0
"ID240",0,1,0,1,0
"ID241",1,0,1,1,0
"ID242",1,0,1,0,1
"ID243",1,1,0,1,0
"ID244",0,1,1,0,0
"ID245",1,1,1,1,1
"ID246",0,0,0,0,0
"ID247",1,1,0,1,1
"ID248",1,1,1,1,1
"ID249",0,0,0,0,0
"ID250",0,0,1,0,0
"ID251",0,0,0,0,0
"ID252",1,1,0,0,1
"ID253",0,0,0,1,1
"ID254",1,1,1,1,1
"ID255",0,0,1,0,0
"ID256",1,1,1,1,0
"ID257",1,1,1,1,1
"ID258",1,0,1,1,1
"ID259",1,1,0,1,0
"ID260",1,0,1,1,0
"ID261",0,0,1,0,0
"ID262",1,1,1,1,1
"ID263",1,0,1,0,0
"ID264",0,1,0,1,0
"ID265",0,0,1,1,0
"ID266",1,1,1,1,1
"ID267",1,1,1,1,1
"ID268",0,0,1,1,0
"ID269",1,0,1,0,0
"ID270",1,1,1,1,1
"ID271",0,0,1,0,0
"ID272",0,1,1,1,0
"ID273",1,1,1,1,1
"ID274",0,0,0,0,0
"ID275",1,1,1,1,1
"ID276",1,0,0,0,1
"ID277",1,1,1,0,1
"ID278",1,1,1,1,1
"ID279",1,1,1,1,1
"ID280",1,1,1,1,1
"ID281",1,1,1,1,1
"ID282",1,1,1,1,1
"ID283",0,1,1,1,1
"ID284",1,1,1,1,1
"ID285",1,0,1,1,1
"ID286",0,0,0,0,0
"ID287",1,1,0,1,1
"ID288",1,1,1,1,1
"ID289",1,1,0,1,0
"ID290",1,0,1,1,1
"ID291",0,0,0,0,0
"ID292",1,0,0,0,0
"ID293",1,0,0,1,1
"ID294",0,1,1,0,0
"ID295",1,0,1,1,1
"ID296",0,0,0,0,0
"ID297",0,0,0,0,0
"ID298",1,0,1,1,1
"ID299",0,0,0,0,0
"ID300",1,0,1,1,1
"ID301",1,1,1,1,1
"ID302",1,1,1,1,0
"ID303",1,1,1,0,0
"ID304",0,0,0,1,0
"ID305",1,1,1,1,1
"ID306",1,0,1,1,0
"ID307",1,0,0,0,0
"ID308",0,1,1,0,0
"ID309",0,0,0,0,0
"ID310",0,1,1,0,0
"ID311",1,0,0,0,1
"ID312",0,0,0,0,0
"ID313",1,1,1,0,1
"ID314",0,1,1,0,0
"ID315",1,0,1,1,1
"ID316",1,0,0,0,0
"ID317",0,1,1,0,0
"ID318",1,0,0,1,1
"ID319",1,1,1,1,1
"ID320",0,1,1,0,0
"ID321",1,0,0,0,0
"ID322",1,1,0,1,1
"ID323",1,1,1,1,1
"ID324",1,1,0,1,1
"ID325",1,0,1,1,0
"ID326",1,0,1,0,0
"ID327",0,0,0,0,0
"ID328",1,1,0,1,1
"ID329",1,0,1,0,1
"ID330",0,1,1,0,0
"ID331",1,0,1,0,0
"ID332",1,0,0,0,1
"ID333",0,1,1,0,0
"ID334",0,0,0,0,0
"ID335",1,1,0,1,0
"ID336",1,0,1,0,0
"ID337",0,0,1,0,0
"ID338",0,1,1,0,0
"ID339",1,1,1,0,0
"ID340",1,1,1,1,1
"ID341",1,1,1,1,1
"ID342",0,0,0,0,0
"ID343",0,0,0,0,0
"ID344",1,1,1,1,1
"ID345",0,0,0,0,0
"ID346",1,1,1,1,1
"ID347",0,0,0,1,0
"ID348",1,0,0,0,1
"ID349",1,1,0,0,0
"ID350",1,1,1,1,1
"ID351",1,0,1,1,1
"ID352",0,1,1,0,0
"ID353",0,0,0,0,0
"ID354",1,1,1,1,1
"ID355",1,0,0,0,0
"ID356",1,1,1,1,1
"ID357",1,0,1,0,1
"ID358",1,1,1,1,1
"ID359",1,1,1,1,1
"ID360",1,0,1,0,1
"ID361",1,1,1,1,1
"ID362",1,1,0,0,1
"ID363",1,1,1,1,1
"ID364",0,1,1,0,0
"ID365",1,1,1,1,1
"ID366",1,0,1,0,1
"ID367",0,1,1,0,0
"ID368",1,1,1,1,1
"ID369",1,1,1,1,1
"ID370",1,1,1,1,1
"ID371",0,1,1,0,0
"ID372",0,1,1,0,0
"ID373",1,0,1,0,0
"ID374",1,0,1,1,0
"ID375",1,0,1,1,0
"ID376",1,0,1,1,0
"ID377",0,1,1,0,0
"ID378",1,0,1,0,0
"ID379",1,0,1,0,1
"ID380",0,0,1,0,0
"ID381",1,0,0,0,0
"ID382",1,0,0,0,0
"ID383",1,1,1,1,1
"ID384",1,0,0,1,1
"ID385",1,1,0,1,1
"ID386",1,0,0,0,0
"ID387",0,1,1,0,0
"ID388",1,0,0,0,0
"ID389",1,1,1,1,1
"ID390",1,0,1,0,0
"ID391",1,0,0,0,0
"ID392",0,1,1,0,0
"ID393",0,1,1,0,0
"ID394",1,1,1,1,1
"ID395",0,0,0,0,0
"ID396",1,1,1,1,1
"ID397",0,0,0,0,0
"ID398",1,0,0,0,0
"ID399",0,0,0,0,0
"ID400",1,1,1,1,1
"ID401",1,0,0,0,1
"ID402",1,0,1,1,0
"ID403",1,1,1,1,0
"ID404",1,1,0,0,1
"ID405",1,0,1,1,0
"ID406",0,0,0,0,0
"ID407",0,1,1,0,1
"ID408",0,0,0,0,0
"ID409",1,0,0,1,1
"ID410",1,0,1,1,1
"ID411",0,1,1,0,0
"ID412",0,1,1,0,0
"ID413",1,0,1,1,1
"ID414",0,1,1,0,0
"ID415",0,0,0,0,0
"ID416",0,1,1,0,0
"ID417",0,1,1,0,0
"ID418",0,0,1,1,0
"ID419",1,0,0,0,0
"ID420",0,0,1,0,0
"ID421",0,0,0,0,0
"ID422",1,1,0,1,1
"ID423",0,0,0,0,0
"ID424",0,1,1,0,0
"ID425",0,1,1,0,0
"ID426",0,0,0,0,0
"ID427",1,0,0,0,0
"ID428",1,0,1,1,0
"ID429",1,1,1,1,1
"ID430",1,1,0,0,0
"ID431",1,1,1,1,1
"ID432",1,1,1,1,1
"ID433",1,1,1,1,1
"ID434",1,0,1,1,0
"ID435",0,0,0,0,0
"ID436",0,0,0,0,0
"ID437",0,1,1,0,0
"ID438",1,0,0,0,1
"ID439",1,1,1,1,1
"ID440",1,1,1,1,1
"ID441",0,0,0,0,0
"ID442",0,0,0,0,0
"ID443",1,1,1,1,0
"ID444",1,0,1,0,1
"ID445",1,1,1,1,1
"ID446",0,0,0,0,0
"ID447",1,1,0,1,0
"ID448",1,0,1,0,1
"ID449",1,1,1,0,0
"ID450",0,1,1,0,0
"ID451",0,1,1,0,0
"ID452",1,0,0,0,0
"ID453",1,1,1,1,1
"ID454",0,0,0,0,0
"ID455",0,0,1,1,1
"ID456",1,1,1,1,1
"ID457",1,0,0,0,0
"ID458",1,1,1,1,1
"ID459",1,1,1,1,1
"ID460",1,0,0,0,1
"ID461",1,0,1,0,1
"ID462",0,1,1,0,0
"ID463",0,1,1,0,0
"ID464",1,1,0,1,1
"ID465",1,0,1,0,1
"ID466",1,0,1,1,0
"ID467",1,0,0,0,0
"ID468",1,1,1,1,1
"ID469",1,0,0,0,1
"ID470",1,0,1,1,0
"ID471",1,0,1,0,1
"ID472",1,1,1,1,1
"ID473",1,0,1,1,1
"ID474",1,0,1,1,1
"ID475",0,0,0,0,0
"ID476",1,1,1,1,1
"ID477",1,0,0,0,1
"ID478",1,0,1,1,0
"ID479",1,0,0,0,0
"ID480",1,0,1,1,0
"ID481",1,1,1,1,1
"ID482",0,1,1,0,0
"ID483",1,1,0,0,0
"ID484",1,0,0,0,0
"ID485",1,0,0,0,0
"ID486",1,1,0,1,0
"ID487",1,0,1,1,0
"ID488",0,1,1,0,0
"ID489",1,1,1,0,1
"ID490",1,0,0,0,0
"ID491",0,0,0,0,0
"ID492",1,0,0,0,0
"ID493",0,0,0,0,0
"ID494",1,1,1,1,1
"ID495",0,0,0,0,0
"ID496",1,1,0,1,1
"ID497",0,0,0,0,0
"ID498",0,0,0,0,0
"ID499",0,0,0,0,0
"ID500",0,1,1,0,0
"ID501",1,1,0,0,1
"ID502",0,1,0,0,0
"ID503",0,0,0,0,0
"ID504",0,1,1,0,0
"ID505",0,0,0,0,0
"ID506",0,0,0,0,0
"ID507",0,1,1,0,0
"ID508",0,1,1,0,0
"ID509",0,0,0,0,0
"ID510",0,0,0,0,0
"ID511",0,1,1,0,0
"ID512",0,1,1,0,0
"ID513",1,1,0,1,1
"ID514",0,1,1,0,0
"ID515",0,1,1,0,0
"ID516",0,1,1,0,0
"ID517",0,0,0,0,0
"ID518",1,1,1,0,0
"ID519",0,0,0,0,0
"ID520",1,1,1,0,0
"ID521",0,1,0,0,0
"ID522",0,0,0,0,0
"ID523",0,0,0,0,0
"ID524",0,0,0,0,0
"ID525",0,0,0,0,0
"ID526",0,0,0,0,0
"ID527",1,1,0,0,1
"ID528",1,1,0,0,1
"ID529",0,0,0,0,0
"ID530",0,0,0,1,1
"ID531",0,0,0,0,0
"ID532",0,0,0,0,0
"ID533",1,1,1,0,0
"ID534",0,0,0,0,0
"ID535",1,1,1,0,1
"ID536",1,1,0,0,1
