Unnamed: 0,A1,A2,A3,A4,A5
131,1.0,0.0,1.0,1.0,0.0
132,0,0,0,0,1
133,0.0,1.0,0.0,1.0,1.0
134,0.0,1.0,0.0,1.0,1.0
135,0,0,1,1,1
136,0.0,1.0,0.0,1.0,1.0
137,1.0,1.0,1.0,1.0,1.0
138,0,1,1,1,1
139,0.0,1.0,0.0,1.0,1.0
140,1.0,1.0,1.0,1.0,1.0
141,0,1,1,1,1
142,0.0,1.0,1.0,0.0,1.0
143,0.0,0.0,1.0,1.0,0.0
144,0,0,0,0,1
145,0.0,0.0,0.0,0.0,1.0
146,1.0,1.0,0.0,1.0,1.0
147,0,0,0,0,1
148,1.0,1.0,0.0,1.0,1.0
149,1.0,1.0,1.0,1.0,1.0
150,0,1,0,1,0
151,1.0,1.0,0.0,1.0,1.0
152,0.0,1.0,0.0,1.0,0.0
153,0,0,0,1,1
154,1.0,1.0,1.0,1.0,1.0
155,0.0,1.0,0.0,1.0,0.0
156,0,0,1,1,1
157,1.0,1.0,1.0,1.0,1.0
158,0.0,0.0,0.0,1.0,1.0
159,0,1,1,1,1
160,0.0,0.0,0.0,0.0,1.0
161,1.0,1.0,1.0,1.0,1.0
162,0,0,0,1,1
163,1.0,0.0,1.0,1.0,0.0
164,1.0,0.0,0.0,1.0,0.0
165,0,0,0,1,1
166,1.0,0.0,1.0,1.0,1.0
167,1.0,1.0,1.0,1.0,1.0
168,1,0,0,1,1
169,0.0,0.0,0.0,0.0,1.0
170,1.0,1.0,0.0,1.0,0.0
171,0,1,1,1,1
172,0.0,1.0,1.0,1.0,1.0
173,1.0,0.0,0.0,1.0,1.0
174,1,0,1,0,1
175,1.0,0.0,0.0,0.0,0.0
176,1.0,1.0,1.0,0.0,1.0
177,0,0,0,1,1
178,1.0,1.0,0.0,1.0,1.0
179,1.0,1.0,1.0,1.0,1.0
180,0,0,1,0,1
181,0.0,0.0,0.0,1.0,1.0
182,0.0,1.0,0.0,1.0,1.0
183,0,0,1,1,0
184,1.0,0.0,0.0,1.0,0.0
185,1.0,1.0,1.0,1.0,1.0
186,0,0,0,1,1
187,0.0,0.0,0.0,1.0,0.0
188,1.0,0.0,0.0,1.0,0.0
189,0,0,1,1,1
190,0.0,0.0,0.0,1.0,1.0
191,0.0,1.0,0.0,1.0,1.0
192,0,1,1,1,1
193,1.0,1.0,0.0,1.0,1.0
194,1.0,0.0,1.0,1.0,0.0
195,0,1,1,1,1
196,0.0,1.0,1.0,1.0,0.0
197,1.0,0.0,0.0,1.0,0.0
198,0,0,1,1,1
199,0.0,0.0,0.0,0.0,0.0
200,0.0,1.0,0.0,1.0,1.0
201,0,0,0,1,0
202,1.0,1.0,1.0,1.0,1.0
203,1.0,0.0,0.0,0.0,1.0
204,0,0,0,0,1
205,1.0,0.0,0.0,1.0,0.0
206,0.0,0.0,0.0,1.0,0.0
207,0,0,1,1,1
208,0.0,1.0,0.0,1.0,1.0
209,1.0,1.0,1.0,1.0,1.0
210,0,0,1,1,1
211,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,1.0,1.0
213,0,0,0,0,0
214,0.0,1.0,1.0,1.0,1.0
215,1.0,0.0,0.0,0.0,0.0
216,1,0,1,1,1
217,0.0,1.0,1.0,1.0,0.0
218,1.0,1.0,0.0,1.0,1.0
219,1,1,1,1,1
220,0.0,0.0,0.0,0.0,1.0
221,0.0,0.0,0.0,0.0,1.0
222,0,1,0,1,1
223,1.0,0.0,0.0,0.0,0.0
224,0.0,1.0,0.0,0.0,1.0
225,1,0,0,1,1
226,1.0,0.0,0.0,1.0,1.0
227,1.0,0.0,0.0,1.0,1.0
228,0,0,0,1,0
229,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,1.0
231,0,0,0,0,0
232,1.0,0.0,0.0,0.0,0.0
233,0.0,1.0,0.0,1.0,1.0
234,0,0,1,0,1
235,0.0,0.0,0.0,0.0,0.0
236,1.0,1.0,0.0,1.0,1.0
237,0,0,1,1,1
238,1.0,1.0,1.0,1.0,1.0
239,0.0,0.0,0.0,0.0,1.0
240,0,0,0,0,0
241,0.0,1.0,0.0,1.0,1.0
242,0.0,0.0,0.0,1.0,1.0
243,0,0,0,0,0
244,0.0,1.0,0.0,1.0,0.0
245,0.0,0.0,0.0,0.0,0.0
246,0,0,0,1,1
247,1.0,1.0,1.0,1.0,1.0
248,0.0,0.0,0.0,0.0,0.0
249,0,1,0,1,1
250,0.0,1.0,0.0,0.0,1.0
251,0.0,0.0,0.0,1.0,0.0
252,0,0,0,1,0
253,0.0,0.0,0.0,1.0,0.0
254,0.0,0.0,0.0,1.0,0.0
255,0,0,0,1,1
256,0.0,1.0,0.0,1.0,1.0
257,1.0,0.0,0.0,1.0,1.0
258,0,1,0,1,1
259,0.0,0.0,0.0,0.0,0.0
260,1.0,1.0,0.0,1.0,1.0
261,1,0,1,1,1
262,0.0,1.0,1.0,1.0,1.0
263,0.0,0.0,0.0,1.0,1.0
264,0,0,0,0,1
265,1.0,0.0,0.0,1.0,1.0
266,1.0,1.0,1.0,1.0,1.0
267,1,1,1,1,1
268,1.0,1.0,1.0,1.0,1.0
269,0.0,1.0,1.0,1.0,0.0
270,0,0,1,1,1
271,0.0,1.0,0.0,1.0,1.0
272,1.0,1.0,1.0,0.0,0.0
273,1,1,0,1,1
274,1.0,1.0,1.0,1.0,1.0
275,0.0,1.0,1.0,1.0,0.0
276,0,0,1,1,1
277,1.0,0.0,0.0,1.0,1.0
278,0.0,0.0,0.0,1.0,0.0
279,0,1,0,1,1
280,1.0,1.0,1.0,1.0,1.0
281,1.0,1.0,0.0,1.0,1.0
282,0,0,1,1,0
283,1.0,0.0,0.0,1.0,1.0
284,0.0,1.0,1.0,1.0,1.0
285,0,0,0,0,1
286,0.0,0.0,0.0,1.0,0.0
287,1.0,1.0,1.0,1.0,1.0
288,0,1,1,0,1
289,1.0,1.0,1.0,1.0,1.0
290,0.0,1.0,1.0,1.0,1.0
291,0,0,0,0,0
292,1.0,1.0,0.0,1.0,1.0
293,1.0,1.0,1.0,1.0,1.0
294,1,1,1,1,1
295,1.0,1.0,0.0,0.0,1.0
296,0.0,0.0,0.0,1.0,1.0
297,0,0,0,1,1
298,1.0,1.0,1.0,1.0,1.0
299,1.0,1.0,1.0,1.0,1.0
300,0,0,1,1,1
301,1.0,0.0,0.0,1.0,1.0
302,0.0,1.0,0.0,1.0,1.0
303,0,0,0,1,1
304,1.0,0.0,0.0,0.0,0.0
305,1.0,0.0,0.0,1.0,0.0
306,0,1,0,0,1
307,1.0,1.0,0.0,1.0,1.0
308,1.0,1.0,1.0,1.0,0.0
309,0,0,1,0,1
310,0.0,1.0,1.0,1.0,1.0
311,1.0,1.0,0.0,1.0,1.0
312,0,0,1,1,1
313,1.0,0.0,0.0,1.0,1.0
314,1.0,0.0,1.0,1.0,0.0
315,0,0,0,1,1
316,1.0,1.0,1.0,0.0,1.0
317,1.0,0.0,0.0,1.0,1.0
318,0,0,0,1,1
319,0.0,0.0,0.0,1.0,1.0
320,1.0,0.0,0.0,1.0,0.0
321,0,0,1,0,1
322,0.0,0.0,0.0,1.0,0.0
323,1.0,0.0,0.0,1.0,1.0
324,0,1,0,1,1
325,0.0,1.0,0.0,1.0,0.0
326,1.0,0.0,0.0,0.0,0.0
327,0,0,0,0,1
328,1.0,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,1.0,0.0
330,0,0,0,0,1
331,1.0,1.0,1.0,1.0,1.0
332,1.0,1.0,1.0,1.0,1.0
333,0,1,1,1,1
334,1.0,1.0,1.0,1.0,1.0
335,1.0,0.0,0.0,1.0,1.0
336,0,0,1,1,1
337,1.0,0.0,0.0,1.0,1.0
338,0.0,1.0,1.0,1.0,1.0
339,0,0,1,1,1
340,0.0,1.0,1.0,1.0,0.0
341,1.0,1.0,1.0,1.0,1.0
342,0,0,0,1,1
343,0.0,0.0,0.0,1.0,0.0
344,0.0,1.0,1.0,0.0,1.0
345,0,0,1,1,1
346,1.0,1.0,0.0,0.0,1.0
347,0.0,0.0,0.0,0.0,0.0
348,0,0,1,1,1
349,0.0,0.0,0.0,1.0,0.0
350,1.0,1.0,1.0,1.0,1.0
351,1,0,1,1,1
352,0.0,0.0,0.0,1.0,1.0
353,0.0,0.0,0.0,1.0,0.0
354,1,0,0,1,1
355,0.0,0.0,0.0,1.0,1.0
356,0.0,1.0,1.0,0.0,0.0
357,0,1,1,1,1
358,1.0,0.0,0.0,1.0,1.0
359,1.0,0.0,1.0,1.0,1.0
360,1,1,1,0,1
361,1.0,1.0,1.0,1.0,1.0
362,1.0,1.0,1.0,1.0,1.0
363,0,1,0,0,1
364,0.0,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,1.0,1.0
366,0,0,0,1,1
367,1.0,1.0,1.0,1.0,0.0
368,1.0,0.0,1.0,1.0,1.0
369,0,0,0,1,0
370,0.0,0.0,0.0,1.0,0.0
371,0.0,1.0,0.0,1.0,1.0
372,0,1,0,1,1
373,1.0,0.0,0.0,0.0,0.0
374,1.0,1.0,1.0,1.0,0.0
375,0,1,0,0,1
376,0.0,1.0,0.0,1.0,1.0
377,0.0,0.0,0.0,0.0,0.0
378,0,0,0,0,1
379,0.0,1.0,1.0,1.0,0.0
380,0.0,1.0,1.0,1.0,0.0
381,0,0,0,0,1
382,0.0,1.0,0.0,0.0,1.0
383,0.0,0.0,0.0,0.0,0.0
384,0,0,1,0,1
385,0.0,0.0,0.0,0.0,1.0
386,1.0,1.0,0.0,1.0,0.0
387,0,0,1,0,1
388,1.0,1.0,0.0,1.0,0.0
389,0.0,0.0,0.0,1.0,1.0
390,0,0,0,0,1
391,1.0,0.0,1.0,1.0,0.0
392,0.0,0.0,0.0,1.0,0.0
393,0,0,0,0,1
394,1.0,1.0,0.0,0.0,0.0
395,1.0,0.0,1.0,1.0,0.0
396,1,0,1,1,0
397,0.0,0.0,0.0,1.0,0.0
398,1.0,0.0,1.0,1.0,0.0
399,0,0,0,1,0
400,1.0,0.0,0.0,0.0,0.0
401,0.0,0.0,0.0,0.0,0.0
402,0,0,1,1,1
403,1.0,0.0,1.0,0.0,1.0
404,0.0,1.0,0.0,0.0,1.0
405,0,1,0,1,1
406,0.0,1.0,1.0,1.0,0.0
407,0.0,0.0,0.0,1.0,1.0
408,0,0,0,1,1
409,0.0,1.0,0.0,1.0,0.0
410,0.0,0.0,1.0,1.0,0.0
411,0,0,0,0,1
412,0.0,1.0,0.0,1.0,0.0
413,1.0,1.0,1.0,1.0,1.0
414,0,0,0,1,1
415,0.0,1.0,1.0,1.0,0.0
416,0.0,1.0,0.0,1.0,1.0
417,1,1,1,1,1
418,0.0,0.0,0.0,0.0,0.0
419,1.0,1.0,1.0,1.0,1.0
420,0,0,1,1,0
421,0.0,1.0,1.0,1.0,1.0
422,0.0,1.0,0.0,0.0,0.0
423,0,1,1,0,1
424,0.0,1.0,1.0,0.0,0.0
425,0.0,1.0,0.0,1.0,1.0
426,0,1,1,1,1
427,1.0,1.0,0.0,1.0,1.0
428,0.0,1.0,1.0,1.0,1.0
429,0,1,0,1,1
430,0.0,1.0,1.0,1.0,1.0
431,0.0,1.0,1.0,1.0,0.0
432,1,1,1,1,1
433,0.0,1.0,1.0,1.0,1.0
434,1.0,1.0,0.0,0.0,1.0
435,0,1,1,1,1
436,0.0,0.0,0.0,1.0,1.0
437,0.0,0.0,0.0,0.0,0.0
438,0,0,1,1,1
439,0.0,0.0,0.0,1.0,0.0
440,0.0,0.0,0.0,1.0,0.0
441,1,1,1,1,1
442,1.0,1.0,0.0,1.0,0.0
443,0.0,0.0,0.0,0.0,0.0
444,0,1,1,0,1
445,0.0,1.0,0.0,1.0,1.0
446,1.0,0.0,0.0,1.0,0.0
447,0,1,0,1,1
448,0.0,1.0,1.0,1.0,1.0
449,0.0,1.0,0.0,1.0,1.0
450,0,1,0,1,1
451,0.0,1.0,0.0,1.0,0.0
452,1.0,1.0,0.0,1.0,1.0
453,1,1,0,1,1
454,0.0,0.0,0.0,0.0,0.0
455,0.0,0.0,1.0,1.0,0.0
456,0,0,1,1,1
457,1.0,1.0,1.0,0.0,0.0
458,1.0,0.0,1.0,1.0,1.0
459,1,0,0,1,1
460,0.0,1.0,0.0,1.0,0.0
461,1.0,0.0,0.0,0.0,1.0
462,0,0,1,1,1
463,0.0,1.0,1.0,1.0,1.0
464,0.0,1.0,0.0,0.0,1.0
465,0,0,1,1,1
466,1.0,0.0,0.0,0.0,0.0
467,0.0,1.0,0.0,1.0,1.0
468,0,0,1,0,1
469,0.0,0.0,0.0,1.0,0.0
470,0.0,1.0,0.0,0.0,1.0
471,0,1,1,1,1
472,0.0,1.0,1.0,1.0,1.0
473,1.0,1.0,1.0,1.0,0.0
474,1,1,1,1,1
475,0.0,0.0,0.0,1.0,0.0
476,0.0,0.0,0.0,0.0,0.0
477,0,1,1,1,1
478,0.0,1.0,0.0,1.0,1.0
479,1.0,1.0,1.0,1.0,1.0
480,0,0,1,1,1
481,1.0,1.0,1.0,1.0,1.0
482,1.0,0.0,1.0,1.0,0.0
483,0,1,0,0,1
484,0.0,0.0,0.0,1.0,0.0
485,0.0,0.0,1.0,1.0,0.0
486,0,0,1,1,1
487,0.0,1.0,0.0,1.0,0.0
488,1.0,1.0,1.0,1.0,1.0
489,0,1,1,1,1
490,1.0,1.0,0.0,0.0,0.0
491,1.0,1.0,0.0,1.0,0.0
492,0,0,1,1,1
493,1.0,1.0,1.0,1.0,1.0
494,0.0,0.0,0.0,0.0,0.0
495,0,1,0,1,0
496,0.0,0.0,0.0,0.0,0.0
497,0.0,1.0,0.0,1.0,0.0
498,0,0,0,0,1
499,0.0,1.0,0.0,0.0,0.0
500,1.0,0.0,0.0,1.0,0.0
501,0,1,0,0,1
502,1.0,1.0,1.0,1.0,1.0
503,0.0,1.0,0.0,1.0,0.0
504,0,0,1,0,1
505,1.0,1.0,0.0,1.0,1.0
506,1.0,0.0,0.0,1.0,1.0
507,0,0,0,1,1
508,0.0,1.0,1.0,1.0,1.0
509,1.0,0.0,0.0,0.0,0.0
510,0,1,1,1,1
511,0.0,1.0,0.0,1.0,1.0
512,0.0,1.0,0.0,1.0,1.0
513,1,0,1,0,1
514,1.0,1.0,0.0,1.0,1.0
515,0.0,1.0,0.0,1.0,0.0
516,0,0,0,0,1
517,0.0,0.0,0.0,1.0,1.0
518,1.0,1.0,0.0,1.0,0.0
519,1,0,1,1,1
520,0.0,1.0,0.0,1.0,0.0
521,0.0,0.0,1.0,1.0,1.0
522,0,1,0,0,1
523,0.0,0.0,0.0,1.0,1.0
524,1.0,0.0,0.0,1.0,1.0
525,1,1,0,1,1
526,1.0,1.0,1.0,1.0,1.0
527,1.0,1.0,1.0,1.0,1.0
528,0,1,1,1,1
529,1.0,0.0,0.0,1.0,1.0
530,0.0,1.0,0.0,1.0,1.0
531,0,0,1,1,1
532,0.0,1.0,0.0,0.0,1.0
533,0.0,0.0,0.0,1.0,0.0
534,0,0,1,1,1
535,0.0,0.0,0.0,0.0,0.0
536,0.0,1.0,0.0,1.0,0.0
537,0,0,1,1,1
538,1.0,1.0,1.0,1.0,1.0
539,0.0,0.0,0.0,0.0,0.0
540,0,0,1,0,1
541,0.0,0.0,1.0,1.0,0.0
542,0.0,1.0,0.0,1.0,1.0
543,0,0,0,1,1
544,1.0,0.0,1.0,1.0,0.0
545,1.0,0.0,0.0,1.0,0.0
546,1,0,1,1,1
547,1.0,1.0,0.0,1.0,1.0
548,0.0,1.0,1.0,1.0,1.0
549,0,1,1,1,1
550,0.0,0.0,0.0,1.0,1.0
551,0.0,0.0,1.0,1.0,0.0
552,0,0,0,0,0
553,0.0,1.0,0.0,0.0,1.0
554,0.0,1.0,1.0,1.0,1.0
555,1,1,1,1,1
556,1.0,1.0,1.0,1.0,1.0
557,0.0,1.0,0.0,0.0,1.0
558,0,0,1,1,1
559,1.0,1.0,1.0,1.0,1.0
560,0.0,1.0,1.0,1.0,1.0
561,1,0,0,0,1
562,0.0,1.0,0.0,0.0,0.0
563,1.0,1.0,0.0,1.0,1.0
564,0,0,0,1,0
565,0.0,0.0,0.0,1.0,0.0
566,0.0,1.0,0.0,1.0,0.0
567,0,0,1,1,1
568,0.0,0.0,0.0,0.0,0.0
569,0.0,0.0,0.0,1.0,0.0
570,0,0,0,1,1
571,0.0,1.0,1.0,0.0,0.0
572,0.0,0.0,0.0,0.0,0.0
573,1,0,0,1,1
574,0.0,0.0,0.0,1.0,0.0
575,1.0,1.0,0.0,1.0,1.0
576,1,1,0,1,1
577,0.0,0.0,0.0,0.0,0.0
578,1.0,0.0,0.0,1.0,1.0
579,0,0,1,1,1
580,1.0,1.0,1.0,1.0,0.0
581,0.0,1.0,0.0,1.0,1.0
582,0,1,0,0,1
583,1.0,1.0,0.0,0.0,0.0
584,1.0,0.0,0.0,1.0,1.0
585,0,0,1,0,1
586,1.0,1.0,1.0,1.0,1.0
587,1.0,1.0,1.0,1.0,1.0
588,0,0,0,0,0
589,0.0,1.0,0.0,1.0,1.0
590,1.0,1.0,1.0,1.0,1.0
591,0,0,0,0,1
592,1.0,1.0,1.0,1.0,1.0
593,1.0,0.0,1.0,1.0,0.0
594,0,0,0,1,1
595,0.0,0.0,0.0,1.0,0.0
596,0.0,1.0,1.0,1.0,0.0
597,1,0,1,1,1
598,0.0,1.0,0.0,1.0,1.0
599,0.0,0.0,1.0,1.0,0.0
600,0,0,0,1,1
601,1.0,1.0,0.0,0.0,0.0
602,0.0,1.0,1.0,1.0,1.0
603,0,1,0,1,1
604,1.0,1.0,1.0,1.0,0.0
605,0.0,1.0,1.0,1.0,1.0
606,0,0,1,0,0
607,1.0,0.0,0.0,0.0,0.0
608,0.0,0.0,0.0,1.0,0.0
609,0,1,0,0,1
610,0.0,1.0,1.0,0.0,0.0
611,1.0,0.0,0.0,1.0,0.0
612,0,0,1,1,1
613,0.0,1.0,1.0,1.0,0.0
614,1.0,1.0,1.0,1.0,1.0
615,0,1,0,1,1
616,1.0,1.0,0.0,1.0,0.0
617,0.0,1.0,0.0,1.0,0.0
618,1,0,1,1,1
619,1.0,0.0,0.0,1.0,1.0
620,1.0,1.0,1.0,1.0,1.0
621,1,0,1,1,1
622,0.0,0.0,0.0,1.0,0.0
623,0.0,0.0,1.0,1.0,0.0
624,0,0,0,1,1
625,1.0,1.0,1.0,1.0,1.0
626,0.0,0.0,0.0,1.0,1.0
627,0,0,0,1,1
628,1.0,1.0,1.0,1.0,1.0
629,0.0,1.0,0.0,0.0,1.0
630,1,0,1,1,1
631,1.0,0.0,0.0,1.0,0.0
632,0.0,1.0,0.0,1.0,0.0
633,1,0,0,1,1
634,0.0,1.0,0.0,1.0,1.0
635,1.0,1.0,1.0,1.0,1.0
636,0,0,0,1,1
637,1.0,0.0,0.0,1.0,0.0
638,1.0,0.0,1.0,1.0,1.0
639,0,0,1,1,1
640,1.0,1.0,0.0,1.0,0.0
641,0.0,0.0,0.0,1.0,0.0
642,0,1,1,1,1
643,0.0,0.0,0.0,1.0,0.0
644,1.0,0.0,0.0,0.0,0.0
645,0,0,0,1,1
646,1.0,1.0,1.0,1.0,0.0
647,1.0,1.0,1.0,1.0,1.0
648,0,0,1,1,1
649,0.0,1.0,1.0,1.0,0.0
650,1.0,1.0,0.0,1.0,0.0
651,0,0,0,0,0
652,0.0,1.0,0.0,0.0,1.0
653,0.0,1.0,0.0,0.0,1.0
654,0,0,1,0,1
655,0.0,0.0,0.0,0.0,0.0
656,1.0,0.0,0.0,1.0,0.0
657,0,1,0,0,1
658,1.0,0.0,0.0,0.0,1.0
659,0.0,1.0,1.0,1.0,0.0
660,0,0,0,1,1
661,0.0,0.0,0.0,0.0,1.0
662,0.0,0.0,0.0,1.0,1.0
663,0,0,0,0,1
664,0.0,0.0,0.0,1.0,0.0
665,1.0,0.0,0.0,0.0,0.0
666,0,0,1,1,1
667,0.0,1.0,0.0,1.0,1.0
668,1.0,0.0,0.0,1.0,1.0
669,1,0,0,1,0
670,0.0,0.0,0.0,1.0,1.0
671,1.0,0.0,0.0,0.0,1.0
672,1,1,1,1,1
673,0.0,1.0,1.0,1.0,1.0
674,0.0,1.0,1.0,1.0,1.0
675,0,1,0,0,1
676,1.0,1.0,1.0,1.0,1.0
677,0.0,0.0,0.0,0.0,0.0
678,0,1,1,0,0
679,0.0,0.0,0.0,1.0,0.0
680,0.0,1.0,1.0,1.0,1.0
681,0,1,0,0,1
682,0.0,1.0,1.0,1.0,0.0
683,0.0,1.0,1.0,1.0,1.0
684,0,0,0,0,1
685,0.0,0.0,0.0,1.0,1.0
686,0.0,1.0,0.0,1.0,0.0
687,0,1,0,1,1
688,0.0,0.0,1.0,1.0,1.0
689,1.0,1.0,1.0,1.0,1.0
690,0,0,1,1,1
691,0.0,0.0,0.0,1.0,0.0
692,1.0,1.0,1.0,1.0,0.0
693,0,0,0,1,0
694,1.0,1.0,1.0,1.0,1.0
695,0.0,0.0,0.0,1.0,1.0
696,0,0,0,1,1
697,1.0,1.0,0.0,1.0,1.0
698,0.0,0.0,0.0,1.0,1.0
699,0,0,0,0,1
700,1.0,0.0,0.0,0.0,1.0
701,0.0,1.0,0.0,0.0,1.0
702,0,1,1,1,0
703,1.0,1.0,1.0,1.0,0.0
704,0.0,0.0,0.0,1.0,0.0
705,0,0,0,0,1
706,1.0,1.0,1.0,1.0,1.0
707,0.0,1.0,0.0,1.0,1.0
708,0,1,0,1,1
709,0.0,1.0,1.0,1.0,1.0
710,1.0,1.0,1.0,1.0,1.0
711,0,0,1,1,1
712,1.0,0.0,0.0,1.0,0.0
713,1.0,1.0,1.0,1.0,1.0
714,0,1,0,0,0
715,1.0,1.0,1.0,1.0,1.0
716,1.0,1.0,0.0,1.0,1.0
717,0,1,1,1,1
718,0.0,1.0,0.0,0.0,1.0
719,0.0,0.0,0.0,1.0,0.0
720,0,0,0,1,0
721,0.0,0.0,0.0,0.0,0.0
722,0.0,1.0,0.0,1.0,0.0
723,0,0,1,0,0
724,1.0,0.0,0.0,0.0,1.0
725,0.0,0.0,0.0,1.0,0.0
726,0,0,1,1,1
727,0.0,1.0,0.0,1.0,0.0
728,1.0,1.0,1.0,1.0,1.0
729,1,0,1,1,1
730,0.0,0.0,0.0,0.0,0.0
731,1.0,1.0,1.0,1.0,1.0
732,0,0,0,1,1
733,0.0,1.0,0.0,0.0,0.0
734,0.0,0.0,0.0,0.0,1.0
735,0,0,0,1,1
736,1.0,1.0,1.0,1.0,1.0
737,0.0,1.0,1.0,1.0,1.0
738,0,1,0,1,1
739,1.0,1.0,0.0,1.0,1.0
740,1.0,1.0,0.0,1.0,0.0
741,0,0,1,1,0
742,1.0,1.0,1.0,1.0,1.0
743,0.0,1.0,0.0,1.0,1.0
744,1,0,0,1,1
745,1.0,0.0,0.0,0.0,0.0
746,1.0,1.0,0.0,1.0,1.0
