Unnamed: 0,A1,A2,A3,A4,A5
144,0,0,0,0,1
145,0.0,0.0,0.0,0.0,1.0
146,1,0,0,1,1
147,0.0,1.0,1.0,1.0,1.0
148,0,1,0,0,1
149,1.0,1.0,1.0,1.0,1.0
150,0,1,0,1,0
151,1.0,1.0,0.0,1.0,1.0
152,0,1,0,1,1
153,1.0,1.0,0.0,1.0,1.0
154,0,0,1,0,1
155,0.0,1.0,0.0,1.0,0.0
156,0,0,1,1,1
157,1.0,1.0,1.0,1.0,1.0
158,0,0,0,1,1
159,0.0,1.0,1.0,1.0,1.0
160,0,0,1,0,1
161,1.0,1.0,1.0,1.0,1.0
162,0,0,0,1,1
163,1.0,0.0,1.0,1.0,0.0
164,0,0,0,1,1
165,0.0,0.0,0.0,0.0,1.0
166,1,0,1,1,1
167,1.0,1.0,1.0,1.0,1.0
168,1,0,0,1,1
169,0.0,0.0,0.0,0.0,1.0
170,0,0,0,1,1
171,0.0,1.0,1.0,1.0,0.0
172,0,1,1,1,1
173,1.0,0.0,0.0,1.0,1.0
174,1,0,1,0,1
175,1.0,0.0,0.0,0.0,0.0
176,0,1,1,0,1
177,1.0,1.0,0.0,1.0,0.0
178,0,0,0,1,1
179,1.0,1.0,1.0,1.0,1.0
180,0,0,1,0,1
181,0.0,0.0,0.0,1.0,1.0
182,0,0,1,1,1
183,0.0,0.0,0.0,1.0,0.0
184,0,0,0,1,0
185,1.0,1.0,1.0,1.0,1.0
186,0,0,0,1,1
187,0.0,0.0,0.0,1.0,0.0
188,0,0,0,1,1
189,1.0,0.0,1.0,1.0,0.0
190,0,0,0,1,1
191,0.0,1.0,0.0,1.0,1.0
192,0,1,1,1,1
193,1.0,1.0,0.0,1.0,1.0
194,0,0,1,1,1
195,0.0,1.0,1.0,1.0,1.0
196,0,0,1,1,1
197,1.0,0.0,0.0,1.0,0.0
198,0,0,1,1,1
199,0.0,0.0,0.0,0.0,0.0
200,0,0,0,1,1
201,0.0,0.0,0.0,0.0,0.0
202,0,1,1,1,1
203,1.0,0.0,0.0,0.0,1.0
204,0,0,0,0,1
205,1.0,0.0,0.0,1.0,0.0
206,0,0,0,0,1
207,0.0,1.0,1.0,1.0,1.0
208,0,0,1,1,1
209,1.0,1.0,1.0,1.0,1.0
210,0,0,1,1,1
211,0.0,0.0,0.0,0.0,0.0
212,0,0,0,1,1
213,0.0,0.0,0.0,1.0,0.0
214,0,0,1,1,1
215,1.0,0.0,0.0,0.0,0.0
216,1,0,1,1,1
217,0.0,1.0,1.0,1.0,0.0
218,1,1,0,1,1
219,1.0,1.0,1.0,1.0,1.0
220,0,0,1,0,1
221,0.0,0.0,0.0,0.0,1.0
222,0,1,0,1,1
223,1.0,0.0,0.0,0.0,0.0
224,0,0,1,0,1
225,1.0,1.0,1.0,1.0,1.0
226,0,0,0,0,1
227,1.0,0.0,0.0,1.0,1.0
228,0,0,0,1,0
229,0.0,0.0,0.0,0.0,0.0
230,0,0,1,1,1
231,0.0,0.0,0.0,1.0,0.0
232,0,0,1,0,0
233,0.0,1.0,0.0,1.0,1.0
234,0,0,1,0,1
235,0.0,0.0,0.0,0.0,0.0
236,0,1,0,1,1
237,0.0,1.0,1.0,1.0,0.0
238,0,1,1,1,1
239,0.0,0.0,0.0,0.0,1.0
240,0,0,0,0,0
241,0.0,1.0,0.0,1.0,1.0
242,0,0,0,1,1
243,1.0,0.0,0.0,0.0,0.0
244,0,0,0,1,1
245,0.0,0.0,0.0,0.0,0.0
246,0,0,0,1,1
247,1.0,1.0,1.0,1.0,1.0
248,0,0,0,1,1
249,0.0,1.0,0.0,0.0,0.0
250,0,1,1,0,1
251,0.0,0.0,0.0,1.0,0.0
252,0,0,0,1,0
253,0.0,0.0,0.0,1.0,0.0
254,0,0,0,1,1
255,0.0,0.0,0.0,1.0,1.0
256,0,0,0,0,1
257,1.0,0.0,0.0,1.0,1.0
258,0,1,0,1,1
259,0.0,0.0,0.0,0.0,0.0
260,0,0,1,1,1
261,1.0,1.0,1.0,1.0,1.0
262,0,0,1,1,1
263,0.0,0.0,0.0,1.0,1.0
264,0,0,0,0,1
265,1.0,0.0,0.0,1.0,1.0
266,0,0,1,1,1
267,1.0,1.0,1.0,1.0,1.0
268,1,0,1,1,1
269,0.0,1.0,1.0,1.0,0.0
270,0,0,1,1,1
271,0.0,1.0,0.0,1.0,1.0
272,1,1,1,0,0
273,0.0,0.0,0.0,0.0,0.0
274,0,1,1,1,1
275,0.0,1.0,1.0,1.0,0.0
276,0,0,1,1,1
277,1.0,0.0,0.0,1.0,1.0
278,0,0,0,1,1
279,0.0,0.0,0.0,1.0,1.0
280,0,1,1,1,1
281,1.0,1.0,0.0,1.0,1.0
282,0,0,1,1,0
283,1.0,0.0,0.0,1.0,1.0
284,0,0,1,1,1
285,0.0,0.0,0.0,1.0,0.0
286,1,0,0,1,1
287,1.0,1.0,1.0,1.0,1.0
288,0,1,1,0,1
289,1.0,1.0,1.0,1.0,1.0
290,0,1,1,1,1
291,0.0,0.0,0.0,1.0,0.0
292,0,1,0,1,1
293,1.0,1.0,1.0,1.0,1.0
294,1,1,1,1,1
295,1.0,1.0,0.0,0.0,1.0
296,0,0,0,0,1
297,0.0,0.0,0.0,1.0,1.0
298,0,1,1,1,1
299,1.0,1.0,1.0,1.0,1.0
300,0,0,1,1,1
301,1.0,0.0,0.0,1.0,1.0
302,0,0,0,1,0
303,0.0,0.0,0.0,1.0,0.0
304,1,0,0,1,0
305,1.0,0.0,0.0,1.0,0.0
306,0,1,0,0,1
307,1.0,1.0,0.0,1.0,1.0
308,1,1,1,1,1
309,0.0,1.0,0.0,0.0,0.0
310,0,1,1,1,1
311,1.0,1.0,0.0,1.0,1.0
312,0,0,1,1,1
313,1.0,0.0,0.0,1.0,1.0
314,0,0,1,1,1
315,0.0,0.0,0.0,1.0,1.0
316,1,0,1,0,1
317,1.0,0.0,0.0,1.0,1.0
318,0,0,0,1,1
319,0.0,0.0,0.0,1.0,1.0
320,0,0,0,1,0
321,0.0,1.0,0.0,1.0,1.0
322,0,0,0,1,1
323,1.0,0.0,0.0,1.0,1.0
324,0,1,0,1,1
325,0.0,1.0,0.0,1.0,0.0
326,0,0,0,0,1
327,0.0,0.0,0.0,1.0,1.0
328,0,0,0,0,0
329,0.0,0.0,0.0,1.0,0.0
330,0,0,0,0,1
331,1.0,1.0,1.0,1.0,1.0
332,0,1,1,0,1
333,0.0,1.0,1.0,1.0,1.0
334,1,1,1,0,1
335,1.0,0.0,0.0,1.0,1.0
336,0,0,1,1,1
337,1.0,0.0,0.0,1.0,1.0
338,0,1,1,1,1
339,0.0,1.0,0.0,1.0,1.0
340,0,0,1,0,0
341,1.0,1.0,1.0,1.0,1.0
342,0,0,0,1,1
343,0.0,0.0,0.0,1.0,0.0
344,0,0,1,0,1
345,0.0,1.0,0.0,1.0,1.0
346,0,1,0,1,1
347,0.0,0.0,0.0,0.0,0.0
348,0,0,1,1,1
349,0.0,0.0,0.0,1.0,0.0
350,1,1,1,1,1
351,1.0,1.0,1.0,1.0,1.0
352,0,0,0,0,1
353,0.0,0.0,0.0,1.0,0.0
354,1,0,0,1,1
355,0.0,0.0,0.0,1.0,1.0
356,0,1,1,1,1
357,1.0,1.0,0.0,1.0,1.0
358,0,0,1,0,1
359,1.0,0.0,1.0,1.0,1.0
360,1,1,1,0,1
361,1.0,1.0,1.0,1.0,1.0
362,0,0,1,1,1
363,1.0,1.0,0.0,0.0,1.0
364,0,0,1,0,1
365,0.0,0.0,0.0,1.0,1.0
366,0,0,0,1,1
367,1.0,1.0,1.0,1.0,0.0
368,1,0,0,1,1
369,0.0,0.0,0.0,1.0,0.0
370,0,0,0,1,1
371,0.0,1.0,0.0,1.0,1.0
372,0,1,0,1,1
373,1.0,0.0,0.0,0.0,0.0
374,0,1,1,1,1
375,1.0,1.0,0.0,1.0,1.0
376,0,0,1,1,1
377,0.0,0.0,0.0,0.0,0.0
378,0,0,0,0,1
379,0.0,1.0,1.0,1.0,0.0
380,0,0,1,1,0
381,0.0,0.0,0.0,0.0,1.0
382,0,1,0,0,1
383,0.0,0.0,0.0,0.0,0.0
384,0,0,1,0,1
385,0.0,0.0,0.0,0.0,1.0
386,1,0,0,1,0
387,0.0,1.0,0.0,1.0,0.0
388,0,1,0,1,1
389,0.0,0.0,0.0,1.0,1.0
390,0,0,0,0,1
391,1.0,0.0,1.0,1.0,0.0
392,0,1,0,1,1
393,0.0,0.0,0.0,1.0,0.0
394,0,0,0,0,1
395,1.0,0.0,1.0,1.0,0.0
396,1,0,1,1,0
397,0.0,0.0,0.0,1.0,0.0
398,0,0,1,1,1
399,0.0,0.0,0.0,1.0,0.0
400,0,0,0,0,1
401,0.0,0.0,0.0,0.0,0.0
402,0,0,1,1,1
403,1.0,0.0,1.0,0.0,1.0
404,0,0,0,1,1
405,0.0,1.0,0.0,1.0,1.0
406,0,1,1,1,1
407,0.0,0.0,0.0,1.0,1.0
408,0,0,0,1,1
409,0.0,1.0,0.0,1.0,0.0
410,0,0,0,1,1
411,1.0,0.0,0.0,0.0,0.0
412,0,0,0,1,1
413,1.0,1.0,1.0,1.0,1.0
414,0,0,0,1,1
415,0.0,1.0,1.0,1.0,0.0
416,0,0,1,1,1
417,1.0,1.0,1.0,1.0,1.0
418,0,0,0,0,1
419,1.0,1.0,1.0,1.0,1.0
420,0,0,1,1,0
421,0.0,1.0,1.0,1.0,1.0
422,0,0,0,0,1
423,0.0,1.0,0.0,1.0,1.0
424,0,1,1,0,1
425,0.0,1.0,0.0,1.0,1.0
426,0,1,1,1,1
427,1.0,1.0,0.0,1.0,1.0
428,0,0,1,1,1
429,0.0,1.0,0.0,1.0,0.0
430,0,0,0,1,1
431,0.0,1.0,1.0,1.0,0.0
432,1,1,1,1,1
433,0.0,1.0,1.0,1.0,1.0
434,0,0,0,1,1
435,0.0,1.0,1.0,1.0,1.0
436,0,0,1,1,1
437,0.0,0.0,0.0,0.0,0.0
438,0,0,1,1,1
439,0.0,0.0,0.0,1.0,0.0
440,0,0,1,1,1
441,1.0,1.0,1.0,0.0,1.0
442,0,1,0,1,0
443,0.0,0.0,0.0,0.0,0.0
444,0,1,1,0,1
445,0.0,1.0,0.0,1.0,1.0
446,0,0,0,1,1
447,0.0,1.0,0.0,1.0,0.0
448,0,1,1,1,1
449,0.0,1.0,0.0,1.0,1.0
450,0,1,0,1,1
451,0.0,1.0,0.0,1.0,0.0
452,0,1,0,0,1
453,1.0,1.0,1.0,1.0,1.0
454,0,0,0,0,1
455,0.0,0.0,1.0,1.0,0.0
456,0,0,1,1,1
457,1.0,1.0,1.0,0.0,0.0
458,0,0,1,1,1
459,1.0,0.0,0.0,1.0,1.0
460,0,0,1,1,1
461,1.0,0.0,0.0,0.0,1.0
462,0,0,1,1,1
463,0.0,1.0,1.0,1.0,1.0
464,0,1,0,1,1
465,0.0,1.0,0.0,1.0,1.0
466,1,0,0,0,0
467,0.0,1.0,0.0,1.0,1.0
468,0,0,1,0,1
469,0.0,0.0,0.0,1.0,0.0
470,0,1,0,0,1
471,0.0,1.0,1.0,1.0,1.0
472,0,1,1,0,1
473,1.0,1.0,1.0,1.0,0.0
474,1,1,1,1,1
475,0.0,0.0,0.0,1.0,0.0
476,0,0,0,0,1
477,0.0,1.0,1.0,1.0,1.0
478,0,0,0,1,1
479,1.0,1.0,1.0,1.0,1.0
480,0,0,1,1,1
481,1.0,1.0,1.0,1.0,1.0
482,0,0,1,1,1
483,1.0,1.0,0.0,1.0,1.0
484,0,0,0,0,1
485,0.0,0.0,1.0,1.0,0.0
486,0,0,1,1,1
487,0.0,1.0,0.0,1.0,0.0
488,1,0,0,1,1
489,0.0,1.0,1.0,1.0,1.0
490,0,0,0,0,0
491,1.0,1.0,0.0,1.0,0.0
492,0,0,1,1,1
493,1.0,1.0,1.0,1.0,1.0
494,0,1,0,0,1
495,0.0,1.0,0.0,1.0,0.0
496,0,0,0,1,1
497,0.0,1.0,0.0,1.0,0.0
498,0,0,0,0,1
499,0.0,1.0,0.0,0.0,0.0
500,0,0,1,1,1
501,0.0,1.0,0.0,0.0,1.0
502,0,1,1,1,1
503,0.0,1.0,0.0,1.0,0.0
504,0,0,1,0,1
505,1.0,1.0,0.0,1.0,1.0
506,1,0,1,1,1
507,1.0,0.0,0.0,0.0,1.0
508,0,0,1,1,1
509,1.0,0.0,0.0,0.0,0.0
510,0,1,1,1,1
511,0.0,1.0,0.0,1.0,1.0
512,0,1,0,1,1
513,1.0,1.0,1.0,1.0,1.0
514,0,1,0,1,1
515,0.0,1.0,0.0,1.0,0.0
516,0,0,0,0,1
517,0.0,0.0,0.0,1.0,1.0
518,0,0,1,1,0
519,1.0,0.0,1.0,1.0,0.0
520,0,0,1,0,1
521,0.0,0.0,1.0,1.0,1.0
522,0,1,0,0,1
523,0.0,0.0,0.0,1.0,1.0
524,1,0,0,0,1
525,0.0,1.0,0.0,1.0,1.0
526,1,1,1,1,1
527,1.0,1.0,1.0,1.0,1.0
528,0,1,1,1,1
529,1.0,0.0,0.0,1.0,1.0
530,0,0,1,1,1
531,0.0,0.0,0.0,1.0,0.0
532,0,1,1,0,1
533,0.0,0.0,0.0,1.0,0.0
534,0,0,1,1,1
535,0.0,0.0,0.0,0.0,0.0
536,0,0,1,1,0
537,0.0,1.0,0.0,0.0,0.0
538,1,1,1,1,1
539,0.0,0.0,0.0,0.0,0.0
540,0,0,1,0,1
541,0.0,0.0,1.0,1.0,0.0
542,0,1,0,1,1
543,0.0,0.0,0.0,1.0,1.0
544,0,0,1,1,1
545,1.0,0.0,0.0,1.0,0.0
546,1,0,1,1,1
547,1.0,1.0,0.0,1.0,1.0
548,0,1,1,1,1
549,0.0,1.0,1.0,1.0,1.0
550,0,0,0,1,1
551,0.0,0.0,1.0,1.0,0.0
552,0,0,0,0,0
553,0.0,1.0,0.0,0.0,1.0
554,0,1,1,0,1
555,1.0,1.0,1.0,1.0,1.0
556,1,1,1,0,1
557,0.0,1.0,0.0,0.0,1.0
558,0,0,1,1,1
559,1.0,1.0,1.0,1.0,1.0
560,0,1,1,1,1
561,1.0,0.0,0.0,1.0,1.0
562,0,0,0,0,0
563,1.0,1.0,0.0,1.0,1.0
564,0,0,0,1,0
565,0.0,0.0,0.0,1.0,0.0
566,0,0,0,1,0
567,0.0,0.0,0.0,1.0,1.0
568,0,0,0,0,0
569,0.0,0.0,0.0,1.0,0.0
570,0,0,0,1,1
571,0.0,1.0,1.0,0.0,0.0
572,0,0,0,0,0
573,1.0,1.0,0.0,1.0,1.0
574,0,0,0,1,1
575,1.0,1.0,0.0,1.0,1.0
576,1,1,0,1,1
577,0.0,0.0,0.0,0.0,0.0
578,1,0,1,1,1
579,1.0,1.0,1.0,1.0,1.0
580,0,0,1,1,1
581,0.0,1.0,0.0,1.0,1.0
582,0,1,0,0,1
583,1.0,1.0,0.0,0.0,0.0
584,1,0,0,1,1
585,1.0,1.0,0.0,1.0,0.0
586,1,0,0,1,1
587,1.0,1.0,1.0,1.0,1.0
588,0,0,0,0,0
589,0.0,1.0,0.0,1.0,1.0
590,0,1,1,0,1
591,0.0,1.0,0.0,0.0,1.0
592,1,1,1,0,1
593,1.0,0.0,1.0,1.0,0.0
594,0,0,0,1,1
595,0.0,0.0,0.0,1.0,0.0
596,0,0,1,1,1
597,1.0,1.0,1.0,1.0,1.0
598,0,0,1,1,1
599,0.0,0.0,1.0,1.0,0.0
600,0,0,0,1,1
601,1.0,1.0,0.0,0.0,0.0
602,0,0,1,1,1
603,1.0,1.0,0.0,1.0,1.0
604,1,0,1,1,0
605,0.0,1.0,1.0,1.0,1.0
606,0,0,1,0,0
607,1.0,0.0,0.0,0.0,0.0
608,0,0,1,1,0
609,0.0,1.0,0.0,0.0,1.0
610,0,1,1,1,1
611,1.0,0.0,0.0,1.0,0.0
612,0,0,1,1,1
613,0.0,1.0,1.0,1.0,0.0
614,0,1,0,0,1
615,0.0,0.0,0.0,1.0,0.0
616,0,0,0,1,1
617,0.0,1.0,0.0,1.0,0.0
618,1,0,1,1,1
619,1.0,0.0,0.0,1.0,1.0
620,0,0,1,1,1
621,1.0,1.0,1.0,1.0,1.0
622,0,0,0,0,1
623,0.0,0.0,1.0,1.0,0.0
624,0,0,0,1,1
625,1.0,1.0,1.0,1.0,1.0
626,0,0,0,1,1
627,1.0,0.0,0.0,1.0,0.0
628,0,1,1,0,1
629,0.0,1.0,0.0,0.0,1.0
630,1,0,1,1,1
631,1.0,0.0,0.0,1.0,0.0
632,0,1,0,1,1
633,1.0,0.0,1.0,1.0,1.0
634,0,0,0,1,1
635,1.0,1.0,1.0,1.0,1.0
636,0,0,0,1,1
637,1.0,0.0,0.0,1.0,0.0
638,0,0,1,1,1
639,0.0,1.0,1.0,1.0,1.0
640,0,0,1,1,0
641,0.0,0.0,0.0,1.0,0.0
642,0,1,1,1,1
643,0.0,0.0,0.0,1.0,0.0
644,0,0,0,0,1
645,0.0,0.0,0.0,1.0,0.0
646,1,0,1,1,1
647,1.0,1.0,1.0,1.0,1.0
648,0,0,1,1,1
649,0.0,1.0,1.0,1.0,0.0
650,0,0,0,1,1
651,0.0,0.0,0.0,0.0,0.0
652,0,1,0,1,1
653,0.0,1.0,0.0,0.0,1.0
654,0,0,1,0,1
655,0.0,0.0,0.0,0.0,0.0
656,0,0,0,1,1
657,0.0,1.0,0.0,0.0,1.0
658,0,0,1,0,1
659,0.0,1.0,1.0,1.0,0.0
660,0,0,0,1,1
661,0.0,0.0,0.0,0.0,1.0
662,0,0,0,1,1
663,0.0,1.0,0.0,0.0,0.0
664,0,0,0,1,1
665,1.0,0.0,0.0,0.0,0.0
666,0,0,1,1,1
667,0.0,1.0,0.0,1.0,1.0
668,0,0,0,0,1
669,1.0,1.0,0.0,1.0,0.0
670,0,0,0,0,1
671,1.0,0.0,0.0,0.0,1.0
672,1,1,1,1,1
673,0.0,1.0,1.0,1.0,1.0
674,0,0,1,1,1
675,0.0,1.0,1.0,1.0,1.0
676,1,0,0,1,1
677,0.0,0.0,0.0,0.0,0.0
678,0,1,1,0,0
679,0.0,0.0,0.0,1.0,0.0
680,0,1,1,1,1
681,0.0,0.0,0.0,0.0,1.0
682,0,0,1,1,0
683,0.0,1.0,1.0,1.0,1.0
684,0,0,0,0,1
685,0.0,0.0,0.0,1.0,1.0
686,1,0,0,1,0
687,0.0,1.0,0.0,1.0,1.0
688,0,0,1,1,1
689,1.0,1.0,1.0,1.0,1.0
690,0,0,1,1,1
691,0.0,0.0,0.0,1.0,0.0
692,1,0,1,1,0
693,1.0,0.0,0.0,0.0,0.0
694,0,1,1,1,1
695,0.0,0.0,0.0,1.0,1.0
696,0,0,0,1,1
697,1.0,1.0,0.0,1.0,1.0
698,0,0,0,1,1
699,1.0,0.0,0.0,0.0,1.0
700,0,0,0,0,1
701,0.0,1.0,0.0,0.0,1.0
702,0,1,1,1,0
703,1.0,1.0,1.0,1.0,0.0
704,0,0,0,1,1
705,0.0,0.0,0.0,0.0,0.0
706,1,0,0,1,1
707,0.0,1.0,0.0,1.0,1.0
708,0,1,0,1,1
709,0.0,1.0,1.0,1.0,1.0
710,0,1,1,1,1
711,0.0,1.0,1.0,1.0,1.0
712,0,0,1,0,1
713,1.0,1.0,1.0,1.0,1.0
714,0,1,0,0,0
715,1.0,1.0,1.0,1.0,1.0
716,0,0,1,1,1
717,1.0,1.0,1.0,1.0,1.0
718,0,0,0,0,1
719,0.0,0.0,0.0,1.0,0.0
720,0,0,0,1,0
721,0.0,0.0,0.0,0.0,0.0
722,0,0,0,1,1
723,0.0,0.0,0.0,1.0,0.0
724,0,0,0,0,1
725,0.0,0.0,0.0,1.0,0.0
726,0,0,1,1,1
727,0.0,1.0,0.0,1.0,0.0
728,0,0,1,1,1
729,1.0,0.0,1.0,1.0,1.0
730,0,0,0,0,0
731,1.0,1.0,1.0,1.0,1.0
732,0,0,0,1,1
733,0.0,1.0,0.0,0.0,0.0
734,0,0,0,1,1
735,1.0,0.0,0.0,1.0,1.0
736,0,1,1,1,1
737,0.0,1.0,1.0,1.0,1.0
738,0,1,0,1,1
739,1.0,1.0,0.0,1.0,1.0
740,0,0,0,1,1
741,1.0,1.0,1.0,0.0,0.0
742,0,1,1,1,1
743,0.0,1.0,0.0,1.0,1.0
744,1,0,0,1,1
745,1.0,0.0,0.0,0.0,0.0
746,0,1,0,1,1
747,1.0,1.0,1.0,1.0,1.0
748,0,1,0,1,0
749,0.0,1.0,1.0,1.0,1.0
750,0,0,0,1,1
751,0.0,0.0,0.0,1.0,1.0
752,0,0,0,0,1
753,0.0,0.0,0.0,1.0,1.0
754,0,0,1,1,1
755,0.0,1.0,0.0,1.0,1.0
756,1,0,1,1,1
757,1.0,1.0,0.0,1.0,1.0
758,0,0,1,1,1
759,1.0,1.0,1.0,1.0,1.0
760,1,1,1,1,1
761,0.0,0.0,0.0,1.0,0.0
762,0,0,0,0,0
763,1.0,1.0,0.0,0.0,0.0
764,0,0,0,1,1
765,0.0,0.0,0.0,0.0,1.0
766,0,0,0,0,0
767,1.0,1.0,1.0,1.0,1.0
768,1,1,0,0,1
769,0.0,1.0,0.0,0.0,1.0
770,1,0,0,1,0
771,1.0,1.0,0.0,1.0,1.0
772,0,0,1,0,1
773,0.0,1.0,0.0,1.0,1.0
774,0,1,1,1,1
775,0.0,0.0,0.0,1.0,1.0
776,0,0,1,0,1
777,1.0,0.0,0.0,0.0,0.0
778,0,0,0,1,1
779,1.0,1.0,1.0,1.0,1.0
780,0,0,0,0,0
781,1.0,1.0,1.0,1.0,1.0
782,0,1,1,1,1
783,0.0,0.0,0.0,0.0,0.0
784,0,1,0,0,1
785,0.0,1.0,1.0,0.0,1.0
786,0,0,1,1,0
787,0.0,0.0,0.0,1.0,1.0
788,0,0,0,0,0
789,0.0,0.0,1.0,1.0,0.0
790,0,0,1,1,1
791,0.0,1.0,1.0,1.0,1.0
792,0,0,1,1,1
793,0.0,0.0,0.0,1.0,1.0
794,1,1,1,1,1
795,0.0,1.0,1.0,1.0,1.0
796,1,0,0,0,1
797,0.0,0.0,0.0,1.0,1.0
798,1,0,1,1,1
799,1.0,1.0,1.0,1.0,1.0
800,0,0,0,1,1
801,1.0,0.0,0.0,0.0,0.0
802,0,1,1,1,1
803,1.0,1.0,0.0,1.0,1.0
804,1,0,0,0,1
805,0.0,1.0,0.0,1.0,1.0
806,1,0,1,1,1
807,1.0,0.0,0.0,1.0,0.0
808,0,1,0,1,1
809,0.0,1.0,1.0,1.0,1.0
810,0,0,0,1,1
811,1.0,1.0,1.0,1.0,1.0
812,0,0,0,1,1
813,1.0,0.0,0.0,1.0,1.0
814,0,0,0,1,1
815,0.0,1.0,0.0,1.0,1.0
816,0,0,0,1,1
817,0.0,0.0,0.0,1.0,0.0
818,1,0,1,1,1
819,0.0,1.0,0.0,1.0,1.0
820,0,0,0,0,1
