Unnamed: 0,A1,A2,A3,A4,A5
81,0.0,1.0,0.0,0.0,1.0
82,0,0,0,0,1
83,1.0,0.0,0.0,1.0,1.0
84,0,0,0,0,1
85,0.0,1.0,0.0,1.0,1.0
86,0,1,1,1,1
87,1.0,1.0,1.0,1.0,1.0
88,0,0,0,1,0
89,0.0,0.0,0.0,0.0,1.0
90,0,0,0,0,1
91,0.0,0.0,1.0,1.0,1.0
92,0,0,1,1,1
93,0.0,1.0,1.0,1.0,1.0
94,0,1,1,1,1
95,0.0,0.0,1.0,1.0,1.0
96,0,0,0,0,1
97,1.0,1.0,1.0,1.0,1.0
98,0,0,0,1,1
99,0.0,0.0,1.0,1.0,1.0
100,0,0,1,1,1
101,0.0,1.0,1.0,1.0,1.0
102,0,1,1,1,1
103,0.0,0.0,0.0,1.0,1.0
104,0,0,0,1,1
105,0.0,0.0,0.0,0.0,1.0
106,0,0,1,1,1
107,0.0,0.0,1.0,1.0,1.0
108,0,0,0,0,1
109,0.0,1.0,1.0,1.0,1.0
110,0,0,0,1,1
111,0.0,0.0,1.0,1.0,1.0
112,1,0,0,1,1
113,0.0,1.0,0.0,1.0,1.0
114,0,1,1,1,1
115,0.0,0.0,0.0,0.0,0.0
116,0,1,0,0,1
117,0.0,1.0,1.0,1.0,1.0
118,0,0,1,1,1
119,1.0,0.0,1.0,1.0,1.0
120,0,0,0,0,1
121,1.0,1.0,1.0,1.0,1.0
122,0,0,0,0,1
123,0.0,0.0,0.0,1.0,1.0
124,0,0,0,0,1
125,1.0,0.0,1.0,1.0,1.0
126,0,1,1,1,1
127,0.0,0.0,0.0,0.0,0.0
128,0,0,0,0,1
129,0.0,0.0,1.0,1.0,1.0
130,0,0,1,1,1
131,0.0,0.0,0.0,1.0,1.0
132,1,0,0,1,1
133,0.0,0.0,0.0,0.0,0.0
134,0,0,1,1,1
135,0.0,1.0,1.0,1.0,1.0
136,0,0,0,0,1
137,1.0,0.0,1.0,1.0,1.0
138,0,0,0,1,1
139,0.0,0.0,0.0,1.0,1.0
140,0,0,0,0,0
141,0.0,0.0,1.0,0.0,1.0
142,1,1,1,1,1
143,0.0,0.0,1.0,1.0,1.0
144,0,1,1,1,1
145,0.0,0.0,0.0,1.0,1.0
146,0,0,0,0,1
147,1.0,1.0,0.0,1.0,1.0
148,0,0,0,0,1
149,0.0,0.0,0.0,1.0,1.0
150,0,0,1,0,1
151,0.0,0.0,0.0,0.0,1.0
152,0,0,0,0,1
153,0.0,1.0,1.0,1.0,1.0
154,1,1,0,1,1
155,1.0,0.0,1.0,1.0,1.0
156,0,0,0,1,1
157,0.0,0.0,0.0,1.0,1.0
158,0,0,1,0,1
159,0.0,0.0,0.0,1.0,0.0
160,0,0,1,1,1
161,0.0,0.0,1.0,1.0,1.0
162,0,0,1,1,1
163,0.0,0.0,0.0,1.0,1.0
164,0,1,0,1,1
165,0.0,1.0,0.0,0.0,1.0
166,0,1,1,1,1
167,0.0,0.0,0.0,1.0,1.0
168,0,1,1,1,1
169,0.0,0.0,0.0,1.0,1.0
170,1,0,1,1,1
171,1.0,1.0,1.0,1.0,1.0
172,0,1,1,1,1
173,0.0,0.0,0.0,1.0,0.0
174,0,0,1,1,1
175,0.0,1.0,1.0,1.0,1.0
176,0,1,0,1,1
177,0.0,0.0,0.0,1.0,1.0
178,0,0,0,1,1
179,0.0,1.0,0.0,0.0,1.0
180,0,0,0,1,0
181,0.0,0.0,1.0,1.0,1.0
182,0,0,0,1,1
183,0.0,0.0,1.0,1.0,1.0
184,0,1,0,1,1
185,0.0,0.0,0.0,1.0,0.0
186,0,1,1,1,1
187,0.0,1.0,1.0,1.0,0.0
188,0,0,0,0,1
189,0.0,1.0,1.0,1.0,1.0
190,1,0,0,1,0
191,1.0,0.0,0.0,1.0,1.0
192,1,1,1,1,1
193,0.0,0.0,0.0,1.0,0.0
194,0,0,1,0,1
195,1.0,0.0,1.0,1.0,1.0
196,0,1,0,1,1
197,0.0,0.0,0.0,0.0,1.0
198,0,0,0,1,1
199,1.0,1.0,1.0,1.0,1.0
200,1,1,1,1,1
201,0.0,0.0,1.0,1.0,1.0
202,0,0,0,1,0
203,0.0,0.0,0.0,1.0,1.0
204,0,0,0,1,1
205,0.0,0.0,0.0,0.0,1.0
206,0,1,0,0,1
207,0.0,0.0,0.0,0.0,1.0
208,0,0,0,1,1
209,1.0,0.0,1.0,1.0,1.0
210,0,0,0,1,0
211,0.0,0.0,1.0,1.0,1.0
212,0,0,0,0,0
213,1.0,1.0,1.0,1.0,1.0
214,0,0,1,0,0
215,0.0,1.0,1.0,1.0,1.0
216,0,0,0,0,1
217,0.0,0.0,1.0,1.0,0.0
218,0,1,1,1,1
219,0.0,1.0,0.0,0.0,0.0
220,0,0,0,0,1
221,0.0,0.0,0.0,0.0,1.0
222,0,0,0,0,1
223,0.0,0.0,0.0,1.0,0.0
224,0,0,1,1,1
225,0.0,1.0,1.0,1.0,1.0
226,0,0,0,0,1
227,0.0,0.0,1.0,0.0,1.0
228,0,1,0,1,1
229,0.0,0.0,0.0,0.0,1.0
230,0,0,1,1,1
231,0.0,1.0,1.0,1.0,1.0
232,0,1,1,1,1
233,0.0,0.0,0.0,1.0,1.0
234,0,0,0,1,1
235,0.0,0.0,0.0,0.0,1.0
236,0,0,0,1,0
237,0.0,1.0,0.0,1.0,1.0
238,0,0,0,0,0
239,0.0,0.0,0.0,1.0,1.0
240,1,1,1,1,1
241,0.0,0.0,1.0,1.0,1.0
242,0,0,1,1,1
243,1.0,0.0,0.0,1.0,1.0
244,0,1,0,1,1
245,0.0,0.0,1.0,1.0,1.0
246,0,0,1,1,1
247,1.0,1.0,1.0,1.0,1.0
248,0,0,0,1,1
249,1.0,1.0,1.0,0.0,1.0
250,0,1,1,0,1
251,0.0,0.0,0.0,0.0,0.0
252,0,0,0,0,1
253,0.0,0.0,0.0,0.0,1.0
254,0,0,0,0,1
255,0.0,0.0,1.0,1.0,1.0
256,0,0,1,1,1
257,0.0,0.0,0.0,1.0,1.0
258,0,0,0,0,1
259,0.0,0.0,1.0,1.0,0.0
260,1,0,1,1,1
261,0.0,0.0,0.0,1.0,1.0
262,1,0,0,1,1
263,0.0,1.0,1.0,1.0,1.0
264,0,0,1,0,0
265,0.0,0.0,1.0,0.0,1.0
266,0,1,1,1,1
267,0.0,0.0,1.0,1.0,1.0
268,0,0,1,0,0
269,0.0,0.0,0.0,1.0,1.0
270,0,0,0,1,1
271,1.0,0.0,0.0,1.0,1.0
272,0,0,0,1,1
273,0.0,1.0,1.0,1.0,1.0
274,0,0,1,0,0
275,0.0,0.0,0.0,0.0,1.0
276,0,0,0,0,1
277,0.0,0.0,0.0,1.0,0.0
278,0,0,0,0,1
279,0.0,1.0,0.0,1.0,1.0
280,0,0,0,1,1
281,0.0,0.0,0.0,1.0,1.0
282,0,0,1,1,1
283,0.0,0.0,0.0,1.0,1.0
284,0,0,1,1,0
285,0.0,0.0,1.0,1.0,1.0
286,0,1,1,1,1
287,1.0,0.0,1.0,1.0,1.0
288,1,1,1,1,1
289,0.0,0.0,1.0,1.0,1.0
290,0,0,0,1,1
291,1.0,0.0,0.0,0.0,1.0
292,0,0,1,1,1
293,0.0,0.0,0.0,0.0,0.0
294,0,1,0,1,1
295,0.0,0.0,1.0,0.0,1.0
296,0,0,0,0,0
297,0.0,0.0,0.0,0.0,0.0
298,0,1,0,0,0
299,0.0,1.0,1.0,0.0,1.0
300,0,0,0,1,1
301,0.0,0.0,0.0,0.0,1.0
302,0,0,1,1,1
303,0.0,1.0,0.0,0.0,1.0
304,0,0,0,1,1
305,1.0,1.0,0.0,1.0,1.0
306,0,0,0,0,0
307,0.0,0.0,0.0,0.0,0.0
308,1,0,0,0,1
309,0.0,0.0,0.0,0.0,1.0
310,0,0,1,1,1
311,0.0,0.0,1.0,0.0,1.0
312,0,0,1,1,1
313,0.0,0.0,1.0,1.0,1.0
314,0,0,1,1,1
315,0.0,0.0,0.0,0.0,1.0
316,0,0,1,1,1
317,1.0,1.0,1.0,1.0,1.0
318,0,0,0,1,0
319,1.0,1.0,1.0,1.0,1.0
320,0,0,1,0,1
321,0.0,0.0,0.0,1.0,1.0
322,0,0,0,1,1
323,1.0,1.0,1.0,0.0,1.0
324,0,0,0,1,1
325,1.0,1.0,1.0,1.0,1.0
326,0,0,0,1,1
327,0.0,0.0,0.0,1.0,1.0
328,0,1,1,1,1
329,0.0,1.0,1.0,1.0,1.0
330,0,0,0,1,0
331,0.0,0.0,1.0,0.0,1.0
332,0,0,0,1,1
333,1.0,1.0,1.0,1.0,1.0
334,0,0,0,0,0
335,0.0,1.0,0.0,1.0,1.0
336,0,0,0,0,1
337,0.0,1.0,1.0,1.0,0.0
338,0,0,0,1,0
339,0.0,1.0,0.0,1.0,1.0
340,1,0,1,1,1
341,0.0,1.0,0.0,1.0,1.0
342,0,0,0,1,1
343,0.0,0.0,1.0,1.0,1.0
344,0,0,0,0,0
345,0.0,1.0,1.0,1.0,1.0
346,1,0,1,1,1
347,0.0,0.0,0.0,1.0,1.0
348,0,0,0,1,1
349,0.0,0.0,1.0,1.0,1.0
350,0,0,0,0,1
351,0.0,1.0,0.0,1.0,1.0
352,0,0,0,1,1
353,0.0,0.0,0.0,0.0,1.0
354,0,0,1,1,1
355,1.0,0.0,1.0,1.0,1.0
356,0,0,1,1,1
357,1.0,1.0,1.0,1.0,1.0
358,0,0,0,1,1
359,0.0,0.0,1.0,0.0,1.0
360,0,0,1,1,0
361,0.0,0.0,0.0,1.0,1.0
362,0,0,0,1,1
363,1.0,1.0,1.0,1.0,1.0
364,0,0,1,1,1
365,0.0,0.0,1.0,1.0,1.0
366,0,1,0,0,1
367,1.0,1.0,1.0,1.0,1.0
368,0,0,1,1,1
369,1.0,1.0,1.0,1.0,1.0
370,0,0,0,1,1
371,0.0,1.0,1.0,0.0,1.0
372,0,0,1,0,1
373,0.0,0.0,1.0,1.0,1.0
374,0,0,0,0,1
375,0.0,0.0,0.0,0.0,0.0
376,1,0,1,0,0
377,0.0,0.0,0.0,0.0,1.0
378,0,0,1,0,1
379,0.0,0.0,1.0,0.0,1.0
380,0,0,1,1,1
381,0.0,1.0,0.0,1.0,0.0
382,0,0,0,1,1
383,0.0,0.0,1.0,1.0,1.0
384,0,0,0,0,1
385,0.0,0.0,0.0,0.0,1.0
386,0,0,0,0,1
387,0.0,1.0,1.0,1.0,1.0
388,0,0,0,1,1
389,0.0,0.0,1.0,0.0,1.0
390,0,0,1,0,1
391,0.0,1.0,1.0,1.0,1.0
392,0,0,0,1,0
393,0.0,0.0,1.0,1.0,0.0
394,0,0,1,1,1
395,0.0,1.0,1.0,1.0,1.0
396,0,0,1,1,1
397,0.0,1.0,0.0,0.0,0.0
398,0,0,0,1,1
399,0.0,0.0,0.0,1.0,1.0
400,1,1,1,1,1
401,0.0,0.0,1.0,0.0,1.0
402,0,0,0,0,0
403,1.0,0.0,0.0,1.0,1.0
404,1,1,1,1,1
405,0.0,0.0,1.0,0.0,1.0
406,0,0,0,1,1
407,0.0,0.0,0.0,1.0,1.0
408,0,0,0,1,1
409,1.0,0.0,1.0,1.0,1.0
410,1,1,1,1,1
411,0.0,1.0,1.0,1.0,1.0
412,0,1,1,1,1
413,0.0,1.0,1.0,0.0,1.0
414,0,0,0,1,1
415,0.0,1.0,1.0,1.0,1.0
416,0,0,1,1,1
417,0.0,0.0,0.0,1.0,1.0
418,1,1,1,1,1
419,0.0,1.0,0.0,1.0,1.0
420,0,0,1,1,1
421,0.0,0.0,0.0,1.0,1.0
422,0,0,0,1,1
423,0.0,1.0,0.0,1.0,0.0
424,0,0,0,1,1
425,0.0,0.0,0.0,1.0,1.0
426,0,0,0,1,1
427,0.0,0.0,1.0,0.0,1.0
428,0,0,0,0,1
429,0.0,1.0,0.0,1.0,1.0
430,0,1,0,1,1
431,1.0,1.0,1.0,1.0,1.0
432,0,0,0,0,1
433,0.0,0.0,1.0,0.0,0.0
434,0,0,0,1,1
435,0.0,0.0,0.0,1.0,1.0
436,1,1,1,1,1
437,0.0,0.0,0.0,0.0,1.0
438,0,0,1,1,1
439,0.0,0.0,0.0,1.0,1.0
440,0,0,0,1,0
441,0.0,1.0,1.0,1.0,1.0
442,0,0,0,0,1
443,0.0,1.0,0.0,1.0,1.0
444,0,0,1,1,1
445,0.0,0.0,0.0,1.0,1.0
446,0,1,0,1,1
447,1.0,1.0,1.0,1.0,1.0
448,0,0,1,1,1
449,0.0,0.0,0.0,0.0,1.0
450,0,1,1,1,1
451,0.0,1.0,0.0,0.0,1.0
452,0,1,1,1,1
453,1.0,1.0,1.0,1.0,1.0
454,0,0,0,1,1
455,1.0,0.0,1.0,1.0,1.0
456,0,0,1,1,1
457,0.0,0.0,0.0,1.0,1.0
458,0,0,1,1,1
459,0.0,0.0,0.0,1.0,1.0
460,0,1,0,1,1
461,1.0,1.0,0.0,1.0,1.0
462,0,0,0,1,1
463,0.0,1.0,0.0,0.0,1.0
464,0,0,0,1,1
465,1.0,0.0,1.0,0.0,1.0
466,0,0,0,1,1
467,0.0,0.0,1.0,1.0,0.0
468,1,1,0,1,1
469,1.0,0.0,1.0,1.0,1.0
470,0,0,1,1,0
471,0.0,0.0,0.0,1.0,1.0
472,1,1,1,1,1
473,0.0,0.0,1.0,0.0,1.0
474,1,0,1,1,1
475,0.0,1.0,1.0,1.0,1.0
476,0,1,1,1,1
477,0.0,0.0,1.0,1.0,1.0
478,0,1,0,1,1
479,0.0,1.0,0.0,1.0,1.0
480,0,0,1,1,1
481,0.0,0.0,0.0,1.0,1.0
482,1,0,1,1,1
483,0.0,1.0,1.0,1.0,1.0
484,0,0,0,0,1
485,1.0,1.0,1.0,1.0,1.0
486,0,0,1,0,1
487,0.0,0.0,0.0,0.0,1.0
488,0,0,0,1,1
489,0.0,0.0,0.0,1.0,1.0
490,0,0,1,1,1
491,0.0,0.0,0.0,1.0,1.0
492,0,0,0,1,1
493,1.0,1.0,1.0,1.0,1.0
494,1,0,1,1,1
495,0.0,0.0,0.0,0.0,0.0
496,0,0,0,1,0
497,0.0,0.0,0.0,1.0,1.0
498,0,0,0,0,1
499,0.0,0.0,0.0,1.0,1.0
500,0,0,1,1,1
501,1.0,1.0,0.0,0.0,1.0
502,0,0,1,1,1
503,0.0,0.0,0.0,0.0,1.0
504,0,0,0,0,1
505,0.0,0.0,0.0,1.0,1.0
506,0,0,1,1,1
507,0.0,0.0,1.0,1.0,1.0
508,1,0,0,1,1
509,0.0,1.0,0.0,1.0,1.0
510,0,0,0,1,1
511,0.0,1.0,1.0,0.0,0.0
512,0,1,1,1,1
513,0.0,1.0,1.0,1.0,1.0
514,0,0,0,1,1
515,0.0,0.0,0.0,0.0,1.0
516,0,1,1,1,1
517,0.0,0.0,1.0,0.0,1.0
518,0,0,0,0,1
519,0.0,0.0,1.0,0.0,1.0
520,1,0,1,1,1
521,0.0,0.0,0.0,0.0,1.0
522,0,0,0,0,1
523,0.0,0.0,1.0,1.0,1.0
524,0,0,0,1,1
525,0.0,0.0,1.0,0.0,0.0
526,0,0,1,1,0
527,0.0,0.0,0.0,1.0,1.0
528,0,1,0,0,1
529,0.0,0.0,1.0,1.0,1.0
530,0,1,1,1,1
531,1.0,1.0,1.0,1.0,1.0
532,0,0,0,1,1
533,1.0,1.0,1.0,1.0,1.0
534,1,0,0,1,1
535,0.0,0.0,0.0,0.0,1.0
536,0,0,1,1,1
537,0.0,0.0,0.0,1.0,1.0
538,1,1,1,0,1
539,0.0,0.0,0.0,0.0,0.0
540,1,0,1,0,1
541,0.0,0.0,0.0,0.0,1.0
542,1,0,1,1,1
543,0.0,0.0,1.0,1.0,1.0
544,0,0,0,1,1
545,1.0,1.0,1.0,1.0,1.0
546,0,1,0,1,1
547,0.0,0.0,1.0,0.0,1.0
548,1,1,0,0,1
549,0.0,0.0,0.0,1.0,1.0
550,0,0,1,1,1
551,0.0,0.0,0.0,1.0,1.0
552,0,0,0,1,0
553,1.0,1.0,1.0,1.0,1.0
554,0,0,1,1,1
555,1.0,0.0,1.0,1.0,1.0
556,0,1,0,1,1
557,0.0,1.0,0.0,0.0,1.0
558,0,1,1,1,1
559,0.0,0.0,1.0,1.0,1.0
560,0,0,1,1,1
561,0.0,0.0,0.0,1.0,1.0
562,0,0,0,0,1
563,1.0,1.0,1.0,1.0,1.0
564,0,1,0,1,1
565,0.0,0.0,1.0,1.0,1.0
566,0,0,1,0,1
567,0.0,0.0,1.0,0.0,1.0
568,1,0,1,1,1
569,0.0,0.0,1.0,1.0,1.0
570,0,0,0,0,1
571,0.0,1.0,1.0,1.0,1.0
572,0,0,0,0,1
573,0.0,1.0,1.0,1.0,1.0
574,1,0,1,1,1
575,1.0,1.0,1.0,1.0,1.0
576,0,1,1,1,1
577,0.0,0.0,0.0,1.0,0.0
578,0,0,0,1,1
579,0.0,0.0,0.0,1.0,1.0
580,0,0,1,1,1
581,0.0,0.0,0.0,1.0,1.0
582,0,1,1,1,1
583,0.0,1.0,1.0,1.0,1.0
584,0,1,1,1,0
585,1.0,1.0,1.0,0.0,1.0
586,0,0,0,1,1
587,0.0,0.0,0.0,1.0,1.0
588,0,0,1,1,1
589,0.0,0.0,0.0,0.0,1.0
590,0,1,1,1,1
591,0.0,0.0,0.0,0.0,1.0
592,1,0,1,1,1
593,0.0,0.0,0.0,0.0,0.0
594,0,0,1,0,0
595,1.0,1.0,1.0,1.0,1.0
596,0,0,0,1,1
597,1.0,0.0,1.0,1.0,1.0
598,0,0,1,1,1
599,0.0,0.0,1.0,1.0,1.0
600,0,0,1,1,1
601,0.0,0.0,1.0,1.0,1.0
602,0,0,1,0,0
603,0.0,0.0,1.0,0.0,1.0
604,0,0,1,1,1
605,1.0,1.0,1.0,1.0,1.0
606,0,0,1,1,0
607,0.0,0.0,0.0,0.0,1.0
608,0,1,0,0,1
609,0.0,0.0,1.0,0.0,1.0
610,0,1,1,1,1
611,0.0,0.0,0.0,0.0,0.0
612,0,1,1,0,1
613,0.0,0.0,1.0,0.0,1.0
614,0,0,1,1,1
615,0.0,0.0,0.0,0.0,1.0
616,0,1,0,1,1
617,0.0,0.0,1.0,1.0,1.0
618,1,1,0,0,1
619,0.0,0.0,1.0,0.0,1.0
620,0,0,1,1,1
621,0.0,0.0,0.0,1.0,1.0
622,0,0,1,1,1
623,0.0,0.0,0.0,1.0,0.0
624,0,1,0,1,0
625,0.0,0.0,0.0,1.0,1.0
626,0,1,0,1,1
627,1.0,1.0,0.0,0.0,1.0
628,0,0,1,1,1
629,1.0,1.0,1.0,1.0,1.0
630,0,0,0,1,0
631,1.0,0.0,1.0,1.0,1.0
632,0,0,1,1,1
633,1.0,1.0,0.0,0.0,1.0
634,0,1,0,1,1
635,0.0,0.0,1.0,1.0,1.0
636,0,0,1,0,1
637,0.0,0.0,1.0,0.0,1.0
638,0,1,0,1,1
639,1.0,1.0,1.0,1.0,1.0
640,0,0,0,1,1
641,0.0,1.0,1.0,1.0,1.0
642,0,0,0,1,1
643,0.0,0.0,0.0,0.0,1.0
644,1,1,0,1,1
645,0.0,0.0,1.0,1.0,1.0
646,0,0,0,1,1
647,0.0,0.0,0.0,1.0,0.0
648,1,0,1,1,1
649,0.0,1.0,1.0,1.0,1.0
650,0,0,0,1,1
651,1.0,0.0,0.0,1.0,1.0
652,0,0,0,1,1
653,0.0,0.0,0.0,1.0,0.0
654,0,0,1,1,1
655,0.0,0.0,0.0,1.0,0.0
656,0,0,1,0,0
657,0.0,0.0,0.0,1.0,1.0
658,0,0,1,1,1
659,0.0,0.0,1.0,1.0,1.0
660,0,0,1,0,1
661,0.0,0.0,0.0,0.0,0.0
662,0,0,0,0,1
663,1.0,1.0,1.0,1.0,1.0
664,0,1,1,1,1
665,0.0,0.0,0.0,0.0,1.0
666,0,1,0,0,1
667,0.0,0.0,0.0,1.0,1.0
668,0,1,0,1,1
669,0.0,0.0,1.0,1.0,1.0
670,0,0,1,0,1
671,0.0,0.0,0.0,0.0,0.0
672,0,1,0,0,1
673,0.0,0.0,0.0,0.0,0.0
674,0,0,1,1,1
675,0.0,0.0,0.0,1.0,1.0
676,0,0,0,0,1
677,0.0,1.0,1.0,1.0,1.0
678,0,0,1,0,1
679,0.0,0.0,0.0,1.0,0.0
680,0,0,0,0,1
681,0.0,0.0,0.0,1.0,0.0
682,0,0,1,1,1
683,1.0,0.0,0.0,1.0,1.0
684,0,0,0,1,1
685,0.0,0.0,0.0,0.0,1.0
686,0,0,0,1,1
687,0.0,0.0,0.0,0.0,1.0
688,0,0,1,1,1
689,1.0,1.0,1.0,1.0,1.0
690,0,0,0,1,1
691,1.0,0.0,1.0,1.0,1.0
692,0,0,0,1,1
693,0.0,0.0,0.0,0.0,0.0
694,0,0,0,0,0
695,1.0,0.0,0.0,1.0,1.0
696,0,1,0,1,1
697,0.0,1.0,1.0,0.0,1.0
698,0,0,0,1,1
699,0.0,0.0,0.0,1.0,0.0
700,0,1,0,1,1
701,1.0,1.0,1.0,1.0,1.0
702,0,0,1,0,1
703,0.0,0.0,1.0,1.0,0.0
704,0,0,0,1,0
705,1.0,1.0,1.0,0.0,1.0
706,0,0,1,0,1
707,0.0,0.0,0.0,1.0,1.0
708,0,0,0,1,1
709,0.0,0.0,0.0,1.0,1.0
710,0,1,0,0,0
711,1.0,1.0,1.0,1.0,1.0
712,0,0,0,1,1
713,0.0,0.0,0.0,1.0,1.0
714,0,1,0,1,0
715,1.0,1.0,1.0,1.0,1.0
716,0,0,0,0,1
717,1.0,1.0,0.0,1.0,1.0
718,0,0,0,1,0
719,0.0,0.0,0.0,0.0,1.0
720,0,1,0,0,0
721,0.0,0.0,0.0,0.0,1.0
722,1,0,1,1,1
723,0.0,0.0,0.0,0.0,1.0
724,0,1,1,1,1
725,0.0,0.0,0.0,0.0,1.0
726,0,0,1,0,1
727,0.0,1.0,0.0,1.0,1.0
728,1,0,0,1,0
729,0.0,0.0,0.0,0.0,0.0
730,0,0,0,0,1
731,0.0,0.0,0.0,0.0,0.0
732,0,0,1,1,1
733,1.0,1.0,1.0,1.0,1.0
734,0,1,0,1,1
735,0.0,0.0,1.0,1.0,1.0
736,1,0,1,0,1
737,0.0,0.0,1.0,1.0,1.0
738,0,0,0,0,1
739,0.0,0.0,1.0,1.0,1.0
740,0,1,0,0,1
741,1.0,1.0,1.0,1.0,1.0
742,0,0,1,1,1
743,0.0,0.0,0.0,1.0,1.0
744,0,0,0,1,1
745,1.0,0.0,0.0,1.0,1.0
746,0,0,0,1,1
747,0.0,0.0,0.0,0.0,1.0
748,0,0,1,1,1
749,0.0,0.0,1.0,1.0,1.0
750,0,0,0,1,1
751,1.0,0.0,0.0,0.0,1.0
752,0,0,0,0,1
753,0.0,0.0,1.0,0.0,1.0
754,0,0,0,0,0
755,0.0,0.0,1.0,0.0,1.0
756,0,0,0,1,0
757,0.0,0.0,1.0,1.0,0.0
758,0,1,1,1,0
759,0.0,0.0,1.0,0.0,1.0
760,0,1,0,1,1
761,0.0,0.0,1.0,1.0,1.0
762,0,0,0,1,1
763,1.0,1.0,1.0,1.0,1.0
764,0,1,1,1,1
765,0.0,1.0,0.0,0.0,1.0
766,0,0,0,1,0
767,1.0,1.0,1.0,1.0,1.0
768,0,0,1,1,0
769,1.0,1.0,1.0,1.0,1.0
770,0,0,0,0,1
771,0.0,0.0,0.0,1.0,1.0
772,0,0,0,0,1
773,0.0,0.0,0.0,1.0,1.0
774,0,0,0,0,1
775,1.0,0.0,0.0,0.0,1.0
776,0,0,0,0,1
777,0.0,0.0,0.0,0.0,1.0
778,0,1,1,1,1
779,1.0,0.0,1.0,1.0,1.0
780,0,0,0,1,1
781,0.0,1.0,1.0,1.0,1.0
782,0,0,1,0,1
783,0.0,0.0,0.0,1.0,0.0
784,0,0,0,0,1
785,0.0,0.0,1.0,1.0,1.0
786,0,1,1,1,1
787,0.0,0.0,1.0,1.0,1.0
788,0,0,1,1,1
789,0.0,0.0,1.0,0.0,1.0
790,0,1,0,1,1
791,0.0,0.0,1.0,0.0,1.0
792,1,1,1,1,1
793,0.0,1.0,1.0,1.0,1.0
794,0,0,1,0,0
795,0.0,0.0,1.0,1.0,1.0
796,0,0,0,0,0
797,0.0,0.0,1.0,0.0,1.0
798,0,0,0,1,1
799,0.0,0.0,0.0,1.0,1.0
800,0,0,0,0,1
801,0.0,1.0,1.0,1.0,1.0
802,0,0,1,1,1
803,1.0,1.0,1.0,1.0,1.0
804,0,0,1,1,1
805,0.0,0.0,0.0,1.0,1.0
806,0,0,1,1,1
807,0.0,1.0,0.0,1.0,1.0
808,0,0,1,1,1
809,0.0,0.0,1.0,1.0,1.0
810,0,0,1,1,1
811,1.0,1.0,1.0,1.0,1.0
812,0,0,0,0,1
813,0.0,1.0,1.0,1.0,1.0
814,0,0,0,1,1
815,1.0,1.0,1.0,1.0,1.0
816,0,0,1,1,1
817,0.0,0.0,0.0,0.0,1.0
818,0,1,1,0,1
819,1.0,1.0,1.0,1.0,1.0
820,0,0,0,1,1
